Year,Пол,CAUSE_OF_DEATH,UNIT_MEASURE,Value
2010,Мушкарци,endocrine_metabolic_and_nutritional,Број,729
2010,Мушкарци,mental_and_behavioural_disorders,Број,118
2010,Мушкарци,diseases_of_the_nervous,Број,178
2010,Мушкарци,diseases_of_the_eye,Број,1
2010,Мушкарци,diseases_of_the_circulatory,Број,8699
2010,Мушкарци,diseases_of_the_respiratory,Број,681
2010,Мушкарци,diseases_of_the_digestive,Број,544
2010,Мушкарци,diseases_of_the_skin,Број,5
2010,Мушкарци,diseases_of_the_musculoskeletal,Број,16
2010,Мушкарци,diseases_of_the_genitourinary,Број,296
2010,Мушкарци,certain_conditions_originating,Број,76
2010,Мушкарци,congenital_malformations_deformations,Број,37
2010,Мушкарци,symptoms_signs_and_abnormal,Број,1008
2010,Мушкарци,injuries_poisoning_and_consequences,Број,878
2010,Мушкарци,external_causes_of_mortality,Број,11
2010,Мушкарци,unknown,Број,364
2010,Мушкарци,Укупно,Број,17900
2010,Жене,infectious_and_parasitic,Број,102
2010,Жене,neoplasms,Број,2914
2010,Жене,diseases_of_the_blood,Број,28
2010,Жене,endocrine_metabolic_and_nutritional,Број,1174
2010,Жене,mental_and_behavioural_disorders,Број,53
2010,Жене,diseases_of_the_nervous,Број,172
2010,Жене,diseases_of_the_eye,Број,1
2010,Жене,diseases_of_the_circulatory,Број,10106
2010,Жене,diseases_of_the_respiratory,Број,464
2010,Жене,diseases_of_the_digestive,Број,374
2010,Жене,diseases_of_the_skin,Број,9
2010,Жене,diseases_of_the_musculoskeletal,Број,26
2010,Жене,diseases_of_the_genitourinary,Број,281
2010,Жене,pregnancy_childbirth_and_the,Број,1
2010,Жене,certain_conditions_originating,Број,62
2010,Жене,congenital_malformations_deformations,Број,26
2010,Жене,symptoms_signs_and_abnormal,Број,908
2010,Жене,injuries_poisoning_and_consequences,Број,239
2010,Жене,external_causes_of_mortality,Број,4
2010,Жене,unknown,Број,274
2010,Жене,Укупно,Број,17218
2011,Оба пола,infectious_and_parasitic,Број,298
2011,Оба пола,neoplasms,Број,7214
2011,Оба пола,diseases_of_the_blood,Број,59
2011,Оба пола,endocrine_metabolic_and_nutritional,Број,1940
2011,Оба пола,mental_and_behavioural_disorders,Број,161
2011,Оба пола,diseases_of_the_nervous,Број,410
2011,Оба пола,diseases_of_the_circulatory,Број,18468
2011,Оба пола,diseases_of_the_respiratory,Број,1281
2011,Оба пола,diseases_of_the_digestive,Број,874
2011,Оба пола,diseases_of_the_skin,Број,12
2011,Оба пола,diseases_of_the_musculoskeletal,Број,45
2011,Оба пола,diseases_of_the_genitourinary,Број,551
2011,Оба пола,pregnancy_childbirth_and_the,Број,2
2011,Оба пола,certain_conditions_originating,Број,118
2011,Оба пола,congenital_malformations_deformations,Број,58
2011,Оба пола,symptoms_signs_and_abnormal,Број,1665
2011,Оба пола,injuries_poisoning_and_consequences,Број,1162
2011,Оба пола,external_causes_of_mortality,Број,14
2011,Оба пола,factors_influencing_health_status,Број,1
2011,Оба пола,unknown,Број,695
2011,Оба пола,Укупно,Број,35028
2011,Мушкарци,infectious_and_parasitic,Број,192
2011,Мушкарци,neoplasms,Број,4316
2011,Мушкарци,diseases_of_the_blood,Број,20
2011,Мушкарци,endocrine_metabolic_and_nutritional,Број,761
2011,Мушкарци,mental_and_behavioural_disorders,Број,89
2011,Мушкарци,diseases_of_the_nervous,Број,213
2011,Мушкарци,diseases_of_the_circulatory,Број,8542
2011,Мушкарци,diseases_of_the_respiratory,Број,725
2011,Мушкарци,diseases_of_the_digestive,Број,543
2011,Мушкарци,diseases_of_the_skin,Број,2
2011,Мушкарци,diseases_of_the_musculoskeletal,Број,12
2011,Мушкарци,diseases_of_the_genitourinary,Број,302
2011,Мушкарци,certain_conditions_originating,Број,67
2011,Мушкарци,congenital_malformations_deformations,Број,30
2011,Мушкарци,symptoms_signs_and_abnormal,Број,829
2011,Мушкарци,injuries_poisoning_and_consequences,Број,930
2011,Мушкарци,external_causes_of_mortality,Број,13
2011,Мушкарци,factors_influencing_health_status,Број,1
2011,Мушкарци,unknown,Број,378
2011,Мушкарци,Укупно,Број,17965
2011,Жене,infectious_and_parasitic,Број,106
2011,Жене,neoplasms,Број,2898
2011,Жене,diseases_of_the_blood,Број,39
2011,Жене,endocrine_metabolic_and_nutritional,Број,1179
2011,Жене,mental_and_behavioural_disorders,Број,72
2011,Жене,diseases_of_the_nervous,Број,197
2011,Жене,diseases_of_the_circulatory,Број,9926
2011,Жене,diseases_of_the_respiratory,Број,556
2011,Жене,diseases_of_the_digestive,Број,331
2011,Жене,diseases_of_the_skin,Број,10
2011,Жене,diseases_of_the_musculoskeletal,Број,33
2011,Жене,diseases_of_the_genitourinary,Број,249
2011,Жене,pregnancy_childbirth_and_the,Број,2
2011,Жене,certain_conditions_originating,Број,51
2011,Жене,congenital_malformations_deformations,Број,28
2011,Жене,symptoms_signs_and_abnormal,Број,836
2011,Жене,injuries_poisoning_and_consequences,Број,232
2011,Жене,external_causes_of_mortality,Број,1
2011,Жене,unknown,Број,317
2011,Жене,Укупно,Број,17063
2012,Оба пола,infectious_and_parasitic,Број,344
2012,Оба пола,neoplasms,Број,7598
2012,Оба пола,diseases_of_the_blood,Број,47
2012,Оба пола,endocrine_metabolic_and_nutritional,Број,1926
2012,Оба пола,mental_and_behavioural_disorders,Број,160
2012,Оба пола,diseases_of_the_nervous,Број,409
2012,Оба пола,diseases_of_the_eye,Број,1
2012,Оба пола,diseases_of_the_circulatory,Број,19252
2012,Оба пола,diseases_of_the_respiratory,Број,1266
2012,Оба пола,diseases_of_the_digestive,Број,978
2012,Оба пола,diseases_of_the_skin,Број,13
2012,Оба пола,diseases_of_the_musculoskeletal,Број,54
2012,Оба пола,diseases_of_the_genitourinary,Број,601
2012,Оба пола,pregnancy_childbirth_and_the,Број,3
2012,Оба пола,certain_conditions_originating,Број,111
2012,Оба пола,congenital_malformations_deformations,Број,40
2012,Оба пола,symptoms_signs_and_abnormal,Број,1207
2012,Оба пола,injuries_poisoning_and_consequences,Број,1067
2012,Оба пола,unknown,Број,740
2012,Оба пола,Укупно,Број,35817
2012,Мушкарци,infectious_and_parasitic,Број,185
2012,Мушкарци,neoplasms,Број,4458
2012,Мушкарци,diseases_of_the_blood,Број,25
2012,Мушкарци,endocrine_metabolic_and_nutritional,Број,785
2012,Мушкарци,mental_and_behavioural_disorders,Број,109
2012,Мушкарци,diseases_of_the_nervous,Број,207
2012,Мушкарци,diseases_of_the_circulatory,Број,9060
2012,Мушкарци,diseases_of_the_respiratory,Број,754
2012,Мушкарци,diseases_of_the_digestive,Број,588
2012,Мушкарци,diseases_of_the_skin,Број,6
2012,Мушкарци,diseases_of_the_musculoskeletal,Број,15
2012,Мушкарци,diseases_of_the_genitourinary,Број,303
2012,Мушкарци,certain_conditions_originating,Број,67
2012,Мушкарци,congenital_malformations_deformations,Број,26
2012,Мушкарци,symptoms_signs_and_abnormal,Број,609
2012,Мушкарци,injuries_poisoning_and_consequences,Број,830
2012,Мушкарци,unknown,Број,409
2012,Мушкарци,Укупно,Број,18436
2012,Жене,infectious_and_parasitic,Број,159
2012,Жене,neoplasms,Број,3140
2012,Жене,diseases_of_the_blood,Број,22
2012,Жене,endocrine_metabolic_and_nutritional,Број,1141
2012,Жене,mental_and_behavioural_disorders,Број,51
2012,Жене,diseases_of_the_nervous,Број,202
2012,Жене,diseases_of_the_eye,Број,1
2012,Жене,diseases_of_the_circulatory,Број,10192
2012,Жене,diseases_of_the_respiratory,Број,512
2012,Жене,diseases_of_the_digestive,Број,390
2012,Жене,diseases_of_the_skin,Број,7
2012,Жене,diseases_of_the_musculoskeletal,Број,39
2012,Жене,diseases_of_the_genitourinary,Број,298
2012,Жене,pregnancy_childbirth_and_the,Број,3
2012,Жене,certain_conditions_originating,Број,44
2012,Жене,congenital_malformations_deformations,Број,14
2012,Жене,symptoms_signs_and_abnormal,Број,598
2012,Жене,injuries_poisoning_and_consequences,Број,237
2012,Жене,unknown,Број,331
2012,Жене,Укупно,Број,17381
2013,Оба пола,infectious_and_parasitic,Број,268
2013,Оба пола,neoplasms,Број,7506
2013,Оба пола,diseases_of_the_blood,Број,50
2013,Оба пола,endocrine_metabolic_and_nutritional,Број,1970
2013,Оба пола,mental_and_behavioural_disorders,Број,192
2013,Оба пола,diseases_of_the_nervous,Број,382
2013,Оба пола,diseases_of_the_circulatory,Број,18186
2013,Оба пола,diseases_of_the_respiratory,Број,1428
2013,Оба пола,diseases_of_the_digestive,Број,955
2013,Оба пола,diseases_of_the_skin,Број,31
2013,Оба пола,diseases_of_the_musculoskeletal,Број,57
2013,Оба пола,diseases_of_the_genitourinary,Број,581
2013,Оба пола,certain_conditions_originating,Број,101
2013,Оба пола,congenital_malformations_deformations,Број,38
2013,Оба пола,symptoms_signs_and_abnormal,Број,2107
2013,Оба пола,injuries_poisoning_and_consequences,Број,1024
2013,Оба пола,external_causes_of_mortality,Број,4
2013,Оба пола,unknown,Број,782
2013,Оба пола,Укупно,Број,35662
2013,Мушкарци,infectious_and_parasitic,Број,165
2013,Мушкарци,neoplasms,Број,4384
2013,Мушкарци,diseases_of_the_blood,Број,20
2013,Мушкарци,endocrine_metabolic_and_nutritional,Број,820
2013,Мушкарци,mental_and_behavioural_disorders,Број,101
2013,Мушкарци,diseases_of_the_nervous,Број,198
2013,Мушкарци,diseases_of_the_circulatory,Број,8458
2013,Мушкарци,diseases_of_the_respiratory,Број,827
2013,Мушкарци,diseases_of_the_digestive,Број,526
2013,Мушкарци,diseases_of_the_skin,Број,12
2013,Мушкарци,diseases_of_the_musculoskeletal,Број,18
2013,Мушкарци,diseases_of_the_genitourinary,Број,304
2013,Мушкарци,certain_conditions_originating,Број,62
2013,Мушкарци,congenital_malformations_deformations,Број,19
2013,Мушкарци,symptoms_signs_and_abnormal,Број,1112
2013,Мушкарци,injuries_poisoning_and_consequences,Број,794
2013,Мушкарци,external_causes_of_mortality,Број,4
2013,Мушкарци,unknown,Број,393
2013,Мушкарци,Укупно,Број,18217
2013,Жене,infectious_and_parasitic,Број,103
2013,Жене,neoplasms,Број,3122
2013,Жене,diseases_of_the_blood,Број,30
2013,Жене,endocrine_metabolic_and_nutritional,Број,1150
2013,Жене,mental_and_behavioural_disorders,Број,91
2013,Жене,diseases_of_the_nervous,Број,184
2013,Жене,diseases_of_the_circulatory,Број,9728
2013,Жене,diseases_of_the_respiratory,Број,601
2013,Жене,diseases_of_the_digestive,Број,429
2013,Жене,diseases_of_the_skin,Број,19
2013,Жене,diseases_of_the_musculoskeletal,Број,39
2013,Жене,diseases_of_the_genitourinary,Број,277
2013,Жене,certain_conditions_originating,Број,39
2013,Жене,congenital_malformations_deformations,Број,19
2013,Жене,symptoms_signs_and_abnormal,Број,995
2013,Жене,injuries_poisoning_and_consequences,Број,230
2013,Жене,unknown,Број,389
2013,Жене,Укупно,Број,17445
2014,Оба пола,infectious_and_parasitic,Број,291
2014,Оба пола,neoplasms,Број,7821
2014,Оба пола,diseases_of_the_blood,Број,42
2014,Оба пола,endocrine_metabolic_and_nutritional,Број,2267
2014,Оба пола,mental_and_behavioural_disorders,Број,225
2014,Оба пола,diseases_of_the_nervous,Број,396
2014,Оба пола,diseases_of_the_eye,Број,6
2014,Оба пола,diseases_of_the_circulatory,Број,17930
2014,Оба пола,diseases_of_the_respiratory,Број,1409
2014,Оба пола,diseases_of_the_digestive,Број,949
2014,Оба пола,diseases_of_the_skin,Број,32
2014,Оба пола,diseases_of_the_musculoskeletal,Број,61
2014,Оба пола,diseases_of_the_genitourinary,Број,536
2014,Оба пола,certain_conditions_originating,Број,85
2014,Оба пола,congenital_malformations_deformations,Број,49
2014,Оба пола,symptoms_signs_and_abnormal,Број,2241
2014,Оба пола,injuries_poisoning_and_consequences,Број,1032
2014,Оба пола,external_causes_of_mortality,Број,17
2014,Оба пола,factors_influencing_health_status,Број,1
2014,Оба пола,unknown,Број,590
2014,Оба пола,Укупно,Број,35980
2014,Мушкарци,infectious_and_parasitic,Број,164
2014,Мушкарци,neoplasms,Број,4569
2014,Мушкарци,diseases_of_the_blood,Број,14
2014,Мушкарци,endocrine_metabolic_and_nutritional,Број,925
2014,Мушкарци,mental_and_behavioural_disorders,Број,142
2014,Мушкарци,diseases_of_the_nervous,Број,207
2014,Мушкарци,diseases_of_the_circulatory,Број,8336
2014,Мушкарци,diseases_of_the_respiratory,Број,840
2014,Мушкарци,diseases_of_the_digestive,Број,545
2014,Мушкарци,diseases_of_the_skin,Број,16
2014,Мушкарци,diseases_of_the_musculoskeletal,Број,16
2014,Мушкарци,diseases_of_the_genitourinary,Број,260
2014,Мушкарци,certain_conditions_originating,Број,42
2014,Мушкарци,congenital_malformations_deformations,Број,20
2014,Мушкарци,symptoms_signs_and_abnormal,Број,1132
2014,Мушкарци,injuries_poisoning_and_consequences,Број,795
2014,Мушкарци,external_causes_of_mortality,Број,10
2014,Мушкарци,unknown,Број,327
2014,Мушкарци,Укупно,Број,18360
2014,Жене,infectious_and_parasitic,Број,127
2014,Жене,neoplasms,Број,3252
2014,Жене,diseases_of_the_blood,Број,28
2014,Жене,endocrine_metabolic_and_nutritional,Број,1342
2014,Жене,mental_and_behavioural_disorders,Број,83
2014,Жене,diseases_of_the_nervous,Број,189
2014,Жене,diseases_of_the_eye,Број,6
2014,Жене,diseases_of_the_circulatory,Број,9594
2014,Жене,diseases_of_the_respiratory,Број,569
2014,Жене,diseases_of_the_digestive,Број,404
2014,Жене,diseases_of_the_skin,Број,16
2014,Жене,diseases_of_the_musculoskeletal,Број,45
2014,Жене,diseases_of_the_genitourinary,Број,276
2014,Жене,certain_conditions_originating,Број,43
2014,Жене,congenital_malformations_deformations,Број,29
2014,Жене,symptoms_signs_and_abnormal,Број,1109
2014,Жене,injuries_poisoning_and_consequences,Број,237
2014,Жене,external_causes_of_mortality,Број,7
2014,Жене,factors_influencing_health_status,Број,1
2014,Жене,unknown,Број,263
2014,Жене,Укупно,Број,17620
2015,Оба пола,infectious_and_parasitic,Број,370
2015,Оба пола,neoplasms,Број,7956
2015,Оба пола,diseases_of_the_blood,Број,55
2015,Оба пола,endocrine_metabolic_and_nutritional,Број,2025
2015,Оба пола,mental_and_behavioural_disorders,Број,188
2015,Оба пола,diseases_of_the_nervous,Број,447
2015,Оба пола,diseases_of_the_eye,Број,1
2015,Оба пола,diseases_of_the_circulatory,Број,19713
2015,Оба пола,diseases_of_the_respiratory,Број,1718
2015,Оба пола,diseases_of_the_digestive,Број,988
2015,Оба пола,diseases_of_the_skin,Број,42
2015,Оба пола,diseases_of_the_musculoskeletal,Број,55
2015,Оба пола,diseases_of_the_genitourinary,Број,684
2015,Оба пола,pregnancy_childbirth_and_the,Број,1
2015,Оба пола,certain_conditions_originating,Број,126
2015,Оба пола,congenital_malformations_deformations,Број,31
2015,Оба пола,symptoms_signs_and_abnormal,Број,2098
2015,Оба пола,injuries_poisoning_and_consequences,Број,1103
2015,Оба пола,external_causes_of_mortality,Број,8
2015,Оба пола,unknown,Број,541
2015,Оба пола,Укупно,Број,38150
2015,Мушкарци,infectious_and_parasitic,Број,207
2015,Мушкарци,neoplasms,Број,4525
2015,Мушкарци,diseases_of_the_blood,Број,19
2015,Мушкарци,endocrine_metabolic_and_nutritional,Број,856
2015,Мушкарци,mental_and_behavioural_disorders,Број,102
2015,Мушкарци,diseases_of_the_nervous,Број,241
2015,Мушкарци,diseases_of_the_circulatory,Број,9012
2015,Мушкарци,diseases_of_the_respiratory,Број,972
2015,Мушкарци,diseases_of_the_digestive,Број,571
2015,Мушкарци,diseases_of_the_skin,Број,16
2015,Мушкарци,diseases_of_the_musculoskeletal,Број,21
2015,Мушкарци,diseases_of_the_genitourinary,Број,331
2015,Мушкарци,certain_conditions_originating,Број,67
2015,Мушкарци,congenital_malformations_deformations,Број,15
2015,Мушкарци,symptoms_signs_and_abnormal,Број,1102
2015,Мушкарци,injuries_poisoning_and_consequences,Број,840
2015,Мушкарци,external_causes_of_mortality,Број,5
2015,Мушкарци,unknown,Број,317
2015,Мушкарци,Укупно,Број,19219
2015,Жене,infectious_and_parasitic,Број,163
2015,Жене,neoplasms,Број,3431
2015,Жене,diseases_of_the_blood,Број,36
2015,Жене,endocrine_metabolic_and_nutritional,Број,1169
2015,Жене,mental_and_behavioural_disorders,Број,86
2015,Жене,diseases_of_the_nervous,Број,206
2015,Жене,diseases_of_the_eye,Број,1
2015,Жене,diseases_of_the_circulatory,Број,10701
2015,Жене,diseases_of_the_respiratory,Број,746
2015,Жене,diseases_of_the_digestive,Број,417
2015,Жене,diseases_of_the_skin,Број,26
2015,Жене,diseases_of_the_musculoskeletal,Број,34
2015,Жене,diseases_of_the_genitourinary,Број,353
2015,Жене,pregnancy_childbirth_and_the,Број,1
2015,Жене,certain_conditions_originating,Број,59
2015,Жене,congenital_malformations_deformations,Број,16
2015,Жене,symptoms_signs_and_abnormal,Број,996
2015,Жене,injuries_poisoning_and_consequences,Број,263
2015,Жене,external_causes_of_mortality,Број,3
2015,Жене,unknown,Број,224
2015,Жене,Укупно,Број,18931
2016,Оба пола,infectious_and_parasitic,Број,412
2016,Оба пола,neoplasms,Број,7761
2016,Оба пола,diseases_of_the_blood,Број,54
2016,Оба пола,endocrine_metabolic_and_nutritional,Број,1961
2016,Оба пола,mental_and_behavioural_disorders,Број,226
2016,Оба пола,diseases_of_the_nervous,Број,386
2016,Оба пола,diseases_of_the_eye,Број,8
2016,Оба пола,diseases_of_the_circulatory,Број,18959
2016,Оба пола,diseases_of_the_respiratory,Број,1487
2016,Оба пола,diseases_of_the_digestive,Број,1077
2016,Оба пола,diseases_of_the_skin,Број,35
2016,Оба пола,diseases_of_the_musculoskeletal,Број,46
2016,Оба пола,diseases_of_the_genitourinary,Број,696
2016,Оба пола,pregnancy_childbirth_and_the,Број,1
2016,Оба пола,certain_conditions_originating,Број,117
2016,Оба пола,congenital_malformations_deformations,Број,16
2016,Оба пола,symptoms_signs_and_abnormal,Број,1730
2016,Оба пола,injuries_poisoning_and_consequences,Број,1040
2016,Оба пола,external_causes_of_mortality,Број,14
2016,Оба пола,unknown,Број,545
2016,Оба пола,Укупно,Број,36571
2016,Мушкарци,infectious_and_parasitic,Број,214
2016,Мушкарци,neoplasms,Број,4464
2016,Мушкарци,diseases_of_the_blood,Број,22
2016,Мушкарци,endocrine_metabolic_and_nutritional,Број,789
2016,Мушкарци,mental_and_behavioural_disorders,Број,141
2016,Мушкарци,diseases_of_the_nervous,Број,213
2016,Мушкарци,diseases_of_the_eye,Број,6
2016,Мушкарци,diseases_of_the_circulatory,Број,8780
2016,Мушкарци,diseases_of_the_respiratory,Број,879
2016,Мушкарци,diseases_of_the_digestive,Број,619
2016,Мушкарци,diseases_of_the_skin,Број,16
2016,Мушкарци,diseases_of_the_musculoskeletal,Број,9
2016,Мушкарци,diseases_of_the_genitourinary,Број,345
2016,Мушкарци,certain_conditions_originating,Број,74
2016,Мушкарци,congenital_malformations_deformations,Број,9
2016,Мушкарци,symptoms_signs_and_abnormal,Број,872
2016,Мушкарци,injuries_poisoning_and_consequences,Број,783
2016,Мушкарци,external_causes_of_mortality,Број,11
2016,Мушкарци,unknown,Број,296
2016,Мушкарци,Укупно,Број,18542
2016,Жене,infectious_and_parasitic,Број,198
2016,Жене,neoplasms,Број,3297
2016,Жене,diseases_of_the_blood,Број,32
2016,Жене,endocrine_metabolic_and_nutritional,Број,1172
2016,Жене,mental_and_behavioural_disorders,Број,85
2016,Жене,diseases_of_the_nervous,Број,173
2016,Жене,diseases_of_the_eye,Број,2
2016,Жене,diseases_of_the_circulatory,Број,10179
2016,Жене,diseases_of_the_respiratory,Број,608
2016,Жене,diseases_of_the_digestive,Број,458
2016,Жене,diseases_of_the_skin,Број,19
2016,Жене,diseases_of_the_musculoskeletal,Број,37
2016,Жене,diseases_of_the_genitourinary,Број,351
2016,Жене,pregnancy_childbirth_and_the,Број,1
2016,Жене,certain_conditions_originating,Број,43
2016,Жене,congenital_malformations_deformations,Број,7
2016,Жене,symptoms_signs_and_abnormal,Број,858
2016,Жене,injuries_poisoning_and_consequences,Број,257
2016,Жене,external_causes_of_mortality,Број,3
2016,Жене,unknown,Број,249
2016,Жене,Укупно,Број,18029
2017,Оба пола,infectious_and_parasitic,Број,395
2017,Оба пола,neoplasms,Број,8136
2017,Оба пола,diseases_of_the_blood,Број,69
2017,Оба пола,endocrine_metabolic_and_nutritional,Број,2170
2017,Оба пола,mental_and_behavioural_disorders,Број,265
2017,Оба пола,diseases_of_the_nervous,Број,382
2017,Оба пола,diseases_of_the_eye,Број,5
2017,Оба пола,diseases_of_the_circulatory,Број,19207
2017,Оба пола,diseases_of_the_respiratory,Број,1579
2017,Оба пола,diseases_of_the_digestive,Број,1007
2017,Оба пола,diseases_of_the_skin,Број,44
2017,Оба пола,diseases_of_the_musculoskeletal,Број,44
2017,Оба пола,diseases_of_the_genitourinary,Број,587
2017,Оба пола,certain_conditions_originating,Број,136
2017,Оба пола,congenital_malformations_deformations,Број,27
2017,Оба пола,symptoms_signs_and_abnormal,Број,2294
2017,Оба пола,injuries_poisoning_and_consequences,Број,1067
2017,Оба пола,external_causes_of_mortality,Број,15
2017,Оба пола,unknown,Број,550
2017,Оба пола,Укупно,Број,37979
2017,Мушкарци,infectious_and_parasitic,Број,209
2017,Мушкарци,neoplasms,Број,4632
2017,Мушкарци,diseases_of_the_blood,Број,25
2017,Мушкарци,endocrine_metabolic_and_nutritional,Број,885
2017,Мушкарци,mental_and_behavioural_disorders,Број,147
2017,Мушкарци,diseases_of_the_nervous,Број,193
2017,Мушкарци,diseases_of_the_eye,Број,2
2017,Мушкарци,diseases_of_the_circulatory,Број,8880
2017,Мушкарци,diseases_of_the_respiratory,Број,936
2017,Мушкарци,diseases_of_the_digestive,Број,570
2017,Мушкарци,diseases_of_the_skin,Број,12
2017,Мушкарци,diseases_of_the_musculoskeletal,Број,17
2017,Мушкарци,diseases_of_the_genitourinary,Број,299
2017,Мушкарци,certain_conditions_originating,Број,75
2017,Мушкарци,congenital_malformations_deformations,Број,16
2017,Мушкарци,symptoms_signs_and_abnormal,Број,1168
2017,Мушкарци,injuries_poisoning_and_consequences,Број,780
2017,Мушкарци,external_causes_of_mortality,Број,9
2017,Мушкарци,unknown,Број,331
2017,Мушкарци,Укупно,Број,19186
2017,Жене,infectious_and_parasitic,Број,186
2017,Жене,neoplasms,Број,3504
2017,Жене,diseases_of_the_blood,Број,44
2017,Жене,endocrine_metabolic_and_nutritional,Број,1285
2017,Жене,mental_and_behavioural_disorders,Број,118
2017,Жене,diseases_of_the_nervous,Број,189
2017,Жене,diseases_of_the_eye,Број,3
2017,Жене,diseases_of_the_circulatory,Број,10327
2017,Жене,diseases_of_the_respiratory,Број,643
2017,Жене,diseases_of_the_digestive,Број,437
2017,Жене,diseases_of_the_skin,Број,32
2017,Жене,diseases_of_the_musculoskeletal,Број,27
2017,Жене,diseases_of_the_genitourinary,Број,288
2017,Жене,certain_conditions_originating,Број,61
2017,Жене,congenital_malformations_deformations,Број,11
2017,Жене,symptoms_signs_and_abnormal,Број,1126
2017,Жене,injuries_poisoning_and_consequences,Број,287
2017,Жене,external_causes_of_mortality,Број,6
2017,Жене,unknown,Број,219
2017,Жене,Укупно,Број,18793
2018,Оба пола,infectious_and_parasitic,Број,443
2018,Оба пола,neoplasms,Број,7881
2018,Оба пола,diseases_of_the_blood,Број,72
2018,Оба пола,endocrine_metabolic_and_nutritional,Број,2086
2018,Оба пола,mental_and_behavioural_disorders,Број,236
2018,Оба пола,diseases_of_the_nervous,Број,337
2018,Оба пола,diseases_of_the_circulatory,Број,18818
2018,Оба пола,diseases_of_the_respiratory,Број,1856
2018,Оба пола,diseases_of_the_digestive,Број,1052
2018,Оба пола,diseases_of_the_skin,Број,40
2018,Оба пола,diseases_of_the_musculoskeletal,Број,53
2018,Оба пола,diseases_of_the_genitourinary,Број,631
2018,Оба пола,pregnancy_childbirth_and_the,Број,1
2018,Оба пола,certain_conditions_originating,Број,134
2018,Оба пола,congenital_malformations_deformations,Број,26
2018,Оба пола,symptoms_signs_and_abnormal,Број,2581
2018,Оба пола,injuries_poisoning_and_consequences,Број,1015
2018,Оба пола,external_causes_of_mortality,Број,11
2018,Оба пола,factors_influencing_health_status,Број,1
2018,Оба пола,unknown,Број,470
2018,Оба пола,Укупно,Број,37744
2018,Мушкарци,infectious_and_parasitic,Број,243
2018,Мушкарци,neoplasms,Број,4606
2018,Мушкарци,diseases_of_the_blood,Број,27
2018,Мушкарци,endocrine_metabolic_and_nutritional,Број,881
2018,Мушкарци,mental_and_behavioural_disorders,Број,121
2018,Мушкарци,diseases_of_the_nervous,Број,171
2018,Мушкарци,diseases_of_the_circulatory,Број,8577
2018,Мушкарци,diseases_of_the_respiratory,Број,990
2018,Мушкарци,diseases_of_the_digestive,Број,610
2018,Мушкарци,diseases_of_the_skin,Број,21
2018,Мушкарци,diseases_of_the_musculoskeletal,Број,13
2018,Мушкарци,diseases_of_the_genitourinary,Број,337
2018,Мушкарци,certain_conditions_originating,Број,67
2018,Мушкарци,congenital_malformations_deformations,Број,12
2018,Мушкарци,symptoms_signs_and_abnormal,Број,1301
2018,Мушкарци,injuries_poisoning_and_consequences,Број,773
2018,Мушкарци,external_causes_of_mortality,Број,9
2018,Мушкарци,factors_influencing_health_status,Број,1
2018,Мушкарци,unknown,Број,247
2018,Мушкарци,Укупно,Број,19007
2018,Жене,infectious_and_parasitic,Број,200
2018,Жене,neoplasms,Број,3275
2018,Жене,diseases_of_the_blood,Број,45
2018,Жене,endocrine_metabolic_and_nutritional,Број,1205
2018,Жене,mental_and_behavioural_disorders,Број,115
2018,Жене,diseases_of_the_nervous,Број,166
2018,Жене,diseases_of_the_circulatory,Број,10241
2018,Жене,diseases_of_the_respiratory,Број,866
2018,Жене,diseases_of_the_digestive,Број,442
2018,Жене,diseases_of_the_skin,Број,19
2018,Жене,diseases_of_the_musculoskeletal,Број,40
2018,Жене,diseases_of_the_genitourinary,Број,294
2018,Жене,pregnancy_childbirth_and_the,Број,1
2018,Жене,certain_conditions_originating,Број,67
2018,Жене,congenital_malformations_deformations,Број,14
2018,Жене,symptoms_signs_and_abnormal,Број,1280
2018,Жене,injuries_poisoning_and_consequences,Број,242
2018,Жене,external_causes_of_mortality,Број,2
2018,Жене,unknown,Број,223
2018,Жене,Укупно,Број,18737
2019,Оба пола,infectious_and_parasitic,Број,451
2019,Оба пола,neoplasms,Број,8053
2019,Оба пола,diseases_of_the_blood,Број,90
2019,Оба пола,endocrine_metabolic_and_nutritional,Број,1925
2019,Оба пола,mental_and_behavioural_disorders,Број,290
2019,Оба пола,diseases_of_the_nervous,Број,388
2019,Оба пола,diseases_of_the_eye,Број,9
2019,Оба пола,diseases_of_the_circulatory,Број,18939
2019,Оба пола,diseases_of_the_respiratory,Број,1946
2019,Оба пола,diseases_of_the_digestive,Број,1043
2019,Оба пола,diseases_of_the_skin,Број,43
2019,Оба пола,diseases_of_the_musculoskeletal,Број,57
2019,Оба пола,diseases_of_the_genitourinary,Број,600
2019,Оба пола,pregnancy_childbirth_and_the,Број,3
2019,Оба пола,certain_conditions_originating,Број,130
2019,Оба пола,congenital_malformations_deformations,Број,30
2019,Оба пола,symptoms_signs_and_abnormal,Број,3312
2019,Оба пола,injuries_poisoning_and_consequences,Број,918
2019,Оба пола,external_causes_of_mortality,Број,9
2019,Оба пола,factors_influencing_health_status,Број,10
2019,Оба пола,unknown,Број,583
2019,Оба пола,Укупно,Број,38829
2019,Мушкарци,infectious_and_parasitic,Број,241
2019,Мушкарци,neoplasms,Број,4606
2019,Мушкарци,diseases_of_the_blood,Број,30
2019,Мушкарци,endocrine_metabolic_and_nutritional,Број,806
