Year,health_indicators,UNIT_MEASURE,Entity,Value
2011,number_of_beds_in_hospitals,NUMBER,FBiH,8598.0
2011,number_of_beds_in_hospitals_per_100000_population,NUMBER,FBiH,367.7077497
2011,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,FBiH,4443.0
2011,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,NUMBER,FBiH,190.012274
2011,number_of_general_practitioners,NUMBER,FBiH,516.0
2011,number_of_population_per_general_practitioner,NUMBER,FBiH,4531.531008
2011,number_of_midwives,NUMBER,FBiH,834.0
2011,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,FBiH,2338270.0
2011,male_population,NUMBER,FBiH,1145752.0
2011,female_population,NUMBER,FBiH,1192518.0
2011,number_of_new_cases_of_cervical_cancer,NUMBER,RS,176.0
2011,number_of_new_cases_of_cervical_cancer_per_100000_female_population,NUMBER,RS,23.98525997
2011,number_of_new_cases_of_female_breast_cancer,NUMBER,RS,433.0
2011,number_of_new_cases_of_female_breast_cancer_per_100000,NUMBER,RS,59.00919072
2011,number_of_new_cases_of_syphilis,NUMBER,RS,25.0
2011,number_of_new_cases_of_gonorrhea,NUMBER,RS,2.0
2011,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,RS,2.0
2011,number_of_new_cases_of_HIV,NUMBER,RS,5.0
2011,number_of_new_cases_of_HIV_per_100000_population,NUMBER,RS,0.349731546
2011,number_of_caesarean_sections_per_1000_live_births,NUMBER,RS,218.3
2011,number_of_beds_in_hospitals,NUMBER,RS,4403.0
2011,number_of_beds_in_hospitals_per_100000_population,NUMBER,RS,307.9735995
2011,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,RS,2286.0
2011,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,NUMBER,RS,159.8972629
2011,number_of_general_practitioners,NUMBER,RS,663.0
2011,number_of_population_per_general_practitioner,NUMBER,RS,2156.361991
2011,number_of_midwives,NUMBER,RS,390.0
2011,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,RS,1429668.0
2011,male_population,NUMBER,RS,695884.0
2011,female_population,NUMBER,RS,733784.0
2011,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,BD,83723.0
2011,male_population,NUMBER,BD,41441.0
2011,female_population,NUMBER,BD,42282.0
2012,number_of_new_cases_of_cervical_cancer,NUMBER,BiH,174.0
2012,number_of_new_cases_of_female_breast_cancer,NUMBER,BiH,488.0
2012,number_of_new_cases_of_syphilis,NUMBER,BiH,18.0
2012,number_of_new_cases_of_gonorrhea,NUMBER,BiH,4.0
2012,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,BiH,4.0
2012,number_of_new_cases_of_HIV,NUMBER,BiH,25.0
2012,number_of_caesarean_sections,NUMBER,BiH,4823.0
2012,number_of_beds_in_hospitals,NUMBER,BiH,13107.0
2012,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,BiH,6874.0
2012,number_of_general_practitioners,NUMBER,BiH,1274.0
2012,number_of_midwives,NUMBER,BiH,1244.0
2012,number_of_new_cases_of_cervical_cancer,NUMBER,FBiH,174.0
2012,number_of_new_cases_of_cervical_cancer_per_100000_female_population,NUMBER,FBiH,14.77548899
2012,number_of_new_cases_of_female_breast_cancer,NUMBER,FBiH,488.0
2012,number_of_new_cases_of_female_breast_cancer_per_100000,NUMBER,FBiH,41.43930246
2012,number_of_new_cases_of_syphilis,NUMBER,FBiH,6.0
2012,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,FBiH,3.0
2012,number_of_new_cases_of_HIV,NUMBER,FBiH,17.0
2012,number_of_new_cases_of_HIV_per_100000_population,NUMBER,FBiH,0.727031057
2012,number_of_caesarean_sections,NUMBER,FBiH,4823.0
2012,number_of_caesarean_sections_per_1000_live_births,NUMBER,FBiH,232.3
2012,number_of_beds_in_hospitals,NUMBER,FBiH,8549.0
2012,number_of_beds_in_hospitals_per_100000_population,NUMBER,FBiH,365.6110888
2012,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,FBiH,4519.0
2012,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,NUMBER,FBiH,193.2619617
2012,number_of_general_practitioners,NUMBER,FBiH,593.0
2012,number_of_population_per_general_practitioner,NUMBER,FBiH,3943.131535
2012,number_of_midwives,NUMBER,FBiH,847.0
2012,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,FBiH,2338277.0
2012,male_population,NUMBER,FBiH,1160651.0
2012,female_population,NUMBER,FBiH,1177626.0
2012,number_of_new_cases_of_syphilis,NUMBER,RS,12.0
2012,number_of_new_cases_of_gonorrhea,NUMBER,RS,4.0
2012,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,RS,1.0
2012,number_of_new_cases_of_HIV,NUMBER,RS,8.0
2012,number_of_new_cases_of_HIV_per_100000_population,NUMBER,RS,0.559718462
2012,number_of_caesarean_sections_per_1000_live_births,NUMBER,RS,226.9
2012,number_of_beds_in_hospitals,NUMBER,RS,4558.0
2012,number_of_beds_in_hospitals_per_100000_population,NUMBER,RS,318.8995935
2012,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,RS,2355.0
2012,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,NUMBER,RS,164.7671221
2012,number_of_general_practitioners,NUMBER,RS,681.0
2012,number_of_population_per_general_practitioner,NUMBER,RS,2098.810573
2012,number_of_midwives,NUMBER,RS,397.0
2012,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,RS,1429290.0
2012,male_population,NUMBER,RS,695700.0
2012,female_population,NUMBER,RS,733590.0
2012,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,BD,83516.0
2012,male_population,NUMBER,BD,41235.0
2012,female_population,NUMBER,BD,42281.0
2013,number_of_new_cases_of_cervical_cancer,NUMBER,BiH,99.0
2013,number_of_new_cases_of_female_breast_cancer,NUMBER,BiH,307.0
2013,number_of_new_cases_of_syphilis,NUMBER,BiH,14.0
2013,number_of_new_cases_of_gonorrhea,NUMBER,BiH,3.0
2013,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,BiH,7.0
2013,number_of_new_cases_of_HIV,NUMBER,BiH,24.0
2013,number_of_caesarean_sections,NUMBER,BiH,4597.0
2013,number_of_beds_in_hospitals,NUMBER,BiH,12748.0
2013,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,BiH,7068.0
2013,number_of_general_practitioners,NUMBER,BiH,1350.0
2013,number_of_midwives,NUMBER,BiH,1132.0
2013,number_of_new_cases_of_cervical_cancer,NUMBER,FBiH,99.0
2013,number_of_new_cases_of_cervical_cancer_per_100000_female_population,NUMBER,FBiH,8.410614705
2013,number_of_new_cases_of_female_breast_cancer,NUMBER,FBiH,307.0
2013,number_of_new_cases_of_female_breast_cancer_per_100000,NUMBER,FBiH,26.08140116
2013,number_of_new_cases_of_syphilis,NUMBER,FBiH,5.0
2013,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,FBiH,4.0
2013,number_of_new_cases_of_HIV,NUMBER,FBiH,16.0
2013,number_of_new_cases_of_HIV_per_100000_population,NUMBER,FBiH,0.684579839
2013,number_of_caesarean_sections,NUMBER,FBiH,4597.0
2013,number_of_caesarean_sections_per_1000_live_births,NUMBER,FBiH,235.1
2013,number_of_beds_in_hospitals,NUMBER,FBiH,8183.0
2013,number_of_beds_in_hospitals_per_100000_population,NUMBER,FBiH,350.1198015
2013,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,FBiH,4625.0
2013,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,NUMBER,FBiH,197.8863597
2013,number_of_general_practitioners,NUMBER,FBiH,665.0
2013,number_of_population_per_general_practitioner,NUMBER,FBiH,3514.586466
2013,number_of_midwives,NUMBER,FBiH,755.0
2013,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,FBiH,2337200.0
2013,male_population,NUMBER,FBiH,1160116.0
2013,female_population,NUMBER,FBiH,1177084.0
2013,number_of_new_cases_of_syphilis,NUMBER,RS,9.0
2013,number_of_new_cases_of_gonorrhea,NUMBER,RS,3.0
2013,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,RS,3.0
2013,number_of_new_cases_of_HIV,NUMBER,RS,8.0
2013,number_of_new_cases_of_HIV_per_100000_population,NUMBER,RS,0.561187304
2013,number_of_caesarean_sections_per_1000_live_births,NUMBER,RS,251.7
2013,number_of_beds_in_hospitals,NUMBER,RS,4565.0
2013,number_of_beds_in_hospitals_per_100000_population,NUMBER,RS,320.2275053
2013,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,RS,2443.0
2013,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,NUMBER,RS,171.372573
2013,number_of_general_practitioners,NUMBER,RS,685.0
2013,number_of_population_per_general_practitioner,NUMBER,RS,2081.093431
2013,number_of_midwives,NUMBER,RS,377.0
2013,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,RS,1425549.0
2013,male_population,NUMBER,RS,693879.0
2013,female_population,NUMBER,RS,731670.0
2013,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,BD,82410.0
2013,male_population,NUMBER,BD,41191.0
2013,female_population,NUMBER,BD,41219.0
2014,number_of_new_cases_of_cervical_cancer,NUMBER,BiH,169.0
2014,number_of_new_cases_of_female_breast_cancer,NUMBER,BiH,208.0
2014,number_of_new_cases_of_syphilis,NUMBER,BiH,21.0
2014,number_of_new_cases_of_gonorrhea,NUMBER,BiH,1.0
2014,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,BiH,8.0
2014,number_of_new_cases_of_HIV,NUMBER,BiH,17.0
2014,number_of_caesarean_sections,NUMBER,BiH,4730.0
2014,number_of_beds_in_hospitals,NUMBER,BiH,12989.0
2014,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,BiH,7272.0
2014,number_of_general_practitioners,NUMBER,BiH,1356.0
2014,number_of_midwives,NUMBER,BiH,1116.0
2014,number_of_new_cases_of_cervical_cancer,NUMBER,FBiH,169.0
2014,number_of_new_cases_of_cervical_cancer_per_100000_female_population,NUMBER,FBiH,14.35602605
2014,number_of_new_cases_of_female_breast_cancer,NUMBER,FBiH,208.0
2014,number_of_new_cases_of_female_breast_cancer_per_100000,NUMBER,FBiH,17.66895514
2014,number_of_new_cases_of_syphilis,NUMBER,FBiH,6.0
2014,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,FBiH,6.0
2014,number_of_new_cases_of_HIV,NUMBER,FBiH,15.0
2014,number_of_new_cases_of_HIV_per_100000_population,NUMBER,FBiH,0.641924885
2014,number_of_caesarean_sections,NUMBER,FBiH,4730.0
2014,number_of_caesarean_sections_per_1000_live_births,NUMBER,FBiH,240.7
2014,number_of_beds_in_hospitals,NUMBER,FBiH,8361.0
2014,number_of_beds_in_hospitals_per_100000_population,NUMBER,FBiH,357.8089306
2014,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,FBiH,4801.0
2014,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,NUMBER,FBiH,205.458758
2014,number_of_general_practitioners,NUMBER,FBiH,671.0
2014,number_of_population_per_general_practitioner,NUMBER,FBiH,3482.447094
2014,number_of_midwives,NUMBER,FBiH,737.0
2014,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,FBiH,2336722.0
2014,male_population,NUMBER,FBiH,1159516.0
2014,female_population,NUMBER,FBiH,1177206.0
2014,number_of_new_cases_of_syphilis,NUMBER,RS,15.0
2014,number_of_new_cases_of_gonorrhea,NUMBER,RS,1.0
2014,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,RS,2.0
2014,number_of_new_cases_of_HIV,NUMBER,RS,2.0
2014,number_of_new_cases_of_HIV_per_100000_population,NUMBER,RS,0.140715256
2014,number_of_caesarean_sections_per_1000_live_births,NUMBER,RS,237.9
2014,number_of_beds_in_hospitals,NUMBER,RS,4628.0
2014,number_of_beds_in_hospitals_per_100000_population,NUMBER,RS,325.6151016
2014,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,RS,2471.0
2014,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,NUMBER,RS,173.8536983
2014,number_of_general_practitioners,NUMBER,RS,685.0
2014,number_of_population_per_general_practitioner,NUMBER,RS,2074.905109
2014,number_of_midwives,NUMBER,RS,379.0
2014,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,RS,1421310.0
2014,male_population,NUMBER,RS,691725.0
2014,female_population,NUMBER,RS,729585.0
2014,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,BD,83309.0
2014,male_population,NUMBER,BD,41119.0
2014,female_population,NUMBER,BD,42190.0
2015,number_of_new_cases_of_cervical_cancer,NUMBER,BiH,158.0
2015,number_of_new_cases_of_female_breast_cancer,NUMBER,BiH,538.0
2015,number_of_new_cases_of_syphilis,NUMBER,BiH,12.0
2015,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,BiH,6.0
2015,number_of_new_cases_of_HIV,NUMBER,BiH,12.0
2015,number_of_caesarean_sections,NUMBER,BiH,4788.0
2015,number_of_beds_in_hospitals,NUMBER,BiH,12965.0
2015,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,BiH,7255.0
2015,number_of_general_practitioners,NUMBER,BiH,1355.0
2015,number_of_midwives,NUMBER,BiH,1088.0
2015,number_of_new_cases_of_cervical_cancer,NUMBER,FBiH,158.0
2015,number_of_new_cases_of_cervical_cancer_per_100000_female_population,NUMBER,FBiH,13.4352599
2015,number_of_new_cases_of_female_breast_cancer,NUMBER,FBiH,538.0
2015,number_of_new_cases_of_female_breast_cancer_per_100000,NUMBER,FBiH,45.74791031
2015,number_of_new_cases_of_syphilis,NUMBER,FBiH,4.0
2015,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,FBiH,4.0
2015,number_of_new_cases_of_HIV,NUMBER,FBiH,10.0
2015,number_of_new_cases_of_HIV_per_100000_population,NUMBER,FBiH,0.428385142
2015,number_of_caesarean_sections,NUMBER,FBiH,4788.0
2015,number_of_caesarean_sections_per_1000_live_births,NUMBER,FBiH,249.3
2015,number_of_beds_in_hospitals,NUMBER,FBiH,8322.0
2015,number_of_beds_in_hospitals_per_100000_population,NUMBER,FBiH,356.5021154
2015,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,FBiH,4764.0
2015,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,NUMBER,FBiH,204.0826818
2015,number_of_general_practitioners,NUMBER,FBiH,673.0
2015,number_of_population_per_general_practitioner,NUMBER,FBiH,3468.570579
2015,number_of_midwives,NUMBER,FBiH,717.0
2015,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,FBiH,2334348.0
2015,male_population,NUMBER,FBiH,1158338.0
2015,female_population,NUMBER,FBiH,1176010.0
2015,number_of_new_cases_of_syphilis,NUMBER,RS,8.0
2015,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,RS,2.0
2015,number_of_new_cases_of_HIV,NUMBER,RS,2.0
2015,number_of_new_cases_of_HIV_per_100000_population,NUMBER,RS,0.172092751
2015,number_of_caesarean_sections_per_1000_live_births,NUMBER,RS,263.7
2015,number_of_beds_in_hospitals,NUMBER,RS,4643.0
2015,number_of_beds_in_hospitals_per_100000_population,NUMBER,RS,399.5133217
2015,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,RS,2491.0
2015,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,NUMBER,RS,214.3415215
2015,number_of_general_practitioners,NUMBER,RS,682.0
2015,number_of_population_per_general_practitioner,NUMBER,RS,1704.052786
2015,number_of_midwives,NUMBER,RS,371.0
2015,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,RS,1162164.0
2015,male_population,NUMBER,RS,567711.0
2015,female_population,NUMBER,RS,594453.0
2015,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,BD,83236.0
2015,male_population,NUMBER,BD,41105.0
2015,female_population,NUMBER,BD,42131.0
2016,number_of_new_cases_of_cervical_cancer,NUMBER,BiH,407.0
2016,number_of_new_cases_of_female_breast_cancer,NUMBER,BiH,1023.0
2016,number_of_new_cases_of_syphilis,NUMBER,BiH,16.0
2016,number_of_new_cases_of_gonorrhea,NUMBER,BiH,3.0
2016,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,BiH,7.0
2016,number_of_new_cases_of_HIV,NUMBER,BiH,23.0
2016,number_of_caesarean_sections,NUMBER,BiH,4909.0
2016,number_of_beds_in_hospitals,NUMBER,BiH,12937.0
2016,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,BiH,7285.0
2016,number_of_general_practitioners,NUMBER,BiH,1377.0
2016,number_of_midwives,NUMBER,BiH,1075.0
2016,number_of_new_cases_of_cervical_cancer,NUMBER,FBiH,215.0
2016,number_of_new_cases_of_cervical_cancer_per_100000_female_population,NUMBER,FBiH,19.12823301
2016,number_of_new_cases_of_female_breast_cancer,NUMBER,FBiH,574.0
2016,number_of_new_cases_of_female_breast_cancer_per_100000,NUMBER,FBiH,51.0679337
2016,number_of_new_cases_of_syphilis,NUMBER,FBiH,9.0
2016,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,FBiH,4.0
2016,number_of_new_cases_of_HIV,NUMBER,FBiH,16.0
2016,number_of_new_cases_of_HIV_per_100000_population,NUMBER,FBiH,0.72521871
2016,number_of_caesarean_sections,NUMBER,FBiH,4909.0
2016,number_of_caesarean_sections_per_1000_live_births,NUMBER,FBiH,254.2
2016,number_of_beds_in_hospitals,NUMBER,FBiH,8309.0
2016,number_of_beds_in_hospitals_per_100000_population,NUMBER,FBiH,376.6151414
2016,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,FBiH,4755.0
2016,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,NUMBER,FBiH,215.5259354
2016,number_of_general_practitioners,NUMBER,FBiH,676.0
2016,number_of_population_per_general_practitioner,NUMBER,FBiH,3263.655325
2016,number_of_midwives,NUMBER,FBiH,704.0
2016,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,FBiH,2206231.0
2016,male_population,NUMBER,FBiH,1082238.0
2016,female_population,NUMBER,FBiH,1123993.0
2016,number_of_new_cases_of_cervical_cancer,NUMBER,RS,192.0
2016,number_of_new_cases_of_cervical_cancer_per_100000_female_population,NUMBER,RS,32.42432635
2016,number_of_new_cases_of_female_breast_cancer,NUMBER,RS,449.0
2016,number_of_new_cases_of_female_breast_cancer_per_100000,NUMBER,RS,75.82563819
2016,number_of_new_cases_of_syphilis,NUMBER,RS,7.0
2016,number_of_new_cases_of_gonorrhea,NUMBER,RS,3.0
2016,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,RS,3.0
2016,number_of_new_cases_of_HIV,NUMBER,RS,7.0
2016,number_of_new_cases_of_HIV_per_100000_population,NUMBER,RS,0.604743261
2016,number_of_caesarean_sections_per_1000_live_births,NUMBER,RS,272.1
2016,number_of_beds_in_hospitals,NUMBER,RS,4628.0
2016,number_of_beds_in_hospitals_per_100000_population,NUMBER,RS,399.8216871
2016,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,RS,2530.0
2016,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,NUMBER,RS,218.5714927
2016,number_of_general_practitioners,NUMBER,RS,701.0
2016,number_of_population_per_general_practitioner,NUMBER,RS,1651.235378
2016,number_of_midwives,NUMBER,RS,371.0
2016,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,RS,1157516.0
2016,male_population,NUMBER,RS,565368.0
2016,female_population,NUMBER,RS,592148.0
2016,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,BD,83254.0
2016,male_population,NUMBER,BD,41104.0
2016,female_population,NUMBER,BD,42150.0
2017,number_of_new_cases_of_cervical_cancer,NUMBER,BiH,115.0
2017,number_of_new_cases_of_female_breast_cancer,NUMBER,BiH,556.0
2017,number_of_new_cases_of_syphilis,NUMBER,BiH,20.0
2017,number_of_new_cases_of_gonorrhea,NUMBER,BiH,1.0
2017,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,BiH,3.0
2017,number_of_new_cases_of_HIV,NUMBER,BiH,12.0
2017,number_of_caesarean_sections,NUMBER,BiH,5038.0
2017,number_of_beds_in_hospitals,NUMBER,BiH,12756.0
2017,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,BiH,7330.0
2017,number_of_general_practitioners,NUMBER,BiH,1404.0
2017,number_of_midwives,NUMBER,BiH,1050.0
2017,number_of_new_cases_of_cervical_cancer,NUMBER,FBiH,115.0
2017,number_of_new_cases_of_cervical_cancer_per_100000_female_population,NUMBER,FBiH,10.258359
2017,number_of_new_cases_of_female_breast_cancer,NUMBER,FBiH,556.0
2017,number_of_new_cases_of_female_breast_cancer_per_100000,NUMBER,FBiH,49.59693569
2017,number_of_new_cases_of_syphilis,NUMBER,FBiH,9.0
2017,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,FBiH,1.0
2017,number_of_new_cases_of_HIV,NUMBER,FBiH,7.0
2017,number_of_new_cases_of_HIV_per_100000_population,NUMBER,FBiH,0.31800937
2017,number_of_caesarean_sections,NUMBER,FBiH,5038.0
2017,number_of_caesarean_sections_per_1000_live_births,NUMBER,FBiH,258.6
2017,number_of_beds_in_hospitals,NUMBER,FBiH,8206.0
2017,number_of_beds_in_hospitals_per_100000_population,NUMBER,FBiH,372.7978419
2017,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,FBiH,4810.0
2017,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,NUMBER,FBiH,218.5178674
2017,number_of_general_practitioners,NUMBER,FBiH,735.0
2017,number_of_population_per_general_practitioner,NUMBER,FBiH,2994.820408
2017,number_of_midwives,NUMBER,FBiH,687.0
2017,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,FBiH,2201193.0
2017,male_population,NUMBER,FBiH,1080156.0
2017,female_population,NUMBER,FBiH,1121037.0
2017,number_of_new_cases_of_syphilis,NUMBER,RS,11.0
2017,number_of_new_cases_of_gonorrhea,NUMBER,RS,1.0
2017,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,RS,2.0
2017,number_of_new_cases_of_HIV,NUMBER,RS,5.0
2017,number_of_new_cases_of_HIV_per_100000_population,NUMBER,RS,0.433644951
2017,number_of_caesarean_sections_per_1000_live_births,NUMBER,RS,290.1
2017,number_of_beds_in_hospitals,NUMBER,RS,4550.0
2017,number_of_beds_in_hospitals_per_100000_population,NUMBER,RS,394.616905
2017,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,RS,2520.0
2017,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,NUMBER,RS,218.5570551
2017,number_of_general_practitioners,NUMBER,RS,669.0
2017,number_of_population_per_general_practitioner,NUMBER,RS,1723.493274
2017,number_of_midwives,NUMBER,RS,363.0
2017,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,RS,1153017.0
2017,male_population,NUMBER,RS,563187.0
2017,female_population,NUMBER,RS,589830.0
2017,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,BD,83243.0
2017,male_population,NUMBER,BD,41094.0
2017,female_population,NUMBER,BD,42149.0
2018,number_of_new_cases_of_syphilis,NUMBER,BiH,17.0
2018,number_of_new_cases_of_gonorrhea,NUMBER,BiH,9.0
2018,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,BiH,12.0
2018,number_of_new_cases_of_HIV,NUMBER,BiH,24.0
2018,number_of_caesarean_sections,NUMBER,BiH,4910.0
2018,number_of_beds_in_hospitals,NUMBER,BiH,13078.0
2018,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,BiH,7653.0
2018,number_of_general_practitioners,NUMBER,BiH,1498.0
2018,number_of_midwives,NUMBER,BiH,1063.0
2018,number_of_new_cases_of_syphilis,NUMBER,FBiH,5.0
2018,number_of_new_cases_of_gonorrhea,NUMBER,FBiH,1.0
2018,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,FBiH,7.0
2018,number_of_new_cases_of_HIV,NUMBER,FBiH,19.0
2018,number_of_new_cases_of_HIV_per_100000_population,NUMBER,FBiH,0.865117681
2018,number_of_caesarean_sections,NUMBER,FBiH,4910.0
2018,number_of_caesarean_sections_per_1000_live_births,NUMBER,FBiH,279.6
2018,number_of_beds_in_hospitals,NUMBER,FBiH,7954.0
2018,number_of_beds_in_hospitals_per_100000_population,NUMBER,FBiH,362.1655808
2018,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,FBiH,4922.0
2018,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,NUMBER,FBiH,224.1110119
2018,number_of_general_practitioners,NUMBER,FBiH,798.0
2018,number_of_population_per_general_practitioner,NUMBER,FBiH,2752.171679
2018,number_of_midwives,NUMBER,FBiH,689.0
2018,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,FBiH,2196233.0
2018,male_population,NUMBER,FBiH,1077981.0
2018,female_population,NUMBER,FBiH,1118252.0
2018,number_of_new_cases_of_syphilis,NUMBER,RS,12.0
2018,number_of_new_cases_of_gonorrhea,NUMBER,RS,8.0
2018,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,RS,5.0
2018,number_of_new_cases_of_HIV,NUMBER,RS,5.0
2018,number_of_new_cases_of_HIV_per_100000_population,NUMBER,RS,0.435577253
2018,number_of_beds_in_hospitals,NUMBER,RS,4820.0
2018,number_of_beds_in_hospitals_per_100000_population,NUMBER,RS,419.896472
2018,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,RS,2588.0
2018,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,NUMBER,RS,225.4547862
2018,number_of_general_practitioners,NUMBER,RS,670.0
2018,number_of_population_per_general_practitioner,NUMBER,RS,1713.286567
2018,number_of_midwives,NUMBER,RS,371.0
2018,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,RS,1147902.0
2018,male_population,NUMBER,RS,560795.0
2018,female_population,NUMBER,RS,587107.0
2018,number_of_beds_in_hospitals,NUMBER,BD,304.0
2018,number_of_beds_in_hospitals_per_100000_population,NUMBER,BD,365.2353605
2018,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,BD,143.0
2018,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,NUMBER,BD,171.8047913
2018,number_of_general_practitioners,NUMBER,BD,30.0
2018,number_of_population_per_general_practitioner,NUMBER,BD,2774.466667
2018,number_of_midwives,NUMBER,BD,3.0
2018,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,BD,83234.0
2018,male_population,NUMBER,BD,41093.0
2018,female_population,NUMBER,BD,42141.0
2019,number_of_new_cases_of_syphilis,NUMBER,BiH,42.0
2019,number_of_new_cases_of_gonorrhea,NUMBER,BiH,10.0
2019,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,BiH,4.0
2019,number_of_new_cases_of_HIV,NUMBER,BiH,21.0
2019,number_of_beds_in_hospitals,NUMBER,BiH,7872.0
2019,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,BiH,5092.0
2019,number_of_general_practitioners,NUMBER,BiH,873.0
2019,number_of_midwives,NUMBER,BiH,701.0
2019,number_of_new_cases_of_syphilis,NUMBER,FBiH,42.0
2019,number_of_new_cases_of_gonorrhea,NUMBER,FBiH,10.0
