Year,Municipality,AGE,UNIT_MEASURE,Sex,Value
2013,Doboj-Jug,Total,Number,Both sexes,847
2013,Dobretići,Total,Number,M,453
2013,Dobretići,Total,Number,F,394
2013,Dobretići,Total,Number,Both sexes,1931
2013,Domaljevac-Šamac,Total,Number,M,1007
2013,Domaljevac-Šamac,Total,Number,F,924
2013,Domaljevac-Šamac,Total,Number,Both sexes,7789
2013,Donji Vakuf,Total,Number,M,3746
2013,Donji Vakuf,Total,Number,F,4043
2013,Donji Vakuf,Total,Number,Both sexes,1727
2013,Donji Žabar,Total,Number,M,882
2013,Donji Žabar,Total,Number,F,845
2013,Donji Žabar,Total,Number,Both sexes,180
2013,Drvar,Total,Number,M,101
2013,Drvar,Total,Number,F,79
2013,Drvar,Total,Number,Both sexes,4120
2013,Foča - FBiH,Total,Number,M,1840
2013,Foča - FBiH,Total,Number,F,2280
2013,Foča - FBiH,Total,Number,Both sexes,1515
2013,Foča - RS,Total,Number,M,772
2013,Foča - RS,Total,Number,F,743
2013,Foča - RS,Total,Number,Both sexes,661
2013,Fojnica,Total,Number,M,329
2013,Fojnica,Total,Number,F,332
2013,Fojnica,Total,Number,Both sexes,1662
2013,Gacko,Total,Number,M,897
2013,Gacko,Total,Number,F,765
2013,Gacko,Total,Number,Both sexes,405
2013,Glamoč,Total,Number,M,218
2013,Glamoč,Total,Number,F,187
2013,Glamoč,Total,Number,Both sexes,180
2013,Goražde,Total,Number,M,106
2013,Goražde,Total,Number,F,74
2013,Goražde,Total,Number,Both sexes,60
2013,Gornji Vakuf-Uskoplje,Total,Number,M,24
2013,Gornji Vakuf-Uskoplje,Total,Number,F,36
2013,Gornji Vakuf-Uskoplje,Total,Number,Both sexes,1109
2013,Gračanica,Total,Number,M,537
2013,Gračanica,Total,Number,F,572
2013,Gračanica,Total,Number,Both sexes,361
2013,Gradačac,Total,Number,M,212
2013,Gradačac,Total,Number,F,149
2013,Gradačac,Total,Number,Both sexes,20
2013,Gradiška,Total,Number,M,10
2013,Gradiška,Total,Number,F,10
2013,Gradiška,Total,Number,Both sexes,345
2013,Grude,Total,Number,M,166
2013,Grude,Total,Number,F,179
2013,Grude,Total,Number,Both sexes,1536
2013,Sarajevo - Hadžići,Total,Number,M,764
2013,Sarajevo - Hadžići,Total,Number,F,772
2013,Sarajevo - Hadžići,Total,Number,Both sexes,6233
2013,Han Pijesak,Total,Number,M,3148
2013,Han Pijesak,Total,Number,F,3085
2013,Han Pijesak,Total,Number,Both sexes,2342
2013,Sarajevo - Ilidža,Total,Number,M,1212
2013,Sarajevo - Ilidža,Total,Number,F,1130
2013,Sarajevo - Ilidža,Total,Number,Both sexes,1020
2013,Sarajevo - Ilijaš,Total,Number,M,520
2013,Sarajevo - Ilijaš,Total,Number,F,500
2013,Sarajevo - Ilijaš,Total,Number,Both sexes,243
2013,Istočna Ilidža,Total,Number,M,130
2013,Istočna Ilidža,Total,Number,F,113
2013,Istočna Ilidža,Total,Number,Both sexes,395
2013,Istočni Drvar,Total,Number,M,231
2013,Istočni Drvar,Total,Number,F,164
2013,Istočni Drvar,Total,Number,Both sexes,575
2013,Istočni Mostar,Total,Number,M,314
2013,Istočni Mostar,Total,Number,F,261
2013,Istočni Mostar,Total,Number,Both sexes,507
2013,Istočni Stari Grad,Total,Number,M,271
2013,Istočni Stari Grad,Total,Number,F,236
2013,Istočni Stari Grad,Total,Number,Both sexes,3389
2013,Istočno Novo Sarajevo,Total,Number,M,1724
2013,Istočno Novo Sarajevo,Total,Number,F,1665
2013,Istočno Novo Sarajevo,Total,Number,Both sexes,897
2013,Jablanica,Total,Number,M,482
2013,Jablanica,Total,Number,F,415
2013,Jablanica,Total,Number,Both sexes,604
2013,Jajce,Total,Number,M,305
2013,Jajce,Total,Number,F,299
2013,Jajce,Total,Number,Both sexes,1082
2013,Jezero,Total,Number,M,556
2013,Jezero,Total,Number,F,526
2013,Jezero,Total,Number,Both sexes,1102
2013,Kakanj,Total,Number,M,550
2013,Kakanj,Total,Number,F,552
2013,Kakanj,Total,Number,Both sexes,2962
2013,Kalesija,Total,Number,M,1469
2013,Kalesija,Total,Number,F,1493
2013,Kalesija,Total,Number,Both sexes,2104
2013,Kalinovik,Total,Number,M,1048
2013,Kalinovik,Total,Number,F,1056
2013,Kalinovik,Total,Number,Both sexes,990
2013,Kiseljak,Total,Number,M,523
2013,Kiseljak,Total,Number,F,467
2013,Kiseljak,Total,Number,Both sexes,1162
2013,Kladanj,Total,Number,M,601
2013,Kladanj,Total,Number,F,561
2013,Kladanj,Total,Number,Both sexes,403
2013,Ključ,Total,Number,M,228
2013,Ključ,Total,Number,F,175
2013,Ključ,Total,Number,Both sexes,523
2013,Kneževo,Total,Number,M,296
2013,Kneževo,Total,Number,F,227
2013,Kneževo,Total,Number,Both sexes,1889
2013,Konjic,Total,Number,M,950
2013,Konjic,Total,Number,F,939
2013,Konjic,Total,Number,Both sexes,562
2013,Kostajnica,Total,Number,M,302
2013,Kostajnica,Total,Number,F,260
2013,Kostajnica,Total,Number,Both sexes,2525
2013,Kotor Varoš,Total,Number,M,1273
2013,Kotor Varoš,Total,Number,F,1252
2013,Kotor Varoš,Total,Number,Both sexes,3220
2013,Kozarska Dubica,Total,Number,M,1608
2013,Kozarska Dubica,Total,Number,F,1612
2013,Kozarska Dubica,Total,Number,Both sexes,2448
2013,Kreševo,Total,Number,M,1268
2013,Kreševo,Total,Number,F,1180
2013,Kreševo,Total,Number,Both sexes,3906
2013,Krupa Na Uni,Total,Number,M,1982
2013,Krupa Na Uni,Total,Number,F,1924
2013,Krupa Na Uni,Total,Number,Both sexes,1748
2013,Kupres - FBiH,Total,Number,M,897
2013,Kupres - FBiH,Total,Number,F,851
2013,Kupres - FBiH,Total,Number,Both sexes,78
2013,Kupres - RS,Total,Number,M,43
2013,Kupres - RS,Total,Number,F,35
2013,Kupres - RS,Total,Number,Both sexes,101
2013,Laktaši,Total,Number,M,53
2013,Laktaši,Total,Number,F,48
2013,Laktaši,Total,Number,Both sexes,6798
2013,Livno,Total,Number,M,3296
2013,Livno,Total,Number,F,3502
2013,Livno,Total,Number,Both sexes,1044
2013,Lopare,Total,Number,M,530
2013,Lopare,Total,Number,F,514
2013,Lopare,Total,Number,Both sexes,526
2013,Lukavac,Total,Number,M,269
2013,Lukavac,Total,Number,F,257
2013,Lukavac,Total,Number,Both sexes,580
2013,Ljubinje,Total,Number,M,291
2013,Ljubinje,Total,Number,F,289
2013,Ljubinje,Total,Number,Both sexes,2617
2013,Ljubuški,Total,Number,M,1304
2013,Ljubuški,Total,Number,F,1313
2013,Ljubuški,Total,Number,Both sexes,2759
2013,Maglaj,Total,Number,M,1386
2013,Maglaj,Total,Number,F,1373
2013,Maglaj,Total,Number,Both sexes,627
2013,Milići,Total,Number,M,316
2013,Milići,Total,Number,F,311
2013,Milići,Total,Number,Both sexes,1727
2013,Modriča,Total,Number,M,863
2013,Modriča,Total,Number,F,864
2013,Modriča,Total,Number,Both sexes,797
2013,Mostar,Total,Number,M,428
2013,Mostar,Total,Number,F,369
2013,Mostar,Total,Number,Both sexes,1761
2013,Mrkonjić Grad,Total,Number,M,831
2013,Mrkonjić Grad,Total,Number,F,930
2013,Mrkonjić Grad,Total,Number,Both sexes,329
2013,Neum,Total,Number,M,179
2013,Neum,Total,Number,F,150
2013,Neum,Total,Number,Both sexes,2569
2013,Nevesinje,Total,Number,M,1240
2013,Nevesinje,Total,Number,F,1329
2013,Nevesinje,Total,Number,Both sexes,7266
2013,Novi Grad,Total,Number,M,3672
2013,Novi Grad,Total,Number,F,3594
2013,Novi Grad,Total,Number,Both sexes,3978
2013,Sarajevo - Novi Grad,Total,Number,M,2112
2013,Sarajevo - Novi Grad,Total,Number,F,1866
2013,Sarajevo - Novi Grad,Total,Number,Both sexes,2224
2013,Novi Travnik,Total,Number,M,1178
2013,Novi Travnik,Total,Number,F,1046
2013,Novi Travnik,Total,Number,Both sexes,4272
2013,Novo Goražde,Total,Number,M,2083
2013,Novo Goražde,Total,Number,F,2189
2013,Novo Goražde,Total,Number,Both sexes,12033
2013,Sarajevo - Novo Sarajevo,Total,Number,M,5908
2013,Sarajevo - Novo Sarajevo,Total,Number,F,6125
2013,Sarajevo - Novo Sarajevo,Total,Number,Both sexes,1871
2013,Odžak,Total,Number,M,932
2013,Odžak,Total,Number,F,939
2013,Odžak,Total,Number,Both sexes,143
2013,Olovo,Total,Number,M,79
2013,Olovo,Total,Number,F,64
2013,Olovo,Total,Number,Both sexes,4543
2013,Orašje,Total,Number,M,2182
2013,Orašje,Total,Number,F,2361
2013,Orašje,Total,Number,Both sexes,7793
2013,Osmaci,Total,Number,M,3867
2013,Osmaci,Total,Number,F,3926
2013,Osmaci,Total,Number,Both sexes,766
2013,Oštra Luka,Total,Number,M,399
2013,Oštra Luka,Total,Number,F,367
2013,Oštra Luka,Total,Number,Both sexes,1833
2013,Pale - FBiH,Total,Number,M,899
2013,Pale - FBiH,Total,Number,F,934
2013,Pale - FBiH,Total,Number,Both sexes,501
2013,Pale - RS,Total,Number,M,274
2013,Pale - RS,Total,Number,F,227
2013,Pale - RS,Total,Number,Both sexes,166
2013,Pelagićevo,Total,Number,M,99
2013,Pelagićevo,Total,Number,F,67
2013,Pelagićevo,Total,Number,Both sexes,1407
2013,Petrovac,Total,Number,M,721
2013,Petrovac,Total,Number,F,686
2013,Petrovac,Total,Number,Both sexes,6573
2013,Petrovo,Total,Number,M,3436
2013,Petrovo,Total,Number,F,3137
2013,Petrovo,Total,Number,Both sexes,1161
2013,Posušje,Total,Number,M,572
2013,Posušje,Total,Number,F,589
2013,Posušje,Total,Number,Both sexes,1259
2013,Prijedor,Total,Number,M,646
2013,Prijedor,Total,Number,F,613
2013,Prijedor,Total,Number,Both sexes,2412
2013,Prnjavor,Total,Number,M,1196
2013,Prnjavor,Total,Number,F,1216
2013,Prnjavor,Total,Number,Both sexes,1403
2013,Prozor,Total,Number,M,737
2013,Prozor,Total,Number,F,666
2013,Prozor,Total,Number,Both sexes,1265
2013,Ravno,Total,Number,M,642
2013,Ravno,Total,Number,F,623
2013,Ravno,Total,Number,Both sexes,5175
2013,Ribnik,Total,Number,M,2632
2013,Ribnik,Total,Number,F,2543
2013,Ribnik,Total,Number,Both sexes,3675
2013,Rogatica,Total,Number,M,1718
2013,Rogatica,Total,Number,F,1957
2013,Rogatica,Total,Number,Both sexes,383
2013,Rudo,Total,Number,M,211
2013,Rudo,Total,Number,F,172
2013,Rudo,Total,Number,Both sexes,1958
2013,Sanski Most,Total,Number,M,1032
2013,Sanski Most,Total,Number,F,926
2013,Sanski Most,Total,Number,Both sexes,801
2013,Sapna,Total,Number,M,427
2013,Sapna,Total,Number,F,374
2013,Sapna,Total,Number,Both sexes,1182
2013,Sokolac,Total,Number,M,587
2013,Sokolac,Total,Number,F,595
2013,Sokolac,Total,Number,Both sexes,1388
2013,Srbac,Total,Number,M,696
2013,Srbac,Total,Number,F,692
2013,Srbac,Total,Number,Both sexes,2097
2013,Srebrenica,Total,Number,M,1055
2013,Srebrenica,Total,Number,F,1042
2013,Srebrenica,Total,Number,Both sexes,4913
2013,Srebrenik,Total,Number,M,2482
2013,Srebrenik,Total,Number,F,2431
2013,Srebrenik,Total,Number,Both sexes,915
2013,Sarajevo - Stari Grad,Total,Number,M,434
2013,Sarajevo - Stari Grad,Total,Number,F,481
2013,Sarajevo - Stari Grad,Total,Number,Both sexes,336
2013,Stolac,Total,Number,M,163
2013,Stolac,Total,Number,F,173
2013,Stolac,Total,Number,Both sexes,164
2013,Šamac,Total,Number,M,90
2013,Šamac,Total,Number,F,74
2013,Šamac,Total,Number,Both sexes,470
2013,Šekovići,Total,Number,M,257
2013,Šekovići,Total,Number,F,213
2013,Šekovići,Total,Number,Both sexes,1078
2013,Šipovo,Total,Number,M,532
2013,Šipovo,Total,Number,F,546
2013,Šipovo,Total,Number,Both sexes,326
2013,Široki Brijeg,Total,Number,M,177
2013,Široki Brijeg,Total,Number,F,149
2013,Široki Brijeg,Total,Number,Both sexes,446
2013,Teočak,Total,Number,M,241
2013,Teočak,Total,Number,F,205
2013,Teočak,Total,Number,Both sexes,140
2013,Teslić,Total,Number,M,71
2013,Teslić,Total,Number,F,69
2013,Teslić,Total,Number,Both sexes,1262
2013,Tešanj,Total,Number,M,664
2013,Tešanj,Total,Number,F,598
2013,Tešanj,Total,Number,Both sexes,1000
2013,Tomislavgrad,Total,Number,M,481
2013,Tomislavgrad,Total,Number,F,519
2013,Tomislavgrad,Total,Number,Both sexes,697
2013,Travnik,Total,Number,M,362
2013,Travnik,Total,Number,F,335
2013,Travnik,Total,Number,Both sexes,248
2013,Trebinje,Total,Number,M,143
2013,Trebinje,Total,Number,F,105
2013,Trebinje,Total,Number,Both sexes,1492
2013,Trnovo - FBiH,Total,Number,M,725
2013,Trnovo - FBiH,Total,Number,F,767
2013,Trnovo - FBiH,Total,Number,Both sexes,1617
2013,Trnovo - RS,Total,Number,M,842
2013,Trnovo - RS,Total,Number,F,775
2013,Trnovo - RS,Total,Number,Both sexes,3435
2013,Tuzla,Total,Number,M,1588
2013,Tuzla,Total,Number,F,1847
2013,Tuzla,Total,Number,Both sexes,3002
2013,Ugljevik,Total,Number,M,1468
2013,Ugljevik,Total,Number,F,1534
2013,Ugljevik,Total,Number,Both sexes,3609
2013,Usora,Total,Number,M,1812
2013,Usora,Total,Number,F,1797
2013,Usora,Total,Number,Both sexes,1338
2013,Vareš,Total,Number,M,695
2013,Vareš,Total,Number,F,643
2013,Vareš,Total,Number,Both sexes,1846
2013,Velika Kladuša,Total,Number,M,906
2013,Velika Kladuša,Total,Number,F,940
2013,Velika Kladuša,Total,Number,Both sexes,252
2013,Visoko,Total,Number,M,128
2013,Visoko,Total,Number,F,124
2013,Visoko,Total,Number,Both sexes,4805
2013,Višegrad,Total,Number,M,2352
2013,Višegrad,Total,Number,F,2453
2013,Višegrad,Total,Number,Both sexes,1427
2013,Vitez,Total,Number,M,653
2013,Vitez,Total,Number,F,774
2013,Vitez,Total,Number,Both sexes,951
2013,Vlasenica,Total,Number,M,460
2013,Vlasenica,Total,Number,F,491
2013,Vlasenica,Total,Number,Both sexes,5
2013,Sarajevo - Vogošća,Total,Number,M,5
2013,Sarajevo - Vogošća,Total,Number,F,0
2013,Sarajevo - Vogošća,Total,Number,Both sexes,19
2013,Vukosavlje,Total,Number,M,12
2013,Vukosavlje,Total,Number,F,7
2013,Vukosavlje,Total,Number,Both sexes,59
2013,Zavidovići,Total,Number,M,40
2013,Zavidovići,Total,Number,F,19
2013,Zavidovići,Total,Number,Both sexes,628
2013,Zenica,Total,Number,M,302
2013,Zenica,Total,Number,F,326
2013,Zenica,Total,Number,Both sexes,782
2013,Zvornik,Total,Number,M,383
2013,Zvornik,Total,Number,F,399
2013,Zvornik,Total,Number,Both sexes,2014
2013,Žepče,Total,Number,M,1064
2013,Žepče,Total,Number,F,950
2013,Žepče,Total,Number,Both sexes,97
2013,Živinice,Total,Number,M,49
2013,Živinice,Total,Number,F,48
2013,Živinice,Total,Number,Both sexes,2863
2013,Banja Luka,0-4,Number,M,1431
2013,Banja Luka,0-4,Number,F,1432
2013,Banja Luka,0-4,Number,Both sexes,2661
2013,Banovići,0-4,Number,M,1357
2013,Banovići,0-4,Number,F,1304
2013,Banovići,0-4,Number,Both sexes,108
2013,Berkovići,0-4,Number,M,61
2013,Berkovići,0-4,Number,F,47
2013,Berkovići,0-4,Number,Both sexes,1531
2013,Bihać,0-4,Number,M,748
2013,Bihać,0-4,Number,F,783
2013,Bihać,0-4,Number,Both sexes,1032
2013,Bijeljina,0-4,Number,M,512
2013,Bijeljina,0-4,Number,F,520
2013,Bijeljina,0-4,Number,Both sexes,1302
2013,Bileća,0-4,Number,M,666
2013,Bileća,0-4,Number,F,636
2013,Bileća,0-4,Number,Both sexes,727
2013,Bosanska Krupa,0-4,Number,M,389
2013,Bosanska Krupa,0-4,Number,F,338
2013,Bosanska Krupa,0-4,Number,Both sexes,1915
2013,Bosanski Petrovac,0-4,Number,M,966
2013,Bosanski Petrovac,0-4,Number,F,949
2013,Bosanski Petrovac,0-4,Number,Both sexes,458
2013,Bosansko Grahovo,0-4,Number,M,242
2013,Bosansko Grahovo,0-4,Number,F,216
2013,Bosansko Grahovo,0-4,Number,Both sexes,1512
2013,Bratunac,0-4,Number,M,780
2013,Bratunac,0-4,Number,F,732
2013,Bratunac,0-4,Number,Both sexes,1681
2013,Brčko,0-4,Number,M,829
2013,Brčko,0-4,Number,F,852
2013,Brčko,0-4,Number,Both sexes,391
2013,Breza,0-4,Number,M,186
2013,Breza,0-4,Number,F,205
2013,Breza,0-4,Number,Both sexes,121
2013,Brod,0-4,Number,M,75
2013,Brod,0-4,Number,F,46
2013,Brod,0-4,Number,Both sexes,458
2013,Bugojno,0-4,Number,M,223
2013,Bugojno,0-4,Number,F,235
2013,Bugojno,0-4,Number,Both sexes,18
2013,Busovača,0-4,Number,M,14
2013,Busovača,0-4,Number,F,4
2013,Busovača,0-4,Number,Both sexes,2432
2013,Bužim,0-4,Number,M,1220
2013,Bužim,0-4,Number,F,1212
2013,Bužim,0-4,Number,Both sexes,2619
2013,Cazin,0-4,Number,M,1310
2013,Cazin,0-4,Number,F,1309
2013,Cazin,0-4,Number,Both sexes,1237
2013,Sarajevo - Centar,0-4,Number,M,678
2013,Sarajevo - Centar,0-4,Number,F,559
2013,Sarajevo - Centar,0-4,Number,Both sexes,3542
2013,Čajniče,0-4,Number,M,1696
2013,Čajniče,0-4,Number,F,1846
2013,Čajniče,0-4,Number,Both sexes,245
2013,Čapljina,0-4,Number,M,124
2013,Čapljina,0-4,Number,F,121
2013,Čapljina,0-4,Number,Both sexes,2046
2013,Čelić,0-4,Number,M,1090
2013,Čelić,0-4,Number,F,956
2013,Čelić,0-4,Number,Both sexes,1849
2013,Čelinac,0-4,Number,M,935
2013,Čelinac,0-4,Number,F,914
2013,Čelinac,0-4,Number,Both sexes,771
2013,Čitluk,0-4,Number,M,370
2013,Čitluk,0-4,Number,F,401
2013,Čitluk,0-4,Number,Both sexes,1926
2013,Derventa,0-4,Number,M,979
2013,Derventa,0-4,Number,F,947
2013,Derventa,0-4,Number,Both sexes,7497
2013,Doboj,0-4,Number,M,3709
2013,Doboj,0-4,Number,F,3788
2013,Doboj,0-4,Number,Both sexes,1068
2013,Doboj-Istok,0-4,Number,M,518
2013,Doboj-Istok,0-4,Number,F,550
2013,Doboj-Istok,0-4,Number,Both sexes,424
2013,Doboj-Jug,0-4,Number,M,210
2013,Doboj-Jug,0-4,Number,F,214
2013,Doboj-Jug,0-4,Number,Both sexes,897
2013,Dobretići,0-4,Number,M,488
2013,Dobretići,0-4,Number,F,409
2013,Dobretići,0-4,Number,Both sexes,2145
2013,Domaljevac-Šamac,0-4,Number,M,1110
2013,Domaljevac-Šamac,0-4,Number,F,1035
2013,Domaljevac-Šamac,0-4,Number,Both sexes,8130
2013,Donji Vakuf,0-4,Number,M,3938
2013,Donji Vakuf,0-4,Number,F,4192
2013,Donji Vakuf,0-4,Number,Both sexes,1864
2013,Donji Žabar,0-4,Number,M,913
2013,Donji Žabar,0-4,Number,F,951
2013,Donji Žabar,0-4,Number,Both sexes,227
2013,Drvar,0-4,Number,M,117
2013,Drvar,0-4,Number,F,110
2013,Drvar,0-4,Number,Both sexes,4490
2013,Foča - FBiH,0-4,Number,M,2007
2013,Foča - FBiH,0-4,Number,F,2483
2013,Foča - FBiH,0-4,Number,Both sexes,1758
2013,Foča - RS,0-4,Number,M,926
2013,Foča - RS,0-4,Number,F,832
2013,Foča - RS,0-4,Number,Both sexes,739
2013,Fojnica,0-4,Number,M,376
2013,Fojnica,0-4,Number,F,363
2013,Fojnica,0-4,Number,Both sexes,1844
2013,Gacko,0-4,Number,M,1012
2013,Gacko,0-4,Number,F,832
2013,Gacko,0-4,Number,Both sexes,460
2013,Glamoč,0-4,Number,M,235
2013,Glamoč,0-4,Number,F,225
2013,Glamoč,0-4,Number,Both sexes,190
2013,Goražde,0-4,Number,M,117
2013,Goražde,0-4,Number,F,73
2013,Goražde,0-4,Number,Both sexes,74
2013,Gornji Vakuf-Uskoplje,0-4,Number,M,42
2013,Gornji Vakuf-Uskoplje,0-4,Number,F,32
2013,Gornji Vakuf-Uskoplje,0-4,Number,Both sexes,1344
2013,Gračanica,0-4,Number,M,654
2013,Gračanica,0-4,Number,F,690
2013,Gračanica,0-4,Number,Both sexes,496
2013,Gradačac,0-4,Number,M,263
2013,Gradačac,0-4,Number,F,233
2013,Gradačac,0-4,Number,Both sexes,24
2013,Gradiška,0-4,Number,M,14
2013,Gradiška,0-4,Number,F,10
2013,Gradiška,0-4,Number,Both sexes,469
2013,Grude,0-4,Number,M,237
2013,Grude,0-4,Number,F,232
2013,Grude,0-4,Number,Both sexes,1491
2013,Sarajevo - Hadžići,0-4,Number,M,830
2013,Sarajevo - Hadžići,0-4,Number,F,661
2013,Sarajevo - Hadžići,0-4,Number,Both sexes,6999
2013,Han Pijesak,0-4,Number,M,3566
2013,Han Pijesak,0-4,Number,F,3433
2013,Han Pijesak,0-4,Number,Both sexes,2458
2013,Sarajevo - Ilidža,0-4,Number,M,1239
2013,Sarajevo - Ilidža,0-4,Number,F,1219
2013,Sarajevo - Ilidža,0-4,Number,Both sexes,1057
2013,Sarajevo - Ilijaš,0-4,Number,M,567
2013,Sarajevo - Ilijaš,0-4,Number,F,490
2013,Sarajevo - Ilijaš,0-4,Number,Both sexes,243
2013,Istočna Ilidža,0-4,Number,M,115
2013,Istočna Ilidža,0-4,Number,F,128
2013,Istočna Ilidža,0-4,Number,Both sexes,394
2013,Istočni Drvar,0-4,Number,M,230
2013,Istočni Drvar,0-4,Number,F,164
2013,Istočni Drvar,0-4,Number,Both sexes,672
2013,Istočni Mostar,0-4,Number,M,360
2013,Istočni Mostar,0-4,Number,F,312
2013,Istočni Mostar,0-4,Number,Both sexes,656
2013,Istočni Stari Grad,0-4,Number,M,328
2013,Istočni Stari Grad,0-4,Number,F,328
2013,Istočni Stari Grad,0-4,Number,Both sexes,3424
2013,Istočno Novo Sarajevo,0-4,Number,M,1796
2013,Istočno Novo Sarajevo,0-4,Number,F,1628
2013,Istočno Novo Sarajevo,0-4,Number,Both sexes,817
2013,Jablanica,0-4,Number,M,440
2013,Jablanica,0-4,Number,F,377
2013,Jablanica,0-4,Number,Both sexes,819
2013,Jajce,0-4,Number,M,405
2013,Jajce,0-4,Number,F,414
2013,Jajce,0-4,Number,Both sexes,1204
2013,Jezero,0-4,Number,M,620
2013,Jezero,0-4,Number,F,584
2013,Jezero,0-4,Number,Both sexes,1011
2013,Kakanj,0-4,Number,M,498
2013,Kakanj,0-4,Number,F,513
2013,Kakanj,0-4,Number,Both sexes,2944
2013,Kalesija,0-4,Number,M,1409
2013,Kalesija,0-4,Number,F,1535
2013,Kalesija,0-4,Number,Both sexes,2464
2013,Kalinovik,0-4,Number,M,1153
2013,Kalinovik,0-4,Number,F,1311
2013,Kalinovik,0-4,Number,Both sexes,1162
2013,Kiseljak,0-4,Number,M,625
2013,Kiseljak,0-4,Number,F,537
2013,Kiseljak,0-4,Number,Both sexes,1306
2013,Kladanj,0-4,Number,M,683
2013,Kladanj,0-4,Number,F,623
2013,Kladanj,0-4,Number,Both sexes,499
2013,Ključ,0-4,Number,M,255
2013,Ključ,0-4,Number,F,244
2013,Ključ,0-4,Number,Both sexes,643
2013,Kneževo,0-4,Number,M,340
2013,Kneževo,0-4,Number,F,303
2013,Kneževo,0-4,Number,Both sexes,2304
2013,Konjic,0-4,Number,M,1160
2013,Konjic,0-4,Number,F,1144
2013,Konjic,0-4,Number,Both sexes,532
2013,Kostajnica,0-4,Number,M,262
2013,Kostajnica,0-4,Number,F,270
2013,Kostajnica,0-4,Number,Both sexes,2639
2013,Kotor Varoš,0-4,Number,M,1275
2013,Kotor Varoš,0-4,Number,F,1364
2013,Kotor Varoš,0-4,Number,Both sexes,3260
2013,Kozarska Dubica,0-4,Number,M,1592
2013,Kozarska Dubica,0-4,Number,F,1668
2013,Kozarska Dubica,0-4,Number,Both sexes,2326
2013,Kreševo,0-4,Number,M,1263
2013,Kreševo,0-4,Number,F,1063
2013,Kreševo,0-4,Number,Both sexes,3928
2013,Krupa Na Uni,0-4,Number,M,1966
2013,Krupa Na Uni,0-4,Number,F,1962
2013,Krupa Na Uni,0-4,Number,Both sexes,2001
2013,Kupres - FBiH,0-4,Number,M,973
2013,Kupres - FBiH,0-4,Number,F,1028
2013,Kupres - FBiH,0-4,Number,Both sexes,87
2013,Kupres - RS,0-4,Number,M,48
2013,Kupres - RS,0-4,Number,F,39
2013,Kupres - RS,0-4,Number,Both sexes,151
2013,Laktaši,0-4,Number,M,79
2013,Laktaši,0-4,Number,F,72
2013,Laktaši,0-4,Number,Both sexes,8386
2013,Livno,0-4,Number,M,3872
2013,Livno,0-4,Number,F,4514
2013,Livno,0-4,Number,Both sexes,1185
2013,Lopare,0-4,Number,M,617
2013,Lopare,0-4,Number,F,568
2013,Lopare,0-4,Number,Both sexes,669
2013,Lukavac,0-4,Number,M,354
2013,Lukavac,0-4,Number,F,315
2013,Lukavac,0-4,Number,Both sexes,694
2013,Ljubinje,0-4,Number,M,349
2013,Ljubinje,0-4,Number,F,345
2013,Ljubinje,0-4,Number,Both sexes,2658
2013,Ljubuški,0-4,Number,M,1170
2013,Ljubuški,0-4,Number,F,1488
2013,Ljubuški,0-4,Number,Both sexes,2861
2013,Maglaj,0-4,Number,M,1386
2013,Maglaj,0-4,Number,F,1475
2013,Maglaj,0-4,Number,Both sexes,741
2013,Milići,0-4,Number,M,360
2013,Milići,0-4,Number,F,381
2013,Milići,0-4,Number,Both sexes,2028
2013,Modriča,0-4,Number,M,1006
2013,Modriča,0-4,Number,F,1022
2013,Modriča,0-4,Number,Both sexes,810
2013,Mostar,0-4,Number,M,391
2013,Mostar,0-4,Number,F,419
2013,Mostar,0-4,Number,Both sexes,1852
2013,Mrkonjić Grad,0-4,Number,M,820
2013,Mrkonjić Grad,0-4,Number,F,1032
2013,Mrkonjić Grad,0-4,Number,Both sexes,387
2013,Neum,0-4,Number,M,205
2013,Neum,0-4,Number,F,182
2013,Neum,0-4,Number,Both sexes,2761
2013,Nevesinje,0-4,Number,M,1367
2013,Nevesinje,0-4,Number,F,1394
2013,Nevesinje,0-4,Number,Both sexes,8325
2013,Novi Grad,0-4,Number,M,4040
2013,Novi Grad,0-4,Number,F,4285
2013,Novi Grad,0-4,Number,Both sexes,4234
2013,Sarajevo - Novi Grad,0-4,Number,M,2153
2013,Sarajevo - Novi Grad,0-4,Number,F,2081
2013,Sarajevo - Novi Grad,0-4,Number,Both sexes,2462
2013,Novi Travnik,0-4,Number,M,1307
2013,Novi Travnik,0-4,Number,F,1155
2013,Novi Travnik,0-4,Number,Both sexes,4638
2013,Novo Goražde,0-4,Number,M,2318
2013,Novo Goražde,0-4,Number,F,2320
2013,Novo Goražde,0-4,Number,Both sexes,13685
2013,Sarajevo - Novo Sarajevo,0-4,Number,M,6500
2013,Sarajevo - Novo Sarajevo,0-4,Number,F,7185
2013,Sarajevo - Novo Sarajevo,0-4,Number,Both sexes,1998
2013,Odžak,0-4,Number,M,1002
2013,Odžak,0-4,Number,F,996
2013,Odžak,0-4,Number,Both sexes,120
2013,Olovo,0-4,Number,M,73
2013,Olovo,0-4,Number,F,47
2013,Olovo,0-4,Number,Both sexes,4429
2013,Orašje,0-4,Number,M,2151
2013,Orašje,0-4,Number,F,2278
2013,Orašje,0-4,Number,Both sexes,8383
2013,Osmaci,0-4,Number,M,4193
2013,Osmaci,0-4,Number,F,4190
2013,Osmaci,0-4,Number,Both sexes,825
2013,Oštra Luka,0-4,Number,M,439
