Year,CAUSE_OF_DEATH,UNIT_MEASURE,Spol,Value
2009,diseases_of_the_musculoskeletal,Broj,Muškarci,8.0
2009,diseases_of_the_genitourinary,Broj,Muškarci,299.0
2009,certain_conditions_originating,Broj,Muškarci,76.0
2009,congenital_malformations_deformations,Broj,Muškarci,31.0
2009,symptoms_signs_and_abnormal,Broj,Muškarci,1012.0
2009,injuries_poisoning_and_consequences,Broj,Muškarci,941.0
2009,external_causes_of_mortality,Broj,Muškarci,2.0
2009,factors_influencing_health_status,Broj,Muškarci,1.0
2009,unknown,Broj,Muškarci,346.0
2009,Ukupno,Broj,Muškarci,17884.0
2009,infectious_and_parasitic,Broj,Žene,107.0
2009,neoplasms,Broj,Žene,2.852
2009,diseases_of_the_blood,Broj,Žene,24.0
2009,endocrine_metabolic_and_nutritional,Broj,Žene,1.233
2009,mental_and_behavioural_disorders,Broj,Žene,64.0
2009,diseases_of_the_nervous,Broj,Žene,152.0
2009,diseases_of_the_circulatory,Broj,Žene,9.709
2009,diseases_of_the_respiratory,Broj,Žene,489.0
2009,diseases_of_the_digestive,Broj,Žene,377.0
2009,diseases_of_the_skin,Broj,Žene,5.0
2009,diseases_of_the_musculoskeletal,Broj,Žene,27.0
2009,diseases_of_the_genitourinary,Broj,Žene,289.0
2009,pregnancy_childbirth_and_the,Broj,Žene,1.0
2009,certain_conditions_originating,Broj,Žene,68.0
2009,congenital_malformations_deformations,Broj,Žene,30.0
2009,symptoms_signs_and_abnormal,Broj,Žene,973.0
2009,injuries_poisoning_and_consequences,Broj,Žene,315.0
2009,factors_influencing_health_status,Broj,Žene,1.0
2009,unknown,Broj,Žene,304.0
2009,Ukupno,Broj,Žene,17020.0
2010,infectious_and_parasitic,Broj,Oba spola,285.0
2010,neoplasms,Broj,Oba spola,6.973
2010,diseases_of_the_blood,Broj,Oba spola,45.0
2010,endocrine_metabolic_and_nutritional,Broj,Oba spola,1.903
2010,mental_and_behavioural_disorders,Broj,Oba spola,171.0
2010,diseases_of_the_nervous,Broj,Oba spola,350.0
2010,diseases_of_the_eye,Broj,Oba spola,2.0
2010,diseases_of_the_circulatory,Broj,Oba spola,18.805
2010,diseases_of_the_respiratory,Broj,Oba spola,1145.0
2010,diseases_of_the_digestive,Broj,Oba spola,918.0
2010,diseases_of_the_skin,Broj,Oba spola,14.0
2010,diseases_of_the_musculoskeletal,Broj,Oba spola,42.0
2010,diseases_of_the_genitourinary,Broj,Oba spola,577.0
2010,pregnancy_childbirth_and_the,Broj,Oba spola,1.0
2010,certain_conditions_originating,Broj,Oba spola,138.0
2010,congenital_malformations_deformations,Broj,Oba spola,63.0
2010,symptoms_signs_and_abnormal,Broj,Oba spola,1916.0
2010,injuries_poisoning_and_consequences,Broj,Oba spola,1117.0
2010,external_causes_of_mortality,Broj,Oba spola,15.0
2010,factors_influencing_health_status,Broj,Oba spola,0.0
2010,unknown,Broj,Oba spola,638.0
2010,Ukupno,Broj,Oba spola,35118.0
2010,infectious_and_parasitic,Broj,Muškarci,183.0
2010,neoplasms,Broj,Muškarci,4.059
2010,diseases_of_the_blood,Broj,Muškarci,17.0
2010,endocrine_metabolic_and_nutritional,Broj,Muškarci,729.0
2010,mental_and_behavioural_disorders,Broj,Muškarci,118.0
2010,diseases_of_the_nervous,Broj,Muškarci,178.0
2010,diseases_of_the_eye,Broj,Muškarci,1.0
2010,diseases_of_the_circulatory,Broj,Muškarci,8.699
2010,diseases_of_the_respiratory,Broj,Muškarci,681.0
2010,diseases_of_the_digestive,Broj,Muškarci,544.0
2010,diseases_of_the_skin,Broj,Muškarci,5.0
2010,diseases_of_the_musculoskeletal,Broj,Muškarci,16.0
2010,diseases_of_the_genitourinary,Broj,Muškarci,296.0
2010,certain_conditions_originating,Broj,Muškarci,76.0
2010,congenital_malformations_deformations,Broj,Muškarci,37.0
2010,symptoms_signs_and_abnormal,Broj,Muškarci,1008.0
2010,injuries_poisoning_and_consequences,Broj,Muškarci,878.0
2010,external_causes_of_mortality,Broj,Muškarci,11.0
2010,unknown,Broj,Muškarci,364.0
2010,Ukupno,Broj,Muškarci,17900.0
2010,infectious_and_parasitic,Broj,Žene,102.0
2010,neoplasms,Broj,Žene,2.914
2010,diseases_of_the_blood,Broj,Žene,28.0
2010,endocrine_metabolic_and_nutritional,Broj,Žene,1.174
2010,mental_and_behavioural_disorders,Broj,Žene,53.0
2010,diseases_of_the_nervous,Broj,Žene,172.0
2010,diseases_of_the_eye,Broj,Žene,1.0
2010,diseases_of_the_circulatory,Broj,Žene,10.106
2010,diseases_of_the_respiratory,Broj,Žene,464.0
2010,diseases_of_the_digestive,Broj,Žene,374.0
2010,diseases_of_the_skin,Broj,Žene,9.0
2010,diseases_of_the_musculoskeletal,Broj,Žene,26.0
2010,diseases_of_the_genitourinary,Broj,Žene,281.0
2010,pregnancy_childbirth_and_the,Broj,Žene,1.0
2010,certain_conditions_originating,Broj,Žene,62.0
2010,congenital_malformations_deformations,Broj,Žene,26.0
2010,symptoms_signs_and_abnormal,Broj,Žene,908.0
2010,injuries_poisoning_and_consequences,Broj,Žene,239.0
2010,external_causes_of_mortality,Broj,Žene,4.0
2010,unknown,Broj,Žene,274.0
2010,Ukupno,Broj,Žene,17218.0
2011,infectious_and_parasitic,Broj,Oba spola,298.0
2011,neoplasms,Broj,Oba spola,7.214
2011,diseases_of_the_blood,Broj,Oba spola,59.0
2011,endocrine_metabolic_and_nutritional,Broj,Oba spola,1.94
2011,mental_and_behavioural_disorders,Broj,Oba spola,161.0
2011,diseases_of_the_nervous,Broj,Oba spola,410.0
2011,diseases_of_the_circulatory,Broj,Oba spola,18.468
2011,diseases_of_the_respiratory,Broj,Oba spola,1281.0
2011,diseases_of_the_digestive,Broj,Oba spola,874.0
2011,diseases_of_the_skin,Broj,Oba spola,12.0
2011,diseases_of_the_musculoskeletal,Broj,Oba spola,45.0
2011,diseases_of_the_genitourinary,Broj,Oba spola,551.0
2011,pregnancy_childbirth_and_the,Broj,Oba spola,2.0
2011,certain_conditions_originating,Broj,Oba spola,118.0
2011,congenital_malformations_deformations,Broj,Oba spola,58.0
2011,symptoms_signs_and_abnormal,Broj,Oba spola,1665.0
2011,injuries_poisoning_and_consequences,Broj,Oba spola,1162.0
2011,external_causes_of_mortality,Broj,Oba spola,14.0
2011,factors_influencing_health_status,Broj,Oba spola,1.0
2011,unknown,Broj,Oba spola,695.0
2011,Ukupno,Broj,Oba spola,35028.0
2011,infectious_and_parasitic,Broj,Muškarci,192.0
2011,neoplasms,Broj,Muškarci,4.316
2011,diseases_of_the_blood,Broj,Muškarci,20.0
2011,endocrine_metabolic_and_nutritional,Broj,Muškarci,761.0
2011,mental_and_behavioural_disorders,Broj,Muškarci,89.0
2011,diseases_of_the_nervous,Broj,Muškarci,213.0
2011,diseases_of_the_circulatory,Broj,Muškarci,8.542
2011,diseases_of_the_respiratory,Broj,Muškarci,725.0
2011,diseases_of_the_digestive,Broj,Muškarci,543.0
2011,diseases_of_the_skin,Broj,Muškarci,2.0
2011,diseases_of_the_musculoskeletal,Broj,Muškarci,12.0
2011,diseases_of_the_genitourinary,Broj,Muškarci,302.0
2011,certain_conditions_originating,Broj,Muškarci,67.0
2011,congenital_malformations_deformations,Broj,Muškarci,30.0
2011,symptoms_signs_and_abnormal,Broj,Muškarci,829.0
2011,injuries_poisoning_and_consequences,Broj,Muškarci,930.0
2011,external_causes_of_mortality,Broj,Muškarci,13.0
2011,factors_influencing_health_status,Broj,Muškarci,1.0
2011,unknown,Broj,Muškarci,378.0
2011,Ukupno,Broj,Muškarci,17965.0
2011,infectious_and_parasitic,Broj,Žene,106.0
2011,neoplasms,Broj,Žene,2.898
2011,diseases_of_the_blood,Broj,Žene,39.0
2011,endocrine_metabolic_and_nutritional,Broj,Žene,1.179
2011,mental_and_behavioural_disorders,Broj,Žene,72.0
2011,diseases_of_the_nervous,Broj,Žene,197.0
2011,diseases_of_the_circulatory,Broj,Žene,9.926
2011,diseases_of_the_respiratory,Broj,Žene,556.0
2011,diseases_of_the_digestive,Broj,Žene,331.0
2011,diseases_of_the_skin,Broj,Žene,10.0
2011,diseases_of_the_musculoskeletal,Broj,Žene,33.0
2011,diseases_of_the_genitourinary,Broj,Žene,249.0
2011,pregnancy_childbirth_and_the,Broj,Žene,2.0
2011,certain_conditions_originating,Broj,Žene,51.0
2011,congenital_malformations_deformations,Broj,Žene,28.0
2011,symptoms_signs_and_abnormal,Broj,Žene,836.0
2011,injuries_poisoning_and_consequences,Broj,Žene,232.0
2011,external_causes_of_mortality,Broj,Žene,1.0
2011,unknown,Broj,Žene,317.0
2011,Ukupno,Broj,Žene,17063.0
2012,infectious_and_parasitic,Broj,Oba spola,344.0
2012,neoplasms,Broj,Oba spola,7.598
2012,diseases_of_the_blood,Broj,Oba spola,47.0
2012,endocrine_metabolic_and_nutritional,Broj,Oba spola,1.926
2012,mental_and_behavioural_disorders,Broj,Oba spola,160.0
2012,diseases_of_the_nervous,Broj,Oba spola,409.0
2012,diseases_of_the_eye,Broj,Oba spola,1.0
2012,diseases_of_the_circulatory,Broj,Oba spola,19.252
2012,diseases_of_the_respiratory,Broj,Oba spola,1266.0
2012,diseases_of_the_digestive,Broj,Oba spola,978.0
2012,diseases_of_the_skin,Broj,Oba spola,13.0
2012,diseases_of_the_musculoskeletal,Broj,Oba spola,54.0
2012,diseases_of_the_genitourinary,Broj,Oba spola,601.0
2012,pregnancy_childbirth_and_the,Broj,Oba spola,3.0
2012,certain_conditions_originating,Broj,Oba spola,111.0
2012,congenital_malformations_deformations,Broj,Oba spola,40.0
2012,symptoms_signs_and_abnormal,Broj,Oba spola,1207.0
2012,injuries_poisoning_and_consequences,Broj,Oba spola,1067.0
2012,unknown,Broj,Oba spola,740.0
2012,Ukupno,Broj,Oba spola,35817.0
2012,infectious_and_parasitic,Broj,Muškarci,185.0
2012,neoplasms,Broj,Muškarci,4.458
2012,diseases_of_the_blood,Broj,Muškarci,25.0
2012,endocrine_metabolic_and_nutritional,Broj,Muškarci,785.0
2012,mental_and_behavioural_disorders,Broj,Muškarci,109.0
2012,diseases_of_the_nervous,Broj,Muškarci,207.0
2012,diseases_of_the_circulatory,Broj,Muškarci,9.06
2012,diseases_of_the_respiratory,Broj,Muškarci,754.0
2012,diseases_of_the_digestive,Broj,Muškarci,588.0
2012,diseases_of_the_skin,Broj,Muškarci,6.0
2012,diseases_of_the_musculoskeletal,Broj,Muškarci,15.0
2012,diseases_of_the_genitourinary,Broj,Muškarci,303.0
2012,pregnancy_childbirth_and_the,Broj,Muškarci,0.0
2012,certain_conditions_originating,Broj,Muškarci,67.0
2012,congenital_malformations_deformations,Broj,Muškarci,26.0
2012,symptoms_signs_and_abnormal,Broj,Muškarci,609.0
2012,injuries_poisoning_and_consequences,Broj,Muškarci,830.0
2012,unknown,Broj,Muškarci,409.0
2012,Ukupno,Broj,Muškarci,18436.0
2012,infectious_and_parasitic,Broj,Žene,159.0
2012,neoplasms,Broj,Žene,3.14
2012,diseases_of_the_blood,Broj,Žene,22.0
2012,endocrine_metabolic_and_nutritional,Broj,Žene,1.141
2012,mental_and_behavioural_disorders,Broj,Žene,51.0
2012,diseases_of_the_nervous,Broj,Žene,202.0
2012,diseases_of_the_eye,Broj,Žene,1.0
2012,diseases_of_the_circulatory,Broj,Žene,10.192
2012,diseases_of_the_respiratory,Broj,Žene,512.0
2012,diseases_of_the_digestive,Broj,Žene,390.0
2012,diseases_of_the_skin,Broj,Žene,7.0
2012,diseases_of_the_musculoskeletal,Broj,Žene,39.0
2012,diseases_of_the_genitourinary,Broj,Žene,298.0
2012,pregnancy_childbirth_and_the,Broj,Žene,3.0
2012,certain_conditions_originating,Broj,Žene,44.0
2012,congenital_malformations_deformations,Broj,Žene,14.0
2012,symptoms_signs_and_abnormal,Broj,Žene,598.0
2012,injuries_poisoning_and_consequences,Broj,Žene,237.0
2012,unknown,Broj,Žene,331.0
2012,Ukupno,Broj,Žene,17381.0
2013,infectious_and_parasitic,Broj,Oba spola,268.0
2013,neoplasms,Broj,Oba spola,7.506
2013,diseases_of_the_blood,Broj,Oba spola,50.0
2013,endocrine_metabolic_and_nutritional,Broj,Oba spola,1.97
2013,mental_and_behavioural_disorders,Broj,Oba spola,192.0
2013,diseases_of_the_nervous,Broj,Oba spola,382.0
2013,diseases_of_the_circulatory,Broj,Oba spola,18.186
2013,diseases_of_the_respiratory,Broj,Oba spola,1428.0
2013,diseases_of_the_digestive,Broj,Oba spola,955.0
2013,diseases_of_the_skin,Broj,Oba spola,31.0
2013,diseases_of_the_musculoskeletal,Broj,Oba spola,57.0
2013,diseases_of_the_genitourinary,Broj,Oba spola,581.0
2013,certain_conditions_originating,Broj,Oba spola,101.0
2013,congenital_malformations_deformations,Broj,Oba spola,38.0
2013,symptoms_signs_and_abnormal,Broj,Oba spola,2107.0
2013,injuries_poisoning_and_consequences,Broj,Oba spola,1024.0
2013,external_causes_of_mortality,Broj,Oba spola,4.0
2013,unknown,Broj,Oba spola,782.0
2013,Ukupno,Broj,Oba spola,35662.0
2013,infectious_and_parasitic,Broj,Muškarci,165.0
2013,neoplasms,Broj,Muškarci,4.384
2013,diseases_of_the_blood,Broj,Muškarci,20.0
2013,endocrine_metabolic_and_nutritional,Broj,Muškarci,820.0
2013,mental_and_behavioural_disorders,Broj,Muškarci,101.0
2013,diseases_of_the_nervous,Broj,Muškarci,198.0
2013,diseases_of_the_circulatory,Broj,Muškarci,8.458
2013,diseases_of_the_respiratory,Broj,Muškarci,827.0
2013,diseases_of_the_digestive,Broj,Muškarci,526.0
2013,diseases_of_the_skin,Broj,Muškarci,12.0
2013,diseases_of_the_musculoskeletal,Broj,Muškarci,18.0
2013,diseases_of_the_genitourinary,Broj,Muškarci,304.0
2013,certain_conditions_originating,Broj,Muškarci,62.0
2013,congenital_malformations_deformations,Broj,Muškarci,19.0
2013,symptoms_signs_and_abnormal,Broj,Muškarci,1112.0
2013,injuries_poisoning_and_consequences,Broj,Muškarci,794.0
2013,external_causes_of_mortality,Broj,Muškarci,4.0
2013,unknown,Broj,Muškarci,393.0
2013,Ukupno,Broj,Muškarci,18217.0
2013,infectious_and_parasitic,Broj,Žene,103.0
2013,neoplasms,Broj,Žene,3.122
2013,diseases_of_the_blood,Broj,Žene,30.0
2013,endocrine_metabolic_and_nutritional,Broj,Žene,1.15
2013,mental_and_behavioural_disorders,Broj,Žene,91.0
2013,diseases_of_the_nervous,Broj,Žene,184.0
2013,diseases_of_the_circulatory,Broj,Žene,9.728
2013,diseases_of_the_respiratory,Broj,Žene,601.0
2013,diseases_of_the_digestive,Broj,Žene,429.0
2013,diseases_of_the_skin,Broj,Žene,19.0
2013,diseases_of_the_musculoskeletal,Broj,Žene,39.0
2013,diseases_of_the_genitourinary,Broj,Žene,277.0
2013,certain_conditions_originating,Broj,Žene,39.0
2013,congenital_malformations_deformations,Broj,Žene,19.0
2013,symptoms_signs_and_abnormal,Broj,Žene,995.0
2013,injuries_poisoning_and_consequences,Broj,Žene,230.0
2013,unknown,Broj,Žene,389.0
2013,Ukupno,Broj,Žene,17445.0
2014,infectious_and_parasitic,Broj,Oba spola,291.0
2014,neoplasms,Broj,Oba spola,7.821
2014,diseases_of_the_blood,Broj,Oba spola,42.0
2014,endocrine_metabolic_and_nutritional,Broj,Oba spola,2.267
2014,mental_and_behavioural_disorders,Broj,Oba spola,225.0
2014,diseases_of_the_nervous,Broj,Oba spola,396.0
2014,diseases_of_the_eye,Broj,Oba spola,6.0
2014,diseases_of_the_circulatory,Broj,Oba spola,17.93
2014,diseases_of_the_respiratory,Broj,Oba spola,1409.0
2014,diseases_of_the_digestive,Broj,Oba spola,949.0
2014,diseases_of_the_skin,Broj,Oba spola,32.0
2014,diseases_of_the_musculoskeletal,Broj,Oba spola,61.0
2014,diseases_of_the_genitourinary,Broj,Oba spola,536.0
2014,certain_conditions_originating,Broj,Oba spola,85.0
2014,congenital_malformations_deformations,Broj,Oba spola,49.0
2014,symptoms_signs_and_abnormal,Broj,Oba spola,2241.0
2014,injuries_poisoning_and_consequences,Broj,Oba spola,1032.0
2014,external_causes_of_mortality,Broj,Oba spola,17.0
2014,factors_influencing_health_status,Broj,Oba spola,1.0
2014,unknown,Broj,Oba spola,590.0
2014,Ukupno,Broj,Oba spola,35980.0
2014,infectious_and_parasitic,Broj,Muškarci,164.0
2014,neoplasms,Broj,Muškarci,4.569
2014,diseases_of_the_blood,Broj,Muškarci,14.0
2014,endocrine_metabolic_and_nutritional,Broj,Muškarci,925.0
2014,mental_and_behavioural_disorders,Broj,Muškarci,142.0
2014,diseases_of_the_nervous,Broj,Muškarci,207.0
2014,diseases_of_the_circulatory,Broj,Muškarci,8.336
2014,diseases_of_the_respiratory,Broj,Muškarci,840.0
2014,diseases_of_the_digestive,Broj,Muškarci,545.0
2014,diseases_of_the_skin,Broj,Muškarci,16.0
2014,diseases_of_the_musculoskeletal,Broj,Muškarci,16.0
2014,diseases_of_the_genitourinary,Broj,Muškarci,260.0
2014,certain_conditions_originating,Broj,Muškarci,42.0
2014,congenital_malformations_deformations,Broj,Muškarci,20.0
2014,symptoms_signs_and_abnormal,Broj,Muškarci,1132.0
2014,injuries_poisoning_and_consequences,Broj,Muškarci,795.0
2014,external_causes_of_mortality,Broj,Muškarci,10.0
2014,unknown,Broj,Muškarci,327.0
2014,Ukupno,Broj,Muškarci,18360.0
2014,infectious_and_parasitic,Broj,Žene,127.0
2014,neoplasms,Broj,Žene,3.252
2014,diseases_of_the_blood,Broj,Žene,28.0
2014,endocrine_metabolic_and_nutritional,Broj,Žene,1.342
2014,mental_and_behavioural_disorders,Broj,Žene,83.0
2014,diseases_of_the_nervous,Broj,Žene,189.0
2014,diseases_of_the_eye,Broj,Žene,6.0
2014,diseases_of_the_circulatory,Broj,Žene,9.594
2014,diseases_of_the_respiratory,Broj,Žene,569.0
2014,diseases_of_the_digestive,Broj,Žene,404.0
2014,diseases_of_the_skin,Broj,Žene,16.0
2014,diseases_of_the_musculoskeletal,Broj,Žene,45.0
2014,diseases_of_the_genitourinary,Broj,Žene,276.0
2014,certain_conditions_originating,Broj,Žene,43.0
2014,congenital_malformations_deformations,Broj,Žene,29.0
2014,symptoms_signs_and_abnormal,Broj,Žene,1109.0
2014,injuries_poisoning_and_consequences,Broj,Žene,237.0
2014,external_causes_of_mortality,Broj,Žene,7.0
2014,factors_influencing_health_status,Broj,Žene,1.0
2014,unknown,Broj,Žene,263.0
2014,Ukupno,Broj,Žene,17620.0
2015,infectious_and_parasitic,Broj,Oba spola,370.0
2015,neoplasms,Broj,Oba spola,7.956
2015,diseases_of_the_blood,Broj,Oba spola,55.0
2015,endocrine_metabolic_and_nutritional,Broj,Oba spola,2.025
2015,mental_and_behavioural_disorders,Broj,Oba spola,188.0
2015,diseases_of_the_nervous,Broj,Oba spola,447.0
2015,diseases_of_the_eye,Broj,Oba spola,1.0
2015,diseases_of_the_circulatory,Broj,Oba spola,19.713
2015,diseases_of_the_respiratory,Broj,Oba spola,1718.0
2015,diseases_of_the_digestive,Broj,Oba spola,988.0
2015,diseases_of_the_skin,Broj,Oba spola,42.0
2015,diseases_of_the_musculoskeletal,Broj,Oba spola,55.0
2015,diseases_of_the_genitourinary,Broj,Oba spola,684.0
2015,pregnancy_childbirth_and_the,Broj,Oba spola,1.0
2015,certain_conditions_originating,Broj,Oba spola,126.0
2015,congenital_malformations_deformations,Broj,Oba spola,31.0
2015,symptoms_signs_and_abnormal,Broj,Oba spola,2098.0
2015,injuries_poisoning_and_consequences,Broj,Oba spola,1103.0
2015,external_causes_of_mortality,Broj,Oba spola,8.0
2015,unknown,Broj,Oba spola,541.0
2015,Ukupno,Broj,Oba spola,38150.0
2015,infectious_and_parasitic,Broj,Muškarci,207.0
2015,neoplasms,Broj,Muškarci,4.525
2015,diseases_of_the_blood,Broj,Muškarci,19.0
2015,endocrine_metabolic_and_nutritional,Broj,Muškarci,856.0
2015,mental_and_behavioural_disorders,Broj,Muškarci,102.0
2015,diseases_of_the_nervous,Broj,Muškarci,241.0
2015,diseases_of_the_circulatory,Broj,Muškarci,9.012
2015,diseases_of_the_respiratory,Broj,Muškarci,972.0
2015,diseases_of_the_digestive,Broj,Muškarci,571.0
2015,diseases_of_the_skin,Broj,Muškarci,16.0
2015,diseases_of_the_musculoskeletal,Broj,Muškarci,21.0
2015,diseases_of_the_genitourinary,Broj,Muškarci,331.0
2015,certain_conditions_originating,Broj,Muškarci,67.0
2015,congenital_malformations_deformations,Broj,Muškarci,15.0
2015,symptoms_signs_and_abnormal,Broj,Muškarci,1102.0
2015,injuries_poisoning_and_consequences,Broj,Muškarci,840.0
2015,external_causes_of_mortality,Broj,Muškarci,5.0
2015,unknown,Broj,Muškarci,317.0
2015,Ukupno,Broj,Muškarci,19219.0
2015,infectious_and_parasitic,Broj,Žene,163.0
2015,neoplasms,Broj,Žene,3.431
2015,diseases_of_the_blood,Broj,Žene,36.0
2015,endocrine_metabolic_and_nutritional,Broj,Žene,1.169
2015,mental_and_behavioural_disorders,Broj,Žene,86.0
2015,diseases_of_the_nervous,Broj,Žene,206.0
2015,diseases_of_the_eye,Broj,Žene,1.0
2015,diseases_of_the_circulatory,Broj,Žene,10.701
2015,diseases_of_the_respiratory,Broj,Žene,746.0
2015,diseases_of_the_digestive,Broj,Žene,417.0
2015,diseases_of_the_skin,Broj,Žene,26.0
2015,diseases_of_the_musculoskeletal,Broj,Žene,34.0
2015,diseases_of_the_genitourinary,Broj,Žene,353.0
2015,pregnancy_childbirth_and_the,Broj,Žene,1.0
2015,certain_conditions_originating,Broj,Žene,59.0
2015,congenital_malformations_deformations,Broj,Žene,16.0
2015,symptoms_signs_and_abnormal,Broj,Žene,996.0
2015,injuries_poisoning_and_consequences,Broj,Žene,263.0
2015,external_causes_of_mortality,Broj,Žene,3.0
2015,unknown,Broj,Žene,224.0
2015,Ukupno,Broj,Žene,18931.0
2016,infectious_and_parasitic,Broj,Oba spola,412.0
2016,neoplasms,Broj,Oba spola,7.761
2016,diseases_of_the_blood,Broj,Oba spola,54.0
2016,endocrine_metabolic_and_nutritional,Broj,Oba spola,1.961
2016,mental_and_behavioural_disorders,Broj,Oba spola,226.0
2016,diseases_of_the_nervous,Broj,Oba spola,386.0
2016,diseases_of_the_eye,Broj,Oba spola,8.0
2016,diseases_of_the_circulatory,Broj,Oba spola,18.959
2016,diseases_of_the_respiratory,Broj,Oba spola,1487.0
2016,diseases_of_the_digestive,Broj,Oba spola,1.077
2016,diseases_of_the_skin,Broj,Oba spola,35.0
2016,diseases_of_the_musculoskeletal,Broj,Oba spola,46.0
2016,diseases_of_the_genitourinary,Broj,Oba spola,696.0
2016,pregnancy_childbirth_and_the,Broj,Oba spola,1.0
2016,certain_conditions_originating,Broj,Oba spola,117.0
2016,congenital_malformations_deformations,Broj,Oba spola,16.0
2016,symptoms_signs_and_abnormal,Broj,Oba spola,1730.0
2016,injuries_poisoning_and_consequences,Broj,Oba spola,1040.0
2016,external_causes_of_mortality,Broj,Oba spola,14.0
2016,unknown,Broj,Oba spola,545.0
2016,Ukupno,Broj,Oba spola,36571.0
2016,infectious_and_parasitic,Broj,Muškarci,214.0
2016,neoplasms,Broj,Muškarci,4.464
2016,diseases_of_the_blood,Broj,Muškarci,22.0
2016,endocrine_metabolic_and_nutritional,Broj,Muškarci,789.0
2016,mental_and_behavioural_disorders,Broj,Muškarci,141.0
2016,diseases_of_the_nervous,Broj,Muškarci,213.0
2016,diseases_of_the_eye,Broj,Muškarci,6.0
2016,diseases_of_the_circulatory,Broj,Muškarci,8.78
2016,diseases_of_the_respiratory,Broj,Muškarci,879.0
2016,diseases_of_the_digestive,Broj,Muškarci,619.0
2016,diseases_of_the_skin,Broj,Muškarci,16.0
2016,diseases_of_the_musculoskeletal,Broj,Muškarci,9.0
2016,diseases_of_the_genitourinary,Broj,Muškarci,345.0
2016,certain_conditions_originating,Broj,Muškarci,74.0
2016,congenital_malformations_deformations,Broj,Muškarci,9.0
2016,symptoms_signs_and_abnormal,Broj,Muškarci,872.0
2016,injuries_poisoning_and_consequences,Broj,Muškarci,783.0
2016,external_causes_of_mortality,Broj,Muškarci,11.0
2016,unknown,Broj,Muškarci,296.0
2016,Ukupno,Broj,Muškarci,18542.0
2016,infectious_and_parasitic,Broj,Žene,198.0
2016,neoplasms,Broj,Žene,3.297
2016,diseases_of_the_blood,Broj,Žene,32.0
2016,endocrine_metabolic_and_nutritional,Broj,Žene,1.172
2016,mental_and_behavioural_disorders,Broj,Žene,85.0
2016,diseases_of_the_nervous,Broj,Žene,173.0
2016,diseases_of_the_eye,Broj,Žene,2.0
2016,diseases_of_the_circulatory,Broj,Žene,10.179
2016,diseases_of_the_respiratory,Broj,Žene,608.0
2016,diseases_of_the_digestive,Broj,Žene,458.0
2016,diseases_of_the_skin,Broj,Žene,19.0
2016,diseases_of_the_musculoskeletal,Broj,Žene,37.0
2016,diseases_of_the_genitourinary,Broj,Žene,351.0
2016,pregnancy_childbirth_and_the,Broj,Žene,1.0
2016,certain_conditions_originating,Broj,Žene,43.0
2016,congenital_malformations_deformations,Broj,Žene,7.0
2016,symptoms_signs_and_abnormal,Broj,Žene,858.0
2016,injuries_poisoning_and_consequences,Broj,Žene,257.0
2016,external_causes_of_mortality,Broj,Žene,3.0
2016,unknown,Broj,Žene,249.0
2016,Ukupno,Broj,Žene,18029.0
2017,infectious_and_parasitic,Broj,Oba spola,395.0
2017,neoplasms,Broj,Oba spola,8.136
2017,diseases_of_the_blood,Broj,Oba spola,69.0
2017,endocrine_metabolic_and_nutritional,Broj,Oba spola,2.17
2017,mental_and_behavioural_disorders,Broj,Oba spola,265.0
2017,diseases_of_the_nervous,Broj,Oba spola,382.0
2017,diseases_of_the_eye,Broj,Oba spola,5.0
2017,diseases_of_the_circulatory,Broj,Oba spola,19.207
2017,diseases_of_the_respiratory,Broj,Oba spola,1579.0
2017,diseases_of_the_digestive,Broj,Oba spola,1.007
2017,diseases_of_the_skin,Broj,Oba spola,44.0
2017,diseases_of_the_musculoskeletal,Broj,Oba spola,44.0
2017,diseases_of_the_genitourinary,Broj,Oba spola,587.0
2017,certain_conditions_originating,Broj,Oba spola,136.0
2017,congenital_malformations_deformations,Broj,Oba spola,27.0
2017,symptoms_signs_and_abnormal,Broj,Oba spola,2294.0
2017,injuries_poisoning_and_consequences,Broj,Oba spola,1067.0
2017,external_causes_of_mortality,Broj,Oba spola,15.0
2017,unknown,Broj,Oba spola,550.0
2017,Ukupno,Broj,Oba spola,37979.0
2017,infectious_and_parasitic,Broj,Muškarci,209.0
2017,neoplasms,Broj,Muškarci,4.632
2017,diseases_of_the_blood,Broj,Muškarci,25.0
2017,endocrine_metabolic_and_nutritional,Broj,Muškarci,885.0
2017,mental_and_behavioural_disorders,Broj,Muškarci,147.0
2017,diseases_of_the_nervous,Broj,Muškarci,193.0
2017,diseases_of_the_eye,Broj,Muškarci,2.0
2017,diseases_of_the_circulatory,Broj,Muškarci,8.88
2017,diseases_of_the_respiratory,Broj,Muškarci,936.0
2017,diseases_of_the_digestive,Broj,Muškarci,570.0
2017,diseases_of_the_skin,Broj,Muškarci,12.0
2017,diseases_of_the_musculoskeletal,Broj,Muškarci,17.0
2017,diseases_of_the_genitourinary,Broj,Muškarci,299.0
2017,certain_conditions_originating,Broj,Muškarci,75.0
2017,congenital_malformations_deformations,Broj,Muškarci,16.0
2017,symptoms_signs_and_abnormal,Broj,Muškarci,1168.0
2017,injuries_poisoning_and_consequences,Broj,Muškarci,780.0
2017,external_causes_of_mortality,Broj,Muškarci,9.0
2017,unknown,Broj,Muškarci,331.0
2017,Ukupno,Broj,Muškarci,19186.0
2017,infectious_and_parasitic,Broj,Žene,186.0
