Year,UNIT_MEASURE,Пол,Године,Административно подручје,Value
2013,Број,Оба пола,66,Брчко дистрикт БиХ,899
2013,Број,Оба пола,67,Брчко дистрикт БиХ,750
2013,Број,Оба пола,68,Брчко дистрикт БиХ,655
2013,Број,Оба пола,69,Брчко дистрикт БиХ,705
2013,Број,Оба пола,70,Брчко дистрикт БиХ,698
2013,Број,Оба пола,71,Брчко дистрикт БиХ,594
2013,Број,Оба пола,72,Брчко дистрикт БиХ,698
2013,Број,Оба пола,73,Брчко дистрикт БиХ,687
2013,Број,Оба пола,74,Брчко дистрикт БиХ,682
2013,Број,Оба пола,75,Брчко дистрикт БиХ,620
2013,Број,Оба пола,76,Брчко дистрикт БиХ,634
2013,Број,Оба пола,77,Брчко дистрикт БиХ,594
2013,Број,Оба пола,78,Брчко дистрикт БиХ,535
2013,Број,Оба пола,79,Брчко дистрикт БиХ,480
2013,Број,Оба пола,80,Брчко дистрикт БиХ,365
2013,Број,Оба пола,81,Брчко дистрикт БиХ,327
2013,Број,Оба пола,82,Брчко дистрикт БиХ,260
2013,Број,Оба пола,83,Брчко дистрикт БиХ,246
2013,Број,Оба пола,84,Брчко дистрикт БиХ,202
2013,Број,Оба пола,85+,Брчко дистрикт БиХ,606
2013,Број,Оба пола,Unknown,Брчко дистрикт БиХ,0
2013,Број,Оба пола,Total,Брчко дистрикт БиХ,83516
2013,Број,M,0,Брчко дистрикт БиХ,436
2013,Број,M,1,Брчко дистрикт БиХ,417
2013,Број,M,2,Брчко дистрикт БиХ,450
2013,Број,M,3,Брчко дистрикт БиХ,412
2013,Број,M,4,Брчко дистрикт БиХ,463
2013,Број,M,5,Брчко дистрикт БиХ,465
2013,Број,M,6,Брчко дистрикт БиХ,471
2013,Број,M,7,Брчко дистрикт БиХ,423
2013,Број,M,8,Брчко дистрикт БиХ,460
2013,Број,M,9,Брчко дистрикт БиХ,416
2013,Број,M,10,Брчко дистрикт БиХ,477
2013,Број,M,11,Брчко дистрикт БиХ,472
2013,Број,M,12,Брчко дистрикт БиХ,489
2013,Број,M,13,Брчко дистрикт БиХ,489
2013,Број,M,14,Брчко дистрикт БиХ,484
2013,Број,M,15,Брчко дистрикт БиХ,560
2013,Број,M,16,Брчко дистрикт БиХ,602
2013,Број,M,17,Брчко дистрикт БиХ,547
2013,Број,M,18,Брчко дистрикт БиХ,523
2013,Број,M,19,Брчко дистрикт БиХ,487
2013,Број,M,20,Брчко дистрикт БиХ,417
2013,Број,M,21,Брчко дистрикт БиХ,533
2013,Број,M,22,Брчко дистрикт БиХ,546
2013,Број,M,23,Брчко дистрикт БиХ,533
2013,Број,M,24,Брчко дистрикт БиХ,499
2013,Број,M,25,Брчко дистрикт БиХ,545
2013,Број,M,26,Брчко дистрикт БиХ,577
2013,Број,M,27,Брчко дистрикт БиХ,550
2013,Број,M,28,Брчко дистрикт БиХ,634
2013,Број,M,29,Брчко дистрикт БиХ,602
2013,Број,M,30,Брчко дистрикт БиХ,626
2013,Број,M,31,Брчко дистрикт БиХ,618
2013,Број,M,32,Брчко дистрикт БиХ,568
2013,Број,M,33,Брчко дистрикт БиХ,575
2013,Број,M,34,Брчко дистрикт БиХ,527
2013,Број,M,35,Брчко дистрикт БиХ,591
2013,Број,M,36,Брчко дистрикт БиХ,610
2013,Број,M,37,Брчко дистрикт БиХ,619
2013,Број,M,38,Брчко дистрикт БиХ,625
2013,Број,M,39,Брчко дистрикт БиХ,680
2013,Број,M,40,Брчко дистрикт БиХ,631
2013,Број,M,41,Брчко дистрикт БиХ,637
2013,Број,M,42,Брчко дистрикт БиХ,572
2013,Број,M,43,Брчко дистрикт БиХ,650
2013,Број,M,44,Брчко дистрикт БиХ,636
2013,Број,M,45,Брчко дистрикт БиХ,708
2013,Број,M,46,Брчко дистрикт БиХ,692
2013,Број,M,47,Брчко дистрикт БиХ,669
2013,Број,M,48,Брчко дистрикт БиХ,717
2013,Број,M,49,Брчко дистрикт БиХ,650
2013,Број,M,50,Брчко дистрикт БиХ,681
2013,Број,M,51,Брчко дистрикт БиХ,685
2013,Број,M,52,Брчко дистрикт БиХ,705
2013,Број,M,53,Брчко дистрикт БиХ,636
2013,Број,M,54,Брчко дистрикт БиХ,618
2013,Број,M,55,Брчко дистрикт БиХ,618
2013,Број,M,56,Брчко дистрикт БиХ,575
2013,Број,M,57,Брчко дистрикт БиХ,558
2013,Број,M,58,Брчко дистрикт БиХ,566
2013,Број,M,59,Брчко дистрикт БиХ,545
2013,Број,M,60,Брчко дистрикт БиХ,504
2013,Број,M,61,Брчко дистрикт БиХ,495
2013,Број,M,62,Брчко дистрикт БиХ,484
2013,Број,M,63,Брчко дистрикт БиХ,484
2013,Број,M,64,Брчко дистрикт БиХ,432
2013,Број,M,65,Брчко дистрикт БиХ,394
2013,Број,M,66,Брчко дистрикт БиХ,405
2013,Број,M,67,Брчко дистрикт БиХ,348
2013,Број,M,68,Брчко дистрикт БиХ,295
2013,Број,M,69,Брчко дистрикт БиХ,304
2013,Број,M,70,Брчко дистрикт БиХ,327
2013,Број,M,71,Брчко дистрикт БиХ,267
2013,Број,M,72,Брчко дистрикт БиХ,297
2013,Број,M,73,Брчко дистрикт БиХ,283
2013,Број,M,74,Брчко дистрикт БиХ,285
2013,Број,M,75,Брчко дистрикт БиХ,241
2013,Број,M,76,Брчко дистрикт БиХ,261
2013,Број,M,77,Брчко дистрикт БиХ,244
2013,Број,M,78,Брчко дистрикт БиХ,215
2013,Број,M,79,Брчко дистрикт БиХ,182
2013,Број,M,80,Брчко дистрикт БиХ,144
2013,Број,M,81,Брчко дистрикт БиХ,131
2013,Број,M,82,Брчко дистрикт БиХ,82
2013,Број,M,83,Брчко дистрикт БиХ,89
2013,Број,M,84,Брчко дистрикт БиХ,67
2013,Број,M,85+,Брчко дистрикт БиХ,223
2013,Број,M,Unknown,Брчко дистрикт БиХ,0
2013,Број,M,Total,Брчко дистрикт БиХ,41250
2013,Број,Ж,0,Брчко дистрикт БиХ,403
2013,Број,Ж,1,Брчко дистрикт БиХ,415
2013,Број,Ж,2,Брчко дистрикт БиХ,405
2013,Број,Ж,3,Брчко дистрикт БиХ,379
2013,Број,Ж,4,Брчко дистрикт БиХ,385
2013,Број,Ж,5,Брчко дистрикт БиХ,386
2013,Број,Ж,6,Брчко дистрикт БиХ,446
2013,Број,Ж,7,Брчко дистрикт БиХ,399
2013,Број,Ж,8,Брчко дистрикт БиХ,405
2013,Број,Ж,9,Брчко дистрикт БиХ,441
2013,Број,Ж,10,Брчко дистрикт БиХ,445
2013,Број,Ж,11,Брчко дистрикт БиХ,404
2013,Број,Ж,12,Брчко дистрикт БиХ,455
2013,Број,Ж,13,Брчко дистрикт БиХ,444
2013,Број,Ж,14,Брчко дистрикт БиХ,445
2013,Број,Ж,15,Брчко дистрикт БиХ,512
2013,Број,Ж,16,Брчко дистрикт БиХ,567
2013,Број,Ж,17,Брчко дистрикт БиХ,566
2013,Број,Ж,18,Брчко дистрикт БиХ,490
2013,Број,Ж,19,Брчко дистрикт БиХ,469
2013,Број,Ж,20,Брчко дистрикт БиХ,409
2013,Број,Ж,21,Брчко дистрикт БиХ,456
2013,Број,Ж,22,Брчко дистрикт БиХ,510
2013,Број,Ж,23,Брчко дистрикт БиХ,514
2013,Број,Ж,24,Брчко дистрикт БиХ,519
2013,Број,Ж,25,Брчко дистрикт БиХ,558
2013,Број,Ж,26,Брчко дистрикт БиХ,536
2013,Број,Ж,27,Брчко дистрикт БиХ,504
2013,Број,Ж,28,Брчко дистрикт БиХ,601
2013,Број,Ж,29,Брчко дистрикт БиХ,622
2013,Број,Ж,30,Брчко дистрикт БиХ,604
2013,Број,Ж,31,Брчко дистрикт БиХ,635
2013,Број,Ж,32,Брчко дистрикт БиХ,586
2013,Број,Ж,33,Брчко дистрикт БиХ,621
2013,Број,Ж,34,Брчко дистрикт БиХ,631
2013,Број,Ж,35,Брчко дистрикт БиХ,614
2013,Број,Ж,36,Брчко дистрикт БиХ,566
2013,Број,Ж,37,Брчко дистрикт БиХ,620
2013,Број,Ж,38,Брчко дистрикт БиХ,582
2013,Број,Ж,39,Брчко дистрикт БиХ,599
2013,Број,Ж,40,Брчко дистрикт БиХ,625
2013,Број,Ж,41,Брчко дистрикт БиХ,640
2013,Број,Ж,42,Брчко дистрикт БиХ,588
2013,Број,Ж,43,Брчко дистрикт БиХ,554
2013,Број,Ж,44,Брчко дистрикт БиХ,612
2013,Број,Ж,45,Брчко дистрикт БиХ,580
2013,Број,Ж,46,Брчко дистрикт БиХ,609
2013,Број,Ж,47,Брчко дистрикт БиХ,644
2013,Број,Ж,48,Брчко дистрикт БиХ,687
2013,Број,Ж,49,Брчко дистрикт БиХ,617
2013,Број,Ж,50,Брчко дистрикт БиХ,636
2013,Број,Ж,51,Брчко дистрикт БиХ,640
2013,Број,Ж,52,Брчко дистрикт БиХ,657
2013,Број,Ж,53,Брчко дистрикт БиХ,675
2013,Број,Ж,54,Брчко дистрикт БиХ,640
2013,Број,Ж,55,Брчко дистрикт БиХ,581
2013,Број,Ж,56,Брчко дистрикт БиХ,535
2013,Број,Ж,57,Брчко дистрикт БиХ,592
2013,Број,Ж,58,Брчко дистрикт БиХ,601
2013,Број,Ж,59,Брчко дистрикт БиХ,604
2013,Број,Ж,60,Брчко дистрикт БиХ,596
2013,Број,Ж,61,Брчко дистрикт БиХ,578
2013,Број,Ж,62,Брчко дистрикт БиХ,499
2013,Број,Ж,63,Брчко дистрикт БиХ,568
2013,Број,Ж,64,Брчко дистрикт БиХ,508
2013,Број,Ж,65,Брчко дистрикт БиХ,505
2013,Број,Ж,66,Брчко дистрикт БиХ,494
2013,Број,Ж,67,Брчко дистрикт БиХ,402
2013,Број,Ж,68,Брчко дистрикт БиХ,360
2013,Број,Ж,69,Брчко дистрикт БиХ,401
2013,Број,Ж,70,Брчко дистрикт БиХ,371
2013,Број,Ж,71,Брчко дистрикт БиХ,327
2013,Број,Ж,72,Брчко дистрикт БиХ,401
2013,Број,Ж,73,Брчко дистрикт БиХ,404
2013,Број,Ж,74,Брчко дистрикт БиХ,397
2013,Број,Ж,75,Брчко дистрикт БиХ,379
2013,Број,Ж,76,Брчко дистрикт БиХ,373
2013,Број,Ж,77,Брчко дистрикт БиХ,350
2013,Број,Ж,78,Брчко дистрикт БиХ,320
2013,Број,Ж,79,Брчко дистрикт БиХ,298
2013,Број,Ж,80,Брчко дистрикт БиХ,221
2013,Број,Ж,81,Брчко дистрикт БиХ,196
2013,Број,Ж,82,Брчко дистрикт БиХ,178
2013,Број,Ж,83,Брчко дистрикт БиХ,157
2013,Број,Ж,84,Брчко дистрикт БиХ,135
2013,Број,Ж,85+,Брчко дистрикт БиХ,383
2013,Број,Ж,Unknown,Брчко дистрикт БиХ,0
2013,Број,Ж,Total,Брчко дистрикт БиХ,42266
