Year,Municipality,AGE,UNIT_MEASURE,SEX,Value
2013,Petrovac,0-4,NUMBER,M,249
2013,Petrovac,0-4,NUMBER,F,297
2013,Petrovo,0-4,NUMBER,_T,997
2013,Petrovo,0-4,NUMBER,M,459
2013,Petrovo,0-4,NUMBER,F,538
2013,Posušje,0-4,NUMBER,_T,472
2013,Posušje,0-4,NUMBER,M,167
2013,Posušje,0-4,NUMBER,F,305
2013,Prijedor,0-4,NUMBER,_T,1259
2013,Prijedor,0-4,NUMBER,M,548
2013,Prijedor,0-4,NUMBER,F,711
2013,Prnjavor,0-4,NUMBER,_T,1568
2013,Prnjavor,0-4,NUMBER,M,635
2013,Prnjavor,0-4,NUMBER,F,933
2013,Prozor,0-4,NUMBER,_T,578
2013,Prozor,0-4,NUMBER,M,243
2013,Prozor,0-4,NUMBER,F,335
2013,Ravno,0-4,NUMBER,_T,986
2013,Ravno,0-4,NUMBER,M,417
2013,Ravno,0-4,NUMBER,F,569
2013,Ribnik,0-4,NUMBER,_T,281
2013,Ribnik,0-4,NUMBER,M,123
2013,Ribnik,0-4,NUMBER,F,158
2013,Rogatica,0-4,NUMBER,_T,423
2013,Rogatica,0-4,NUMBER,M,176
2013,Rogatica,0-4,NUMBER,F,247
2013,Rudo,0-4,NUMBER,_T,1227
2013,Rudo,0-4,NUMBER,M,535
2013,Rudo,0-4,NUMBER,F,692
2013,Sanski Most,0-4,NUMBER,_T,224
2013,Sanski Most,0-4,NUMBER,M,96
2013,Sanski Most,0-4,NUMBER,F,128
2013,Sapna,0-4,NUMBER,_T,1870
2013,Sapna,0-4,NUMBER,M,780
2013,Sapna,0-4,NUMBER,F,1090
2013,Sokolac,0-4,NUMBER,_T,1134
2013,Sokolac,0-4,NUMBER,M,507
2013,Sokolac,0-4,NUMBER,F,627
2013,Srbac,0-4,NUMBER,_T,1276
2013,Srbac,0-4,NUMBER,M,573
2013,Srbac,0-4,NUMBER,F,703
2013,Srebrenica,0-4,NUMBER,_T,1881
2013,Srebrenica,0-4,NUMBER,M,803
2013,Srebrenica,0-4,NUMBER,F,1078
2013,Srebrenik,0-4,NUMBER,_T,1365
2013,Srebrenik,0-4,NUMBER,M,583
2013,Srebrenik,0-4,NUMBER,F,782
2013,Sarajevo - Stari Grad,0-4,NUMBER,_T,113
2013,Sarajevo - Stari Grad,0-4,NUMBER,M,52
2013,Sarajevo - Stari Grad,0-4,NUMBER,F,61
2013,Stolac,0-4,NUMBER,_T,122
2013,Stolac,0-4,NUMBER,M,46
2013,Stolac,0-4,NUMBER,F,76
2013,Šamac,0-4,NUMBER,_T,4824
2013,Šamac,0-4,NUMBER,M,1996
2013,Šamac,0-4,NUMBER,F,2828
2013,Šekovići,0-4,NUMBER,_T,675
2013,Šekovići,0-4,NUMBER,M,303
2013,Šekovići,0-4,NUMBER,F,372
2013,Šipovo,0-4,NUMBER,_T,321
2013,Šipovo,0-4,NUMBER,M,125
2013,Šipovo,0-4,NUMBER,F,196
2013,Široki Brijeg,0-4,NUMBER,_T,514
2013,Široki Brijeg,0-4,NUMBER,M,191
2013,Široki Brijeg,0-4,NUMBER,F,323
2013,Teočak,0-4,NUMBER,_T,1141
2013,Teočak,0-4,NUMBER,M,474
2013,Teočak,0-4,NUMBER,F,667
2013,Teslić,0-4,NUMBER,_T,1431
2013,Teslić,0-4,NUMBER,M,649
2013,Teslić,0-4,NUMBER,F,782
2013,Tešanj,0-4,NUMBER,_T,575
2013,Tešanj,0-4,NUMBER,M,235
2013,Tešanj,0-4,NUMBER,F,340
2013,Tomislavgrad,0-4,NUMBER,_T,841
2013,Tomislavgrad,0-4,NUMBER,M,332
2013,Tomislavgrad,0-4,NUMBER,F,509
2013,Travnik,0-4,NUMBER,_T,343
2013,Travnik,0-4,NUMBER,M,134
2013,Travnik,0-4,NUMBER,F,209
2013,Trebinje,0-4,NUMBER,_T,721
2013,Trebinje,0-4,NUMBER,M,310
2013,Trebinje,0-4,NUMBER,F,411
2013,Trnovo - FBiH,0-4,NUMBER,_T,242
2013,Trnovo - FBiH,0-4,NUMBER,M,114
2013,Trnovo - FBiH,0-4,NUMBER,F,128
2013,Trnovo - RS,0-4,NUMBER,_T,1028
2013,Trnovo - RS,0-4,NUMBER,M,463
2013,Trnovo - RS,0-4,NUMBER,F,565
2013,Tuzla,0-4,NUMBER,_T,3858
2013,Tuzla,0-4,NUMBER,M,1646
2013,Tuzla,0-4,NUMBER,F,2212
2013,Ugljevik,0-4,NUMBER,_T,2025
2013,Ugljevik,0-4,NUMBER,M,853
2013,Ugljevik,0-4,NUMBER,F,1172
2013,Usora,0-4,NUMBER,_T,891
2013,Usora,0-4,NUMBER,M,370
2013,Usora,0-4,NUMBER,F,521
2013,Vareš,0-4,NUMBER,_T,1513
2013,Vareš,0-4,NUMBER,M,682
2013,Vareš,0-4,NUMBER,F,831
2013,Velika Kladuša,0-4,NUMBER,_T,6357
2013,Velika Kladuša,0-4,NUMBER,M,2649
2013,Velika Kladuša,0-4,NUMBER,F,3708
2013,Visoko,0-4,NUMBER,_T,418
2013,Visoko,0-4,NUMBER,M,157
2013,Visoko,0-4,NUMBER,F,261
2013,Višegrad,0-4,NUMBER,_T,130
2013,Višegrad,0-4,NUMBER,M,57
2013,Višegrad,0-4,NUMBER,F,73
2013,Vitez,0-4,NUMBER,_T,1673
2013,Vitez,0-4,NUMBER,M,644
2013,Vitez,0-4,NUMBER,F,1029
2013,Vlasenica,0-4,NUMBER,_T,4256
2013,Vlasenica,0-4,NUMBER,M,1803
2013,Vlasenica,0-4,NUMBER,F,2453
2013,Sarajevo - Vogošća,0-4,NUMBER,_T,453
2013,Sarajevo - Vogošća,0-4,NUMBER,M,184
2013,Sarajevo - Vogošća,0-4,NUMBER,F,269
2013,Vukosavlje,0-4,NUMBER,_T,695
2013,Vukosavlje,0-4,NUMBER,M,275
2013,Vukosavlje,0-4,NUMBER,F,420
2013,Zavidovići,0-4,NUMBER,_T,489
2013,Zavidovići,0-4,NUMBER,M,201
2013,Zavidovići,0-4,NUMBER,F,288
2013,Zenica,0-4,NUMBER,_T,214
2013,Zenica,0-4,NUMBER,M,93
2013,Zenica,0-4,NUMBER,F,121
2013,Zvornik,0-4,NUMBER,_T,534
2013,Zvornik,0-4,NUMBER,M,172
2013,Zvornik,0-4,NUMBER,F,362
2013,Žepče,0-4,NUMBER,_T,2863
2013,Žepče,0-4,NUMBER,M,1143
2013,Žepče,0-4,NUMBER,F,1720
2013,Živinice,0-4,NUMBER,_T,396
2013,Živinice,0-4,NUMBER,M,168
2013,Živinice,0-4,NUMBER,F,228
2013,Banja Luka,5-9,NUMBER,_T,591
2013,Banja Luka,5-9,NUMBER,M,213
2013,Banja Luka,5-9,NUMBER,F,378
2013,Banovići,5-9,NUMBER,_T,843
2013,Banovići,5-9,NUMBER,M,348
2013,Banovići,5-9,NUMBER,F,495
2013,Berkovići,5-9,NUMBER,_T,433
2013,Berkovići,5-9,NUMBER,M,201
2013,Berkovići,5-9,NUMBER,F,232
2013,Bihać,5-9,NUMBER,_T,284
2013,Bihać,5-9,NUMBER,M,124
2013,Bihać,5-9,NUMBER,F,160
2013,Bijeljina,5-9,NUMBER,_T,1116
2013,Bijeljina,5-9,NUMBER,M,438
2013,Bijeljina,5-9,NUMBER,F,678
2013,Bileća,5-9,NUMBER,_T,2282
2013,Bileća,5-9,NUMBER,M,919
2013,Bileća,5-9,NUMBER,F,1363
2013,Bosanska Krupa,5-9,NUMBER,_T,229
2013,Bosanska Krupa,5-9,NUMBER,M,87
2013,Bosanska Krupa,5-9,NUMBER,F,142
2013,Bosanski Petrovac,5-9,NUMBER,_T,1115
2013,Bosanski Petrovac,5-9,NUMBER,M,447
2013,Bosanski Petrovac,5-9,NUMBER,F,668
2013,Bosansko Grahovo,5-9,NUMBER,_T,369
2013,Bosansko Grahovo,5-9,NUMBER,M,150
2013,Bosansko Grahovo,5-9,NUMBER,F,219
2013,Bratunac,5-9,NUMBER,_T,497
2013,Bratunac,5-9,NUMBER,M,190
2013,Bratunac,5-9,NUMBER,F,307
2013,Brčko,5-9,NUMBER,_T,710
2013,Brčko,5-9,NUMBER,M,309
2013,Brčko,5-9,NUMBER,F,401
2013,Breza,5-9,NUMBER,_T,1212
2013,Breza,5-9,NUMBER,M,472
2013,Breza,5-9,NUMBER,F,740
2013,Brod,5-9,NUMBER,_T,2937
2013,Brod,5-9,NUMBER,M,1170
2013,Brod,5-9,NUMBER,F,1767
2013,Bugojno,5-9,NUMBER,_T,251
2013,Bugojno,5-9,NUMBER,M,114
2013,Bugojno,5-9,NUMBER,F,137
2013,Busovača,5-9,NUMBER,_T,73
2013,Busovača,5-9,NUMBER,M,28
2013,Busovača,5-9,NUMBER,F,45
2013,Bužim,5-9,NUMBER,_T,50
2013,Bužim,5-9,NUMBER,M,25
2013,Bužim,5-9,NUMBER,F,25
2013,Cazin,5-9,NUMBER,_T,149
2013,Cazin,5-9,NUMBER,M,58
2013,Cazin,5-9,NUMBER,F,91
2013,Sarajevo - Centar,5-9,NUMBER,_T,306
2013,Sarajevo - Centar,5-9,NUMBER,M,128
2013,Sarajevo - Centar,5-9,NUMBER,F,178
2013,Čajniče,5-9,NUMBER,_T,191
2013,Čajniče,5-9,NUMBER,M,82
2013,Čajniče,5-9,NUMBER,F,109
2013,Čapljina,5-9,NUMBER,_T,563
2013,Čapljina,5-9,NUMBER,M,220
2013,Čapljina,5-9,NUMBER,F,343
2013,Čelić,5-9,NUMBER,_T,121
2013,Čelić,5-9,NUMBER,M,46
2013,Čelić,5-9,NUMBER,F,75
2013,Čelinac,5-9,NUMBER,_T,897
2013,Čelinac,5-9,NUMBER,M,380
2013,Čelinac,5-9,NUMBER,F,517
2013,Čitluk,5-9,NUMBER,_T,340
2013,Čitluk,5-9,NUMBER,M,144
2013,Čitluk,5-9,NUMBER,F,196
2013,Derventa,5-9,NUMBER,_T,356
2013,Derventa,5-9,NUMBER,M,142
2013,Derventa,5-9,NUMBER,F,214
2013,Doboj,5-9,NUMBER,_T,250
2013,Doboj,5-9,NUMBER,M,110
2013,Doboj,5-9,NUMBER,F,140
2013,Doboj-Istok,5-9,NUMBER,_T,859
2013,Doboj-Istok,5-9,NUMBER,M,370
2013,Doboj-Istok,5-9,NUMBER,F,489
2013,Doboj-Jug,5-9,NUMBER,_T,467
2013,Doboj-Jug,5-9,NUMBER,M,212
2013,Doboj-Jug,5-9,NUMBER,F,255
2013,Dobretići,5-9,NUMBER,_T,1095
2013,Dobretići,5-9,NUMBER,M,463
2013,Dobretići,5-9,NUMBER,F,632
2013,Domaljevac-Šamac,5-9,NUMBER,_T,1048
2013,Domaljevac-Šamac,5-9,NUMBER,M,434
2013,Domaljevac-Šamac,5-9,NUMBER,F,614
2013,Donji Vakuf,5-9,NUMBER,_T,2096
2013,Donji Vakuf,5-9,NUMBER,M,821
2013,Donji Vakuf,5-9,NUMBER,F,1275
2013,Donji Žabar,5-9,NUMBER,_T,711
2013,Donji Žabar,5-9,NUMBER,M,267
2013,Donji Žabar,5-9,NUMBER,F,444
2013,Drvar,5-9,NUMBER,_T,602
2013,Drvar,5-9,NUMBER,M,240
2013,Drvar,5-9,NUMBER,F,362
2013,Foča - FBiH,5-9,NUMBER,_T,221
2013,Foča - FBiH,5-9,NUMBER,M,77
2013,Foča - FBiH,5-9,NUMBER,F,144
2013,Foča - RS,5-9,NUMBER,_T,1853
2013,Foča - RS,5-9,NUMBER,M,775
2013,Foča - RS,5-9,NUMBER,F,1078
2013,Fojnica,5-9,NUMBER,_T,513
2013,Fojnica,5-9,NUMBER,M,220
2013,Fojnica,5-9,NUMBER,F,293
2013,Gacko,5-9,NUMBER,_T,558
2013,Gacko,5-9,NUMBER,M,227
2013,Gacko,5-9,NUMBER,F,331
2013,Glamoč,5-9,NUMBER,_T,2
2013,Glamoč,5-9,NUMBER,M,1
2013,Glamoč,5-9,NUMBER,F,1
2013,Goražde,5-9,NUMBER,_T,21
2013,Goražde,5-9,NUMBER,M,8
2013,Goražde,5-9,NUMBER,F,13
2013,Gornji Vakuf-Uskoplje,5-9,NUMBER,_T,84
2013,Gornji Vakuf-Uskoplje,5-9,NUMBER,M,33
2013,Gornji Vakuf-Uskoplje,5-9,NUMBER,F,51
2013,Gračanica,5-9,NUMBER,_T,404
2013,Gračanica,5-9,NUMBER,M,155
2013,Gračanica,5-9,NUMBER,F,249
2013,Gradačac,5-9,NUMBER,_T,300
2013,Gradačac,5-9,NUMBER,M,109
2013,Gradačac,5-9,NUMBER,F,191
2013,Gradiška,5-9,NUMBER,_T,759
2013,Gradiška,5-9,NUMBER,M,332
2013,Gradiška,5-9,NUMBER,F,427
2013,Grude,5-9,NUMBER,_T,44
2013,Grude,5-9,NUMBER,M,19
2013,Grude,5-9,NUMBER,F,25
2013,Sarajevo - Hadžići,5-9,NUMBER,_T,936
2013,Sarajevo - Hadžići,5-9,NUMBER,M,401
2013,Sarajevo - Hadžići,5-9,NUMBER,F,535
2013,Han Pijesak,5-9,NUMBER,_T,533
2013,Han Pijesak,5-9,NUMBER,M,206
2013,Han Pijesak,5-9,NUMBER,F,327
2013,Sarajevo - Ilidža,5-9,NUMBER,_T,136
2013,Sarajevo - Ilidža,5-9,NUMBER,M,53
2013,Sarajevo - Ilidža,5-9,NUMBER,F,83
2013,Sarajevo - Ilijaš,5-9,NUMBER,_T,606
2013,Sarajevo - Ilijaš,5-9,NUMBER,M,271
2013,Sarajevo - Ilijaš,5-9,NUMBER,F,335
2013,Istočna Ilidža,5-9,NUMBER,_T,290
2013,Istočna Ilidža,5-9,NUMBER,M,119
2013,Istočna Ilidža,5-9,NUMBER,F,171
2013,Istočni Drvar,5-9,NUMBER,_T,501
2013,Istočni Drvar,5-9,NUMBER,M,222
2013,Istočni Drvar,5-9,NUMBER,F,279
2013,Municipality,AGE,NUMBER,_T,347
2013,Banja Luka,Total,NUMBER,M,131
2013,Banja Luka,Total,NUMBER,F,216
2013,Banja Luka,Total,NUMBER,_T,889
2013,Banovići,Total,NUMBER,M,367
2013,Banovići,Total,NUMBER,F,522
2013,Banovići,Total,NUMBER,_T,246
2013,Berkovići,Total,NUMBER,M,110
2013,Berkovići,Total,NUMBER,F,136
2013,Berkovići,Total,NUMBER,_T,554
2013,Bihać,Total,NUMBER,M,221
2013,Bihać,Total,NUMBER,F,333
2013,Bihać,Total,NUMBER,_T,1250
2013,Bijeljina,Total,NUMBER,M,496
2013,Bijeljina,Total,NUMBER,F,754
2013,Bijeljina,Total,NUMBER,_T,193
2013,Bileća,Total,NUMBER,M,80
2013,Bileća,Total,NUMBER,F,113
2013,Bileća,Total,NUMBER,_T,124
2013,Bosanska Krupa,Total,NUMBER,M,47
2013,Bosanska Krupa,Total,NUMBER,F,77
2013,Bosanska Krupa,Total,NUMBER,_T,210
2013,Bosanski Petrovac,Total,NUMBER,M,95
2013,Bosanski Petrovac,Total,NUMBER,F,115
2013,Bosanski Petrovac,Total,NUMBER,_T,42
2013,Bosansko Grahovo,Total,NUMBER,M,17
2013,Bosansko Grahovo,Total,NUMBER,F,25
2013,Bosansko Grahovo,Total,NUMBER,_T,1142
2013,Bratunac,Total,NUMBER,M,459
2013,Bratunac,Total,NUMBER,F,683
2013,Bratunac,Total,NUMBER,_T,1253
2013,Brčko,Total,NUMBER,M,515
2013,Brčko,Total,NUMBER,F,738
2013,Brčko,Total,NUMBER,_T,789
2013,Breza,Total,NUMBER,M,317
2013,Breza,Total,NUMBER,F,472
2013,Breza,Total,NUMBER,_T,1357
2013,Brod,Total,NUMBER,M,580
2013,Brod,Total,NUMBER,F,777
2013,Brod,Total,NUMBER,_T,171
2013,Bugojno,Total,NUMBER,M,60
2013,Bugojno,Total,NUMBER,F,111
2013,Bugojno,Total,NUMBER,_T,1061
2013,Busovača,Total,NUMBER,M,439
2013,Busovača,Total,NUMBER,F,622
2013,Busovača,Total,NUMBER,_T,576
2013,Bužim,Total,NUMBER,M,224
2013,Bužim,Total,NUMBER,F,352
2013,Bužim,Total,NUMBER,_T,270
2013,Cazin,Total,NUMBER,M,100
2013,Cazin,Total,NUMBER,F,170
2013,Cazin,Total,NUMBER,_T,1101
2013,Sarajevo - Centar,Total,NUMBER,M,480
2013,Sarajevo - Centar,Total,NUMBER,F,621
2013,Sarajevo - Centar,Total,NUMBER,_T,3887
2013,Čajniče,Total,NUMBER,M,1615
2013,Čajniče,Total,NUMBER,F,2272
2013,Čajniče,Total,NUMBER,_T,823
2013,Čapljina,Total,NUMBER,M,326
2013,Čapljina,Total,NUMBER,F,497
2013,Čapljina,Total,NUMBER,_T,201
2013,Čelić,Total,NUMBER,M,91
2013,Čelić,Total,NUMBER,F,110
2013,Čelić,Total,NUMBER,_T,606
2013,Čelinac,Total,NUMBER,M,235
2013,Čelinac,Total,NUMBER,F,371
2013,Čelinac,Total,NUMBER,_T,1161
2013,Čitluk,Total,NUMBER,M,447
2013,Čitluk,Total,NUMBER,F,714
2013,Čitluk,Total,NUMBER,_T,3664
2013,Derventa,Total,NUMBER,M,1437
2013,Derventa,Total,NUMBER,F,2227
2013,Derventa,Total,NUMBER,_T,581
2013,Doboj,Total,NUMBER,M,246
2013,Doboj,Total,NUMBER,F,335
2013,Doboj,Total,NUMBER,_T,145
2013,Doboj-Istok,Total,NUMBER,M,65
2013,Doboj-Istok,Total,NUMBER,F,80
2013,Doboj-Istok,Total,NUMBER,_T,2731
2013,Doboj-Jug,Total,NUMBER,M,1024
2013,Doboj-Jug,Total,NUMBER,F,1707
2013,Doboj-Jug,Total,NUMBER,_T,748
2013,Dobretići,Total,NUMBER,M,284
2013,Dobretići,Total,NUMBER,F,464
2013,Dobretići,Total,NUMBER,_T,293
2013,Domaljevac-Šamac,Total,NUMBER,M,115
2013,Domaljevac-Šamac,Total,NUMBER,F,178
2013,Domaljevac-Šamac,Total,NUMBER,_T,589
2013,Donji Vakuf,Total,NUMBER,M,193
2013,Donji Vakuf,Total,NUMBER,F,396
2013,Donji Vakuf,Total,NUMBER,_T,168
2013,Donji Žabar,Total,NUMBER,M,63
2013,Donji Žabar,Total,NUMBER,F,105
2013,Donji Žabar,Total,NUMBER,_T,162
2013,Drvar,Total,NUMBER,M,65
2013,Drvar,Total,NUMBER,F,97
2013,Drvar,Total,NUMBER,_T,41
2013,Foča - FBiH,Total,NUMBER,M,13
2013,Foča - FBiH,Total,NUMBER,F,28
2013,Foča - FBiH,Total,NUMBER,_T,872
2013,Foča - RS,Total,NUMBER,M,350
2013,Foča - RS,Total,NUMBER,F,522
2013,Foča - RS,Total,NUMBER,_T,291
2013,Fojnica,Total,NUMBER,M,113
2013,Fojnica,Total,NUMBER,F,178
2013,Fojnica,Total,NUMBER,_T,25
2013,Gacko,Total,NUMBER,M,8
2013,Gacko,Total,NUMBER,F,17
2013,Gacko,Total,NUMBER,_T,406
2013,Glamoč,Total,NUMBER,M,162
2013,Glamoč,Total,NUMBER,F,244
2013,Glamoč,Total,NUMBER,_T,605
2013,Goražde,Total,NUMBER,M,236
2013,Goražde,Total,NUMBER,F,369
2013,Goražde,Total,NUMBER,_T,3572
2013,Gornji Vakuf-Uskoplje,Total,NUMBER,M,1399
2013,Gornji Vakuf-Uskoplje,Total,NUMBER,F,2173
2013,Gornji Vakuf-Uskoplje,Total,NUMBER,_T,1524
2013,Gračanica,Total,NUMBER,M,595
2013,Gračanica,Total,NUMBER,F,929
2013,Gračanica,Total,NUMBER,_T,470
2013,Gradačac,Total,NUMBER,M,191
2013,Gradačac,Total,NUMBER,F,279
2013,Gradačac,Total,NUMBER,_T,162
2013,Gradiška,Total,NUMBER,M,66
2013,Gradiška,Total,NUMBER,F,96
2013,Gradiška,Total,NUMBER,_T,320
2013,Grude,Total,NUMBER,M,124
2013,Grude,Total,NUMBER,F,196
2013,Grude,Total,NUMBER,_T,547
2013,Sarajevo - Hadžići,Total,NUMBER,M,227
2013,Sarajevo - Hadžići,Total,NUMBER,F,320
2013,Sarajevo - Hadžići,Total,NUMBER,_T,382
2013,Han Pijesak,Total,NUMBER,M,169
2013,Han Pijesak,Total,NUMBER,F,213
2013,Han Pijesak,Total,NUMBER,_T,1042
2013,Sarajevo - Ilidža,Total,NUMBER,M,430
2013,Sarajevo - Ilidža,Total,NUMBER,F,612
2013,Sarajevo - Ilidža,Total,NUMBER,_T,233
2013,Sarajevo - Ilijaš,Total,NUMBER,M,101
2013,Sarajevo - Ilijaš,Total,NUMBER,F,132
2013,Sarajevo - Ilijaš,Total,NUMBER,_T,561
2013,Istočna Ilidža,Total,NUMBER,M,225
2013,Istočna Ilidža,Total,NUMBER,F,336
2013,Istočna Ilidža,Total,NUMBER,_T,746
2013,Istočni Drvar,Total,NUMBER,M,283
2013,Istočni Drvar,Total,NUMBER,F,463
2013,Istočni Drvar,Total,NUMBER,_T,351
2013,Istočni Mostar,Total,NUMBER,M,129
2013,Istočni Mostar,Total,NUMBER,F,222
2013,Istočni Mostar,Total,NUMBER,_T,963
2013,Istočni Stari Grad,Total,NUMBER,M,357
2013,Istočni Stari Grad,Total,NUMBER,F,606
2013,Istočni Stari Grad,Total,NUMBER,_T,1399
2013,Istočno Novo Sarajevo,Total,NUMBER,M,554
2013,Istočno Novo Sarajevo,Total,NUMBER,F,845
2013,Istočno Novo Sarajevo,Total,NUMBER,_T,589
2013,Jablanica,Total,NUMBER,M,242
2013,Jablanica,Total,NUMBER,F,347
2013,Jablanica,Total,NUMBER,_T,776
2013,Jajce,Total,NUMBER,M,317
2013,Jajce,Total,NUMBER,F,459
2013,Jajce,Total,NUMBER,_T,241
2013,Jezero,Total,NUMBER,M,89
2013,Jezero,Total,NUMBER,F,152
2013,Jezero,Total,NUMBER,_T,518
2013,Kakanj,Total,NUMBER,M,209
2013,Kakanj,Total,NUMBER,F,309
2013,Kakanj,Total,NUMBER,_T,1089
2013,Kalesija,Total,NUMBER,M,414
2013,Kalesija,Total,NUMBER,F,675
2013,Kalesija,Total,NUMBER,_T,131
2013,Kalinovik,Total,NUMBER,M,54
2013,Kalinovik,Total,NUMBER,F,77
2013,Kalinovik,Total,NUMBER,_T,1470
2013,Kiseljak,Total,NUMBER,M,601
2013,Kiseljak,Total,NUMBER,F,869
2013,Kiseljak,Total,NUMBER,_T,726
2013,Kladanj,Total,NUMBER,M,303
2013,Kladanj,Total,NUMBER,F,423
2013,Kladanj,Total,NUMBER,_T,1047
2013,Ključ,Total,NUMBER,M,410
2013,Ključ,Total,NUMBER,F,637
2013,Ključ,Total,NUMBER,_T,1349
2013,Kneževo,Total,NUMBER,M,557
2013,Kneževo,Total,NUMBER,F,792
2013,Kneževo,Total,NUMBER,_T,1291
2013,Konjic,Total,NUMBER,M,538
2013,Konjic,Total,NUMBER,F,753
2013,Konjic,Total,NUMBER,_T,76
2013,Kostajnica,Total,NUMBER,M,37
2013,Kostajnica,Total,NUMBER,F,39
2013,Kostajnica,Total,NUMBER,_T,109
2013,Kotor Varoš,Total,NUMBER,M,53
2013,Kotor Varoš,Total,NUMBER,F,56
2013,Kotor Varoš,Total,NUMBER,_T,3976
2013,Kozarska Dubica,Total,NUMBER,M,1587
2013,Kozarska Dubica,Total,NUMBER,F,2389
2013,Kozarska Dubica,Total,NUMBER,_T,705
2013,Kreševo,Total,NUMBER,M,290
2013,Kreševo,Total,NUMBER,F,415
2013,Kreševo,Total,NUMBER,_T,213
2013,Krupa Na Uni,Total,NUMBER,M,80
2013,Krupa Na Uni,Total,NUMBER,F,133
2013,Krupa Na Uni,Total,NUMBER,_T,474
2013,Kupres - FBiH,Total,NUMBER,M,201
2013,Kupres - FBiH,Total,NUMBER,F,273
2013,Kupres - FBiH,Total,NUMBER,_T,727
2013,Kupres - RS,Total,NUMBER,M,270
2013,Kupres - RS,Total,NUMBER,F,457
2013,Kupres - RS,Total,NUMBER,_T,864
2013,Laktaši,Total,NUMBER,M,388
2013,Laktaši,Total,NUMBER,F,476
2013,Laktaši,Total,NUMBER,_T,555
2013,Livno,Total,NUMBER,M,212
2013,Livno,Total,NUMBER,F,343
2013,Livno,Total,NUMBER,_T,634
2013,Lopare,Total,NUMBER,M,265
2013,Lopare,Total,NUMBER,F,369
2013,Lopare,Total,NUMBER,_T,304
2013,Lukavac,Total,NUMBER,M,103
2013,Lukavac,Total,NUMBER,F,201
2013,Lukavac,Total,NUMBER,_T,597
2013,Ljubinje,Total,NUMBER,M,244
2013,Ljubinje,Total,NUMBER,F,353
2013,Ljubinje,Total,NUMBER,_T,199
2013,Ljubuški,Total,NUMBER,M,76
2013,Ljubuški,Total,NUMBER,F,123
2013,Ljubuški,Total,NUMBER,_T,811
2013,Maglaj,Total,NUMBER,M,363
2013,Maglaj,Total,NUMBER,F,448
2013,Maglaj,Total,NUMBER,_T,3171
2013,Milići,Total,NUMBER,M,1309
2013,Milići,Total,NUMBER,F,1862
2013,Milići,Total,NUMBER,_T,1719
2013,Modriča,Total,NUMBER,M,659
2013,Modriča,Total,NUMBER,F,1060
2013,Modriča,Total,NUMBER,_T,704
2013,Mostar,Total,NUMBER,M,289
2013,Mostar,Total,NUMBER,F,415
2013,Mostar,Total,NUMBER,_T,1074
2013,Mrkonjić Grad,Total,NUMBER,M,441
2013,Mrkonjić Grad,Total,NUMBER,F,633
2013,Mrkonjić Grad,Total,NUMBER,_T,3337
2013,Neum,Total,NUMBER,M,1287
2013,Neum,Total,NUMBER,F,2050
2013,Neum,Total,NUMBER,_T,215
2013,Nevesinje,Total,NUMBER,M,78
2013,Nevesinje,Total,NUMBER,F,137
2013,Nevesinje,Total,NUMBER,_T,78
2013,Novi Grad,Total,NUMBER,M,36
2013,Novi Grad,Total,NUMBER,F,42
2013,Novi Grad,Total,NUMBER,_T,752
2013,Sarajevo - Novi Grad,Total,NUMBER,M,257
2013,Sarajevo - Novi Grad,Total,NUMBER,F,495
2013,Sarajevo - Novi Grad,Total,NUMBER,_T,2113
2013,Novi Travnik,Total,NUMBER,M,803
2013,Novi Travnik,Total,NUMBER,F,1310
2013,Novi Travnik,Total,NUMBER,_T,304
2013,Novo Goražde,Total,NUMBER,M,125
2013,Novo Goražde,Total,NUMBER,F,179
2013,Novo Goražde,Total,NUMBER,_T,330
2013,Sarajevo - Novo Sarajevo,Total,NUMBER,M,135
2013,Sarajevo - Novo Sarajevo,Total,NUMBER,F,195
2013,Sarajevo - Novo Sarajevo,Total,NUMBER,_T,233
2013,Odžak,Total,NUMBER,M,99
2013,Odžak,Total,NUMBER,F,134
2013,Odžak,Total,NUMBER,_T,139
2013,Olovo,Total,NUMBER,M,55
2013,Olovo,Total,NUMBER,F,84
2013,Olovo,Total,NUMBER,_T,251
2013,Orašje,Total,NUMBER,M,80
2013,Orašje,Total,NUMBER,F,171
2013,Orašje,Total,NUMBER,_T,1400
2013,Osmaci,Total,NUMBER,M,513
2013,Osmaci,Total,NUMBER,F,887
2013,Osmaci,Total,NUMBER,_T,185
2013,Oštra Luka,Total,NUMBER,M,82
2013,Oštra Luka,Total,NUMBER,F,103
2013,Oštra Luka,Total,NUMBER,_T,338
2013,Pale - FBiH,Total,NUMBER,M,115
2013,Pale - FBiH,Total,NUMBER,F,223
2013,Pale - FBiH,Total,NUMBER,_T,463
2013,Pale - RS,Total,NUMBER,M,193
2013,Pale - RS,Total,NUMBER,F,270
2013,Pale - RS,Total,NUMBER,_T,221
2013,Pelagićevo,Total,NUMBER,M,91
2013,Pelagićevo,Total,NUMBER,F,130
2013,Pelagićevo,Total,NUMBER,_T,134
2013,Petrovac,Total,NUMBER,M,51
2013,Petrovac,Total,NUMBER,F,83
2013,Petrovac,Total,NUMBER,_T,520
2013,Petrovo,Total,NUMBER,M,185
2013,Petrovo,Total,NUMBER,F,335
2013,Petrovo,Total,NUMBER,_T,1399
2013,Posušje,Total,NUMBER,M,512
