SEX,CAUSE_OF_DEATH,Year,UNIT_MEASURE,Value
M,diseases_of_the_skin,2010,NUMBER,5
M,diseases_of_the_musculoskeletal,2010,NUMBER,16
M,diseases_of_the_genitourinary,2010,NUMBER,296
M,certain_conditions_originating,2010,NUMBER,76
M,congenital_malformations_deformations,2010,NUMBER,37
M,symptoms_signs_and_abnormal,2010,NUMBER,1008
M,injuries_poisoning_and_consequences,2010,NUMBER,878
M,external_causes_of_mortality,2010,NUMBER,11
M,unknown,2010,NUMBER,364
M,total,2010,NUMBER,17900
F,infectious_and_parasitic,2010,NUMBER,102
F,neoplasms,2010,NUMBER,2914
F,diseases_of_the_blood,2010,NUMBER,28
F,endocrine_metabolic_and_nutritional,2010,NUMBER,1174
F,mental_and_behavioural_disorders,2010,NUMBER,53
F,diseases_of_the_nervous,2010,NUMBER,172
F,diseases_of_the_eye,2010,NUMBER,1
F,diseases_of_the_circulatory,2010,NUMBER,10106
F,diseases_of_the_respiratory,2010,NUMBER,464
F,diseases_of_the_digestive,2010,NUMBER,374
F,diseases_of_the_skin,2010,NUMBER,9
F,diseases_of_the_musculoskeletal,2010,NUMBER,26
F,diseases_of_the_genitourinary,2010,NUMBER,281
F,pregnancy_childbirth_and_the,2010,NUMBER,1
F,certain_conditions_originating,2010,NUMBER,62
F,congenital_malformations_deformations,2010,NUMBER,26
F,symptoms_signs_and_abnormal,2010,NUMBER,908
F,injuries_poisoning_and_consequences,2010,NUMBER,239
F,external_causes_of_mortality,2010,NUMBER,4
F,unknown,2010,NUMBER,274
F,total,2010,NUMBER,17218
_T,infectious_and_parasitic,2011,NUMBER,298
_T,neoplasms,2011,NUMBER,7214
_T,diseases_of_the_blood,2011,NUMBER,59
_T,endocrine_metabolic_and_nutritional,2011,NUMBER,194
_T,mental_and_behavioural_disorders,2011,NUMBER,161
_T,diseases_of_the_nervous,2011,NUMBER,410
_T,diseases_of_the_circulatory,2011,NUMBER,18468
_T,diseases_of_the_respiratory,2011,NUMBER,1281
_T,diseases_of_the_digestive,2011,NUMBER,874
_T,diseases_of_the_skin,2011,NUMBER,12
_T,diseases_of_the_musculoskeletal,2011,NUMBER,45
_T,diseases_of_the_genitourinary,2011,NUMBER,551
_T,pregnancy_childbirth_and_the,2011,NUMBER,2
_T,certain_conditions_originating,2011,NUMBER,118
_T,congenital_malformations_deformations,2011,NUMBER,58
_T,symptoms_signs_and_abnormal,2011,NUMBER,1665
_T,injuries_poisoning_and_consequences,2011,NUMBER,1162
_T,external_causes_of_mortality,2011,NUMBER,14
_T,factors_influencing_health_status,2011,NUMBER,1
_T,unknown,2011,NUMBER,695
_T,total,2011,NUMBER,35028
M,infectious_and_parasitic,2011,NUMBER,192
M,neoplasms,2011,NUMBER,4316
M,diseases_of_the_blood,2011,NUMBER,20
M,endocrine_metabolic_and_nutritional,2011,NUMBER,761
M,mental_and_behavioural_disorders,2011,NUMBER,89
M,diseases_of_the_nervous,2011,NUMBER,213
M,diseases_of_the_circulatory,2011,NUMBER,8542
M,diseases_of_the_respiratory,2011,NUMBER,725
M,diseases_of_the_digestive,2011,NUMBER,543
M,diseases_of_the_skin,2011,NUMBER,2
M,diseases_of_the_musculoskeletal,2011,NUMBER,12
M,diseases_of_the_genitourinary,2011,NUMBER,302
M,certain_conditions_originating,2011,NUMBER,67
M,congenital_malformations_deformations,2011,NUMBER,30
M,symptoms_signs_and_abnormal,2011,NUMBER,829
M,injuries_poisoning_and_consequences,2011,NUMBER,930
M,external_causes_of_mortality,2011,NUMBER,13
M,factors_influencing_health_status,2011,NUMBER,1
M,unknown,2011,NUMBER,378
M,total,2011,NUMBER,17965
F,infectious_and_parasitic,2011,NUMBER,106
F,neoplasms,2011,NUMBER,2898
F,diseases_of_the_blood,2011,NUMBER,39
F,endocrine_metabolic_and_nutritional,2011,NUMBER,1179
F,mental_and_behavioural_disorders,2011,NUMBER,72
F,diseases_of_the_nervous,2011,NUMBER,197
F,diseases_of_the_circulatory,2011,NUMBER,9926
F,diseases_of_the_respiratory,2011,NUMBER,556
F,diseases_of_the_digestive,2011,NUMBER,331
F,diseases_of_the_skin,2011,NUMBER,10
F,diseases_of_the_musculoskeletal,2011,NUMBER,33
F,diseases_of_the_genitourinary,2011,NUMBER,249
F,pregnancy_childbirth_and_the,2011,NUMBER,2
F,certain_conditions_originating,2011,NUMBER,51
F,congenital_malformations_deformations,2011,NUMBER,28
F,symptoms_signs_and_abnormal,2011,NUMBER,836
F,injuries_poisoning_and_consequences,2011,NUMBER,232
F,external_causes_of_mortality,2011,NUMBER,1
F,unknown,2011,NUMBER,317
F,total,2011,NUMBER,17063
_T,infectious_and_parasitic,2012,NUMBER,344
_T,neoplasms,2012,NUMBER,7598
_T,diseases_of_the_blood,2012,NUMBER,47
_T,endocrine_metabolic_and_nutritional,2012,NUMBER,1926
_T,mental_and_behavioural_disorders,2012,NUMBER,160
_T,diseases_of_the_nervous,2012,NUMBER,409
_T,diseases_of_the_eye,2012,NUMBER,1
_T,diseases_of_the_circulatory,2012,NUMBER,19252
_T,diseases_of_the_respiratory,2012,NUMBER,1266
_T,diseases_of_the_digestive,2012,NUMBER,978
_T,diseases_of_the_skin,2012,NUMBER,13
_T,diseases_of_the_musculoskeletal,2012,NUMBER,54
_T,diseases_of_the_genitourinary,2012,NUMBER,601
_T,pregnancy_childbirth_and_the,2012,NUMBER,3
_T,certain_conditions_originating,2012,NUMBER,111
_T,congenital_malformations_deformations,2012,NUMBER,40
_T,symptoms_signs_and_abnormal,2012,NUMBER,1207
_T,injuries_poisoning_and_consequences,2012,NUMBER,1067
_T,unknown,2012,NUMBER,740
_T,total,2012,NUMBER,35817
M,infectious_and_parasitic,2012,NUMBER,185
M,neoplasms,2012,NUMBER,4458
M,diseases_of_the_blood,2012,NUMBER,25
M,endocrine_metabolic_and_nutritional,2012,NUMBER,785
M,mental_and_behavioural_disorders,2012,NUMBER,109
M,diseases_of_the_nervous,2012,NUMBER,207
M,diseases_of_the_circulatory,2012,NUMBER,906
M,diseases_of_the_respiratory,2012,NUMBER,754
M,diseases_of_the_digestive,2012,NUMBER,588
M,diseases_of_the_skin,2012,NUMBER,6
M,diseases_of_the_musculoskeletal,2012,NUMBER,15
M,diseases_of_the_genitourinary,2012,NUMBER,303
M,pregnancy_childbirth_and_the,2012,NUMBER,0
M,certain_conditions_originating,2012,NUMBER,67
M,congenital_malformations_deformations,2012,NUMBER,26
M,symptoms_signs_and_abnormal,2012,NUMBER,609
M,injuries_poisoning_and_consequences,2012,NUMBER,830
M,unknown,2012,NUMBER,409
M,total,2012,NUMBER,18436
F,infectious_and_parasitic,2012,NUMBER,159
F,neoplasms,2012,NUMBER,314
F,diseases_of_the_blood,2012,NUMBER,22
F,endocrine_metabolic_and_nutritional,2012,NUMBER,1141
F,mental_and_behavioural_disorders,2012,NUMBER,51
F,diseases_of_the_nervous,2012,NUMBER,202
F,diseases_of_the_eye,2012,NUMBER,1
F,diseases_of_the_circulatory,2012,NUMBER,10192
F,diseases_of_the_respiratory,2012,NUMBER,512
F,diseases_of_the_digestive,2012,NUMBER,390
F,diseases_of_the_skin,2012,NUMBER,7
F,diseases_of_the_musculoskeletal,2012,NUMBER,39
F,diseases_of_the_genitourinary,2012,NUMBER,298
F,pregnancy_childbirth_and_the,2012,NUMBER,3
F,certain_conditions_originating,2012,NUMBER,44
F,congenital_malformations_deformations,2012,NUMBER,14
F,symptoms_signs_and_abnormal,2012,NUMBER,598
F,injuries_poisoning_and_consequences,2012,NUMBER,237
F,unknown,2012,NUMBER,331
F,total,2012,NUMBER,17381
_T,infectious_and_parasitic,2013,NUMBER,268
_T,neoplasms,2013,NUMBER,7506
_T,diseases_of_the_blood,2013,NUMBER,50
_T,endocrine_metabolic_and_nutritional,2013,NUMBER,197
_T,mental_and_behavioural_disorders,2013,NUMBER,192
_T,diseases_of_the_nervous,2013,NUMBER,382
_T,diseases_of_the_circulatory,2013,NUMBER,18186
_T,diseases_of_the_respiratory,2013,NUMBER,1428
_T,diseases_of_the_digestive,2013,NUMBER,955
_T,diseases_of_the_skin,2013,NUMBER,31
_T,diseases_of_the_musculoskeletal,2013,NUMBER,57
_T,diseases_of_the_genitourinary,2013,NUMBER,581
_T,certain_conditions_originating,2013,NUMBER,101
_T,congenital_malformations_deformations,2013,NUMBER,38
_T,symptoms_signs_and_abnormal,2013,NUMBER,2107
_T,injuries_poisoning_and_consequences,2013,NUMBER,1024
_T,external_causes_of_mortality,2013,NUMBER,4
_T,unknown,2013,NUMBER,782
_T,total,2013,NUMBER,35662
M,infectious_and_parasitic,2013,NUMBER,165
M,neoplasms,2013,NUMBER,4384
M,diseases_of_the_blood,2013,NUMBER,20
M,endocrine_metabolic_and_nutritional,2013,NUMBER,820
M,mental_and_behavioural_disorders,2013,NUMBER,101
M,diseases_of_the_nervous,2013,NUMBER,198
M,diseases_of_the_circulatory,2013,NUMBER,8458
M,diseases_of_the_respiratory,2013,NUMBER,827
M,diseases_of_the_digestive,2013,NUMBER,526
M,diseases_of_the_skin,2013,NUMBER,12
M,diseases_of_the_musculoskeletal,2013,NUMBER,18
M,diseases_of_the_genitourinary,2013,NUMBER,304
M,certain_conditions_originating,2013,NUMBER,62
M,congenital_malformations_deformations,2013,NUMBER,19
M,symptoms_signs_and_abnormal,2013,NUMBER,1112
M,injuries_poisoning_and_consequences,2013,NUMBER,794
M,external_causes_of_mortality,2013,NUMBER,4
M,unknown,2013,NUMBER,393
M,total,2013,NUMBER,18217
F,infectious_and_parasitic,2013,NUMBER,103
F,neoplasms,2013,NUMBER,3122
F,diseases_of_the_blood,2013,NUMBER,30
F,endocrine_metabolic_and_nutritional,2013,NUMBER,115
F,mental_and_behavioural_disorders,2013,NUMBER,91
F,diseases_of_the_nervous,2013,NUMBER,184
F,diseases_of_the_circulatory,2013,NUMBER,9728
F,diseases_of_the_respiratory,2013,NUMBER,601
F,diseases_of_the_digestive,2013,NUMBER,429
F,diseases_of_the_skin,2013,NUMBER,19
F,diseases_of_the_musculoskeletal,2013,NUMBER,39
F,diseases_of_the_genitourinary,2013,NUMBER,277
F,certain_conditions_originating,2013,NUMBER,39
F,congenital_malformations_deformations,2013,NUMBER,19
F,symptoms_signs_and_abnormal,2013,NUMBER,995
F,injuries_poisoning_and_consequences,2013,NUMBER,230
F,unknown,2013,NUMBER,389
F,total,2013,NUMBER,17445
_T,infectious_and_parasitic,2014,NUMBER,291
_T,neoplasms,2014,NUMBER,7821
_T,diseases_of_the_blood,2014,NUMBER,42
_T,endocrine_metabolic_and_nutritional,2014,NUMBER,2267
_T,mental_and_behavioural_disorders,2014,NUMBER,225
_T,diseases_of_the_nervous,2014,NUMBER,396
_T,diseases_of_the_eye,2014,NUMBER,6
_T,diseases_of_the_circulatory,2014,NUMBER,1793
_T,diseases_of_the_respiratory,2014,NUMBER,1409
_T,diseases_of_the_digestive,2014,NUMBER,949
_T,diseases_of_the_skin,2014,NUMBER,32
_T,diseases_of_the_musculoskeletal,2014,NUMBER,61
_T,diseases_of_the_genitourinary,2014,NUMBER,536
_T,certain_conditions_originating,2014,NUMBER,85
_T,congenital_malformations_deformations,2014,NUMBER,49
_T,symptoms_signs_and_abnormal,2014,NUMBER,2241
_T,injuries_poisoning_and_consequences,2014,NUMBER,1032
_T,external_causes_of_mortality,2014,NUMBER,17
_T,factors_influencing_health_status,2014,NUMBER,1
_T,unknown,2014,NUMBER,590
_T,total,2014,NUMBER,35980
M,infectious_and_parasitic,2014,NUMBER,164
M,neoplasms,2014,NUMBER,4569
M,diseases_of_the_blood,2014,NUMBER,14
M,endocrine_metabolic_and_nutritional,2014,NUMBER,925
M,mental_and_behavioural_disorders,2014,NUMBER,142
M,diseases_of_the_nervous,2014,NUMBER,207
M,diseases_of_the_circulatory,2014,NUMBER,8336
M,diseases_of_the_respiratory,2014,NUMBER,840
M,diseases_of_the_digestive,2014,NUMBER,545
M,diseases_of_the_skin,2014,NUMBER,16
M,diseases_of_the_musculoskeletal,2014,NUMBER,16
M,diseases_of_the_genitourinary,2014,NUMBER,260
M,certain_conditions_originating,2014,NUMBER,42
M,congenital_malformations_deformations,2014,NUMBER,20
M,symptoms_signs_and_abnormal,2014,NUMBER,1132
M,injuries_poisoning_and_consequences,2014,NUMBER,795
M,external_causes_of_mortality,2014,NUMBER,10
M,unknown,2014,NUMBER,327
M,total,2014,NUMBER,18360
F,infectious_and_parasitic,2014,NUMBER,127
F,neoplasms,2014,NUMBER,3252
F,diseases_of_the_blood,2014,NUMBER,28
F,endocrine_metabolic_and_nutritional,2014,NUMBER,1342
F,mental_and_behavioural_disorders,2014,NUMBER,83
F,diseases_of_the_nervous,2014,NUMBER,189
F,diseases_of_the_eye,2014,NUMBER,6
F,diseases_of_the_circulatory,2014,NUMBER,9594
F,diseases_of_the_respiratory,2014,NUMBER,569
F,diseases_of_the_digestive,2014,NUMBER,404
F,diseases_of_the_skin,2014,NUMBER,16
F,diseases_of_the_musculoskeletal,2014,NUMBER,45
F,diseases_of_the_genitourinary,2014,NUMBER,276
F,certain_conditions_originating,2014,NUMBER,43
F,congenital_malformations_deformations,2014,NUMBER,29
F,symptoms_signs_and_abnormal,2014,NUMBER,1109
F,injuries_poisoning_and_consequences,2014,NUMBER,237
F,external_causes_of_mortality,2014,NUMBER,7
F,factors_influencing_health_status,2014,NUMBER,1
F,unknown,2014,NUMBER,263
F,total,2014,NUMBER,17620
_T,infectious_and_parasitic,2015,NUMBER,370
_T,neoplasms,2015,NUMBER,7956
_T,diseases_of_the_blood,2015,NUMBER,55
_T,endocrine_metabolic_and_nutritional,2015,NUMBER,2025
_T,mental_and_behavioural_disorders,2015,NUMBER,188
_T,diseases_of_the_nervous,2015,NUMBER,447
_T,diseases_of_the_eye,2015,NUMBER,1
_T,diseases_of_the_circulatory,2015,NUMBER,19713
_T,diseases_of_the_respiratory,2015,NUMBER,1718
_T,diseases_of_the_digestive,2015,NUMBER,988
_T,diseases_of_the_skin,2015,NUMBER,42
_T,diseases_of_the_musculoskeletal,2015,NUMBER,55
_T,diseases_of_the_genitourinary,2015,NUMBER,684
_T,pregnancy_childbirth_and_the,2015,NUMBER,1
_T,certain_conditions_originating,2015,NUMBER,126
_T,congenital_malformations_deformations,2015,NUMBER,31
_T,symptoms_signs_and_abnormal,2015,NUMBER,2098
_T,injuries_poisoning_and_consequences,2015,NUMBER,1103
_T,external_causes_of_mortality,2015,NUMBER,8
_T,unknown,2015,NUMBER,541
_T,total,2015,NUMBER,38150
M,infectious_and_parasitic,2015,NUMBER,207
M,neoplasms,2015,NUMBER,4525
M,diseases_of_the_blood,2015,NUMBER,19
M,endocrine_metabolic_and_nutritional,2015,NUMBER,856
M,mental_and_behavioural_disorders,2015,NUMBER,102
M,diseases_of_the_nervous,2015,NUMBER,241
M,diseases_of_the_circulatory,2015,NUMBER,9012
M,diseases_of_the_respiratory,2015,NUMBER,972
M,diseases_of_the_digestive,2015,NUMBER,571
M,diseases_of_the_skin,2015,NUMBER,16
M,diseases_of_the_musculoskeletal,2015,NUMBER,21
M,diseases_of_the_genitourinary,2015,NUMBER,331
M,certain_conditions_originating,2015,NUMBER,67
M,congenital_malformations_deformations,2015,NUMBER,15
M,symptoms_signs_and_abnormal,2015,NUMBER,1102
M,injuries_poisoning_and_consequences,2015,NUMBER,840
M,external_causes_of_mortality,2015,NUMBER,5
M,unknown,2015,NUMBER,317
M,total,2015,NUMBER,19219
F,infectious_and_parasitic,2015,NUMBER,163
F,neoplasms,2015,NUMBER,3431
F,diseases_of_the_blood,2015,NUMBER,36
F,endocrine_metabolic_and_nutritional,2015,NUMBER,1169
F,mental_and_behavioural_disorders,2015,NUMBER,86
F,diseases_of_the_nervous,2015,NUMBER,206
F,diseases_of_the_eye,2015,NUMBER,1
F,diseases_of_the_circulatory,2015,NUMBER,10701
F,diseases_of_the_respiratory,2015,NUMBER,746
F,diseases_of_the_digestive,2015,NUMBER,417
F,diseases_of_the_skin,2015,NUMBER,26
F,diseases_of_the_musculoskeletal,2015,NUMBER,34
F,diseases_of_the_genitourinary,2015,NUMBER,353
F,pregnancy_childbirth_and_the,2015,NUMBER,1
F,certain_conditions_originating,2015,NUMBER,59
F,congenital_malformations_deformations,2015,NUMBER,16
F,symptoms_signs_and_abnormal,2015,NUMBER,996
F,injuries_poisoning_and_consequences,2015,NUMBER,263
F,external_causes_of_mortality,2015,NUMBER,3
F,unknown,2015,NUMBER,224
F,total,2015,NUMBER,18931
_T,infectious_and_parasitic,2016,NUMBER,412
_T,neoplasms,2016,NUMBER,7761
_T,diseases_of_the_blood,2016,NUMBER,54
_T,endocrine_metabolic_and_nutritional,2016,NUMBER,1961
_T,mental_and_behavioural_disorders,2016,NUMBER,226
_T,diseases_of_the_nervous,2016,NUMBER,386
_T,diseases_of_the_eye,2016,NUMBER,8
_T,diseases_of_the_circulatory,2016,NUMBER,18959
_T,diseases_of_the_respiratory,2016,NUMBER,1487
_T,diseases_of_the_digestive,2016,NUMBER,1077
_T,diseases_of_the_skin,2016,NUMBER,35
_T,diseases_of_the_musculoskeletal,2016,NUMBER,46
_T,diseases_of_the_genitourinary,2016,NUMBER,696
_T,pregnancy_childbirth_and_the,2016,NUMBER,1
_T,certain_conditions_originating,2016,NUMBER,117
_T,congenital_malformations_deformations,2016,NUMBER,16
_T,symptoms_signs_and_abnormal,2016,NUMBER,1730
_T,injuries_poisoning_and_consequences,2016,NUMBER,1040
_T,external_causes_of_mortality,2016,NUMBER,14
_T,unknown,2016,NUMBER,545
_T,total,2016,NUMBER,36571
M,infectious_and_parasitic,2016,NUMBER,214
M,neoplasms,2016,NUMBER,4464
M,diseases_of_the_blood,2016,NUMBER,22
M,endocrine_metabolic_and_nutritional,2016,NUMBER,789
M,mental_and_behavioural_disorders,2016,NUMBER,141
M,diseases_of_the_nervous,2016,NUMBER,213
M,diseases_of_the_eye,2016,NUMBER,6
M,diseases_of_the_circulatory,2016,NUMBER,878
M,diseases_of_the_respiratory,2016,NUMBER,879
M,diseases_of_the_digestive,2016,NUMBER,619
M,diseases_of_the_skin,2016,NUMBER,16
M,diseases_of_the_musculoskeletal,2016,NUMBER,9
M,diseases_of_the_genitourinary,2016,NUMBER,345
M,certain_conditions_originating,2016,NUMBER,74
M,congenital_malformations_deformations,2016,NUMBER,9
M,symptoms_signs_and_abnormal,2016,NUMBER,872
M,injuries_poisoning_and_consequences,2016,NUMBER,783
M,external_causes_of_mortality,2016,NUMBER,11
M,unknown,2016,NUMBER,296
M,total,2016,NUMBER,18542
F,infectious_and_parasitic,2016,NUMBER,198
F,neoplasms,2016,NUMBER,3297
F,diseases_of_the_blood,2016,NUMBER,32
F,endocrine_metabolic_and_nutritional,2016,NUMBER,1172
F,mental_and_behavioural_disorders,2016,NUMBER,85
F,diseases_of_the_nervous,2016,NUMBER,173
F,diseases_of_the_eye,2016,NUMBER,2
F,diseases_of_the_circulatory,2016,NUMBER,10179
F,diseases_of_the_respiratory,2016,NUMBER,608
F,diseases_of_the_digestive,2016,NUMBER,458
F,diseases_of_the_skin,2016,NUMBER,19
F,diseases_of_the_musculoskeletal,2016,NUMBER,37
F,diseases_of_the_genitourinary,2016,NUMBER,351
F,pregnancy_childbirth_and_the,2016,NUMBER,1
F,certain_conditions_originating,2016,NUMBER,43
F,congenital_malformations_deformations,2016,NUMBER,7
F,symptoms_signs_and_abnormal,2016,NUMBER,858
F,injuries_poisoning_and_consequences,2016,NUMBER,257
F,external_causes_of_mortality,2016,NUMBER,3
F,unknown,2016,NUMBER,249
F,total,2016,NUMBER,18029
_T,infectious_and_parasitic,2017,NUMBER,395
_T,neoplasms,2017,NUMBER,8136
_T,diseases_of_the_blood,2017,NUMBER,69
_T,endocrine_metabolic_and_nutritional,2017,NUMBER,217
_T,mental_and_behavioural_disorders,2017,NUMBER,265
_T,diseases_of_the_nervous,2017,NUMBER,382
_T,diseases_of_the_eye,2017,NUMBER,5
_T,diseases_of_the_circulatory,2017,NUMBER,19207
_T,diseases_of_the_respiratory,2017,NUMBER,1579
_T,diseases_of_the_digestive,2017,NUMBER,1007
_T,diseases_of_the_skin,2017,NUMBER,44
_T,diseases_of_the_musculoskeletal,2017,NUMBER,44
_T,diseases_of_the_genitourinary,2017,NUMBER,587
_T,certain_conditions_originating,2017,NUMBER,136
_T,congenital_malformations_deformations,2017,NUMBER,27
_T,symptoms_signs_and_abnormal,2017,NUMBER,2294
_T,injuries_poisoning_and_consequences,2017,NUMBER,1067
_T,external_causes_of_mortality,2017,NUMBER,15
_T,unknown,2017,NUMBER,550
_T,total,2017,NUMBER,37979
M,infectious_and_parasitic,2017,NUMBER,209
M,neoplasms,2017,NUMBER,4632
M,diseases_of_the_blood,2017,NUMBER,25
M,endocrine_metabolic_and_nutritional,2017,NUMBER,885
M,mental_and_behavioural_disorders,2017,NUMBER,147
M,diseases_of_the_nervous,2017,NUMBER,193
M,diseases_of_the_eye,2017,NUMBER,2
M,diseases_of_the_circulatory,2017,NUMBER,888
M,diseases_of_the_respiratory,2017,NUMBER,936
M,diseases_of_the_digestive,2017,NUMBER,570
M,diseases_of_the_skin,2017,NUMBER,12
M,diseases_of_the_musculoskeletal,2017,NUMBER,17
M,diseases_of_the_genitourinary,2017,NUMBER,299
M,certain_conditions_originating,2017,NUMBER,75
M,congenital_malformations_deformations,2017,NUMBER,16
M,symptoms_signs_and_abnormal,2017,NUMBER,1168
M,injuries_poisoning_and_consequences,2017,NUMBER,780
M,external_causes_of_mortality,2017,NUMBER,9
M,unknown,2017,NUMBER,331
M,total,2017,NUMBER,19186
F,infectious_and_parasitic,2017,NUMBER,186
F,neoplasms,2017,NUMBER,3504
F,diseases_of_the_blood,2017,NUMBER,44
F,endocrine_metabolic_and_nutritional,2017,NUMBER,1285
F,mental_and_behavioural_disorders,2017,NUMBER,118
F,diseases_of_the_nervous,2017,NUMBER,189
F,diseases_of_the_eye,2017,NUMBER,3
F,diseases_of_the_circulatory,2017,NUMBER,10327
F,diseases_of_the_respiratory,2017,NUMBER,643
F,diseases_of_the_digestive,2017,NUMBER,437
F,diseases_of_the_skin,2017,NUMBER,32
F,diseases_of_the_musculoskeletal,2017,NUMBER,27
F,diseases_of_the_genitourinary,2017,NUMBER,288
F,certain_conditions_originating,2017,NUMBER,61
F,congenital_malformations_deformations,2017,NUMBER,Value
F,symptoms_signs_and_abnormal,2017,NUMBER,4591
F,injuries_poisoning_and_consequences,2017,NUMBER,15911
F,external_causes_of_mortality,2017,NUMBER,866
F,unknown,2017,NUMBER,709
F,total,2017,NUMBER,2552
_T,infectious_and_parasitic,2018,NUMBER,1022
_T,neoplasms,2018,NUMBER,25651
_T,diseases_of_the_blood,2018,NUMBER,2752
_T,endocrine_metabolic_and_nutritional,2018,NUMBER,77
_T,mental_and_behavioural_disorders,2018,NUMBER,498
_T,diseases_of_the_nervous,2018,NUMBER,445
_T,diseases_of_the_circulatory,2018,NUMBER,1347
_T,diseases_of_the_respiratory,2018,NUMBER,786
_T,diseases_of_the_digestive,2018,NUMBER,13528
_T,diseases_of_the_skin,2018,NUMBER,1839
_T,diseases_of_the_musculoskeletal,2018,NUMBER,8211
_T,diseases_of_the_genitourinary,2018,NUMBER,368
_T,pregnancy_childbirth_and_the,2018,NUMBER,264
_T,certain_conditions_originating,2018,NUMBER,1205
_T,congenital_malformations_deformations,2018,NUMBER,236
_T,symptoms_signs_and_abnormal,2018,NUMBER,12123
_T,injuries_poisoning_and_consequences,2018,NUMBER,5122
_T,external_causes_of_mortality,2018,NUMBER,16283
_T,factors_influencing_health_status,2018,NUMBER,805
_T,unknown,2018,NUMBER,848
_T,total,2018,NUMBER,2860
M,infectious_and_parasitic,2018,NUMBER,1091
M,neoplasms,2018,NUMBER,27009
M,diseases_of_the_blood,2018,NUMBER,3144
M,endocrine_metabolic_and_nutritional,2018,NUMBER,781
M,mental_and_behavioural_disorders,2018,NUMBER,464
M,diseases_of_the_nervous,2018,NUMBER,518
M,diseases_of_the_circulatory,2018,NUMBER,1484
M,diseases_of_the_respiratory,2018,NUMBER,812
M,diseases_of_the_digestive,2018,NUMBER,14232
M,diseases_of_the_skin,2018,NUMBER,1978
M,diseases_of_the_musculoskeletal,2018,NUMBER,8473
M,diseases_of_the_genitourinary,2018,NUMBER,341
M,certain_conditions_originating,2018,NUMBER,330
M,congenital_malformations_deformations,2018,NUMBER,1376
M,symptoms_signs_and_abnormal,2018,NUMBER,279
M,injuries_poisoning_and_consequences,2018,NUMBER,12777
M,external_causes_of_mortality,2018,NUMBER,257
M,factors_influencing_health_status,2018,NUMBER,5347
M,unknown,2018,NUMBER,20
M,total,2018,NUMBER,667
F,infectious_and_parasitic,2018,NUMBER,48
F,neoplasms,2018,NUMBER,161
F,diseases_of_the_blood,2018,NUMBER,1
F,endocrine_metabolic_and_nutritional,2018,NUMBER,16328
F,mental_and_behavioural_disorders,2018,NUMBER,745
F,diseases_of_the_nervous,2018,NUMBER,827
F,diseases_of_the_circulatory,2018,NUMBER,17
F,diseases_of_the_respiratory,2018,NUMBER,14
F,diseases_of_the_digestive,2018,NUMBER,397
F,diseases_of_the_skin,2018,NUMBER,1
F,diseases_of_the_musculoskeletal,2018,NUMBER,188
F,diseases_of_the_genitourinary,2018,NUMBER,43
F,pregnancy_childbirth_and_the,2018,NUMBER,3031
F,certain_conditions_originating,2018,NUMBER,1017
F,congenital_malformations_deformations,2018,NUMBER,261
F,symptoms_signs_and_abnormal,2018,NUMBER,1
F,injuries_poisoning_and_consequences,2018,NUMBER,954
F,external_causes_of_mortality,2018,NUMBER,30325
F,unknown,2018,NUMBER,157
F,total,2018,NUMBER,3288
_T,infectious_and_parasitic,2019,NUMBER,7
_T,neoplasms,2019,NUMBER,240
_T,diseases_of_the_blood,2019,NUMBER,37
_T,endocrine_metabolic_and_nutritional,2019,NUMBER,79
_T,mental_and_behavioural_disorders,2019,NUMBER,1
_T,diseases_of_the_nervous,2019,NUMBER,7943
_T,diseases_of_the_eye,2019,NUMBER,434
_T,diseases_of_the_circulatory,2019,NUMBER,540
_T,diseases_of_the_respiratory,2019,NUMBER,5
_T,diseases_of_the_digestive,2019,NUMBER,6
_T,diseases_of_the_skin,2019,NUMBER,200
_T,diseases_of_the_musculoskeletal,2019,NUMBER,0
_T,diseases_of_the_genitourinary,2019,NUMBER,109
_T,pregnancy_childbirth_and_the,2019,NUMBER,18
_T,certain_conditions_originating,2019,NUMBER,1637
_T,congenital_malformations_deformations,2019,NUMBER,768
_T,symptoms_signs_and_abnormal,2019,NUMBER,206
_T,injuries_poisoning_and_consequences,2019,NUMBER,527
_T,external_causes_of_mortality,2019,NUMBER,16202
_T,factors_influencing_health_status,2019,NUMBER,100
_T,unknown,2019,NUMBER,2059
_T,total,2019,NUMBER,13
M,infectious_and_parasitic,2019,NUMBER,427
M,neoplasms,2019,NUMBER,11
M,diseases_of_the_blood,2019,NUMBER,82
M,endocrine_metabolic_and_nutritional,2019,NUMBER,8385
M,mental_and_behavioural_disorders,2019,NUMBER,311
M,diseases_of_the_nervous,2019,NUMBER,287
M,diseases_of_the_eye,2019,NUMBER,12
M,diseases_of_the_circulatory,2019,NUMBER,8
M,diseases_of_the_respiratory,2019,NUMBER,197
M,diseases_of_the_digestive,2019,NUMBER,1
M,diseases_of_the_skin,2019,NUMBER,79
M,diseases_of_the_musculoskeletal,2019,NUMBER,25
M,diseases_of_the_genitourinary,2019,NUMBER,1394
M,certain_conditions_originating,2019,NUMBER,249
M,congenital_malformations_deformations,2019,NUMBER,55
M,symptoms_signs_and_abnormal,2019,NUMBER,1
M,injuries_poisoning_and_consequences,2019,NUMBER,427
M,external_causes_of_mortality,2019,NUMBER,14123
M,factors_influencing_health_status,2019,NUMBER,263
M,unknown,2019,NUMBER,5288
