Year,UNIT_MEASURE,Municipality,Sex,AGE,Value
2013,Number,Sokolac,Both sexes,40-44,604
2013,Number,Sokolac,M,40-44,305
2013,Number,Sokolac,F,40-44,299
2013,Number,Srbac,Both sexes,40-44,1082
2013,Number,Srbac,M,40-44,556
2013,Number,Srbac,F,40-44,526
2013,Number,Srebrenica,Both sexes,40-44,1102
2013,Number,Srebrenica,M,40-44,550
2013,Number,Srebrenica,F,40-44,552
2013,Number,Srebrenik,Both sexes,40-44,2962
2013,Number,Srebrenik,M,40-44,1469
2013,Number,Srebrenik,F,40-44,1493
2013,Number,Sarajevo - Stari Grad,Both sexes,40-44,2104
2013,Number,Sarajevo - Stari Grad,M,40-44,1048
2013,Number,Sarajevo - Stari Grad,F,40-44,1056
2013,Number,Stolac,Both sexes,40-44,990
2013,Number,Stolac,M,40-44,523
2013,Number,Stolac,F,40-44,467
2013,Number,Šamac,Both sexes,40-44,1162
2013,Number,Šamac,M,40-44,601
2013,Number,Šamac,F,40-44,561
2013,Number,Šekovići,Both sexes,40-44,403
2013,Number,Šekovići,M,40-44,228
2013,Number,Šekovići,F,40-44,175
2013,Number,Šipovo,Both sexes,40-44,523
2013,Number,Šipovo,M,40-44,296
2013,Number,Šipovo,F,40-44,227
2013,Number,Široki Brijeg,Both sexes,40-44,1889
2013,Number,Široki Brijeg,M,40-44,950
2013,Number,Široki Brijeg,F,40-44,939
2013,Number,Teočak,Both sexes,40-44,562
2013,Number,Teočak,M,40-44,302
2013,Number,Teočak,F,40-44,260
2013,Number,Teslić,Both sexes,40-44,2525
2013,Number,Teslić,M,40-44,1273
2013,Number,Teslić,F,40-44,1252
2013,Number,Tešanj,Both sexes,40-44,3220
2013,Number,Tešanj,M,40-44,1608
2013,Number,Tešanj,F,40-44,1612
2013,Number,Tomislavgrad,Both sexes,40-44,2448
2013,Number,Tomislavgrad,M,40-44,1268
2013,Number,Tomislavgrad,F,40-44,1180
2013,Number,Travnik,Both sexes,40-44,3906
2013,Number,Travnik,M,40-44,1982
2013,Number,Travnik,F,40-44,1924
2013,Number,Trebinje,Both sexes,40-44,1748
2013,Number,Trebinje,M,40-44,897
2013,Number,Trebinje,F,40-44,851
2013,Number,Trnovo - FBiH,Both sexes,40-44,78
2013,Number,Trnovo - FBiH,M,40-44,43
2013,Number,Trnovo - FBiH,F,40-44,35
2013,Number,Trnovo - RS,Both sexes,40-44,101
2013,Number,Trnovo - RS,M,40-44,53
2013,Number,Trnovo - RS,F,40-44,48
2013,Number,Tuzla,Both sexes,40-44,6798
2013,Number,Tuzla,M,40-44,3296
2013,Number,Tuzla,F,40-44,3502
2013,Number,Ugljevik,Both sexes,40-44,1044
2013,Number,Ugljevik,M,40-44,530
2013,Number,Ugljevik,F,40-44,514
2013,Number,Usora,Both sexes,40-44,526
2013,Number,Usora,M,40-44,269
2013,Number,Usora,F,40-44,257
2013,Number,Vareš,Both sexes,40-44,580
2013,Number,Vareš,M,40-44,291
2013,Number,Vareš,F,40-44,289
2013,Number,Velika Kladuša,Both sexes,40-44,2617
2013,Number,Velika Kladuša,M,40-44,1304
2013,Number,Velika Kladuša,F,40-44,1313
2013,Number,Visoko,Both sexes,40-44,2759
2013,Number,Visoko,M,40-44,1386
2013,Number,Visoko,F,40-44,1373
2013,Number,Višegrad,Both sexes,40-44,627
2013,Number,Višegrad,M,40-44,316
2013,Number,Višegrad,F,40-44,311
2013,Number,Vitez,Both sexes,40-44,1727
2013,Number,Vitez,M,40-44,863
2013,Number,Vitez,F,40-44,864
2013,Number,Vlasenica,Both sexes,40-44,797
2013,Number,Vlasenica,M,40-44,428
2013,Number,Vlasenica,F,40-44,369
2013,Number,Sarajevo - Vogošća,Both sexes,40-44,1761
2013,Number,Sarajevo - Vogošća,M,40-44,831
2013,Number,Sarajevo - Vogošća,F,40-44,930
2013,Number,Vukosavlje,Both sexes,40-44,329
2013,Number,Vukosavlje,M,40-44,179
2013,Number,Vukosavlje,F,40-44,150
2013,Number,Zavidovići,Both sexes,40-44,2569
2013,Number,Zavidovići,M,40-44,1240
2013,Number,Zavidovići,F,40-44,1329
2013,Number,Zenica,Both sexes,40-44,7266
2013,Number,Zenica,M,40-44,3672
2013,Number,Zenica,F,40-44,3594
2013,Number,Zvornik,Both sexes,40-44,3978
2013,Number,Zvornik,M,40-44,2112
2013,Number,Zvornik,F,40-44,1866
2013,Number,Žepče,Both sexes,40-44,2224
2013,Number,Žepče,M,40-44,1178
2013,Number,Žepče,F,40-44,1046
2013,Number,Živinice,Both sexes,40-44,4272
2013,Number,Živinice,M,40-44,2083
2013,Number,Živinice,F,40-44,2189
2013,Number,Banja Luka,Both sexes,45-49,12033
2013,Number,Banja Luka,M,45-49,5908
2013,Number,Banja Luka,F,45-49,6125
2013,Number,Banovići,Both sexes,45-49,1871
2013,Number,Banovići,M,45-49,932
2013,Number,Banovići,F,45-49,939
2013,Number,Berkovići,Both sexes,45-49,143
2013,Number,Berkovići,M,45-49,79
2013,Number,Berkovići,F,45-49,64
2013,Number,Bihać,Both sexes,45-49,4543
2013,Number,Bihać,M,45-49,2182
2013,Number,Bihać,F,45-49,2361
2013,Number,Bijeljina,Both sexes,45-49,7793
2013,Number,Bijeljina,M,45-49,3867
2013,Number,Bijeljina,F,45-49,3926
2013,Number,Bileća,Both sexes,45-49,766
2013,Number,Bileća,M,45-49,399
2013,Number,Bileća,F,45-49,367
2013,Number,Bosanska Krupa,Both sexes,45-49,1833
2013,Number,Bosanska Krupa,M,45-49,899
2013,Number,Bosanska Krupa,F,45-49,934
2013,Number,Bosanski Petrovac,Both sexes,45-49,501
2013,Number,Bosanski Petrovac,M,45-49,274
2013,Number,Bosanski Petrovac,F,45-49,227
2013,Number,Bosansko Grahovo,Both sexes,45-49,166
2013,Number,Bosansko Grahovo,M,45-49,99
2013,Number,Bosansko Grahovo,F,45-49,67
2013,Number,Bratunac,Both sexes,45-49,1407
2013,Number,Bratunac,M,45-49,721
2013,Number,Bratunac,F,45-49,686
2013,Number,Brčko,Both sexes,45-49,6573
2013,Number,Brčko,M,45-49,3436
2013,Number,Brčko,F,45-49,3137
2013,Number,Breza,Both sexes,45-49,1161
2013,Number,Breza,M,45-49,572
2013,Number,Breza,F,45-49,589
2013,Number,Brod,Both sexes,45-49,1259
2013,Number,Brod,M,45-49,646
2013,Number,Brod,F,45-49,613
2013,Number,Bugojno,Both sexes,45-49,2412
2013,Number,Bugojno,M,45-49,1196
2013,Number,Bugojno,F,45-49,1216
2013,Number,Busovača,Both sexes,45-49,1403
2013,Number,Busovača,M,45-49,737
2013,Number,Busovača,F,45-49,666
2013,Number,Bužim,Both sexes,45-49,1265
2013,Number,Bužim,M,45-49,642
2013,Number,Bužim,F,45-49,623
2013,Number,Cazin,Both sexes,45-49,5175
2013,Number,Cazin,M,45-49,2632
2013,Number,Cazin,F,45-49,2543
2013,Number,Sarajevo - Centar,Both sexes,45-49,3675
2013,Number,Sarajevo - Centar,M,45-49,1718
2013,Number,Sarajevo - Centar,F,45-49,1957
2013,Number,Čajniče,Both sexes,45-49,383
2013,Number,Čajniče,M,45-49,211
2013,Number,Čajniče,F,45-49,172
2013,Number,Čapljina,Both sexes,45-49,1958
2013,Number,Čapljina,M,45-49,1032
2013,Number,Čapljina,F,45-49,926
2013,Number,Čelić,Both sexes,45-49,801
2013,Number,Čelić,M,45-49,427
2013,Number,Čelić,F,45-49,374
2013,Number,Čelinac,Both sexes,45-49,1182
2013,Number,Čelinac,M,45-49,587
2013,Number,Čelinac,F,45-49,595
2013,Number,Čitluk,Both sexes,45-49,1388
2013,Number,Čitluk,M,45-49,696
2013,Number,Čitluk,F,45-49,692
2013,Number,Derventa,Both sexes,45-49,2097
2013,Number,Derventa,M,45-49,1055
2013,Number,Derventa,F,45-49,1042
2013,Number,Doboj,Both sexes,45-49,4913
2013,Number,Doboj,M,45-49,2482
2013,Number,Doboj,F,45-49,2431
2013,Number,Doboj-Istok,Both sexes,45-49,915
2013,Number,Doboj-Istok,M,45-49,434
2013,Number,Doboj-Istok,F,45-49,481
2013,Number,Doboj-Jug,Both sexes,45-49,336
2013,Number,Doboj-Jug,M,45-49,163
2013,Number,Doboj-Jug,F,45-49,173
2013,Number,Dobretići,Both sexes,45-49,164
2013,Number,Dobretići,M,45-49,90
2013,Number,Dobretići,F,45-49,74
2013,Number,Domaljevac-Šamac,Both sexes,45-49,470
2013,Number,Domaljevac-Šamac,M,45-49,257
2013,Number,Domaljevac-Šamac,F,45-49,213
2013,Number,Donji Vakuf,Both sexes,45-49,1078
2013,Number,Donji Vakuf,M,45-49,532
2013,Number,Donji Vakuf,F,45-49,546
2013,Number,Donji Žabar,Both sexes,45-49,326
2013,Number,Donji Žabar,M,45-49,177
2013,Number,Donji Žabar,F,45-49,149
2013,Number,Drvar,Both sexes,45-49,446
2013,Number,Drvar,M,45-49,241
2013,Number,Drvar,F,45-49,205
2013,Number,Foča - FBiH,Both sexes,45-49,140
2013,Number,Foča - FBiH,M,45-49,71
2013,Number,Foča - FBiH,F,45-49,69
2013,Number,Foča - RS,Both sexes,45-49,1262
2013,Number,Foča - RS,M,45-49,664
2013,Number,Foča - RS,F,45-49,598
2013,Number,Fojnica,Both sexes,45-49,1000
2013,Number,Fojnica,M,45-49,481
2013,Number,Fojnica,F,45-49,519
2013,Number,Gacko,Both sexes,45-49,697
2013,Number,Gacko,M,45-49,362
2013,Number,Gacko,F,45-49,335
2013,Number,Glamoč,Both sexes,45-49,248
2013,Number,Glamoč,M,45-49,143
2013,Number,Glamoč,F,45-49,105
2013,Number,Goražde,Both sexes,45-49,1492
2013,Number,Goražde,M,45-49,725
2013,Number,Goražde,F,45-49,767
2013,Number,Gornji Vakuf-Uskoplje,Both sexes,45-49,1617
2013,Number,Gornji Vakuf-Uskoplje,M,45-49,842
2013,Number,Gornji Vakuf-Uskoplje,F,45-49,775
2013,Number,Gračanica,Both sexes,45-49,3435
2013,Number,Gračanica,M,45-49,1588
2013,Number,Gračanica,F,45-49,1847
2013,Number,Gradačac,Both sexes,45-49,3002
2013,Number,Gradačac,M,45-49,1468
2013,Number,Gradačac,F,45-49,1534
2013,Number,Gradiška,Both sexes,45-49,3609
2013,Number,Gradiška,M,45-49,1812
2013,Number,Gradiška,F,45-49,1797
2013,Number,Grude,Both sexes,45-49,1338
2013,Number,Grude,M,45-49,695
2013,Number,Grude,F,45-49,643
2013,Number,Sarajevo - Hadžići,Both sexes,45-49,1846
2013,Number,Sarajevo - Hadžići,M,45-49,906
2013,Number,Sarajevo - Hadžići,F,45-49,940
2013,Number,Han Pijesak,Both sexes,45-49,252
2013,Number,Han Pijesak,M,45-49,128
2013,Number,Han Pijesak,F,45-49,124
2013,Number,Sarajevo - Ilidža,Both sexes,45-49,4805
2013,Number,Sarajevo - Ilidža,M,45-49,2352
2013,Number,Sarajevo - Ilidža,F,45-49,2453
2013,Number,Sarajevo - Ilijaš,Both sexes,45-49,1427
2013,Number,Sarajevo - Ilijaš,M,45-49,653
2013,Number,Sarajevo - Ilijaš,F,45-49,774
2013,Number,Istočna Ilidža,Both sexes,45-49,951
2013,Number,Istočna Ilidža,M,45-49,460
2013,Number,Istočna Ilidža,F,45-49,491
2013,Number,Istočni Drvar,Both sexes,45-49,5
2013,Number,Istočni Drvar,M,45-49,5
2013,Number,Istočni Drvar,F,45-49,0
2013,Number,Istočni Mostar,Both sexes,45-49,19
2013,Number,Istočni Mostar,M,45-49,12
2013,Number,Istočni Mostar,F,45-49,7
2013,Number,Istočni Stari Grad,Both sexes,45-49,59
2013,Number,Istočni Stari Grad,M,45-49,40
2013,Number,Istočni Stari Grad,F,45-49,19
2013,Number,Istočno Novo Sarajevo,Both sexes,45-49,628
2013,Number,Istočno Novo Sarajevo,M,45-49,302
2013,Number,Istočno Novo Sarajevo,F,45-49,326
2013,Number,Jablanica,Both sexes,45-49,782
2013,Number,Jablanica,M,45-49,383
2013,Number,Jablanica,F,45-49,399
2013,Number,Jajce,Both sexes,45-49,2014
2013,Number,Jajce,M,45-49,1064
2013,Number,Jajce,F,45-49,950
2013,Number,Jezero,Both sexes,45-49,97
2013,Number,Jezero,M,45-49,49
2013,Number,Jezero,F,45-49,48
2013,Number,Kakanj,Both sexes,45-49,2863
2013,Number,Kakanj,M,45-49,1431
2013,Number,Kakanj,F,45-49,1432
2013,Number,Kalesija,Both sexes,45-49,2661
2013,Number,Kalesija,M,45-49,1357
2013,Number,Kalesija,F,45-49,1304
2013,Number,Kalinovik,Both sexes,45-49,108
2013,Number,Kalinovik,M,45-49,61
2013,Number,Kalinovik,F,45-49,47
2013,Number,Kiseljak,Both sexes,45-49,1531
2013,Number,Kiseljak,M,45-49,748
2013,Number,Kiseljak,F,45-49,783
2013,Number,Kladanj,Both sexes,45-49,1032
2013,Number,Kladanj,M,45-49,512
2013,Number,Kladanj,F,45-49,520
2013,Number,Ključ,Both sexes,45-49,1302
2013,Number,Ključ,M,45-49,666
2013,Number,Ključ,F,45-49,636
2013,Number,Kneževo,Both sexes,45-49,727
2013,Number,Kneževo,M,45-49,389
2013,Number,Kneževo,F,45-49,338
2013,Number,Konjic,Both sexes,45-49,1915
2013,Number,Konjic,M,45-49,966
2013,Number,Konjic,F,45-49,949
2013,Number,Kostajnica,Both sexes,45-49,458
2013,Number,Kostajnica,M,45-49,242
2013,Number,Kostajnica,F,45-49,216
2013,Number,Kotor Varoš,Both sexes,45-49,1512
2013,Number,Kotor Varoš,M,45-49,780
2013,Number,Kotor Varoš,F,45-49,732
2013,Number,Kozarska Dubica,Both sexes,45-49,1681
2013,Number,Kozarska Dubica,M,45-49,829
2013,Number,Kozarska Dubica,F,45-49,852
2013,Number,Kreševo,Both sexes,45-49,391
2013,Number,Kreševo,M,45-49,186
2013,Number,Kreševo,F,45-49,205
2013,Number,Krupa Na Uni,Both sexes,45-49,121
2013,Number,Krupa Na Uni,M,45-49,75
2013,Number,Krupa Na Uni,F,45-49,46
2013,Number,Kupres - FBiH,Both sexes,45-49,458
2013,Number,Kupres - FBiH,M,45-49,223
2013,Number,Kupres - FBiH,F,45-49,235
2013,Number,Kupres - RS,Both sexes,45-49,18
2013,Number,Kupres - RS,M,45-49,14
2013,Number,Kupres - RS,F,45-49,4
2013,Number,Laktaši,Both sexes,45-49,2432
2013,Number,Laktaši,M,45-49,1220
2013,Number,Laktaši,F,45-49,1212
2013,Number,Livno,Both sexes,45-49,2619
2013,Number,Livno,M,45-49,1310
2013,Number,Livno,F,45-49,1309
2013,Number,Lopare,Both sexes,45-49,1237
2013,Number,Lopare,M,45-49,678
2013,Number,Lopare,F,45-49,559
2013,Number,Lukavac,Both sexes,45-49,3542
2013,Number,Lukavac,M,45-49,1696
2013,Number,Lukavac,F,45-49,1846
2013,Number,Ljubinje,Both sexes,45-49,245
2013,Number,Ljubinje,M,45-49,124
2013,Number,Ljubinje,F,45-49,121
2013,Number,Ljubuški,Both sexes,45-49,2046
2013,Number,Ljubuški,M,45-49,1090
2013,Number,Ljubuški,F,45-49,956
2013,Number,Maglaj,Both sexes,45-49,1849
2013,Number,Maglaj,M,45-49,935
2013,Number,Maglaj,F,45-49,914
2013,Number,Milići,Both sexes,45-49,771
2013,Number,Milići,M,45-49,370
2013,Number,Milići,F,45-49,401
2013,Number,Modriča,Both sexes,45-49,1926
2013,Number,Modriča,M,45-49,979
2013,Number,Modriča,F,45-49,947
2013,Number,Mostar,Both sexes,45-49,7497
2013,Number,Mostar,M,45-49,3709
2013,Number,Mostar,F,45-49,3788
2013,Number,Mrkonjić Grad,Both sexes,45-49,1068
2013,Number,Mrkonjić Grad,M,45-49,518
2013,Number,Mrkonjić Grad,F,45-49,550
2013,Number,Neum,Both sexes,45-49,424
2013,Number,Neum,M,45-49,210
2013,Number,Neum,F,45-49,214
2013,Number,Nevesinje,Both sexes,45-49,897
2013,Number,Nevesinje,M,45-49,488
2013,Number,Nevesinje,F,45-49,409
2013,Number,Novi Grad,Both sexes,45-49,2145
2013,Number,Novi Grad,M,45-49,1110
2013,Number,Novi Grad,F,45-49,1035
2013,Number,Sarajevo - Novi Grad,Both sexes,45-49,8130
2013,Number,Sarajevo - Novi Grad,M,45-49,3938
2013,Number,Sarajevo - Novi Grad,F,45-49,4192
2013,Number,Novi Travnik,Both sexes,45-49,1864
2013,Number,Novi Travnik,M,45-49,913
2013,Number,Novi Travnik,F,45-49,951
2013,Number,Novo Goražde,Both sexes,45-49,227
2013,Number,Novo Goražde,M,45-49,117
2013,Number,Novo Goražde,F,45-49,110
2013,Number,Sarajevo - Novo Sarajevo,Both sexes,45-49,4490
2013,Number,Sarajevo - Novo Sarajevo,M,45-49,2007
2013,Number,Sarajevo - Novo Sarajevo,F,45-49,2483
2013,Number,Odžak,Both sexes,45-49,1758
2013,Number,Odžak,M,45-49,926
2013,Number,Odžak,F,45-49,832
2013,Number,Olovo,Both sexes,45-49,739
2013,Number,Olovo,M,45-49,376
2013,Number,Olovo,F,45-49,363
2013,Number,Orašje,Both sexes,45-49,1844
2013,Number,Orašje,M,45-49,1012
2013,Number,Orašje,F,45-49,832
2013,Number,Osmaci,Both sexes,45-49,460
2013,Number,Osmaci,M,45-49,235
2013,Number,Osmaci,F,45-49,225
2013,Number,Oštra Luka,Both sexes,45-49,190
2013,Number,Oštra Luka,M,45-49,117
2013,Number,Oštra Luka,F,45-49,73
2013,Number,Pale - FBiH,Both sexes,45-49,74
2013,Number,Pale - FBiH,M,45-49,42
2013,Number,Pale - FBiH,F,45-49,32
2013,Number,Pale - RS,Both sexes,45-49,1344
2013,Number,Pale - RS,M,45-49,654
2013,Number,Pale - RS,F,45-49,690
2013,Number,Pelagićevo,Both sexes,45-49,496
2013,Number,Pelagićevo,M,45-49,263
2013,Number,Pelagićevo,F,45-49,233
2013,Number,Petrovac,Both sexes,45-49,24
2013,Number,Petrovac,M,45-49,14
2013,Number,Petrovac,F,45-49,10
2013,Number,Petrovo,Both sexes,45-49,469
2013,Number,Petrovo,M,45-49,237
2013,Number,Petrovo,F,45-49,232
2013,Number,Posušje,Both sexes,45-49,1491
2013,Number,Posušje,M,45-49,830
2013,Number,Posušje,F,45-49,661
2013,Number,Prijedor,Both sexes,45-49,6999
2013,Number,Prijedor,M,45-49,3566
2013,Number,Prijedor,F,45-49,3433
2013,Number,Prnjavor,Both sexes,45-49,2458
2013,Number,Prnjavor,M,45-49,1239
2013,Number,Prnjavor,F,45-49,1219
2013,Number,Prozor,Both sexes,45-49,1057
2013,Number,Prozor,M,45-49,567
2013,Number,Prozor,F,45-49,490
2013,Number,Ravno,Both sexes,45-49,243
2013,Number,Ravno,M,45-49,115
2013,Number,Ravno,F,45-49,128
2013,Number,Ribnik,Both sexes,45-49,394
2013,Number,Ribnik,M,45-49,230
2013,Number,Ribnik,F,45-49,164
2013,Number,Rogatica,Both sexes,45-49,672
2013,Number,Rogatica,M,45-49,360
2013,Number,Rogatica,F,45-49,312
2013,Number,Rudo,Both sexes,45-49,656
2013,Number,Rudo,M,45-49,328
2013,Number,Rudo,F,45-49,328
2013,Number,Sanski Most,Both sexes,45-49,3424
2013,Number,Sanski Most,M,45-49,1796
2013,Number,Sanski Most,F,45-49,1628
2013,Number,Sapna,Both sexes,45-49,817
2013,Number,Sapna,M,45-49,440
2013,Number,Sapna,F,45-49,377
2013,Number,Sokolac,Both sexes,45-49,819
2013,Number,Sokolac,M,45-49,405
2013,Number,Sokolac,F,45-49,414
2013,Number,Srbac,Both sexes,45-49,1204
2013,Number,Srbac,M,45-49,620
2013,Number,Srbac,F,45-49,584
2013,Number,Srebrenica,Both sexes,45-49,1011
2013,Number,Srebrenica,M,45-49,498
2013,Number,Srebrenica,F,45-49,513
2013,Number,Srebrenik,Both sexes,45-49,2944
2013,Number,Srebrenik,M,45-49,1409
2013,Number,Srebrenik,F,45-49,1535
2013,Number,Sarajevo - Stari Grad,Both sexes,45-49,2464
2013,Number,Sarajevo - Stari Grad,M,45-49,1153
2013,Number,Sarajevo - Stari Grad,F,45-49,1311
2013,Number,Stolac,Both sexes,45-49,1162
2013,Number,Stolac,M,45-49,625
2013,Number,Stolac,F,45-49,537
2013,Number,Šamac,Both sexes,45-49,1306
2013,Number,Šamac,M,45-49,683
2013,Number,Šamac,F,45-49,623
2013,Number,Šekovići,Both sexes,45-49,499
2013,Number,Šekovići,M,45-49,255
2013,Number,Šekovići,F,45-49,244
2013,Number,Šipovo,Both sexes,45-49,643
2013,Number,Šipovo,M,45-49,340
2013,Number,Šipovo,F,45-49,303
2013,Number,Široki Brijeg,Both sexes,45-49,2304
2013,Number,Široki Brijeg,M,45-49,1160
2013,Number,Široki Brijeg,F,45-49,1144
2013,Number,Teočak,Both sexes,45-49,532
2013,Number,Teočak,M,45-49,262
2013,Number,Teočak,F,45-49,270
2013,Number,Teslić,Both sexes,45-49,2639
2013,Number,Teslić,M,45-49,1275
2013,Number,Teslić,F,45-49,1364
2013,Number,Tešanj,Both sexes,45-49,3260
2013,Number,Tešanj,M,45-49,1592
2013,Number,Tešanj,F,45-49,1668
2013,Number,Tomislavgrad,Both sexes,45-49,2326
2013,Number,Tomislavgrad,M,45-49,1263
2013,Number,Tomislavgrad,F,45-49,1063
2013,Number,Travnik,Both sexes,45-49,3928
2013,Number,Travnik,M,45-49,1966
2013,Number,Travnik,F,45-49,1962
2013,Number,Trebinje,Both sexes,45-49,2001
2013,Number,Trebinje,M,45-49,973
2013,Number,Trebinje,F,45-49,1028
2013,Number,Trnovo - FBiH,Both sexes,45-49,87
2013,Number,Trnovo - FBiH,M,45-49,48
2013,Number,Trnovo - FBiH,F,45-49,39
2013,Number,Trnovo - RS,Both sexes,45-49,151
2013,Number,Trnovo - RS,M,45-49,79
2013,Number,Trnovo - RS,F,45-49,72
2013,Number,Tuzla,Both sexes,45-49,8386
2013,Number,Tuzla,M,45-49,3872
2013,Number,Tuzla,F,45-49,4514
2013,Number,Ugljevik,Both sexes,45-49,1185
2013,Number,Ugljevik,M,45-49,617
2013,Number,Ugljevik,F,45-49,568
2013,Number,Usora,Both sexes,45-49,669
2013,Number,Usora,M,45-49,354
2013,Number,Usora,F,45-49,315
2013,Number,Vareš,Both sexes,45-49,694
2013,Number,Vareš,M,45-49,349
2013,Number,Vareš,F,45-49,345
2013,Number,Velika Kladuša,Both sexes,45-49,2658
2013,Number,Velika Kladuša,M,45-49,1170
2013,Number,Velika Kladuša,F,45-49,1488
2013,Number,Visoko,Both sexes,45-49,2861
2013,Number,Visoko,M,45-49,1386
2013,Number,Visoko,F,45-49,1475
2013,Number,Višegrad,Both sexes,45-49,741
2013,Number,Višegrad,M,45-49,360
2013,Number,Višegrad,F,45-49,381
2013,Number,Vitez,Both sexes,45-49,2028
2013,Number,Vitez,M,45-49,1006
2013,Number,Vitez,F,45-49,1022
2013,Number,Vlasenica,Both sexes,45-49,810
2013,Number,Vlasenica,M,45-49,391
2013,Number,Vlasenica,F,45-49,419
2013,Number,Sarajevo - Vogošća,Both sexes,45-49,1852
2013,Number,Sarajevo - Vogošća,M,45-49,820
2013,Number,Sarajevo - Vogošća,F,45-49,1032
2013,Number,Vukosavlje,Both sexes,45-49,387
2013,Number,Vukosavlje,M,45-49,205
2013,Number,Vukosavlje,F,45-49,182
2013,Number,Zavidovići,Both sexes,45-49,2761
2013,Number,Zavidovići,M,45-49,1367
2013,Number,Zavidovići,F,45-49,1394
2013,Number,Zenica,Both sexes,45-49,8325
2013,Number,Zenica,M,45-49,4040
2013,Number,Zenica,F,45-49,4285
2013,Number,Zvornik,Both sexes,45-49,4234
2013,Number,Zvornik,M,45-49,2153
2013,Number,Zvornik,F,45-49,2081
2013,Number,Žepče,Both sexes,45-49,2462
2013,Number,Žepče,M,45-49,1307
2013,Number,Žepče,F,45-49,1155
2013,Number,Živinice,Both sexes,45-49,4638
2013,Number,Živinice,M,45-49,2318
2013,Number,Živinice,F,45-49,2320
2013,Number,Banja Luka,Both sexes,50-54,13685
2013,Number,Banja Luka,M,50-54,6500
2013,Number,Banja Luka,F,50-54,7185
2013,Number,Banovići,Both sexes,50-54,1998
2013,Number,Banovići,M,50-54,1002
2013,Number,Banovići,F,50-54,996
2013,Number,Berkovići,Both sexes,50-54,120
2013,Number,Berkovići,M,50-54,73
2013,Number,Berkovići,F,50-54,47
2013,Number,Bihać,Both sexes,50-54,4429
2013,Number,Bihać,M,50-54,2151
2013,Number,Bihać,F,50-54,2278
2013,Number,Bijeljina,Both sexes,50-54,8383
2013,Number,Bijeljina,M,50-54,4193
2013,Number,Bijeljina,F,50-54,4190
2013,Number,Bileća,Both sexes,50-54,825
2013,Number,Bileća,M,50-54,439
2013,Number,Bileća,F,50-54,386
2013,Number,Bosanska Krupa,Both sexes,50-54,1962
2013,Number,Bosanska Krupa,M,50-54,956
2013,Number,Bosanska Krupa,F,50-54,1006
2013,Number,Bosanski Petrovac,Both sexes,50-54,589
2013,Number,Bosanski Petrovac,M,50-54,328
2013,Number,Bosanski Petrovac,F,50-54,261
2013,Number,Bosansko Grahovo,Both sexes,50-54,199
2013,Number,Bosansko Grahovo,M,50-54,124
2013,Number,Bosansko Grahovo,F,50-54,75
2013,Number,Bratunac,Both sexes,50-54,1660
2013,Number,Bratunac,M,50-54,796
2013,Number,Bratunac,F,50-54,864
2013,Number,Brčko,Both sexes,50-54,6573
2013,Number,Brčko,M,50-54,3325
2013,Number,Brčko,F,50-54,3248
2013,Number,Breza,Both sexes,50-54,1277
2013,Number,Breza,M,50-54,621
2013,Number,Breza,F,50-54,656
2013,Number,Brod,Both sexes,50-54,1330
2013,Number,Brod,M,50-54,635
2013,Number,Brod,F,50-54,695
2013,Number,Bugojno,Both sexes,50-54,2387
2013,Number,Bugojno,M,50-54,1159
2013,Number,Bugojno,F,50-54,1228
2013,Number,Busovača,Both sexes,50-54,1463
2013,Number,Busovača,M,50-54,724
2013,Number,Busovača,F,50-54,739
2013,Number,Bužim,Both sexes,50-54,1145
2013,Number,Bužim,M,50-54,555
2013,Number,Bužim,F,50-54,590
2013,Number,Cazin,Both sexes,50-54,4738
2013,Number,Cazin,M,50-54,2396
2013,Number,Cazin,F,50-54,2342
2013,Number,Sarajevo - Centar,Both sexes,50-54,4111
2013,Number,Sarajevo - Centar,M,50-54,1842
2013,Number,Sarajevo - Centar,F,50-54,2269
2013,Number,Čajniče,Both sexes,50-54,409
2013,Number,Čajniče,M,50-54,203
2013,Number,Čajniče,F,50-54,206
2013,Number,Čapljina,Both sexes,50-54,2034
2013,Number,Čapljina,M,50-54,1017
2013,Number,Čapljina,F,50-54,1017
2013,Number,Čelić,Both sexes,50-54,759
2013,Number,Čelić,M,50-54,391
2013,Number,Čelić,F,50-54,368
2013,Number,Čelinac,Both sexes,50-54,1265
2013,Number,Čelinac,M,50-54,627
2013,Number,Čelinac,F,50-54,638
2013,Number,Čitluk,Both sexes,50-54,1377
2013,Number,Čitluk,M,50-54,708
2013,Number,Čitluk,F,50-54,669
2013,Number,Derventa,Both sexes,50-54,2078
2013,Number,Derventa,M,50-54,1050
2013,Number,Derventa,F,50-54,1028
2013,Number,Doboj,Both sexes,50-54,5589
2013,Number,Doboj,M,50-54,2676
2013,Number,Doboj,F,50-54,2913
2013,Number,Doboj-Istok,Both sexes,50-54,800
2013,Number,Doboj-Istok,M,50-54,414
2013,Number,Doboj-Istok,F,50-54,386
2013,Number,Doboj-Jug,Both sexes,50-54,316
2013,Number,Doboj-Jug,M,50-54,161
2013,Number,Doboj-Jug,F,50-54,155
2013,Number,Dobretići,Both sexes,50-54,166
2013,Number,Dobretići,M,50-54,97
2013,Number,Dobretići,F,50-54,69
2013,Number,Domaljevac-Šamac,Both sexes,50-54,361
2013,Number,Domaljevac-Šamac,M,50-54,194
2013,Number,Domaljevac-Šamac,F,50-54,167
