Year,Пол,Узрок смрти (према шифрама болести по МКБ-10),UNIT_MEASURE,Value
2007,M,„(А00-Б99) Заразне и паразитарне болести“,Број,164
2007,M,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,3983
2007,M,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,22
2007,M,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,609
2007,M,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,113
2007,M,„(Г00-Г99) Болести нервног система“,Број,161
2007,M,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,1
2007,M,„(И00-И99) Болести циркулацијског система“,Број,8697
2007,M,„(Ј00-Ј99) Болести респираторног система“,Број,664
2007,M,„(К00-К93) Болести дигестивног система“,Број,570
2007,M,„(Л00-Л99) Болести коже и поткожног ткива“,Број,4
2007,M,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,9
2007,M,„(Н00-Н99) Болести генитално-уринарног система“,Број,320
2007,M,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,79
2007,M,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,28
2007,M,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,1143
2007,M,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,766
2007,M,„(В01-Y98) Спољни узроци смртности“,Број,199
2007,M,Непознато,Број,622
2007,M,Укупно,Број,18154
2007,Ж,„(А00-Б99) Заразне и паразитарне болести“,Број,86
2007,Ж,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,2730
2007,Ж,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,32
2007,Ж,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,973
2007,Ж,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,49
2007,Ж,„(Г00-Г99) Болести нервног система“,Број,156
2007,Ж,„(И00-И99) Болести циркулацијског система“,Број,9819
2007,Ж,„(Ј00-Ј99) Болести респираторног система“,Број,481
2007,Ж,„(К00-К93) Болести дигестивног система“,Број,354
2007,Ж,„(Л00-Л99) Болести коже и поткожног ткива“,Број,6
2007,Ж,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,23
2007,Ж,„(Н00-Н99) Болести генитално-уринарног система“,Број,238
2007,Ж,"„(О00-О99) Трудноћа, порођај и постпорођајни период“",Број,1
2007,Ж,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,54
2007,Ж,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,26
2007,Ж,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,1076
2007,Ж,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,264
2007,Ж,„(В01-Y98) Спољни узроци смртности“,Број,68
2007,Ж,Непознато,Број,454
2007,Ж,Укупно,Број,16890
2008,Оба пола,„(А00-Б99) Заразне и паразитарне болести“,Број,275
2008,Оба пола,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,6734
2008,Оба пола,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,37
2008,Оба пола,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,1563
2008,Оба пола,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,169
2008,Оба пола,„(Г00-Г99) Болести нервног система“,Број,287
2008,Оба пола,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,1
2008,Оба пола,„(И00-И99) Болести циркулацијског система“,Број,17988
2008,Оба пола,„(Ј00-Ј99) Болести респираторног система“,Број,1035
2008,Оба пола,„(К00-К93) Болести дигестивног система“,Број,846
2008,Оба пола,„(Л00-Л99) Болести коже и поткожног ткива“,Број,10
2008,Оба пола,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,40
2008,Оба пола,„(Н00-Н99) Болести генитално-уринарног система“,Број,571
2008,Оба пола,"„(О00-О99) Трудноћа, порођај и постпорођајни период“",Број,4
2008,Оба пола,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,136
2008,Оба пола,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,61
2008,Оба пола,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,2028
2008,Оба пола,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,1200
2008,Оба пола,„(В01-Y98) Спољни узроци смртности“,Број,2
2008,Оба пола,Непознато,Број,1039
2008,Оба пола,Укупно,Број,34026
2008,M,„(А00-Б99) Заразне и паразитарне болести“,Број,170
2008,M,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,4053
2008,M,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,16
2008,M,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,618
2008,M,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,127
2008,M,„(Г00-Г99) Болести нервног система“,Број,167
2008,M,„(И00-И99) Болести циркулацијског система“,Број,8385
2008,M,„(Ј00-Ј99) Болести респираторног система“,Број,627
2008,M,„(К00-К93) Болести дигестивног система“,Број,512
2008,M,„(Л00-Л99) Болести коже и поткожног ткива“,Број,3
2008,M,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,14
2008,M,„(Н00-Н99) Болести генитално-уринарног система“,Број,306
2008,M,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,75
2008,M,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,32
2008,M,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,1052
2008,M,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,942
2008,M,„(В01-Y98) Спољни узроци смртности“,Број,2
2008,M,Непознато,Број,586
2008,M,Укупно,Број,17687
2008,Ж,„(А00-Б99) Заразне и паразитарне болести“,Број,105
2008,Ж,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,2681
2008,Ж,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,21
2008,Ж,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,945
2008,Ж,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,42
2008,Ж,„(Г00-Г99) Болести нервног система“,Број,120
2008,Ж,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,1
2008,Ж,„(И00-И99) Болести циркулацијског система“,Број,9603
2008,Ж,„(Ј00-Ј99) Болести респираторног система“,Број,408
2008,Ж,„(К00-К93) Болести дигестивног система“,Број,334
2008,Ж,„(Л00-Л99) Болести коже и поткожног ткива“,Број,7
2008,Ж,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,26
2008,Ж,„(Н00-Н99) Болести генитално-уринарног система“,Број,265
2008,Ж,"„(О00-О99) Трудноћа, порођај и постпорођајни период“",Број,4
2008,Ж,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,61
2008,Ж,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,29
2008,Ж,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,976
2008,Ж,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,258
2008,Ж,Непознато,Број,453
2008,Ж,Укупно,Број,16339
2009,Оба пола,„(А00-Б99) Заразне и паразитарне болести“,Број,287
2009,Оба пола,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,6970
2009,Оба пола,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,41
2009,Оба пола,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,1999
2009,Оба пола,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,191
2009,Оба пола,„(Г00-Г99) Болести нервног система“,Број,319
2009,Оба пола,„(И00-И99) Болести циркулацијског система“,Број,18295
2009,Оба пола,„(Ј00-Ј99) Болести респираторног система“,Број,1133
2009,Оба пола,„(К00-К93) Болести дигестивног система“,Број,936
2009,Оба пола,„(Л00-Л99) Болести коже и поткожног ткива“,Број,9
2009,Оба пола,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,35
2009,Оба пола,„(Н00-Н99) Болести генитално-уринарног система“,Број,588
2009,Оба пола,"„(О00-О99) Трудноћа, порођај и постпорођајни период“",Број,1
2009,Оба пола,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,144
2009,Оба пола,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,61
2009,Оба пола,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,1985
2009,Оба пола,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,1256
2009,Оба пола,„(В01-Y98) Спољни узроци смртности“,Број,2
2009,Оба пола,„(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом“,Број,2
2009,Оба пола,Непознато,Број,650
2009,Оба пола,Укупно,Број,34904
2009,M,„(А00-Б99) Заразне и паразитарне болести“,Број,180
2009,M,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,4118
2009,M,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,17
2009,M,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,766
2009,M,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,127
2009,M,„(Г00-Г99) Болести нервног система“,Број,167
2009,M,„(И00-И99) Болести циркулацијског система“,Број,8586
2009,M,„(Ј00-Ј99) Болести респираторног система“,Број,644
2009,M,„(К00-К93) Болести дигестивног система“,Број,559
2009,M,„(Л00-Л99) Болести коже и поткожног ткива“,Број,4
2009,M,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,8
2009,M,„(Н00-Н99) Болести генитално-уринарног система“,Број,299
2009,M,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,76
2009,M,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,31
2009,M,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,1012
2009,M,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,941
2009,M,„(В01-Y98) Спољни узроци смртности“,Број,2
2009,M,„(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом“,Број,1
2009,M,Непознато,Број,346
2009,M,Укупно,Број,17884
2009,Ж,„(А00-Б99) Заразне и паразитарне болести“,Број,107
2009,Ж,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,2852
2009,Ж,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,24
2009,Ж,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,1233
2009,Ж,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,64
2009,Ж,„(Г00-Г99) Болести нервног система“,Број,152
2009,Ж,„(И00-И99) Болести циркулацијског система“,Број,9709
2009,Ж,„(Ј00-Ј99) Болести респираторног система“,Број,489
2009,Ж,„(К00-К93) Болести дигестивног система“,Број,377
2009,Ж,„(Л00-Л99) Болести коже и поткожног ткива“,Број,5
2009,Ж,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,27
2009,Ж,„(Н00-Н99) Болести генитално-уринарног система“,Број,289
2009,Ж,"„(О00-О99) Трудноћа, порођај и постпорођајни период“",Број,1
2009,Ж,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,68
2009,Ж,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,30
2009,Ж,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,973
2009,Ж,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,315
2009,Ж,„(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом“,Број,1
2009,Ж,Непознато,Број,304
2009,Ж,Укупно,Број,17020
2010,Оба пола,„(А00-Б99) Заразне и паразитарне болести“,Број,285
2010,Оба пола,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,6973
2010,Оба пола,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,45
2010,Оба пола,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,1903
2010,Оба пола,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,171
2010,Оба пола,„(Г00-Г99) Болести нервног система“,Број,350
2010,Оба пола,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,2
2010,Оба пола,„(И00-И99) Болести циркулацијског система“,Број,18805
2010,Оба пола,„(Ј00-Ј99) Болести респираторног система“,Број,1145
2010,Оба пола,„(К00-К93) Болести дигестивног система“,Број,918
2010,Оба пола,„(Л00-Л99) Болести коже и поткожног ткива“,Број,14
2010,Оба пола,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,42
2010,Оба пола,„(Н00-Н99) Болести генитално-уринарног система“,Број,577
2010,Оба пола,"„(О00-О99) Трудноћа, порођај и постпорођајни период“",Број,1
2010,Оба пола,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,138
2010,Оба пола,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,63
2010,Оба пола,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,1916
2010,Оба пола,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,1117
2010,Оба пола,„(В01-Y98) Спољни узроци смртности“,Број,15
2010,Оба пола,Непознато,Број,638
2010,Оба пола,Укупно,Број,35118
2010,M,„(А00-Б99) Заразне и паразитарне болести“,Број,183
2010,M,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,4059
2010,M,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,17
2010,M,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,729
2010,M,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,118
2010,M,„(Г00-Г99) Болести нервног система“,Број,178
2010,M,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,1
2010,M,„(И00-И99) Болести циркулацијског система“,Број,8699
2010,M,„(Ј00-Ј99) Болести респираторног система“,Број,681
2010,M,„(К00-К93) Болести дигестивног система“,Број,544
2010,M,„(Л00-Л99) Болести коже и поткожног ткива“,Број,5
2010,M,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,16
2010,M,„(Н00-Н99) Болести генитално-уринарног система“,Број,296
2010,M,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,76
2010,M,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,37
2010,M,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,1008
2010,M,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,878
2010,M,„(В01-Y98) Спољни узроци смртности“,Број,11
2010,M,Непознато,Број,364
2010,M,Укупно,Број,17900
2010,Ж,„(А00-Б99) Заразне и паразитарне болести“,Број,102
2010,Ж,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,2914
2010,Ж,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,28
2010,Ж,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,1174
2010,Ж,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,53
2010,Ж,„(Г00-Г99) Болести нервног система“,Број,172
2010,Ж,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,1
2010,Ж,„(И00-И99) Болести циркулацијског система“,Број,10106
2010,Ж,„(Ј00-Ј99) Болести респираторног система“,Број,464
2010,Ж,„(К00-К93) Болести дигестивног система“,Број,374
2010,Ж,„(Л00-Л99) Болести коже и поткожног ткива“,Број,9
2010,Ж,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,26
2010,Ж,„(Н00-Н99) Болести генитално-уринарног система“,Број,281
2010,Ж,"„(О00-О99) Трудноћа, порођај и постпорођајни период“",Број,1
2010,Ж,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,62
2010,Ж,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,26
2010,Ж,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,908
2010,Ж,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,239
2010,Ж,„(В01-Y98) Спољни узроци смртности“,Број,4
2010,Ж,Непознато,Број,274
2010,Ж,Укупно,Број,17218
2011,Оба пола,„(А00-Б99) Заразне и паразитарне болести“,Број,298
2011,Оба пола,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,7214
2011,Оба пола,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,59
2011,Оба пола,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,1940
2011,Оба пола,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,161
2011,Оба пола,„(Г00-Г99) Болести нервног система“,Број,410
2011,Оба пола,„(И00-И99) Болести циркулацијског система“,Број,18468
2011,Оба пола,„(Ј00-Ј99) Болести респираторног система“,Број,1281
2011,Оба пола,„(К00-К93) Болести дигестивног система“,Број,874
2011,Оба пола,„(Л00-Л99) Болести коже и поткожног ткива“,Број,12
2011,Оба пола,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,45
2011,Оба пола,„(Н00-Н99) Болести генитално-уринарног система“,Број,551
2011,Оба пола,"„(О00-О99) Трудноћа, порођај и постпорођајни период“",Број,2
2011,Оба пола,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,118
2011,Оба пола,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,58
2011,Оба пола,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,1665
2011,Оба пола,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,1162
2011,Оба пола,„(В01-Y98) Спољни узроци смртности“,Број,14
2011,Оба пола,„(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом“,Број,1
2011,Оба пола,Непознато,Број,695
2011,Оба пола,Укупно,Број,35028
2011,M,„(А00-Б99) Заразне и паразитарне болести“,Број,192
2011,M,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,4316
2011,M,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,20
2011,M,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,761
2011,M,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,89
2011,M,„(Г00-Г99) Болести нервног система“,Број,213
2011,M,„(И00-И99) Болести циркулацијског система“,Број,8542
2011,M,„(Ј00-Ј99) Болести респираторног система“,Број,725
2011,M,„(К00-К93) Болести дигестивног система“,Број,543
2011,M,„(Л00-Л99) Болести коже и поткожног ткива“,Број,2
2011,M,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,12
2011,M,„(Н00-Н99) Болести генитално-уринарног система“,Број,302
2011,M,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,67
2011,M,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,30
2011,M,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,829
2011,M,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,930
2011,M,„(В01-Y98) Спољни узроци смртности“,Број,13
2011,M,„(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом“,Број,1
2011,M,Непознато,Број,378
2011,M,Укупно,Број,17965
2011,Ж,„(А00-Б99) Заразне и паразитарне болести“,Број,106
2011,Ж,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,2898
2011,Ж,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,39
2011,Ж,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,1179
2011,Ж,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,72
2011,Ж,„(Г00-Г99) Болести нервног система“,Број,197
2011,Ж,„(И00-И99) Болести циркулацијског система“,Број,9926
2011,Ж,„(Ј00-Ј99) Болести респираторног система“,Број,556
2011,Ж,„(К00-К93) Болести дигестивног система“,Број,331
2011,Ж,„(Л00-Л99) Болести коже и поткожног ткива“,Број,10
2011,Ж,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,33
2011,Ж,„(Н00-Н99) Болести генитално-уринарног система“,Број,249
2011,Ж,"„(О00-О99) Трудноћа, порођај и постпорођајни период“",Број,2
2011,Ж,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,51
2011,Ж,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,28
2011,Ж,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,836
2011,Ж,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,232
2011,Ж,„(В01-Y98) Спољни узроци смртности“,Број,1
2011,Ж,Непознато,Број,317
2011,Ж,Укупно,Број,17063
2012,Оба пола,„(А00-Б99) Заразне и паразитарне болести“,Број,344
2012,Оба пола,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,7598
2012,Оба пола,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,47
2012,Оба пола,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,1926
2012,Оба пола,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,160
2012,Оба пола,„(Г00-Г99) Болести нервног система“,Број,409
2012,Оба пола,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,1
2012,Оба пола,„(И00-И99) Болести циркулацијског система“,Број,19252
2012,Оба пола,„(Ј00-Ј99) Болести респираторног система“,Број,1266
2012,Оба пола,„(К00-К93) Болести дигестивног система“,Број,978
2012,Оба пола,„(Л00-Л99) Болести коже и поткожног ткива“,Број,13
2012,Оба пола,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,54
2012,Оба пола,„(Н00-Н99) Болести генитално-уринарног система“,Број,601
2012,Оба пола,"„(О00-О99) Трудноћа, порођај и постпорођајни период“",Број,3
2012,Оба пола,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,111
2012,Оба пола,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,40
2012,Оба пола,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,1207
2012,Оба пола,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,1067
2012,Оба пола,Непознато,Број,740
2012,Оба пола,Укупно,Број,35817
2012,M,„(А00-Б99) Заразне и паразитарне болести“,Број,185
2012,M,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,4458
2012,M,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,25
2012,M,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,785
2012,M,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,109
2012,M,„(Г00-Г99) Болести нервног система“,Број,207
2012,M,„(И00-И99) Болести циркулацијског система“,Број,9060
2012,M,„(Ј00-Ј99) Болести респираторног система“,Број,754
2012,M,„(К00-К93) Болести дигестивног система“,Број,588
2012,M,„(Л00-Л99) Болести коже и поткожног ткива“,Број,6
2012,M,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,15
2012,M,„(Н00-Н99) Болести генитално-уринарног система“,Број,303
2012,M,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,67
2012,M,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,26
2012,M,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,609
2012,M,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,830
2012,M,Непознато,Број,409
2012,M,Укупно,Број,18436
2012,Ж,„(А00-Б99) Заразне и паразитарне болести“,Број,159
2012,Ж,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,3140
2012,Ж,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,22
2012,Ж,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,1141
2012,Ж,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,51
2012,Ж,„(Г00-Г99) Болести нервног система“,Број,202
2012,Ж,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,1
2012,Ж,„(И00-И99) Болести циркулацијског система“,Број,10192
2012,Ж,„(Ј00-Ј99) Болести респираторног система“,Број,512
2012,Ж,„(К00-К93) Болести дигестивног система“,Број,390
2012,Ж,„(Л00-Л99) Болести коже и поткожног ткива“,Број,7
2012,Ж,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,39
2012,Ж,„(Н00-Н99) Болести генитално-уринарног система“,Број,298
2012,Ж,"„(О00-О99) Трудноћа, порођај и постпорођајни период“",Број,3
2012,Ж,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,44
2012,Ж,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,14
2012,Ж,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,598
2012,Ж,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,237
2012,Ж,Непознато,Број,331
2012,Ж,Укупно,Број,17381
2013,Оба пола,„(А00-Б99) Заразне и паразитарне болести“,Број,268
2013,Оба пола,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,7506
2013,Оба пола,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,50
2013,Оба пола,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,1970
2013,Оба пола,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,192
2013,Оба пола,„(Г00-Г99) Болести нервног система“,Број,382
2013,Оба пола,„(И00-И99) Болести циркулацијског система“,Број,18186
2013,Оба пола,„(Ј00-Ј99) Болести респираторног система“,Број,1428
2013,Оба пола,„(К00-К93) Болести дигестивног система“,Број,955
2013,Оба пола,„(Л00-Л99) Болести коже и поткожног ткива“,Број,31
2013,Оба пола,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,57
2013,Оба пола,„(Н00-Н99) Болести генитално-уринарног система“,Број,581
2013,Оба пола,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,101
2013,Оба пола,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,38
2013,Оба пола,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,2107
