Year,UNIT_MEASURE,AGE,SEX,ACTIVITY_RATES,Value
2011,_%,50 - 64,M,unemployed_as_of_labour,19.3
2011,_%,65+,M,unemployed_as_of_labour,0.0
2011,_%,15 - 64,M,unemployed_as_of_labour,26.5
2011,_%,15+,F,unemployed_as_of_labour,29.9
2011,_%,15 - 24,F,unemployed_as_of_labour,60.5
2011,_%,25 - 49,F,unemployed_as_of_labour,30.3
2011,_%,50 - 64,F,unemployed_as_of_labour,17.5
2011,_%,65+,F,unemployed_as_of_labour,0.0
2011,_%,15 - 64,F,unemployed_as_of_labour,30.5
2011,_%,15+,_T,inactive_as_of_working,56.0
2011,_%,15 - 24,_T,inactive_as_of_working,68.6
2011,_%,25 - 49,_T,inactive_as_of_working,29.4
2011,_%,50 - 64,_T,inactive_as_of_working,58.8
2011,_%,65+,_T,inactive_as_of_working,96.4
2011,_%,15 - 64,_T,inactive_as_of_working,46.2
2011,_%,15+,M,inactive_as_of_working,56.0
2011,_%,15 - 24,M,inactive_as_of_working,68.6
2011,_%,25 - 49,M,inactive_as_of_working,29.4
2011,_%,50 - 64,M,inactive_as_of_working,58.8
2011,_%,65+,M,inactive_as_of_working,96.4
2011,_%,15 - 64,M,inactive_as_of_working,46.2
2011,_%,15+,F,inactive_as_of_working,56.0
2011,_%,15 - 24,F,inactive_as_of_working,68.6
2011,_%,25 - 49,F,inactive_as_of_working,29.4
2011,_%,50 - 64,F,inactive_as_of_working,58.8
2011,_%,65+,F,inactive_as_of_working,96.4
2011,_%,15 - 64,F,inactive_as_of_working,46.2
2012,_%,15+,_T,active_labour_force,44.0
2012,_%,15 - 24,_T,active_labour_force,29.4
2012,_%,25 - 49,_T,active_labour_force,71.6
2012,_%,50 - 64,_T,active_labour_force,42.1
2012,_%,65+,_T,active_labour_force,5.0
2012,_%,15 - 64,_T,active_labour_force,53.9
2012,_%,15+,M,active_labour_force,56.4
2012,_%,15 - 24,M,active_labour_force,37.7
2012,_%,25 - 49,M,active_labour_force,85.5
2012,_%,50 - 64,M,active_labour_force,56.2
2012,_%,65+,M,active_labour_force,7.0
2012,_%,15 - 64,M,active_labour_force,67.0
2012,_%,15+,F,active_labour_force,32.6
2012,_%,15 - 24,F,active_labour_force,20.9
2012,_%,25 - 49,F,active_labour_force,57.3
2012,_%,50 - 64,F,active_labour_force,29.2
2012,_%,65+,F,active_labour_force,3.4
2012,_%,15 - 64,F,active_labour_force,41.0
2012,_%,15+,_T,employed_as_of_working,31.7
2012,_%,15 - 24,_T,employed_as_of_working,10.8
2012,_%,25 - 49,_T,employed_as_of_working,52.2
2012,_%,50 - 64,_T,employed_as_of_working,35.0
2012,_%,65+,_T,employed_as_of_working,4.8
2012,_%,15 - 64,_T,employed_as_of_working,38.5
2012,_%,15+,M,employed_as_of_working,41.5
2012,_%,15 - 24,M,employed_as_of_working,14.1
2012,_%,25 - 49,M,employed_as_of_working,64.9
2012,_%,50 - 64,M,employed_as_of_working,46.3
2012,_%,65+,M,employed_as_of_working,6.7
2012,_%,15 - 64,M,employed_as_of_working,49.0
2012,_%,15+,F,employed_as_of_working,22.6
2012,_%,15 - 24,F,employed_as_of_working,7.5
2012,_%,25 - 49,F,employed_as_of_working,39.1
2012,_%,50 - 64,F,employed_as_of_working,24.6
2012,_%,65+,F,employed_as_of_working,3.4
2012,_%,15 - 64,F,employed_as_of_working,28.1
2012,_%,15+,_T,unemployed_as_of_working,12.3
2012,_%,15 - 24,_T,unemployed_as_of_working,18.5
2012,_%,25 - 49,_T,unemployed_as_of_working,19.5
2012,_%,50 - 64,_T,unemployed_as_of_working,7.1
2012,_%,65+,_T,unemployed_as_of_working,0.2
2012,_%,15 - 64,_T,unemployed_as_of_working,15.4
2012,_%,15+,M,unemployed_as_of_working,14.9
2012,_%,15 - 24,M,unemployed_as_of_working,23.6
2012,_%,25 - 49,M,unemployed_as_of_working,20.6
2012,_%,50 - 64,M,unemployed_as_of_working,9.9
2012,_%,65+,M,unemployed_as_of_working,0.4
2012,_%,15 - 64,M,unemployed_as_of_working,18.0
2012,_%,15+,F,unemployed_as_of_working,10.0
2012,_%,15 - 24,F,unemployed_as_of_working,13.4
2012,_%,25 - 49,F,unemployed_as_of_working,18.3
2012,_%,50 - 64,F,unemployed_as_of_working,4.6
2012,_%,65+,F,unemployed_as_of_working,0.0
2012,_%,15+,_T,unemployed_as_of_working,12.9
2012,_%,15+,_T,unemployed_as_of_labour,28.0
2012,_%,15 - 24,_T,unemployed_as_of_labour,63.1
2012,_%,25 - 49,_T,unemployed_as_of_labour,27.2
2012,_%,50 - 64,_T,unemployed_as_of_labour,16.9
2012,_%,65+,_T,unemployed_as_of_labour,0.0
2012,_%,15 - 64,_T,unemployed_as_of_labour,28.6
2012,_%,15+,M,unemployed_as_of_labour,26.4
2012,_%,15 - 24,M,unemployed_as_of_labour,62.6
2012,_%,25 - 49,M,unemployed_as_of_labour,24.1
2012,_%,50 - 64,M,unemployed_as_of_labour,17.5
2012,_%,65+,M,unemployed_as_of_labour,0.0
2012,_%,15 - 64,M,unemployed_as_of_labour,26.8
2012,_%,15+,F,unemployed_as_of_labour,30.7
2012,_%,15 - 24,F,unemployed_as_of_labour,64.0
2012,_%,25 - 49,F,unemployed_as_of_labour,31.9
2012,_%,50 - 64,F,unemployed_as_of_labour,15.7
2012,_%,65+,F,unemployed_as_of_labour,0.0
2012,_%,15 - 64,F,unemployed_as_of_labour,31.4
2012,_%,15+,_T,inactive_as_of_working,56.0
2012,_%,15 - 24,_T,inactive_as_of_working,70.6
2012,_%,25 - 49,_T,inactive_as_of_working,28.4
2012,_%,50 - 64,_T,inactive_as_of_working,57.9
2012,_%,65+,_T,inactive_as_of_working,95.0
2012,_%,15 - 64,_T,inactive_as_of_working,46.1
2012,_%,15+,M,inactive_as_of_working,43.6
2012,_%,15 - 24,M,inactive_as_of_working,62.3
2012,_%,25 - 49,M,inactive_as_of_working,14.5
2012,_%,50 - 64,M,inactive_as_of_working,43.8
2012,_%,65+,M,inactive_as_of_working,93.0
2012,_%,15 - 64,M,inactive_as_of_working,33.0
2012,_%,15+,F,inactive_as_of_working,67.4
2012,_%,15 - 24,F,inactive_as_of_working,79.1
2012,_%,25 - 49,F,inactive_as_of_working,42.7
2012,_%,50 - 64,F,inactive_as_of_working,70.8
2012,_%,65+,F,inactive_as_of_working,96.6
2012,_%,15 - 64,F,inactive_as_of_working,59.0
2013,_%,15+,_T,active_labour_force,43.6
2013,_%,15 - 24,_T,active_labour_force,28.3
2013,_%,25 - 49,_T,active_labour_force,71.9
2013,_%,50 - 64,_T,active_labour_force,42.1
2013,_%,65+,_T,active_labour_force,4.2
2013,_%,15 - 64,_T,active_labour_force,53.5
2013,_%,15+,M,active_labour_force,55.3
2013,_%,15 - 24,M,active_labour_force,36.3
2013,_%,25 - 49,M,active_labour_force,85.3
2013,_%,50 - 64,M,active_labour_force,55.5
2013,_%,65+,M,active_labour_force,6.2
2013,_%,15 - 64,M,active_labour_force,65.7
2013,_%,15+,F,active_labour_force,32.5
2013,_%,15 - 24,F,active_labour_force,19.4
2013,_%,25 - 49,F,active_labour_force,58.1
2013,_%,50 - 64,F,active_labour_force,29.6
2013,_%,65+,F,active_labour_force,2.7
2013,_%,15 - 64,F,active_labour_force,41.0
2013,_%,15+,_T,employed_as_of_working,31.6
2013,_%,15 - 24,_T,employed_as_of_working,11.6
2013,_%,25 - 49,_T,employed_as_of_working,52.7
2013,_%,50 - 64,_T,employed_as_of_working,34.4
2013,_%,65+,_T,employed_as_of_working,4.1
2013,_%,15 - 64,_T,employed_as_of_working,38.5
2013,_%,15+,M,employed_as_of_working,40.6
2013,_%,15 - 24,M,employed_as_of_working,14.9
2013,_%,25 - 49,M,employed_as_of_working,64.3
2013,_%,50 - 64,M,employed_as_of_working,45.1
2013,_%,65+,M,employed_as_of_working,6.0
2013,_%,15 - 64,M,employed_as_of_working,48.0
2013,_%,15+,F,employed_as_of_working,23.0
2013,_%,15 - 24,F,employed_as_of_working,7.9
2013,_%,25 - 49,F,employed_as_of_working,40.8
2013,_%,50 - 64,F,employed_as_of_working,24.4
2013,_%,65+,F,employed_as_of_working,2.7
2013,_%,15 - 64,F,employed_as_of_working,28.9
2013,_%,15+,_T,unemployed_as_of_working,12.0
2013,_%,15 - 24,_T,unemployed_as_of_working,16.7
2013,_%,25 - 49,_T,unemployed_as_of_working,19.2
2013,_%,50 - 64,_T,unemployed_as_of_working,7.7
2013,_%,65+,_T,unemployed_as_of_working,0.1
2013,_%,15 - 64,_T,unemployed_as_of_working,15.0
2013,_%,15+,M,unemployed_as_of_working,14.7
2013,_%,15 - 24,M,unemployed_as_of_working,21.5
2013,_%,25 - 49,M,unemployed_as_of_working,20.9
2013,_%,50 - 64,M,unemployed_as_of_working,10.3
2013,_%,65+,M,unemployed_as_of_working,0.1
2013,_%,15 - 64,M,unemployed_as_of_working,17.8
2013,_%,15+,F,unemployed_as_of_working,9.4
2013,_%,15 - 24,F,unemployed_as_of_working,11.5
2013,_%,25 - 49,F,unemployed_as_of_working,17.3
2013,_%,50 - 64,F,unemployed_as_of_working,5.2
2013,_%,65+,F,unemployed_as_of_working,0.0
2013,_%,15+,F,unemployed_as_of_working,12.1
2013,_%,15+,_T,unemployed_as_of_labour,27.5
2013,_%,15 - 24,_T,unemployed_as_of_labour,59.1
2013,_%,25 - 49,_T,unemployed_as_of_labour,26.6
2013,_%,50 - 64,_T,unemployed_as_of_labour,18.2
2013,_%,65+,_T,unemployed_as_of_labour,0.0
2013,_%,15 - 64,_T,unemployed_as_of_labour,28.0
2013,_%,15+,M,unemployed_as_of_labour,26.5
2013,_%,15 - 24,M,unemployed_as_of_labour,59.1
2013,_%,25 - 49,M,unemployed_as_of_labour,24.5
2013,_%,50 - 64,M,unemployed_as_of_labour,18.6
2013,_%,65+,M,unemployed_as_of_labour,0.0
2013,_%,15 - 64,M,unemployed_as_of_labour,27.0
2013,_%,15+,F,unemployed_as_of_labour,29.0
2013,_%,15 - 24,F,unemployed_as_of_labour,59.2
2013,_%,25 - 49,F,unemployed_as_of_labour,29.8
2013,_%,50 - 64,F,unemployed_as_of_labour,17.5
2013,_%,65+,F,unemployed_as_of_labour,0.0
2013,_%,15 - 64,F,unemployed_as_of_labour,29.6
2013,_%,15+,_T,inactive_as_of_working,56.4
2013,_%,15 - 24,_T,inactive_as_of_working,71.7
2013,_%,25 - 49,_T,inactive_as_of_working,28.1
2013,_%,50 - 64,_T,inactive_as_of_working,57.9
2013,_%,65+,_T,inactive_as_of_working,95.8
2013,_%,15 - 64,_T,inactive_as_of_working,46.5
2013,_%,15+,M,inactive_as_of_working,44.7
2013,_%,15 - 24,M,inactive_as_of_working,63.7
2013,_%,25 - 49,M,inactive_as_of_working,14.7
2013,_%,50 - 64,M,inactive_as_of_working,44.5
2013,_%,65+,M,inactive_as_of_working,93.8
2013,_%,15 - 64,M,inactive_as_of_working,34.3
2013,_%,15+,F,inactive_as_of_working,67.5
2013,_%,15 - 24,F,inactive_as_of_working,80.6
2013,_%,25 - 49,F,inactive_as_of_working,41.9
2013,_%,50 - 64,F,inactive_as_of_working,70.4
2013,_%,65+,F,inactive_as_of_working,97.3
2013,_%,15 - 64,F,inactive_as_of_working,59.0
2014,_%,15+,_T,active_labour_force,43.7
2014,_%,15 - 24,_T,active_labour_force,29.3
2014,_%,25 - 49,_T,active_labour_force,73.2
2014,_%,50 - 64,_T,active_labour_force,42.1
2014,_%,65+,_T,active_labour_force,4.7
2014,_%,15 - 64,_T,active_labour_force,54.2
2014,_%,15+,M,active_labour_force,55.0
2014,_%,15 - 24,M,active_labour_force,34.6
2014,_%,25 - 49,M,active_labour_force,85.9
2014,_%,50 - 64,M,active_labour_force,56.1
2014,_%,65+,M,active_labour_force,6.8
2014,_%,15 - 64,M,active_labour_force,65.9
2014,_%,15+,F,active_labour_force,33.0
2014,_%,15 - 24,F,active_labour_force,23.3
2014,_%,25 - 49,F,active_labour_force,60.0
2014,_%,50 - 64,F,active_labour_force,29.5
2014,_%,65+,F,active_labour_force,3.1
2014,_%,15 - 64,F,active_labour_force,42.4
2014,_%,15+,_T,employed_as_of_working,31.7
2014,_%,15 - 24,_T,employed_as_of_working,10.9
2014,_%,25 - 49,_T,employed_as_of_working,53.3
2014,_%,50 - 64,_T,employed_as_of_working,35.3
2014,_%,65+,_T,employed_as_of_working,4.5
2014,_%,15 - 64,_T,employed_as_of_working,39.0
2014,_%,15+,M,employed_as_of_working,41.2
2014,_%,15 - 24,M,employed_as_of_working,13.5
2014,_%,25 - 49,M,employed_as_of_working,65.3
2014,_%,50 - 64,M,employed_as_of_working,47.2
2014,_%,65+,M,employed_as_of_working,6.7
2014,_%,15 - 64,M,employed_as_of_working,48.9
2014,_%,15+,F,employed_as_of_working,22.7
2014,_%,15 - 24,F,employed_as_of_working,8.1
2014,_%,25 - 49,F,employed_as_of_working,40.8
2014,_%,50 - 64,F,employed_as_of_working,24.5
2014,_%,65+,F,employed_as_of_working,3.0
2014,_%,15 - 64,F,employed_as_of_working,28.9
2014,_%,15+,_T,unemployed_as_of_working,12.0
2014,_%,15 - 24,_T,unemployed_as_of_working,18.3
2014,_%,25 - 49,_T,unemployed_as_of_working,19.9
2014,_%,50 - 64,_T,unemployed_as_of_working,6.9
2014,_%,65+,_T,unemployed_as_of_working,0.2
2014,_%,15 - 64,_T,unemployed_as_of_working,15.2
2014,_%,15+,M,unemployed_as_of_working,13.9
2014,_%,15 - 24,M,unemployed_as_of_working,21.1
2014,_%,25 - 49,M,unemployed_as_of_working,20.5
2014,_%,50 - 64,M,unemployed_as_of_working,8.9
2014,_%,65+,M,unemployed_as_of_working,0.2
2014,_%,15 - 64,M,unemployed_as_of_working,16.9
2014,_%,15+,F,unemployed_as_of_working,10.3
2014,_%,15 - 24,F,unemployed_as_of_working,15.3
2014,_%,25 - 49,F,unemployed_as_of_working,19.2
2014,_%,50 - 64,F,unemployed_as_of_working,5.1
2014,_%,65+,F,unemployed_as_of_working,0.2
2014,_%,15+,_T,unemployed_as_of_working,13.5
2014,_%,15+,_T,unemployed_as_of_labour,27.5
2014,_%,15 - 24,_T,unemployed_as_of_labour,62.7
2014,_%,25 - 49,_T,unemployed_as_of_labour,27.1
2014,_%,50 - 64,_T,unemployed_as_of_labour,16.3
2014,_%,65+,_T,unemployed_as_of_labour,0.0
2014,_%,15 - 64,_T,unemployed_as_of_labour,28.1
2014,_%,15+,M,unemployed_as_of_labour,25.2
2014,_%,15 - 24,M,unemployed_as_of_labour,61.0
2014,_%,25 - 49,M,unemployed_as_of_labour,23.9
2014,_%,50 - 64,M,unemployed_as_of_labour,15.8
2014,_%,65+,M,unemployed_as_of_labour,0.0
2014,_%,15 - 64,M,unemployed_as_of_labour,25.7
2014,_%,15+,F,unemployed_as_of_labour,31.2
2014,_%,15 - 24,F,unemployed_as_of_labour,65.4
2014,_%,25 - 49,F,unemployed_as_of_labour,32.0
2014,_%,50 - 64,F,unemployed_as_of_labour,17.2
2014,_%,65+,F,unemployed_as_of_labour,0.0
2014,_%,15 - 64,F,unemployed_as_of_labour,31.8
2014,_%,15+,_T,inactive_as_of_working,56.3
2014,_%,15 - 24,_T,inactive_as_of_working,70.7
2014,_%,25 - 49,_T,inactive_as_of_working,26.8
2014,_%,50 - 64,_T,inactive_as_of_working,57.9
2014,_%,65+,_T,inactive_as_of_working,95.3
2014,_%,15 - 64,_T,inactive_as_of_working,45.8
2014,_%,15+,M,inactive_as_of_working,45.0
2014,_%,15 - 24,M,inactive_as_of_working,65.4
2014,_%,25 - 49,M,inactive_as_of_working,14.1
2014,_%,50 - 64,M,inactive_as_of_working,43.9
2014,_%,65+,M,inactive_as_of_working,93.2
2014,_%,15 - 64,M,inactive_as_of_working,34.1
2014,_%,15+,F,inactive_as_of_working,67.0
2014,_%,15 - 24,F,inactive_as_of_working,76.7
2014,_%,25 - 49,F,inactive_as_of_working,40.0
2014,_%,50 - 64,F,inactive_as_of_working,70.5
2014,_%,65+,F,inactive_as_of_working,96.9
2014,_%,15 - 64,F,inactive_as_of_working,57.6
2015,_%,15+,_T,active_labour_force,44.1
2015,_%,15 - 24,_T,active_labour_force,32.2
2015,_%,25 - 49,_T,active_labour_force,73.6
2015,_%,50 - 64,_T,active_labour_force,41.7
2015,_%,65+,_T,active_labour_force,4.3
2015,_%,15 - 64,_T,active_labour_force,54.6
2015,_%,15+,M,active_labour_force,55.1
2015,_%,15 - 24,M,active_labour_force,38.9
2015,_%,25 - 49,M,active_labour_force,87.1
2015,_%,50 - 64,M,active_labour_force,53.7
2015,_%,65+,M,active_labour_force,6.0
2015,_%,15 - 64,M,active_labour_force,66.2
2015,_%,15+,F,active_labour_force,33.5
2015,_%,15 - 24,F,active_labour_force,24.5
2015,_%,25 - 49,F,active_labour_force,59.8
2015,_%,50 - 64,F,active_labour_force,30.5
2015,_%,65+,F,active_labour_force,3.0
2015,_%,15 - 64,F,active_labour_force,42.9
2015,_%,15+,_T,employed_as_of_working,31.9
2015,_%,15 - 24,_T,employed_as_of_working,12.1
2015,_%,25 - 49,_T,employed_as_of_working,53.9
2015,_%,50 - 64,_T,employed_as_of_working,34.7
2015,_%,65+,_T,employed_as_of_working,4.2
2015,_%,15 - 64,_T,employed_as_of_working,39.2
2015,_%,15+,M,employed_as_of_working,40.9
2015,_%,15 - 24,M,employed_as_of_working,15.8
2015,_%,25 - 49,M,employed_as_of_working,66.1
2015,_%,50 - 64,M,employed_as_of_working,45.0
2015,_%,65+,M,employed_as_of_working,5.9
2015,_%,15 - 64,M,employed_as_of_working,48.8
2015,_%,15+,F,employed_as_of_working,23.2
2015,_%,15 - 24,F,employed_as_of_working,8.0
2015,_%,25 - 49,F,employed_as_of_working,41.4
2015,_%,50 - 64,F,employed_as_of_working,25.1
2015,_%,65+,F,employed_as_of_working,3.0
2015,_%,15 - 64,F,employed_as_of_working,29.5
2015,_%,15+,_T,unemployed_as_of_working,12.2
2015,_%,15 - 24,_T,unemployed_as_of_working,20.0
2015,_%,25 - 49,_T,unemployed_as_of_working,19.7
2015,_%,50 - 64,_T,unemployed_as_of_working,7.0
2015,_%,65+,_T,unemployed_as_of_working,0.1
2015,_%,15 - 64,_T,unemployed_as_of_working,15.4
2015,_%,15+,M,unemployed_as_of_working,14.2
2015,_%,15 - 24,M,unemployed_as_of_working,23.2
2015,_%,25 - 49,M,unemployed_as_of_working,21.0
2015,_%,50 - 64,M,unemployed_as_of_working,8.7
2015,_%,65+,M,unemployed_as_of_working,0.2
2015,_%,15 - 64,M,unemployed_as_of_working,17.4
2015,_%,15+,F,unemployed_as_of_working,10.3
2015,_%,15 - 24,F,unemployed_as_of_working,16.5
2015,_%,25 - 49,F,unemployed_as_of_working,18.4
2015,_%,50 - 64,F,unemployed_as_of_working,5.4
2015,_%,65+,F,unemployed_as_of_working,0.0
2015,_%,15+,_T,unemployed_as_of_working,13.4
2015,_%,15+,_T,unemployed_as_of_labour,27.7
2015,_%,15 - 24,_T,unemployed_as_of_labour,62.3
2015,_%,25 - 49,_T,unemployed_as_of_labour,26.8
2015,_%,50 - 64,_T,unemployed_as_of_labour,16.8
2015,_%,65+,_T,unemployed_as_of_labour,0.0
2015,_%,15 - 64,_T,unemployed_as_of_labour,28.2
2015,_%,15+,M,unemployed_as_of_labour,25.8
2015,_%,15 - 24,M,unemployed_as_of_labour,59.5
2015,_%,25 - 49,M,unemployed_as_of_labour,24.1
2015,_%,50 - 64,M,unemployed_as_of_labour,16.3
2015,_%,65+,M,unemployed_as_of_labour,0.0
2015,_%,15 - 64,M,unemployed_as_of_labour,26.3
2015,_%,15+,F,unemployed_as_of_labour,30.7
2015,_%,15 - 24,F,unemployed_as_of_labour,67.3
2015,_%,25 - 49,F,unemployed_as_of_labour,30.8
2015,_%,50 - 64,F,unemployed_as_of_labour,17.8
2015,_%,65+,F,unemployed_as_of_labour,0.0
2015,_%,15 - 64,F,unemployed_as_of_labour,31.3
2015,_%,15+,_T,inactive_as_of_working,55.9
2015,_%,15 - 24,_T,inactive_as_of_working,67.8
2015,_%,25 - 49,_T,inactive_as_of_working,26.4
2015,_%,50 - 64,_T,inactive_as_of_working,58.3
2015,_%,65+,_T,inactive_as_of_working,95.7
2015,_%,15 - 64,_T,inactive_as_of_working,45.4
2015,_%,15+,M,inactive_as_of_working,44.9
2015,_%,15 - 24,M,inactive_as_of_working,61.1
2015,_%,25 - 49,M,inactive_as_of_working,12.9
2015,_%,50 - 64,M,inactive_as_of_working,46.3
2015,_%,65+,M,inactive_as_of_working,94.0
2015,_%,15 - 64,M,inactive_as_of_working,33.8
2015,_%,15+,F,inactive_as_of_working,66.5
2015,_%,15 - 24,F,inactive_as_of_working,75.5
2015,_%,25 - 49,F,inactive_as_of_working,40.2
2015,_%,50 - 64,F,inactive_as_of_working,69.5
2015,_%,65+,F,inactive_as_of_working,97.0
2015,_%,15 - 64,F,inactive_as_of_working,57.1
2016,_%,15+,_T,active_labour_force,43.1
2016,_%,15 - 24,_T,active_labour_force,30.2
2016,_%,25 - 49,_T,active_labour_force,73.2
2016,_%,50 - 64,_T,active_labour_force,43.7
2016,_%,65+,_T,active_labour_force,4.1
2016,_%,15 - 64,_T,active_labour_force,54.2
2016,_%,15+,M,active_labour_force,54.9
2016,_%,15 - 24,M,active_labour_force,38.1
2016,_%,25 - 49,M,active_labour_force,86.0
2016,_%,50 - 64,M,active_labour_force,57.4
2016,_%,65+,M,active_labour_force,6.0
2016,_%,15 - 64,M,active_labour_force,66.2
2016,_%,15+,F,active_labour_force,32.1
2016,_%,15 - 24,F,active_labour_force,21.3
2016,_%,25 - 49,F,active_labour_force,60.0
2016,_%,50 - 64,F,active_labour_force,30.6
2016,_%,65+,F,active_labour_force,2.7
2016,_%,15 - 64,F,active_labour_force,41.9
2016,_%,15+,_T,employed_as_of_working,32.2
2016,_%,15 - 24,_T,employed_as_of_working,13.8
2016,_%,25 - 49,_T,employed_as_of_working,54.4
2016,_%,50 - 64,_T,employed_as_of_working,36.8
2016,_%,65+,_T,employed_as_of_working,3.7
2016,_%,15 - 64,_T,employed_as_of_working,40.2
2016,_%,15+,M,employed_as_of_working,42.5
2016,_%,15 - 24,M,employed_as_of_working,18.3
2016,_%,25 - 49,M,employed_as_of_working,67.6
2016,_%,50 - 64,M,employed_as_of_working,49.0
2016,_%,65+,M,employed_as_of_working,5.4
2016,_%,15 - 64,M,employed_as_of_working,51.1
2016,_%,15+,F,employed_as_of_working,22.4
2016,_%,15 - 24,F,employed_as_of_working,8.7
2016,_%,25 - 49,F,employed_as_of_working,40.7
2016,_%,50 - 64,F,employed_as_of_working,25.2
2016,_%,65+,F,employed_as_of_working,2.6
2016,_%,15 - 64,F,employed_as_of_working,29.1
2016,_%,15+,_T,unemployed_as_of_working,11.0
2016,_%,15 - 24,_T,unemployed_as_of_working,16.4
2016,_%,25 - 49,_T,unemployed_as_of_working,18.8
2016,_%,50 - 64,_T,unemployed_as_of_working,6.9
2016,_%,65+,_T,unemployed_as_of_working,0.4
2016,_%,15 - 64,_T,unemployed_as_of_working,14.0
2016,_%,15+,M,unemployed_as_of_working,12.4
2016,_%,15 - 24,M,unemployed_as_of_working,19.9
2016,_%,25 - 49,M,unemployed_as_of_working,18.3
2016,_%,50 - 64,M,unemployed_as_of_working,8.4
2016,_%,65+,M,unemployed_as_of_working,0.6
2016,_%,15 - 64,M,unemployed_as_of_working,15.1
2016,_%,15+,F,unemployed_as_of_working,9.6
2016,_%,15 - 24,F,unemployed_as_of_working,12.5
2016,_%,25 - 49,F,unemployed_as_of_working,19.2
2016,_%,50 - 64,F,unemployed_as_of_working,5.4
2016,_%,65+,F,unemployed_as_of_working,0.2
2016,_%,15+,_T,unemployed_as_of_working,12.8
2016,_%,15+,_T,unemployed_as_of_labour,25.4
2016,_%,15 - 24,_T,unemployed_as_of_labour,54.3
2016,_%,25 - 49,_T,unemployed_as_of_labour,25.7
2016,_%,50 - 64,_T,unemployed_as_of_labour,15.7
2016,_%,65+,_T,unemployed_as_of_labour,8.7
2016,_%,15 - 64,_T,unemployed_as_of_labour,25.8
2016,_%,15+,M,unemployed_as_of_labour,22.5
2016,_%,15 - 24,M,unemployed_as_of_labour,52.0
2016,_%,25 - 49,M,unemployed_as_of_labour,21.3
2016,_%,50 - 64,M,unemployed_as_of_labour,14.6
2016,_%,65+,M,unemployed_as_of_labour,9.9
2016,_%,15 - 64,M,unemployed_as_of_labour,22.8
2016,_%,15+,F,unemployed_as_of_labour,30.0
2016,_%,15 - 24,F,unemployed_as_of_labour,58.9
2016,_%,25 - 49,F,unemployed_as_of_labour,32.1
2016,_%,50 - 64,F,unemployed_as_of_labour,17.7
2016,_%,65+,F,unemployed_as_of_labour,0.0
2016,_%,15 - 64,F,unemployed_as_of_labour,30.6
2016,_%,15+,_T,inactive_as_of_working,56.9
2016,_%,15 - 24,_T,inactive_as_of_working,69.8
2016,_%,25 - 49,_T,inactive_as_of_working,26.8
2016,_%,50 - 64,_T,inactive_as_of_working,56.3
2016,_%,65+,_T,inactive_as_of_working,95.9
2016,_%,15 - 64,_T,inactive_as_of_working,45.8
2016,_%,15+,M,inactive_as_of_working,45.1
2016,_%,15 - 24,M,inactive_as_of_working,61.9
2016,_%,25 - 49,M,inactive_as_of_working,14.0
2016,_%,50 - 64,M,inactive_as_of_working,42.6
2016,_%,65+,M,inactive_as_of_working,94.0
2016,_%,15 - 64,M,inactive_as_of_working,33.8
2016,_%,15+,F,inactive_as_of_working,67.9
2016,_%,15 - 24,F,inactive_as_of_working,78.7
2016,_%,25 - 49,F,inactive_as_of_working,40.0
2016,_%,50 - 64,F,inactive_as_of_working,69.4
2016,_%,65+,F,inactive_as_of_working,97.3
2016,_%,15 - 64,F,inactive_as_of_working,58.1
2017,_%,15+,_T,active_labour_force,42.6
2017,_%,15 - 24,_T,active_labour_force,32.5
2017,_%,25 - 49,_T,active_labour_force,73.5
2017,_%,50 - 64,_T,active_labour_force,43.6
2017,_%,65+,_T,active_labour_force,5.2
2017,_%,15 - 64,_T,active_labour_force,54.5
2017,_%,15+,M,active_labour_force,53.3
2017,_%,15 - 24,M,active_labour_force,40.2
2017,_%,25 - 49,M,active_labour_force,86.5
2017,_%,50 - 64,M,active_labour_force,56.4
2017,_%,65+,M,active_labour_force,6.9
2017,_%,15 - 64,M,active_labour_force,66.1
2017,_%,15+,F,active_labour_force,32.4
2017,_%,15 - 24,F,active_labour_force,23.4
2017,_%,25 - 49,F,active_labour_force,60.3
2017,_%,50 - 64,F,active_labour_force,31.6
2017,_%,65+,F,active_labour_force,3.9
2017,_%,15 - 64,F,active_labour_force,42.7
2017,_%,15+,_T,employed_as_of_working,33.9
2017,_%,15 - 24,_T,employed_as_of_working,17.6
2017,_%,25 - 49,_T,employed_as_of_working,58.1
2017,_%,50 - 64,_T,employed_as_of_working,38.2
2017,_%,65+,_T,employed_as_of_working,5.1
2017,_%,15 - 64,_T,employed_as_of_working,43.0
2017,_%,15+,M,employed_as_of_working,43.2
2017,_%,15 - 24,M,employed_as_of_working,22.8
2017,_%,25 - 49,M,employed_as_of_working,70.5
2017,_%,50 - 64,M,employed_as_of_working,49.7
2017,_%,65+,M,employed_as_of_working,6.8
2017,_%,15 - 64,M,employed_as_of_working,53.3
2017,_%,15+,F,employed_as_of_working,24.9
2017,_%,15 - 24,F,employed_as_of_working,11.4
2017,_%,25 - 49,F,employed_as_of_working,45.6
2017,_%,50 - 64,F,employed_as_of_working,27.2
2017,_%,65+,F,employed_as_of_working,3.8
2017,_%,15 - 64,F,employed_as_of_working,32.5
2017,_%,15+,_T,unemployed_as_of_working,8.8
2017,_%,15 - 24,_T,unemployed_as_of_working,14.9
2017,_%,25 - 49,_T,unemployed_as_of_working,15.3
