Year,CAUSE_OF_DEATH,UNIT_MEASURE,Sex,Value
2010,diseases_of_the_musculoskeletal,Number,M,16.0
2010,diseases_of_the_genitourinary,Number,M,296.0
2010,certain_conditions_originating,Number,M,76.0
2010,congenital_malformations_deformations,Number,M,37.0
2010,symptoms_signs_and_abnormal,Number,M,1008.0
2010,injuries_poisoning_and_consequences,Number,M,878.0
2010,external_causes_of_mortality,Number,M,11.0
2010,unknown,Number,M,364.0
2010,total,Number,M,17900.0
2010,infectious_and_parasitic,Number,F,102.0
2010,neoplasms,Number,F,2.914
2010,diseases_of_the_blood,Number,F,28.0
2010,endocrine_metabolic_and_nutritional,Number,F,1.174
2010,mental_and_behavioural_disorders,Number,F,53.0
2010,diseases_of_the_nervous,Number,F,172.0
2010,diseases_of_the_eye,Number,F,1.0
2010,diseases_of_the_circulatory,Number,F,10.106
2010,diseases_of_the_respiratory,Number,F,464.0
2010,diseases_of_the_digestive,Number,F,374.0
2010,diseases_of_the_skin,Number,F,9.0
2010,diseases_of_the_musculoskeletal,Number,F,26.0
2010,diseases_of_the_genitourinary,Number,F,281.0
2010,pregnancy_childbirth_and_the,Number,F,1.0
2010,certain_conditions_originating,Number,F,62.0
2010,congenital_malformations_deformations,Number,F,26.0
2010,symptoms_signs_and_abnormal,Number,F,908.0
2010,injuries_poisoning_and_consequences,Number,F,239.0
2010,external_causes_of_mortality,Number,F,4.0
2010,unknown,Number,F,274.0
2010,total,Number,F,17218.0
2011,infectious_and_parasitic,Number,Both sexes,298.0
2011,neoplasms,Number,Both sexes,7.214
2011,diseases_of_the_blood,Number,Both sexes,59.0
2011,endocrine_metabolic_and_nutritional,Number,Both sexes,1.94
2011,mental_and_behavioural_disorders,Number,Both sexes,161.0
2011,diseases_of_the_nervous,Number,Both sexes,410.0
2011,diseases_of_the_circulatory,Number,Both sexes,18.468
2011,diseases_of_the_respiratory,Number,Both sexes,1281.0
2011,diseases_of_the_digestive,Number,Both sexes,874.0
2011,diseases_of_the_skin,Number,Both sexes,12.0
2011,diseases_of_the_musculoskeletal,Number,Both sexes,45.0
2011,diseases_of_the_genitourinary,Number,Both sexes,551.0
2011,pregnancy_childbirth_and_the,Number,Both sexes,2.0
2011,certain_conditions_originating,Number,Both sexes,118.0
2011,congenital_malformations_deformations,Number,Both sexes,58.0
2011,symptoms_signs_and_abnormal,Number,Both sexes,1665.0
2011,injuries_poisoning_and_consequences,Number,Both sexes,1162.0
2011,external_causes_of_mortality,Number,Both sexes,14.0
2011,factors_influencing_health_status,Number,Both sexes,1.0
2011,unknown,Number,Both sexes,695.0
2011,total,Number,Both sexes,35028.0
2011,infectious_and_parasitic,Number,M,192.0
2011,neoplasms,Number,M,4.316
2011,diseases_of_the_blood,Number,M,20.0
2011,endocrine_metabolic_and_nutritional,Number,M,761.0
2011,mental_and_behavioural_disorders,Number,M,89.0
2011,diseases_of_the_nervous,Number,M,213.0
2011,diseases_of_the_circulatory,Number,M,8.542
2011,diseases_of_the_respiratory,Number,M,725.0
2011,diseases_of_the_digestive,Number,M,543.0
2011,diseases_of_the_skin,Number,M,2.0
2011,diseases_of_the_musculoskeletal,Number,M,12.0
2011,diseases_of_the_genitourinary,Number,M,302.0
2011,certain_conditions_originating,Number,M,67.0
2011,congenital_malformations_deformations,Number,M,30.0
2011,symptoms_signs_and_abnormal,Number,M,829.0
2011,injuries_poisoning_and_consequences,Number,M,930.0
2011,external_causes_of_mortality,Number,M,13.0
2011,factors_influencing_health_status,Number,M,1.0
2011,unknown,Number,M,378.0
2011,total,Number,M,17965.0
2011,infectious_and_parasitic,Number,F,106.0
2011,neoplasms,Number,F,2.898
2011,diseases_of_the_blood,Number,F,39.0
2011,endocrine_metabolic_and_nutritional,Number,F,1.179
2011,mental_and_behavioural_disorders,Number,F,72.0
2011,diseases_of_the_nervous,Number,F,197.0
2011,diseases_of_the_circulatory,Number,F,9.926
2011,diseases_of_the_respiratory,Number,F,556.0
2011,diseases_of_the_digestive,Number,F,331.0
2011,diseases_of_the_skin,Number,F,10.0
2011,diseases_of_the_musculoskeletal,Number,F,33.0
2011,diseases_of_the_genitourinary,Number,F,249.0
2011,pregnancy_childbirth_and_the,Number,F,2.0
2011,certain_conditions_originating,Number,F,51.0
2011,congenital_malformations_deformations,Number,F,28.0
2011,symptoms_signs_and_abnormal,Number,F,836.0
2011,injuries_poisoning_and_consequences,Number,F,232.0
2011,external_causes_of_mortality,Number,F,1.0
2011,unknown,Number,F,317.0
2011,total,Number,F,17063.0
2012,infectious_and_parasitic,Number,Both sexes,344.0
2012,neoplasms,Number,Both sexes,7.598
2012,diseases_of_the_blood,Number,Both sexes,47.0
2012,endocrine_metabolic_and_nutritional,Number,Both sexes,1.926
2012,mental_and_behavioural_disorders,Number,Both sexes,160.0
2012,diseases_of_the_nervous,Number,Both sexes,409.0
2012,diseases_of_the_eye,Number,Both sexes,1.0
2012,diseases_of_the_circulatory,Number,Both sexes,19.252
2012,diseases_of_the_respiratory,Number,Both sexes,1266.0
2012,diseases_of_the_digestive,Number,Both sexes,978.0
2012,diseases_of_the_skin,Number,Both sexes,13.0
2012,diseases_of_the_musculoskeletal,Number,Both sexes,54.0
2012,diseases_of_the_genitourinary,Number,Both sexes,601.0
2012,pregnancy_childbirth_and_the,Number,Both sexes,3.0
2012,certain_conditions_originating,Number,Both sexes,111.0
2012,congenital_malformations_deformations,Number,Both sexes,40.0
2012,symptoms_signs_and_abnormal,Number,Both sexes,1207.0
2012,injuries_poisoning_and_consequences,Number,Both sexes,1067.0
2012,unknown,Number,Both sexes,740.0
2012,total,Number,Both sexes,35817.0
2012,infectious_and_parasitic,Number,M,185.0
2012,neoplasms,Number,M,4.458
2012,diseases_of_the_blood,Number,M,25.0
2012,endocrine_metabolic_and_nutritional,Number,M,785.0
2012,mental_and_behavioural_disorders,Number,M,109.0
2012,diseases_of_the_nervous,Number,M,207.0
2012,diseases_of_the_circulatory,Number,M,9.06
2012,diseases_of_the_respiratory,Number,M,754.0
2012,diseases_of_the_digestive,Number,M,588.0
2012,diseases_of_the_skin,Number,M,6.0
2012,diseases_of_the_musculoskeletal,Number,M,15.0
2012,diseases_of_the_genitourinary,Number,M,303.0
2012,pregnancy_childbirth_and_the,Number,M,0.0
2012,certain_conditions_originating,Number,M,67.0
2012,congenital_malformations_deformations,Number,M,26.0
2012,symptoms_signs_and_abnormal,Number,M,609.0
2012,injuries_poisoning_and_consequences,Number,M,830.0
2012,unknown,Number,M,409.0
2012,total,Number,M,18436.0
2012,infectious_and_parasitic,Number,F,159.0
2012,neoplasms,Number,F,3.14
2012,diseases_of_the_blood,Number,F,22.0
2012,endocrine_metabolic_and_nutritional,Number,F,1.141
2012,mental_and_behavioural_disorders,Number,F,51.0
2012,diseases_of_the_nervous,Number,F,202.0
2012,diseases_of_the_eye,Number,F,1.0
2012,diseases_of_the_circulatory,Number,F,10.192
2012,diseases_of_the_respiratory,Number,F,512.0
2012,diseases_of_the_digestive,Number,F,390.0
2012,diseases_of_the_skin,Number,F,7.0
2012,diseases_of_the_musculoskeletal,Number,F,39.0
2012,diseases_of_the_genitourinary,Number,F,298.0
2012,pregnancy_childbirth_and_the,Number,F,3.0
2012,certain_conditions_originating,Number,F,44.0
2012,congenital_malformations_deformations,Number,F,14.0
2012,symptoms_signs_and_abnormal,Number,F,598.0
2012,injuries_poisoning_and_consequences,Number,F,237.0
2012,unknown,Number,F,331.0
2012,total,Number,F,17381.0
2013,infectious_and_parasitic,Number,Both sexes,268.0
2013,neoplasms,Number,Both sexes,7.506
2013,diseases_of_the_blood,Number,Both sexes,50.0
2013,endocrine_metabolic_and_nutritional,Number,Both sexes,1.97
2013,mental_and_behavioural_disorders,Number,Both sexes,192.0
2013,diseases_of_the_nervous,Number,Both sexes,382.0
2013,diseases_of_the_circulatory,Number,Both sexes,18.186
2013,diseases_of_the_respiratory,Number,Both sexes,1428.0
2013,diseases_of_the_digestive,Number,Both sexes,955.0
2013,diseases_of_the_skin,Number,Both sexes,31.0
2013,diseases_of_the_musculoskeletal,Number,Both sexes,57.0
2013,diseases_of_the_genitourinary,Number,Both sexes,581.0
2013,certain_conditions_originating,Number,Both sexes,101.0
2013,congenital_malformations_deformations,Number,Both sexes,38.0
2013,symptoms_signs_and_abnormal,Number,Both sexes,2107.0
2013,injuries_poisoning_and_consequences,Number,Both sexes,1024.0
2013,external_causes_of_mortality,Number,Both sexes,4.0
2013,unknown,Number,Both sexes,782.0
2013,total,Number,Both sexes,35662.0
2013,infectious_and_parasitic,Number,M,165.0
2013,neoplasms,Number,M,4.384
2013,diseases_of_the_blood,Number,M,20.0
2013,endocrine_metabolic_and_nutritional,Number,M,820.0
2013,mental_and_behavioural_disorders,Number,M,101.0
2013,diseases_of_the_nervous,Number,M,198.0
2013,diseases_of_the_circulatory,Number,M,8.458
2013,diseases_of_the_respiratory,Number,M,827.0
2013,diseases_of_the_digestive,Number,M,526.0
2013,diseases_of_the_skin,Number,M,12.0
2013,diseases_of_the_musculoskeletal,Number,M,18.0
2013,diseases_of_the_genitourinary,Number,M,304.0
2013,certain_conditions_originating,Number,M,62.0
2013,congenital_malformations_deformations,Number,M,19.0
2013,symptoms_signs_and_abnormal,Number,M,1112.0
2013,injuries_poisoning_and_consequences,Number,M,794.0
2013,external_causes_of_mortality,Number,M,4.0
2013,unknown,Number,M,393.0
2013,total,Number,M,18217.0
2013,infectious_and_parasitic,Number,F,103.0
2013,neoplasms,Number,F,3.122
2013,diseases_of_the_blood,Number,F,30.0
2013,endocrine_metabolic_and_nutritional,Number,F,1.15
2013,mental_and_behavioural_disorders,Number,F,91.0
2013,diseases_of_the_nervous,Number,F,184.0
2013,diseases_of_the_circulatory,Number,F,9.728
2013,diseases_of_the_respiratory,Number,F,601.0
2013,diseases_of_the_digestive,Number,F,429.0
2013,diseases_of_the_skin,Number,F,19.0
2013,diseases_of_the_musculoskeletal,Number,F,39.0
2013,diseases_of_the_genitourinary,Number,F,277.0
2013,certain_conditions_originating,Number,F,39.0
2013,congenital_malformations_deformations,Number,F,19.0
2013,symptoms_signs_and_abnormal,Number,F,995.0
2013,injuries_poisoning_and_consequences,Number,F,230.0
2013,unknown,Number,F,389.0
2013,total,Number,F,17445.0
2014,infectious_and_parasitic,Number,Both sexes,291.0
2014,neoplasms,Number,Both sexes,7.821
2014,diseases_of_the_blood,Number,Both sexes,42.0
2014,endocrine_metabolic_and_nutritional,Number,Both sexes,2.267
2014,mental_and_behavioural_disorders,Number,Both sexes,225.0
2014,diseases_of_the_nervous,Number,Both sexes,396.0
2014,diseases_of_the_eye,Number,Both sexes,6.0
2014,diseases_of_the_circulatory,Number,Both sexes,17.93
2014,diseases_of_the_respiratory,Number,Both sexes,1409.0
2014,diseases_of_the_digestive,Number,Both sexes,949.0
2014,diseases_of_the_skin,Number,Both sexes,32.0
2014,diseases_of_the_musculoskeletal,Number,Both sexes,61.0
2014,diseases_of_the_genitourinary,Number,Both sexes,536.0
2014,certain_conditions_originating,Number,Both sexes,85.0
2014,congenital_malformations_deformations,Number,Both sexes,49.0
2014,symptoms_signs_and_abnormal,Number,Both sexes,2241.0
2014,injuries_poisoning_and_consequences,Number,Both sexes,1032.0
2014,external_causes_of_mortality,Number,Both sexes,17.0
2014,factors_influencing_health_status,Number,Both sexes,1.0
2014,unknown,Number,Both sexes,590.0
2014,total,Number,Both sexes,35980.0
2014,infectious_and_parasitic,Number,M,164.0
2014,neoplasms,Number,M,4.569
2014,diseases_of_the_blood,Number,M,14.0
2014,endocrine_metabolic_and_nutritional,Number,M,925.0
2014,mental_and_behavioural_disorders,Number,M,142.0
2014,diseases_of_the_nervous,Number,M,207.0
2014,diseases_of_the_circulatory,Number,M,8.336
2014,diseases_of_the_respiratory,Number,M,840.0
2014,diseases_of_the_digestive,Number,M,545.0
2014,diseases_of_the_skin,Number,M,16.0
2014,diseases_of_the_musculoskeletal,Number,M,16.0
2014,diseases_of_the_genitourinary,Number,M,260.0
2014,certain_conditions_originating,Number,M,42.0
2014,congenital_malformations_deformations,Number,M,20.0
2014,symptoms_signs_and_abnormal,Number,M,1132.0
2014,injuries_poisoning_and_consequences,Number,M,795.0
2014,external_causes_of_mortality,Number,M,10.0
2014,unknown,Number,M,327.0
2014,total,Number,M,18360.0
2014,infectious_and_parasitic,Number,F,127.0
2014,neoplasms,Number,F,3.252
2014,diseases_of_the_blood,Number,F,28.0
2014,endocrine_metabolic_and_nutritional,Number,F,1.342
2014,mental_and_behavioural_disorders,Number,F,83.0
2014,diseases_of_the_nervous,Number,F,189.0
2014,diseases_of_the_eye,Number,F,6.0
2014,diseases_of_the_circulatory,Number,F,9.594
2014,diseases_of_the_respiratory,Number,F,569.0
2014,diseases_of_the_digestive,Number,F,404.0
2014,diseases_of_the_skin,Number,F,16.0
2014,diseases_of_the_musculoskeletal,Number,F,45.0
2014,diseases_of_the_genitourinary,Number,F,276.0
2014,certain_conditions_originating,Number,F,43.0
2014,congenital_malformations_deformations,Number,F,29.0
2014,symptoms_signs_and_abnormal,Number,F,1109.0
2014,injuries_poisoning_and_consequences,Number,F,237.0
2014,external_causes_of_mortality,Number,F,7.0
2014,factors_influencing_health_status,Number,F,1.0
2014,unknown,Number,F,263.0
2014,total,Number,F,17620.0
2015,infectious_and_parasitic,Number,Both sexes,370.0
2015,neoplasms,Number,Both sexes,7.956
2015,diseases_of_the_blood,Number,Both sexes,55.0
2015,endocrine_metabolic_and_nutritional,Number,Both sexes,2.025
2015,mental_and_behavioural_disorders,Number,Both sexes,188.0
2015,diseases_of_the_nervous,Number,Both sexes,447.0
2015,diseases_of_the_eye,Number,Both sexes,1.0
2015,diseases_of_the_circulatory,Number,Both sexes,19.713
2015,diseases_of_the_respiratory,Number,Both sexes,1718.0
2015,diseases_of_the_digestive,Number,Both sexes,988.0
2015,diseases_of_the_skin,Number,Both sexes,42.0
2015,diseases_of_the_musculoskeletal,Number,Both sexes,55.0
2015,diseases_of_the_genitourinary,Number,Both sexes,684.0
2015,pregnancy_childbirth_and_the,Number,Both sexes,1.0
2015,certain_conditions_originating,Number,Both sexes,126.0
2015,congenital_malformations_deformations,Number,Both sexes,31.0
2015,symptoms_signs_and_abnormal,Number,Both sexes,2098.0
2015,injuries_poisoning_and_consequences,Number,Both sexes,1103.0
2015,external_causes_of_mortality,Number,Both sexes,8.0
2015,unknown,Number,Both sexes,541.0
2015,total,Number,Both sexes,38150.0
2015,infectious_and_parasitic,Number,M,207.0
2015,neoplasms,Number,M,4.525
2015,diseases_of_the_blood,Number,M,19.0
2015,endocrine_metabolic_and_nutritional,Number,M,856.0
2015,mental_and_behavioural_disorders,Number,M,102.0
2015,diseases_of_the_nervous,Number,M,241.0
2015,diseases_of_the_circulatory,Number,M,9.012
2015,diseases_of_the_respiratory,Number,M,972.0
2015,diseases_of_the_digestive,Number,M,571.0
2015,diseases_of_the_skin,Number,M,16.0
2015,diseases_of_the_musculoskeletal,Number,M,21.0
2015,diseases_of_the_genitourinary,Number,M,331.0
2015,certain_conditions_originating,Number,M,67.0
2015,congenital_malformations_deformations,Number,M,15.0
2015,symptoms_signs_and_abnormal,Number,M,1102.0
2015,injuries_poisoning_and_consequences,Number,M,840.0
2015,external_causes_of_mortality,Number,M,5.0
2015,unknown,Number,M,317.0
2015,total,Number,M,19219.0
2015,infectious_and_parasitic,Number,F,163.0
2015,neoplasms,Number,F,3.431
2015,diseases_of_the_blood,Number,F,36.0
2015,endocrine_metabolic_and_nutritional,Number,F,1.169
2015,mental_and_behavioural_disorders,Number,F,86.0
2015,diseases_of_the_nervous,Number,F,206.0
2015,diseases_of_the_eye,Number,F,1.0
2015,diseases_of_the_circulatory,Number,F,10.701
2015,diseases_of_the_respiratory,Number,F,746.0
2015,diseases_of_the_digestive,Number,F,417.0
2015,diseases_of_the_skin,Number,F,26.0
2015,diseases_of_the_musculoskeletal,Number,F,34.0
2015,diseases_of_the_genitourinary,Number,F,353.0
2015,pregnancy_childbirth_and_the,Number,F,1.0
2015,certain_conditions_originating,Number,F,59.0
2015,congenital_malformations_deformations,Number,F,16.0
2015,symptoms_signs_and_abnormal,Number,F,996.0
2015,injuries_poisoning_and_consequences,Number,F,263.0
2015,external_causes_of_mortality,Number,F,3.0
2015,unknown,Number,F,224.0
2015,total,Number,F,18931.0
2016,infectious_and_parasitic,Number,Both sexes,412.0
2016,neoplasms,Number,Both sexes,7.761
2016,diseases_of_the_blood,Number,Both sexes,54.0
2016,endocrine_metabolic_and_nutritional,Number,Both sexes,1.961
2016,mental_and_behavioural_disorders,Number,Both sexes,226.0
2016,diseases_of_the_nervous,Number,Both sexes,386.0
2016,diseases_of_the_eye,Number,Both sexes,8.0
2016,diseases_of_the_circulatory,Number,Both sexes,18.959
2016,diseases_of_the_respiratory,Number,Both sexes,1487.0
2016,diseases_of_the_digestive,Number,Both sexes,1.077
2016,diseases_of_the_skin,Number,Both sexes,35.0
2016,diseases_of_the_musculoskeletal,Number,Both sexes,46.0
2016,diseases_of_the_genitourinary,Number,Both sexes,696.0
2016,pregnancy_childbirth_and_the,Number,Both sexes,1.0
2016,certain_conditions_originating,Number,Both sexes,117.0
2016,congenital_malformations_deformations,Number,Both sexes,16.0
2016,symptoms_signs_and_abnormal,Number,Both sexes,1730.0
2016,injuries_poisoning_and_consequences,Number,Both sexes,1040.0
2016,external_causes_of_mortality,Number,Both sexes,14.0
2016,unknown,Number,Both sexes,545.0
2016,total,Number,Both sexes,36571.0
2016,infectious_and_parasitic,Number,M,214.0
2016,neoplasms,Number,M,4.464
2016,diseases_of_the_blood,Number,M,22.0
2016,endocrine_metabolic_and_nutritional,Number,M,789.0
2016,mental_and_behavioural_disorders,Number,M,141.0
2016,diseases_of_the_nervous,Number,M,213.0
2016,diseases_of_the_eye,Number,M,6.0
2016,diseases_of_the_circulatory,Number,M,8.78
2016,diseases_of_the_respiratory,Number,M,879.0
2016,diseases_of_the_digestive,Number,M,619.0
2016,diseases_of_the_skin,Number,M,16.0
2016,diseases_of_the_musculoskeletal,Number,M,9.0
2016,diseases_of_the_genitourinary,Number,M,345.0
2016,certain_conditions_originating,Number,M,74.0
2016,congenital_malformations_deformations,Number,M,9.0
2016,symptoms_signs_and_abnormal,Number,M,872.0
2016,injuries_poisoning_and_consequences,Number,M,783.0
2016,external_causes_of_mortality,Number,M,11.0
2016,unknown,Number,M,296.0
2016,total,Number,M,18542.0
2016,infectious_and_parasitic,Number,F,198.0
2016,neoplasms,Number,F,3.297
2016,diseases_of_the_blood,Number,F,32.0
2016,endocrine_metabolic_and_nutritional,Number,F,1.172
2016,mental_and_behavioural_disorders,Number,F,85.0
2016,diseases_of_the_nervous,Number,F,173.0
2016,diseases_of_the_eye,Number,F,2.0
2016,diseases_of_the_circulatory,Number,F,10.179
2016,diseases_of_the_respiratory,Number,F,608.0
2016,diseases_of_the_digestive,Number,F,458.0
2016,diseases_of_the_skin,Number,F,19.0
2016,diseases_of_the_musculoskeletal,Number,F,37.0
2016,diseases_of_the_genitourinary,Number,F,351.0
2016,pregnancy_childbirth_and_the,Number,F,1.0
2016,certain_conditions_originating,Number,F,43.0
2016,congenital_malformations_deformations,Number,F,7.0
2016,symptoms_signs_and_abnormal,Number,F,858.0
2016,injuries_poisoning_and_consequences,Number,F,257.0
2016,external_causes_of_mortality,Number,F,3.0
2016,unknown,Number,F,249.0
2016,total,Number,F,18029.0
2017,infectious_and_parasitic,Number,Both sexes,395.0
2017,neoplasms,Number,Both sexes,8.136
2017,diseases_of_the_blood,Number,Both sexes,69.0
2017,endocrine_metabolic_and_nutritional,Number,Both sexes,2.17
2017,mental_and_behavioural_disorders,Number,Both sexes,265.0
2017,diseases_of_the_nervous,Number,Both sexes,382.0
2017,diseases_of_the_eye,Number,Both sexes,5.0
2017,diseases_of_the_circulatory,Number,Both sexes,19.207
2017,diseases_of_the_respiratory,Number,Both sexes,1579.0
2017,diseases_of_the_digestive,Number,Both sexes,1.007
2017,diseases_of_the_skin,Number,Both sexes,44.0
2017,diseases_of_the_musculoskeletal,Number,Both sexes,44.0
2017,diseases_of_the_genitourinary,Number,Both sexes,587.0
2017,certain_conditions_originating,Number,Both sexes,136.0
2017,congenital_malformations_deformations,Number,Both sexes,27.0
2017,symptoms_signs_and_abnormal,Number,Both sexes,2294.0
2017,injuries_poisoning_and_consequences,Number,Both sexes,1067.0
2017,external_causes_of_mortality,Number,Both sexes,15.0
2017,unknown,Number,Both sexes,550.0
2017,total,Number,Both sexes,37979.0
2017,infectious_and_parasitic,Number,M,209.0
2017,neoplasms,Number,M,4.632
2017,diseases_of_the_blood,Number,M,25.0
2017,endocrine_metabolic_and_nutritional,Number,M,885.0
2017,mental_and_behavioural_disorders,Number,M,147.0
2017,diseases_of_the_nervous,Number,M,193.0
2017,diseases_of_the_eye,Number,M,2.0
2017,diseases_of_the_circulatory,Number,M,8.88
2017,diseases_of_the_respiratory,Number,M,936.0
2017,diseases_of_the_digestive,Number,M,570.0
2017,diseases_of_the_skin,Number,M,12.0
2017,diseases_of_the_musculoskeletal,Number,M,17.0
2017,diseases_of_the_genitourinary,Number,M,299.0
2017,certain_conditions_originating,Number,M,75.0
2017,congenital_malformations_deformations,Number,M,16.0
2017,symptoms_signs_and_abnormal,Number,M,1168.0
2017,injuries_poisoning_and_consequences,Number,M,780.0
2017,external_causes_of_mortality,Number,M,9.0
2017,unknown,Number,M,331.0
2017,total,Number,M,19186.0
2017,infectious_and_parasitic,Number,F,186.0
2017,neoplasms,Number,F,3.504
2017,diseases_of_the_blood,Number,F,44.0
2017,endocrine_metabolic_and_nutritional,Number,F,1.285
2017,mental_and_behavioural_disorders,Number,F,118.0
2017,diseases_of_the_nervous,Number,F,189.0
2017,diseases_of_the_eye,Number,F,3.0
2017,diseases_of_the_circulatory,Number,F,10.327
2017,diseases_of_the_respiratory,Number,F,643.0
2017,diseases_of_the_digestive,Number,F,437.0
2017,diseases_of_the_skin,Number,F,32.0
2017,diseases_of_the_musculoskeletal,Number,F,27.0
2017,diseases_of_the_genitourinary,Number,F,288.0
2017,certain_conditions_originating,Number,F,61.0
2017,congenital_malformations_deformations,Number,F,11.0
2017,symptoms_signs_and_abnormal,Number,F,1126.0
2017,injuries_poisoning_and_consequences,Number,F,287.0
2017,external_causes_of_mortality,Number,F,6.0
2017,unknown,Number,F,219.0
2017,total,Number,F,18793.0
2018,infectious_and_parasitic,Number,Both sexes,443.0
2018,neoplasms,Number,Both sexes,7.881
2018,diseases_of_the_blood,Number,Both sexes,72.0
2018,endocrine_metabolic_and_nutritional,Number,Both sexes,2.086
2018,mental_and_behavioural_disorders,Number,Both sexes,236.0
2018,diseases_of_the_nervous,Number,Both sexes,337.0
2018,diseases_of_the_circulatory,Number,Both sexes,18.818
2018,diseases_of_the_respiratory,Number,Both sexes,1856.0
2018,diseases_of_the_digestive,Number,Both sexes,1.052
2018,diseases_of_the_skin,Number,Both sexes,40.0
2018,diseases_of_the_musculoskeletal,Number,Both sexes,53.0
2018,diseases_of_the_genitourinary,Number,Both sexes,631.0
2018,pregnancy_childbirth_and_the,Number,Both sexes,1.0
2018,certain_conditions_originating,Number,Both sexes,134.0
2018,congenital_malformations_deformations,Number,Both sexes,26.0
2018,symptoms_signs_and_abnormal,Number,Both sexes,2581.0
2018,injuries_poisoning_and_consequences,Number,Both sexes,1015.0
2018,external_causes_of_mortality,Number,Both sexes,11.0
2018,factors_influencing_health_status,Number,Both sexes,1.0
2018,unknown,Number,Both sexes,470.0
2018,total,Number,Both sexes,37744.0
2018,infectious_and_parasitic,Number,M,243.0
2018,neoplasms,Number,M,4.606
2018,diseases_of_the_blood,Number,M,27.0
2018,endocrine_metabolic_and_nutritional,Number,M,881.0
2018,mental_and_behavioural_disorders,Number,M,121.0
2018,diseases_of_the_nervous,Number,M,171.0
2018,diseases_of_the_circulatory,Number,M,8.577
2018,diseases_of_the_respiratory,Number,M,990.0
2018,diseases_of_the_digestive,Number,M,610.0
2018,diseases_of_the_skin,Number,M,21.0
2018,diseases_of_the_musculoskeletal,Number,M,13.0
2018,diseases_of_the_genitourinary,Number,M,337.0
2018,certain_conditions_originating,Number,M,67.0
2018,congenital_malformations_deformations,Number,M,12.0
2018,symptoms_signs_and_abnormal,Number,M,1301.0
2018,injuries_poisoning_and_consequences,Number,M,773.0
2018,external_causes_of_mortality,Number,M,9.0
2018,factors_influencing_health_status,Number,M,1.0
2018,unknown,Number,M,247.0
2018,total,Number,M,19007.0
2018,infectious_and_parasitic,Number,F,200.0
2018,neoplasms,Number,F,3.275
2018,diseases_of_the_blood,Number,F,45.0
2018,endocrine_metabolic_and_nutritional,Number,F,1.205
2018,mental_and_behavioural_disorders,Number,F,115.0
2018,diseases_of_the_nervous,Number,F,166.0
2018,diseases_of_the_circulatory,Number,F,10.241
2018,diseases_of_the_respiratory,Number,F,866.0
2018,diseases_of_the_digestive,Number,F,442.0
2018,diseases_of_the_skin,Number,F,19.0
2018,diseases_of_the_musculoskeletal,Number,F,40.0
2018,diseases_of_the_genitourinary,Number,F,294.0
2018,pregnancy_childbirth_and_the,Number,F,1.0
2018,certain_conditions_originating,Number,F,67.0
2018,congenital_malformations_deformations,Number,F,14.0
2018,symptoms_signs_and_abnormal,Number,F,1280.0
2018,injuries_poisoning_and_consequences,Number,F,242.0
2018,external_causes_of_mortality,Number,F,2.0
2018,unknown,Number,F,223.0
2018,total,Number,F,18737.0
2019,infectious_and_parasitic,Number,Both sexes,451.0
2019,neoplasms,Number,Both sexes,8.053
2019,diseases_of_the_blood,Number,Both sexes,90.0
2019,endocrine_metabolic_and_nutritional,Number,Both sexes,1.925
2019,mental_and_behavioural_disorders,Number,Both sexes,290.0
2019,diseases_of_the_nervous,Number,Both sexes,388.0
2019,diseases_of_the_eye,Number,Both sexes,9.0
2019,diseases_of_the_circulatory,Number,Both sexes,18.939
2019,diseases_of_the_respiratory,Number,Both sexes,1946.0
2019,diseases_of_the_digestive,Number,Both sexes,1.043
2019,diseases_of_the_skin,Number,Both sexes,43.0
2019,diseases_of_the_musculoskeletal,Number,Both sexes,57.0
2019,diseases_of_the_genitourinary,Number,Both sexes,600.0
2019,pregnancy_childbirth_and_the,Number,Both sexes,3.0
2019,certain_conditions_originating,Number,Both sexes,130.0
2019,congenital_malformations_deformations,Number,Both sexes,30.0
2019,symptoms_signs_and_abnormal,Number,Both sexes,3312.0
2019,injuries_poisoning_and_consequences,Number,Both sexes,918.0
2019,external_causes_of_mortality,Number,Both sexes,9.0
2019,factors_influencing_health_status,Number,Both sexes,10.0
2019,unknown,Number,Both sexes,583.0
2019,total,Number,Both sexes,38829.0
2019,infectious_and_parasitic,Number,M,241.0
2019,neoplasms,Number,M,4.606
2019,diseases_of_the_blood,Number,M,30.0
2019,endocrine_metabolic_and_nutritional,Number,M,806.0
2019,mental_and_behavioural_disorders,Number,M,153.0
2019,diseases_of_the_nervous,Number,M,202.0
2019,diseases_of_the_eye,Number,M,3.0
2019,diseases_of_the_circulatory,Number,M,8.848
2019,diseases_of_the_respiratory,Number,M,1076.0
2019,diseases_of_the_digestive,Number,M,603.0
2019,diseases_of_the_skin,Number,M,17.0
2019,diseases_of_the_musculoskeletal,Number,M,15.0
2019,diseases_of_the_genitourinary,Number,M,314.0
2019,certain_conditions_originating,Number,M,70.0
2019,congenital_malformations_deformations,Number,M,11.0
2019,symptoms_signs_and_abnormal,Number,M,1727.0
2019,injuries_poisoning_and_consequences,Number,M,701.0
2019,external_causes_of_mortality,Number,M,8.0
2019,factors_influencing_health_status,Number,M,7.0
2019,unknown,Number,M,349.0
2019,total,Number,M,19787.0
2019,infectious_and_parasitic,Number,F,210.0
2019,neoplasms,Number,F,3.447
2019,diseases_of_the_blood,Number,F,60.0
