Year,UNIT_MEASURE,Sex,AGE,Municipality,Value
2013,Number,Both sexes,15-19,Kladanj,1020.0
2013,Number,M,15-19,Kladanj,525.0
2013,Number,F,15-19,Kladanj,495.0
2013,Number,Both sexes,15-19,Ključ,1256.0
2013,Number,M,15-19,Ključ,647.0
2013,Number,F,15-19,Ključ,609.0
2013,Number,Both sexes,15-19,Kneževo,663.0
2013,Number,M,15-19,Kneževo,328.0
2013,Number,F,15-19,Kneževo,335.0
2013,Number,Both sexes,15-19,Konjic,1851.0
2013,Number,M,15-19,Konjic,962.0
2013,Number,F,15-19,Konjic,889.0
2013,Number,Both sexes,15-19,Kostajnica,378.0
2013,Number,M,15-19,Kostajnica,198.0
2013,Number,F,15-19,Kostajnica,180.0
2013,Number,Both sexes,15-19,Kotor Varoš,1453.0
2013,Number,M,15-19,Kotor Varoš,760.0
2013,Number,F,15-19,Kotor Varoš,693.0
2013,Number,Both sexes,15-19,Kozarska Dubica,1222.0
2013,Number,M,15-19,Kozarska Dubica,627.0
2013,Number,F,15-19,Kozarska Dubica,595.0
2013,Number,Both sexes,15-19,Kreševo,365.0
2013,Number,M,15-19,Kreševo,168.0
2013,Number,F,15-19,Kreševo,197.0
2013,Number,Both sexes,15-19,Krupa Na Uni,102.0
2013,Number,M,15-19,Krupa Na Uni,55.0
2013,Number,F,15-19,Krupa Na Uni,47.0
2013,Number,Both sexes,15-19,Kupres - FBIH,367.0
2013,Number,M,15-19,Kupres - FBIH,189.0
2013,Number,F,15-19,Kupres - FBIH,178.0
2013,Number,Both sexes,15-19,Kupres - RS,13.0
2013,Number,M,15-19,Kupres - RS,7.0
2013,Number,F,15-19,Kupres - RS,6.0
2013,Number,Both sexes,15-19,Laktaši,2190.0
2013,Number,M,15-19,Laktaši,1147.0
2013,Number,F,15-19,Laktaši,1043.0
2013,Number,Both sexes,15-19,Livno,2423.0
2013,Number,M,15-19,Livno,1202.0
2013,Number,F,15-19,Livno,1221.0
2013,Number,Both sexes,15-19,Lopare,969.0
2013,Number,M,15-19,Lopare,480.0
2013,Number,F,15-19,Lopare,489.0
2013,Number,Both sexes,15-19,Lukavac,3047.0
2013,Number,M,15-19,Lukavac,1575.0
2013,Number,F,15-19,Lukavac,1472.0
2013,Number,Both sexes,15-19,Ljubinje,221.0
2013,Number,M,15-19,Ljubinje,110.0
2013,Number,F,15-19,Ljubinje,111.0
2013,Number,Both sexes,15-19,Ljubuški,2082.0
2013,Number,M,15-19,Ljubuški,1038.0
2013,Number,F,15-19,Ljubuški,1044.0
2013,Number,Both sexes,15-19,Maglaj,1745.0
2013,Number,M,15-19,Maglaj,893.0
2013,Number,F,15-19,Maglaj,852.0
2013,Number,Both sexes,15-19,Milići,847.0
2013,Number,M,15-19,Milići,441.0
2013,Number,F,15-19,Milići,406.0
2013,Number,Both sexes,15-19,Modriča,1623.0
2013,Number,M,15-19,Modriča,813.0
2013,Number,F,15-19,Modriča,810.0
2013,Number,Both sexes,15-19,Mostar,7793.0
2013,Number,M,15-19,Mostar,4074.0
2013,Number,F,15-19,Mostar,3719.0
2013,Number,Both sexes,15-19,Mrkonjić Grad,1003.0
2013,Number,M,15-19,Mrkonjić Grad,558.0
2013,Number,F,15-19,Mrkonjić Grad,445.0
2013,Number,Both sexes,15-19,Neum,344.0
2013,Number,M,15-19,Neum,173.0
2013,Number,F,15-19,Neum,171.0
2013,Number,Both sexes,15-19,Nevesinje,806.0
2013,Number,M,15-19,Nevesinje,406.0
2013,Number,F,15-19,Nevesinje,400.0
2013,Number,Both sexes,15-19,Novi Grad,1665.0
2013,Number,M,15-19,Novi Grad,864.0
2013,Number,F,15-19,Novi Grad,801.0
2013,Number,Both sexes,15-19,Sarajevo - Novi Grad,7216.0
2013,Number,M,15-19,Sarajevo - Novi Grad,3634.0
2013,Number,F,15-19,Sarajevo - Novi Grad,3582.0
2013,Number,Both sexes,15-19,Novi Travnik,2000.0
2013,Number,M,15-19,Novi Travnik,1041.0
2013,Number,F,15-19,Novi Travnik,959.0
2013,Number,Both sexes,15-19,Novo Goražde,147.0
2013,Number,M,15-19,Novo Goražde,73.0
2013,Number,F,15-19,Novo Goražde,74.0
2013,Number,Both sexes,15-19,Sarajevo - Novo Sarajevo,3701.0
2013,Number,M,15-19,Sarajevo - Novo Sarajevo,1907.0
2013,Number,F,15-19,Sarajevo - Novo Sarajevo,1794.0
2013,Number,Both sexes,15-19,Odžak,1253.0
2013,Number,M,15-19,Odžak,675.0
2013,Number,F,15-19,Odžak,578.0
2013,Number,Both sexes,15-19,Olovo,745.0
2013,Number,M,15-19,Olovo,360.0
2013,Number,F,15-19,Olovo,385.0
2013,Number,Both sexes,15-19,Orašje,1407.0
2013,Number,M,15-19,Orašje,710.0
2013,Number,F,15-19,Orašje,697.0
2013,Number,Both sexes,15-19,Osmaci,429.0
2013,Number,M,15-19,Osmaci,220.0
2013,Number,F,15-19,Osmaci,209.0
2013,Number,Both sexes,15-19,Oštra Luka,220.0
2013,Number,M,15-19,Oštra Luka,118.0
2013,Number,F,15-19,Oštra Luka,102.0
2013,Number,Both sexes,15-19,Pale - FBIH,74.0
2013,Number,M,15-19,Pale - FBIH,29.0
2013,Number,F,15-19,Pale - FBIH,45.0
2013,Number,Both sexes,15-19,Pale - RS,1302.0
2013,Number,M,15-19,Pale - RS,645.0
2013,Number,F,15-19,Pale - RS,657.0
2013,Number,Both sexes,15-19,Pelagićevo,301.0
2013,Number,M,15-19,Pelagićevo,158.0
2013,Number,F,15-19,Pelagićevo,143.0
2013,Number,Both sexes,15-19,Petrovac,13.0
2013,Number,M,15-19,Petrovac,7.0
2013,Number,F,15-19,Petrovac,6.0
2013,Number,Both sexes,15-19,Petrovo,352.0
2013,Number,M,15-19,Petrovo,186.0
2013,Number,F,15-19,Petrovo,166.0
2013,Number,Both sexes,15-19,Posušje,1702.0
2013,Number,M,15-19,Posušje,892.0
2013,Number,F,15-19,Posušje,810.0
2013,Number,Both sexes,15-19,Prijedor,5681.0
2013,Number,M,15-19,Prijedor,2896.0
2013,Number,F,15-19,Prijedor,2785.0
2013,Number,Both sexes,15-19,Prnjavor,2388.0
2013,Number,M,15-19,Prnjavor,1279.0
2013,Number,F,15-19,Prnjavor,1109.0
2013,Number,Both sexes,15-19,Prozor,1134.0
2013,Number,M,15-19,Prozor,596.0
2013,Number,F,15-19,Prozor,538.0
2013,Number,Both sexes,15-19,Ravno,193.0
2013,Number,M,15-19,Ravno,100.0
2013,Number,F,15-19,Ravno,93.0
2013,Number,Both sexes,15-19,Ribnik,360.0
2013,Number,M,15-19,Ribnik,168.0
2013,Number,F,15-19,Ribnik,192.0
2013,Number,Both sexes,15-19,Rogatica,622.0
2013,Number,M,15-19,Rogatica,335.0
2013,Number,F,15-19,Rogatica,287.0
2013,Number,Both sexes,15-19,Rudo,388.0
2013,Number,M,15-19,Rudo,202.0
2013,Number,F,15-19,Rudo,186.0
2013,Number,Both sexes,15-19,Sanski Most,3121.0
2013,Number,M,15-19,Sanski Most,1640.0
2013,Number,F,15-19,Sanski Most,1481.0
2013,Number,Both sexes,15-19,Sapna,1061.0
2013,Number,M,15-19,Sapna,585.0
2013,Number,F,15-19,Sapna,476.0
2013,Number,Both sexes,15-19,Sokolac,692.0
2013,Number,M,15-19,Sokolac,356.0
2013,Number,F,15-19,Sokolac,336.0
2013,Number,Both sexes,15-19,Srbac,1059.0
2013,Number,M,15-19,Srbac,544.0
2013,Number,F,15-19,Srbac,515.0
2013,Number,Both sexes,15-19,Srebrenica,942.0
2013,Number,M,15-19,Srebrenica,509.0
2013,Number,F,15-19,Srebrenica,433.0
2013,Number,Both sexes,15-19,Srebrenik,2934.0
2013,Number,M,15-19,Srebrenik,1487.0
2013,Number,F,15-19,Srebrenik,1447.0
2013,Number,Both sexes,15-19,Sarajevo - Stari Grad,2301.0
2013,Number,M,15-19,Sarajevo - Stari Grad,1190.0
2013,Number,F,15-19,Sarajevo - Stari Grad,1111.0
2013,Number,Both sexes,15-19,Stolac,1083.0
2013,Number,M,15-19,Stolac,565.0
2013,Number,F,15-19,Stolac,518.0
2013,Number,Both sexes,15-19,Šamac,1075.0
2013,Number,M,15-19,Šamac,527.0
2013,Number,F,15-19,Šamac,548.0
2013,Number,Both sexes,15-19,Šekovići,403.0
2013,Number,M,15-19,Šekovići,194.0
2013,Number,F,15-19,Šekovići,209.0
2013,Number,Both sexes,15-19,Šipovo,609.0
2013,Number,M,15-19,Šipovo,326.0
2013,Number,F,15-19,Šipovo,283.0
2013,Number,Both sexes,15-19,Široki Brijeg,2331.0
2013,Number,M,15-19,Široki Brijeg,1208.0
2013,Number,F,15-19,Široki Brijeg,1123.0
2013,Number,Both sexes,15-19,Teočak,605.0
2013,Number,M,15-19,Teočak,310.0
2013,Number,F,15-19,Teočak,295.0
2013,Number,Both sexes,15-19,Teslić,2567.0
2013,Number,M,15-19,Teslić,1305.0
2013,Number,F,15-19,Teslić,1262.0
2013,Number,Both sexes,15-19,Tešanj,3588.0
2013,Number,M,15-19,Tešanj,1908.0
2013,Number,F,15-19,Tešanj,1680.0
2013,Number,Both sexes,15-19,Tomislavgrad,2418.0
2013,Number,M,15-19,Tomislavgrad,1237.0
2013,Number,F,15-19,Tomislavgrad,1181.0
2013,Number,Both sexes,15-19,Travnik,4087.0
2013,Number,M,15-19,Travnik,2136.0
2013,Number,F,15-19,Travnik,1951.0
2013,Number,Both sexes,15-19,Trebinje,1694.0
2013,Number,M,15-19,Trebinje,885.0
2013,Number,F,15-19,Trebinje,809.0
2013,Number,Both sexes,15-19,Trnovo - FBIH,59.0
2013,Number,M,15-19,Trnovo - FBIH,31.0
2013,Number,F,15-19,Trnovo - FBIH,28.0
2013,Number,Both sexes,15-19,Trnovo - RS,101.0
2013,Number,M,15-19,Trnovo - RS,41.0
2013,Number,F,15-19,Trnovo - RS,60.0
2013,Number,Both sexes,15-19,Tuzla,6823.0
2013,Number,M,15-19,Tuzla,3582.0
2013,Number,F,15-19,Tuzla,3241.0
2013,Number,Both sexes,15-19,Ugljevik,960.0
2013,Number,M,15-19,Ugljevik,501.0
2013,Number,F,15-19,Ugljevik,459.0
2013,Number,Both sexes,15-19,Usora,557.0
2013,Number,M,15-19,Usora,274.0
2013,Number,F,15-19,Usora,283.0
2013,Number,Both sexes,15-19,Vareš,575.0
2013,Number,M,15-19,Vareš,303.0
2013,Number,F,15-19,Vareš,272.0
2013,Number,Both sexes,15-19,Velika Kladuša,3202.0
2013,Number,M,15-19,Velika Kladuša,1627.0
2013,Number,F,15-19,Velika Kladuša,1575.0
2013,Number,Both sexes,15-19,Visoko,2828.0
2013,Number,M,15-19,Visoko,1473.0
2013,Number,F,15-19,Visoko,1355.0
2013,Number,Both sexes,15-19,Višegrad,586.0
2013,Number,M,15-19,Višegrad,290.0
2013,Number,F,15-19,Višegrad,296.0
2013,Number,Both sexes,15-19,Vitez,2114.0
2013,Number,M,15-19,Vitez,1052.0
2013,Number,F,15-19,Vitez,1062.0
2013,Number,Both sexes,15-19,Vlasenica,806.0
2013,Number,M,15-19,Vlasenica,402.0
2013,Number,F,15-19,Vlasenica,404.0
2013,Number,Both sexes,15-19,Sarajevo - Vogošća,1856.0
2013,Number,M,15-19,Sarajevo - Vogošća,933.0
2013,Number,F,15-19,Sarajevo - Vogošća,923.0
2013,Number,Both sexes,15-19,Vukosavlje,298.0
2013,Number,M,15-19,Vukosavlje,167.0
2013,Number,F,15-19,Vukosavlje,131.0
2013,Number,Both sexes,15-19,Zavidovići,2919.0
2013,Number,M,15-19,Zavidovići,1545.0
2013,Number,F,15-19,Zavidovići,1374.0
2013,Number,Both sexes,15-19,Zenica,7985.0
2013,Number,M,15-19,Zenica,4133.0
2013,Number,F,15-19,Zenica,3852.0
2013,Number,Both sexes,15-19,Zvornik,3646.0
2013,Number,M,15-19,Zvornik,1933.0
2013,Number,F,15-19,Zvornik,1713.0
2013,Number,Both sexes,15-19,Žepče,2586.0
2013,Number,M,15-19,Žepče,1332.0
2013,Number,F,15-19,Žepče,1254.0
2013,Number,Both sexes,15-19,Živinice,4417.0
2013,Number,M,15-19,Živinice,2238.0
2013,Number,F,15-19,Živinice,2179.0
2013,Number,Both sexes,20-24,Banja Luka,10533.0
2013,Number,M,20-24,Banja Luka,5213.0
2013,Number,F,20-24,Banja Luka,5320.0
2013,Number,Both sexes,20-24,Banovići,1721.0
2013,Number,M,20-24,Banovići,892.0
2013,Number,F,20-24,Banovići,829.0
2013,Number,Both sexes,20-24,Berkovići,95.0
2013,Number,M,20-24,Berkovići,44.0
2013,Number,F,20-24,Berkovići,51.0
2013,Number,Both sexes,20-24ać,3937,
2013,Number,M,20-24ać,1992,
2013,Number,F,20-24ać,1945,
2013,Number,Both sexes,20-24,Bijeljina,6177.0
2013,Number,M,20-24,Bijeljina,3160.0
2013,Number,F,20-24,Bijeljina,3017.0
2013,Number,Both sexes,20-24,Bileća,663.0
2013,Number,M,20-24,Bileća,336.0
2013,Number,F,20-24,Bileća,327.0
2013,Number,Both sexes,20-24,Bosanska Krupa,1750.0
2013,Number,M,20-24,Bosanska Krupa,903.0
2013,Number,F,20-24,Bosanska Krupa,847.0
2013,Number,Both sexes,20-24,Bosanski Petrovac,336.0
2013,Number,M,20-24,Bosanski Petrovac,162.0
2013,Number,F,20-24,Bosanski Petrovac,174.0
2013,Number,Both sexes,20-24,Bosansko Grahovo,81.0
2013,Number,M,20-24,Bosansko Grahovo,38.0
2013,Number,F,20-24,Bosansko Grahovo,43.0
2013,Number,Both sexes,20-24,Bratunac,1354.0
2013,Number,M,20-24,Bratunac,718.0
2013,Number,F,20-24,Bratunac,636.0
2013,Number,Both sexes,20-24,Brčko,4936.0
2013,Number,M,20-24,Brčko,2528.0
2013,Number,F,20-24,Brčko,2408.0
2013,Number,Both sexes,20-24,Breza,964.0
2013,Number,M,20-24,Breza,488.0
2013,Number,F,20-24,Breza,476.0
2013,Number,Both sexes,20-24,Brod,925.0
2013,Number,M,20-24,Brod,470.0
2013,Number,F,20-24,Brod,455.0
2013,Number,Both sexes,20-24,Bugojno,2252.0
2013,Number,M,20-24,Bugojno,1180.0
2013,Number,F,20-24,Bugojno,1072.0
2013,Number,Both sexes,20-24,Busovača,1251.0
2013,Number,M,20-24,Busovača,629.0
2013,Number,F,20-24,Busovača,622.0
2013,Number,Both sexes,20-24,Bužim,1572.0
2013,Number,M,20-24,Bužim,806.0
2013,Number,F,20-24,Bužim,766.0
2013,Number,Both sexes,20-24,Cazin,5049.0
2013,Number,M,20-24,Cazin,2588.0
2013,Number,F,20-24,Cazin,2461.0
2013,Number,Both sexes,20-24,Sarajevo - Centar,2985.0
2013,Number,M,20-24,Sarajevo - Centar,1485.0
2013,Number,F,20-24,Sarajevo - Centar,1500.0
2013,Number,Both sexes,20-24,Čajniče,307.0
2013,Number,M,20-24,Čajniče,173.0
2013,Number,F,20-24,Čajniče,134.0
2013,Number,Both sexes,20-24,Čapljina,1753.0
2013,Number,M,20-24,Čapljina,905.0
2013,Number,F,20-24,Čapljina,848.0
2013,Number,Both sexes,20-24,Čelić,702.0
2013,Number,M,20-24,Čelić,367.0
2013,Number,F,20-24,Čelić,335.0
2013,Number,Both sexes,20-24,Čelinac,1001.0
2013,Number,M,20-24,Čelinac,528.0
2013,Number,F,20-24,Čelinac,473.0
2013,Number,Both sexes,20-24,Čitluk,1365.0
2013,Number,M,20-24,Čitluk,710.0
2013,Number,F,20-24,Čitluk,655.0
2013,Number,Both sexes,20-24,Derventa,1515.0
2013,Number,M,20-24,Derventa,791.0
2013,Number,F,20-24,Derventa,724.0
2013,Number,Both sexes,20-24,Doboj,3923.0
2013,Number,M,20-24,Doboj,2043.0
2013,Number,F,20-24,Doboj,1880.0
2013,Number,Both sexes,20-24,Doboj-Istok,725.0
2013,Number,M,20-24,Doboj-Istok,371.0
2013,Number,F,20-24,Doboj-Istok,354.0
2013,Number,Both sexes,20-24,Doboj-Jug,296.0
2013,Number,M,20-24,Doboj-Jug,150.0
2013,Number,F,20-24,Doboj-Jug,146.0
2013,Number,Both sexes,20-24,Dobretići,97.0
2013,Number,M,20-24,Dobretići,52.0
2013,Number,F,20-24,Dobretići,45.0
2013,Number,Both sexes,20-24,Domaljevac-Šamac,311.0
2013,Number,M,20-24,Domaljevac-Šamac,161.0
2013,Number,F,20-24,Domaljevac-Šamac,150.0
2013,Number,Both sexes,20-24,Donji Vakuf,940.0
2013,Number,M,20-24,Donji Vakuf,479.0
2013,Number,F,20-24,Donji Vakuf,461.0
2013,Number,Both sexes,20-24,Donji Žabar,238.0
2013,Number,M,20-24,Donji Žabar,122.0
2013,Number,F,20-24,Donji Žabar,116.0
2013,Number,Both sexes,20-24,Drvar,298.0
2013,Number,M,20-24,Drvar,166.0
2013,Number,F,20-24,Drvar,132.0
2013,Number,Both sexes,20-24,Foča - FBIH,125.0
2013,Number,M,20-24,Foča - FBIH,59.0
2013,Number,F,20-24,Foča - FBIH,66.0
2013,Number,Both sexes,20-24,Foča - RS,1126.0
2013,Number,M,20-24,Foča - RS,574.0
2013,Number,F,20-24,Foča - RS,552.0
2013,Number,Both sexes,20-24,Fojnica,774.0
2013,Number,M,20-24,Fojnica,410.0
2013,Number,F,20-24,Fojnica,364.0
2013,Number,Both sexes,20-24,Gacko,508.0
2013,Number,M,20-24,Gacko,269.0
2013,Number,F,20-24,Gacko,239.0
2013,Number,Both sexes,20-24,Glamoč,174.0
2013,Number,M,20-24,Glamoč,88.0
2013,Number,F,20-24,Glamoč,86.0
2013,Number,Both sexes,20-24,Goražde,1259.0
2013,Number,M,20-24,Goražde,657.0
2013,Number,F,20-24,Goražde,602.0
2013,Number,Both sexes,20-24,Gornji Vakuf-Uskoplje,1551.0
2013,Number,M,20-24,Gornji Vakuf-Uskoplje,797.0
2013,Number,F,20-24,Gornji Vakuf-Uskoplje,754.0
2013,Number,Both sexes,20-24,Gračanica,3206.0
2013,Number,M,20-24,Gračanica,1567.0
2013,Number,F,20-24,Gračanica,1639.0
2013,Number,Both sexes,20-24,Gradačac,2535.0
2013,Number,M,20-24,Gradačac,1308.0
2013,Number,F,20-24,Gradačac,1227.0
2013,Number,Both sexes,20-24,Gradiška,2897.0
2013,Number,M,20-24,Gradiška,1519.0
2013,Number,F,20-24,Gradiška,1378.0
2013,Number,Both sexes,20-24,Grude,1155.0
2013,Number,M,20-24,Grude,611.0
2013,Number,F,20-24,Grude,544.0
2013,Number,Both sexes,20-24,Sarajevo - Hadžići,1653.0
2013,Number,M,20-24,Sarajevo - Hadžići,870.0
2013,Number,F,20-24,Sarajevo - Hadžići,783.0
2013,Number,Both sexes,20-24,Han Pijesak,154.0
2013,Number,M,20-24,Han Pijesak,92.0
2013,Number,F,20-24,Han Pijesak,62.0
2013,Number,Both sexes,20-24,Sarajevo - Ilidža,4537.0
2013,Number,M,20-24,Sarajevo - Ilidža,2347.0
2013,Number,F,20-24,Sarajevo - Ilidža,2190.0
2013,Number,Both sexes,20-24,Sarajevo - Ilijaš,1577.0
2013,Number,M,20-24,Sarajevo - Ilijaš,819.0
2013,Number,F,20-24,Sarajevo - Ilijaš,758.0
2013,Number,Both sexes,20-24,Istočna Ilidža,837.0
2013,Number,M,20-24,Istočna Ilidža,426.0
2013,Number,F,20-24,Istočna Ilidža,411.0
2013,Number,Both sexes,20-24,Istočni Drvar,3.0
2013,Number,M,20-24,Istočni Drvar,1.0
2013,Number,F,20-24,Istočni Drvar,2.0
2013,Number,Both sexes,20-24,Istočni Mostar,10.0
2013,Number,M,20-24,Istočni Mostar,8.0
2013,Number,F,20-24,Istočni Mostar,2.0
2013,Number,Both sexes,20-24,Istočni Stari Grad,48.0
2013,Number,M,20-24,Istočni Stari Grad,28.0
2013,Number,F,20-24,Istočni Stari Grad,20.0
2013,Number,Both sexes,20-24,Istočno Novo Sarajevo,613.0
2013,Number,M,20-24,Istočno Novo Sarajevo,302.0
2013,Number,F,20-24,Istočno Novo Sarajevo,311.0
2013,Number,Both sexes,20-24,Jablanica,743.0
2013,Number,M,20-24,Jablanica,375.0
2013,Number,F,20-24,Jablanica,368.0
2013,Number,Both sexes,20-24,Jajce,1853.0
2013,Number,M,20-24,Jajce,1007.0
2013,Number,F,20-24,Jajce,846.0
2013,Number,Both sexes,20-24,Jezero,66.0
2013,Number,M,20-24,Jezero,37.0
2013,Number,F,20-24,Jezero,29.0
2013,Number,Both sexes,20-24,Kakanj,2740.0
2013,Number,M,20-24,Kakanj,1362.0
2013,Number,F,20-24,Kakanj,1378.0
2013,Number,Both sexes,20-24,Kalesija,2617.0
2013,Number,M,20-24,Kalesija,1356.0
2013,Number,F,20-24,Kalesija,1261.0
2013,Number,Both sexes,20-24,Kalinovik,104.0
2013,Number,M,20-24,Kalinovik,58.0
2013,Number,F,20-24,Kalinovik,46.0
2013,Number,Both sexes,20-24,Kiseljak,1426.0
2013,Number,M,20-24,Kiseljak,712.0
2013,Number,F,20-24,Kiseljak,714.0
2013,Number,Both sexes,20-24,Kladanj,934.0
2013,Number,M,20-24,Kladanj,488.0
2013,Number,F,20-24,Kladanj,446.0
2013,Number,Both sexes,20-24,Ključ,1156.0
2013,Number,M,20-24,Ključ,588.0
2013,Number,F,20-24,Ključ,568.0
2013,Number,Both sexes,20-24,Kneževo,588.0
2013,Number,M,20-24,Kneževo,308.0
2013,Number,F,20-24,Kneževo,280.0
2013,Number,Both sexes,20-24,Konjic,1503.0
2013,Number,M,20-24,Konjic,797.0
2013,Number,F,20-24,Konjic,706.0
2013,Number,Both sexes,20-24,Kostajnica,336.0
2013,Number,M,20-24,Kostajnica,177.0
2013,Number,F,20-24,Kostajnica,159.0
2013,Number,Both sexes,20-24,Kotor Varoš,1413.0
2013,Number,M,20-24,Kotor Varoš,745.0
2013,Number,F,20-24,Kotor Varoš,668.0
2013,Number,Both sexes,20-24,Kozarska Dubica,1202.0
2013,Number,M,20-24,Kozarska Dubica,630.0
2013,Number,F,20-24,Kozarska Dubica,572.0
2013,Number,Both sexes,20-24,Kreševo,363.0
2013,Number,M,20-24,Kreševo,184.0
2013,Number,F,20-24,Kreševo,179.0
2013,Number,Both sexes,20-24,Krupa Na Uni,81.0
2013,Number,M,20-24,Krupa Na Uni,50.0
2013,Number,F,20-24,Krupa Na Uni,31.0
2013,Number,Both sexes,20-24,Kupres - FBIH,338.0
2013,Number,M,20-24,Kupres - FBIH,162.0
2013,Number,F,20-24,Kupres - FBIH,176.0
2013,Number,Both sexes,20-24,Kupres - RS,8.0
2013,Number,M,20-24,Kupres - RS,5.0
2013,Number,F,20-24,Kupres - RS,3.0
2013,Number,Both sexes,20-24,Laktaši,2059.0
2013,Number,M,20-24,Laktaši,1073.0
2013,Number,F,20-24,Laktaši,986.0
2013,Number,Both sexes,20-24,Livno,2283.0
2013,Number,M,20-24,Livno,1217.0
2013,Number,F,20-24,Livno,1066.0
2013,Number,Both sexes,20-24,Lopare,925.0
2013,Number,M,20-24,Lopare,474.0
2013,Number,F,20-24,Lopare,451.0
2013,Number,Both sexes,20-24,Lukavac,2970.0
2013,Number,M,20-24,Lukavac,1568.0
2013,Number,F,20-24,Lukavac,1402.0
2013,Number,Both sexes,20-24,Ljubinje,215.0
2013,Number,M,20-24,Ljubinje,117.0
2013,Number,F,20-24,Ljubinje,98.0
2013,Number,Both sexes,20-24,Ljubuški,1976.0
2013,Number,M,20-24,Ljubuški,977.0
2013,Number,F,20-24,Ljubuški,999.0
2013,Number,Both sexes,20-24,Maglaj,1563.0
2013,Number,M,20-24,Maglaj,782.0
2013,Number,F,20-24,Maglaj,781.0
2013,Number,Both sexes,20-24,Milići,843.0
2013,Number,M,20-24,Milići,465.0
2013,Number,F,20-24,Milići,378.0
2013,Number,Both sexes,20-24,Modriča,1490.0
2013,Number,M,20-24,Modriča,739.0
2013,Number,F,20-24,Modriča,751.0
2013,Number,Both sexes,20-24,Mostar,6871.0
2013,Number,M,20-24,Mostar,3429.0
2013,Number,F,20-24,Mostar,3442.0
2013,Number,Both sexes,20-24,Mrkonjić Grad,892.0
2013,Number,M,20-24,Mrkonjić Grad,465.0
2013,Number,F,20-24,Mrkonjić Grad,427.0
2013,Number,Both sexes,20-24,Neum,278.0
2013,Number,M,20-24,Neum,140.0
2013,Number,F,20-24,Neum,138.0
2013,Number,Both sexes,20-24,Nevesinje,718.0
2013,Number,M,20-24,Nevesinje,367.0
2013,Number,F,20-24,Nevesinje,351.0
2013,Number,Both sexes,20-24,Novi Grad,1640.0
2013,Number,M,20-24,Novi Grad,862.0
2013,Number,F,20-24,Novi Grad,778.0
2013,Number,Both sexes,20-24,Sarajevo - Novi Grad,6821.0
2013,Number,M,20-24,Sarajevo - Novi Grad,3353.0
2013,Number,F,20-24,Sarajevo - Novi Grad,3468.0
2013,Number,Both sexes,20-24,Novi Travnik,1804.0
2013,Number,M,20-24,Novi Travnik,926.0
2013,Number,F,20-24,Novi Travnik,878.0
2013,Number,Both sexes,20-24,Novo Goražde,194.0
2013,Number,M,20-24,Novo Goražde,112.0
2013,Number,F,20-24,Novo Goražde,82.0
2013,Number,Both sexes,20-24,Sarajevo - Novo Sarajevo,3789.0
2013,Number,M,20-24,Sarajevo - Novo Sarajevo,1837.0
2013,Number,F,20-24,Sarajevo - Novo Sarajevo,1952.0
2013,Number,Both sexes,20-24,Odžak,1191.0
2013,Number,M,20-24,Odžak,626.0
2013,Number,F,20-24,Odžak,565.0
2013,Number,Both sexes,20-24,Olovo,719.0
2013,Number,M,20-24,Olovo,399.0
2013,Number,F,20-24,Olovo,320.0
2013,Number,Both sexes,20-24,Orašje,1339.0
2013,Number,M,20-24,Orašje,722.0
2013,Number,F,20-24,Orašje,617.0
2013,Number,Both sexes,20-24,Osmaci,442.0
2013,Number,M,20-24,Osmaci,219.0
2013,Number,F,20-24,Osmaci,223.0
2013,Number,Both sexes,20-24,Oštra Luka,106.0
2013,Number,M,20-24,Oštra Luka,53.0
2013,Number,F,20-24,Oštra Luka,53.0
2013,Number,Both sexes,20-24,Pale - FBIH,53.0
2013,Number,M,20-24,Pale - FBIH,33.0
2013,Number,F,20-24,Pale - FBIH,20.0
2013,Number,Both sexes,20-24,Pale - RS,1404.0
2013,Number,M,20-24,Pale - RS,681.0
2013,Number,F,20-24,Pale - RS,723.0
2013,Number,Both sexes,20-24,Pelagićevo,260.0
2013,Number,M,20-24,Pelagićevo,141.0
2013,Number,F,20-24,Pelagićevo,119.0
2013,Number,Both sexes,20-24,Petrovac,9.0
2013,Number,M,20-24,Petrovac,6.0
2013,Number,F,20-24,Petrovac,3.0
2013,Number,Both sexes,20-24,Petrovo,363.0
2013,Number,M,20-24,Petrovo,187.0
2013,Number,F,20-24,Petrovo,176.0
2013,Number,Both sexes,20-24,Posušje,1512.0
2013,Number,M,20-24,Posušje,781.0
2013,Number,F,20-24,Posušje,731.0
2013,Number,Both sexes,20-24,Prijedor,5504.0
2013,Number,M,20-24,Prijedor,2819.0
2013,Number,F,20-24,Prijedor,2685.0
2013,Number,Both sexes,20-24,Prnjavor,1952.0
2013,Number,M,20-24,Prnjavor,997.0
2013,Number,F,20-24,Prnjavor,955.0
2013,Number,Both sexes,20-24,Prozor,979.0
2013,Number,M,20-24,Prozor,526.0
2013,Number,F,20-24,Prozor,453.0
2013,Number,Both sexes,20-24,Ravno,191.0
2013,Number,M,20-24,Ravno,101.0
2013,Number,F,20-24,Ravno,90.0
2013,Number,Both sexes,20-24,Ribnik,295.0
2013,Number,M,20-24,Ribnik,148.0
2013,Number,F,20-24,Ribnik,147.0
2013,Number,Both sexes,20-24,Rogatica,585.0
2013,Number,M,20-24,Rogatica,287.0
2013,Number,F,20-24,Rogatica,298.0
2013,Number,Both sexes,20-24,Rudo,453.0
2013,Number,M,20-24,Rudo,232.0
