Year,SEX,CAUSE_OF_DEATH,UNIT_MEASURE,Value
2010,M,congenital_malformations_deformations,NUMBER,37
2010,M,symptoms_signs_and_abnormal,NUMBER,1008
2010,M,injuries_poisoning_and_consequences,NUMBER,878
2010,M,external_causes_of_mortality,NUMBER,11
2010,M,unknown,NUMBER,364
2010,M,total,NUMBER,17900
2010,F,infectious_and_parasitic,NUMBER,102
2010,F,neoplasms,NUMBER,2914
2010,F,diseases_of_the_blood,NUMBER,28
2010,F,endocrine_metabolic_and_nutritional,NUMBER,1174
2010,F,mental_and_behavioural_disorders,NUMBER,53
2010,F,diseases_of_the_nervous,NUMBER,172
2010,F,diseases_of_the_eye,NUMBER,1
2010,F,diseases_of_the_circulatory,NUMBER,10106
2010,F,diseases_of_the_respiratory,NUMBER,464
2010,F,diseases_of_the_digestive,NUMBER,374
2010,F,diseases_of_the_skin,NUMBER,9
2010,F,diseases_of_the_musculoskeletal,NUMBER,26
2010,F,diseases_of_the_genitourinary,NUMBER,281
2010,F,pregnancy_childbirth_and_the,NUMBER,1
2010,F,certain_conditions_originating,NUMBER,62
2010,F,congenital_malformations_deformations,NUMBER,26
2010,F,symptoms_signs_and_abnormal,NUMBER,908
2010,F,injuries_poisoning_and_consequences,NUMBER,239
2010,F,external_causes_of_mortality,NUMBER,4
2010,F,unknown,NUMBER,274
2010,F,total,NUMBER,17218
2011,_T,infectious_and_parasitic,NUMBER,298
2011,_T,neoplasms,NUMBER,7214
2011,_T,diseases_of_the_blood,NUMBER,59
2011,_T,endocrine_metabolic_and_nutritional,NUMBER,1940
2011,_T,mental_and_behavioural_disorders,NUMBER,161
2011,_T,diseases_of_the_nervous,NUMBER,410
2011,_T,diseases_of_the_circulatory,NUMBER,18468
2011,_T,diseases_of_the_respiratory,NUMBER,1281
2011,_T,diseases_of_the_digestive,NUMBER,874
2011,_T,diseases_of_the_skin,NUMBER,12
2011,_T,diseases_of_the_musculoskeletal,NUMBER,45
2011,_T,diseases_of_the_genitourinary,NUMBER,551
2011,_T,pregnancy_childbirth_and_the,NUMBER,2
2011,_T,certain_conditions_originating,NUMBER,118
2011,_T,congenital_malformations_deformations,NUMBER,58
2011,_T,symptoms_signs_and_abnormal,NUMBER,1665
2011,_T,injuries_poisoning_and_consequences,NUMBER,1162
2011,_T,external_causes_of_mortality,NUMBER,14
2011,_T,factors_influencing_health_status,NUMBER,1
2011,_T,unknown,NUMBER,695
2011,_T,total,NUMBER,35028
2011,M,infectious_and_parasitic,NUMBER,192
2011,M,neoplasms,NUMBER,4316
2011,M,diseases_of_the_blood,NUMBER,20
2011,M,endocrine_metabolic_and_nutritional,NUMBER,761
2011,M,mental_and_behavioural_disorders,NUMBER,89
2011,M,diseases_of_the_nervous,NUMBER,213
2011,M,diseases_of_the_circulatory,NUMBER,8542
2011,M,diseases_of_the_respiratory,NUMBER,725
2011,M,diseases_of_the_digestive,NUMBER,543
2011,M,diseases_of_the_skin,NUMBER,2
2011,M,diseases_of_the_musculoskeletal,NUMBER,12
2011,M,diseases_of_the_genitourinary,NUMBER,302
2011,M,certain_conditions_originating,NUMBER,67
2011,M,congenital_malformations_deformations,NUMBER,30
2011,M,symptoms_signs_and_abnormal,NUMBER,829
2011,M,injuries_poisoning_and_consequences,NUMBER,930
2011,M,external_causes_of_mortality,NUMBER,13
2011,M,factors_influencing_health_status,NUMBER,1
2011,M,unknown,NUMBER,378
2011,M,total,NUMBER,17965
2011,F,infectious_and_parasitic,NUMBER,106
2011,F,neoplasms,NUMBER,2898
2011,F,diseases_of_the_blood,NUMBER,39
2011,F,endocrine_metabolic_and_nutritional,NUMBER,1179
2011,F,mental_and_behavioural_disorders,NUMBER,72
2011,F,diseases_of_the_nervous,NUMBER,197
2011,F,diseases_of_the_circulatory,NUMBER,9926
2011,F,diseases_of_the_respiratory,NUMBER,556
2011,F,diseases_of_the_digestive,NUMBER,331
2011,F,diseases_of_the_skin,NUMBER,10
2011,F,diseases_of_the_musculoskeletal,NUMBER,33
2011,F,diseases_of_the_genitourinary,NUMBER,249
2011,F,pregnancy_childbirth_and_the,NUMBER,2
2011,F,certain_conditions_originating,NUMBER,51
2011,F,congenital_malformations_deformations,NUMBER,28
2011,F,symptoms_signs_and_abnormal,NUMBER,836
2011,F,injuries_poisoning_and_consequences,NUMBER,232
2011,F,external_causes_of_mortality,NUMBER,1
2011,F,unknown,NUMBER,317
2011,F,total,NUMBER,17063
2012,_T,infectious_and_parasitic,NUMBER,344
2012,_T,neoplasms,NUMBER,7598
2012,_T,diseases_of_the_blood,NUMBER,47
2012,_T,endocrine_metabolic_and_nutritional,NUMBER,1926
2012,_T,mental_and_behavioural_disorders,NUMBER,160
2012,_T,diseases_of_the_nervous,NUMBER,409
2012,_T,diseases_of_the_eye,NUMBER,1
2012,_T,diseases_of_the_circulatory,NUMBER,19252
2012,_T,diseases_of_the_respiratory,NUMBER,1266
2012,_T,diseases_of_the_digestive,NUMBER,978
2012,_T,diseases_of_the_skin,NUMBER,13
2012,_T,diseases_of_the_musculoskeletal,NUMBER,54
2012,_T,diseases_of_the_genitourinary,NUMBER,601
2012,_T,pregnancy_childbirth_and_the,NUMBER,3
2012,_T,certain_conditions_originating,NUMBER,111
2012,_T,congenital_malformations_deformations,NUMBER,40
2012,_T,symptoms_signs_and_abnormal,NUMBER,1207
2012,_T,injuries_poisoning_and_consequences,NUMBER,1067
2012,_T,unknown,NUMBER,740
2012,_T,total,NUMBER,35817
2012,M,infectious_and_parasitic,NUMBER,185
2012,M,neoplasms,NUMBER,4458
2012,M,diseases_of_the_blood,NUMBER,25
2012,M,endocrine_metabolic_and_nutritional,NUMBER,785
2012,M,mental_and_behavioural_disorders,NUMBER,109
2012,M,diseases_of_the_nervous,NUMBER,207
2012,M,diseases_of_the_circulatory,NUMBER,9060
2012,M,diseases_of_the_respiratory,NUMBER,754
2012,M,diseases_of_the_digestive,NUMBER,588
2012,M,diseases_of_the_skin,NUMBER,6
2012,M,diseases_of_the_musculoskeletal,NUMBER,15
2012,M,diseases_of_the_genitourinary,NUMBER,303
2012,M,certain_conditions_originating,NUMBER,67
2012,M,congenital_malformations_deformations,NUMBER,26
2012,M,symptoms_signs_and_abnormal,NUMBER,609
2012,M,injuries_poisoning_and_consequences,NUMBER,830
2012,M,unknown,NUMBER,409
2012,M,total,NUMBER,18436
2012,F,infectious_and_parasitic,NUMBER,159
2012,F,neoplasms,NUMBER,3140
2012,F,diseases_of_the_blood,NUMBER,22
2012,F,endocrine_metabolic_and_nutritional,NUMBER,1141
2012,F,mental_and_behavioural_disorders,NUMBER,51
2012,F,diseases_of_the_nervous,NUMBER,202
2012,F,diseases_of_the_eye,NUMBER,1
2012,F,diseases_of_the_circulatory,NUMBER,10192
2012,F,diseases_of_the_respiratory,NUMBER,512
2012,F,diseases_of_the_digestive,NUMBER,390
2012,F,diseases_of_the_skin,NUMBER,7
2012,F,diseases_of_the_musculoskeletal,NUMBER,39
2012,F,diseases_of_the_genitourinary,NUMBER,298
2012,F,pregnancy_childbirth_and_the,NUMBER,3
2012,F,certain_conditions_originating,NUMBER,44
2012,F,congenital_malformations_deformations,NUMBER,14
2012,F,symptoms_signs_and_abnormal,NUMBER,598
2012,F,injuries_poisoning_and_consequences,NUMBER,237
2012,F,unknown,NUMBER,331
2012,F,total,NUMBER,17381
2013,_T,infectious_and_parasitic,NUMBER,268
2013,_T,neoplasms,NUMBER,7506
2013,_T,diseases_of_the_blood,NUMBER,50
2013,_T,endocrine_metabolic_and_nutritional,NUMBER,1970
2013,_T,mental_and_behavioural_disorders,NUMBER,192
2013,_T,diseases_of_the_nervous,NUMBER,382
2013,_T,diseases_of_the_circulatory,NUMBER,18186
2013,_T,diseases_of_the_respiratory,NUMBER,1428
2013,_T,diseases_of_the_digestive,NUMBER,955
2013,_T,diseases_of_the_skin,NUMBER,31
2013,_T,diseases_of_the_musculoskeletal,NUMBER,57
2013,_T,diseases_of_the_genitourinary,NUMBER,581
2013,_T,certain_conditions_originating,NUMBER,101
2013,_T,congenital_malformations_deformations,NUMBER,38
2013,_T,symptoms_signs_and_abnormal,NUMBER,2107
2013,_T,injuries_poisoning_and_consequences,NUMBER,1024
2013,_T,external_causes_of_mortality,NUMBER,4
2013,_T,unknown,NUMBER,782
2013,_T,total,NUMBER,35662
2013,M,infectious_and_parasitic,NUMBER,165
2013,M,neoplasms,NUMBER,4384
2013,M,diseases_of_the_blood,NUMBER,20
2013,M,endocrine_metabolic_and_nutritional,NUMBER,820
2013,M,mental_and_behavioural_disorders,NUMBER,101
2013,M,diseases_of_the_nervous,NUMBER,198
2013,M,diseases_of_the_circulatory,NUMBER,8458
2013,M,diseases_of_the_respiratory,NUMBER,827
2013,M,diseases_of_the_digestive,NUMBER,526
2013,M,diseases_of_the_skin,NUMBER,12
2013,M,diseases_of_the_musculoskeletal,NUMBER,18
2013,M,diseases_of_the_genitourinary,NUMBER,304
2013,M,certain_conditions_originating,NUMBER,62
2013,M,congenital_malformations_deformations,NUMBER,19
2013,M,symptoms_signs_and_abnormal,NUMBER,1112
2013,M,injuries_poisoning_and_consequences,NUMBER,794
2013,M,external_causes_of_mortality,NUMBER,4
2013,M,unknown,NUMBER,393
2013,M,total,NUMBER,18217
2013,F,infectious_and_parasitic,NUMBER,103
2013,F,neoplasms,NUMBER,3122
2013,F,diseases_of_the_blood,NUMBER,30
2013,F,endocrine_metabolic_and_nutritional,NUMBER,1150
2013,F,mental_and_behavioural_disorders,NUMBER,91
2013,F,diseases_of_the_nervous,NUMBER,184
2013,F,diseases_of_the_circulatory,NUMBER,9728
2013,F,diseases_of_the_respiratory,NUMBER,601
2013,F,diseases_of_the_digestive,NUMBER,429
2013,F,diseases_of_the_skin,NUMBER,19
2013,F,diseases_of_the_musculoskeletal,NUMBER,39
2013,F,diseases_of_the_genitourinary,NUMBER,277
2013,F,certain_conditions_originating,NUMBER,39
2013,F,congenital_malformations_deformations,NUMBER,19
2013,F,symptoms_signs_and_abnormal,NUMBER,995
2013,F,injuries_poisoning_and_consequences,NUMBER,230
2013,F,unknown,NUMBER,389
2013,F,total,NUMBER,17445
2014,_T,infectious_and_parasitic,NUMBER,291
2014,_T,neoplasms,NUMBER,7821
2014,_T,diseases_of_the_blood,NUMBER,42
2014,_T,endocrine_metabolic_and_nutritional,NUMBER,2267
2014,_T,mental_and_behavioural_disorders,NUMBER,225
2014,_T,diseases_of_the_nervous,NUMBER,396
2014,_T,diseases_of_the_eye,NUMBER,6
2014,_T,diseases_of_the_circulatory,NUMBER,17930
2014,_T,diseases_of_the_respiratory,NUMBER,1409
2014,_T,diseases_of_the_digestive,NUMBER,949
2014,_T,diseases_of_the_skin,NUMBER,32
2014,_T,diseases_of_the_musculoskeletal,NUMBER,61
2014,_T,diseases_of_the_genitourinary,NUMBER,536
2014,_T,certain_conditions_originating,NUMBER,85
2014,_T,congenital_malformations_deformations,NUMBER,49
2014,_T,symptoms_signs_and_abnormal,NUMBER,2241
2014,_T,injuries_poisoning_and_consequences,NUMBER,1032
2014,_T,external_causes_of_mortality,NUMBER,17
2014,_T,factors_influencing_health_status,NUMBER,1
2014,_T,unknown,NUMBER,590
2014,_T,total,NUMBER,35980
2014,M,infectious_and_parasitic,NUMBER,164
2014,M,neoplasms,NUMBER,4569
2014,M,diseases_of_the_blood,NUMBER,14
2014,M,endocrine_metabolic_and_nutritional,NUMBER,925
2014,M,mental_and_behavioural_disorders,NUMBER,142
2014,M,diseases_of_the_nervous,NUMBER,207
2014,M,diseases_of_the_circulatory,NUMBER,8336
2014,M,diseases_of_the_respiratory,NUMBER,840
2014,M,diseases_of_the_digestive,NUMBER,545
2014,M,diseases_of_the_skin,NUMBER,16
2014,M,diseases_of_the_musculoskeletal,NUMBER,16
2014,M,diseases_of_the_genitourinary,NUMBER,260
2014,M,certain_conditions_originating,NUMBER,42
2014,M,congenital_malformations_deformations,NUMBER,20
2014,M,symptoms_signs_and_abnormal,NUMBER,1132
2014,M,injuries_poisoning_and_consequences,NUMBER,795
2014,M,external_causes_of_mortality,NUMBER,10
2014,M,unknown,NUMBER,327
2014,M,total,NUMBER,18360
2014,F,infectious_and_parasitic,NUMBER,127
2014,F,neoplasms,NUMBER,3252
2014,F,diseases_of_the_blood,NUMBER,28
2014,F,endocrine_metabolic_and_nutritional,NUMBER,1342
2014,F,mental_and_behavioural_disorders,NUMBER,83
2014,F,diseases_of_the_nervous,NUMBER,189
2014,F,diseases_of_the_eye,NUMBER,6
2014,F,diseases_of_the_circulatory,NUMBER,9594
2014,F,diseases_of_the_respiratory,NUMBER,569
2014,F,diseases_of_the_digestive,NUMBER,404
2014,F,diseases_of_the_skin,NUMBER,16
2014,F,diseases_of_the_musculoskeletal,NUMBER,45
2014,F,diseases_of_the_genitourinary,NUMBER,276
2014,F,certain_conditions_originating,NUMBER,43
2014,F,congenital_malformations_deformations,NUMBER,29
2014,F,symptoms_signs_and_abnormal,NUMBER,1109
2014,F,injuries_poisoning_and_consequences,NUMBER,237
2014,F,external_causes_of_mortality,NUMBER,7
2014,F,factors_influencing_health_status,NUMBER,1
2014,F,unknown,NUMBER,263
2014,F,total,NUMBER,17620
2015,_T,infectious_and_parasitic,NUMBER,370
2015,_T,neoplasms,NUMBER,7956
2015,_T,diseases_of_the_blood,NUMBER,55
2015,_T,endocrine_metabolic_and_nutritional,NUMBER,2025
2015,_T,mental_and_behavioural_disorders,NUMBER,188
2015,_T,diseases_of_the_nervous,NUMBER,447
2015,_T,diseases_of_the_eye,NUMBER,1
2015,_T,diseases_of_the_circulatory,NUMBER,19713
2015,_T,diseases_of_the_respiratory,NUMBER,1718
2015,_T,diseases_of_the_digestive,NUMBER,988
2015,_T,diseases_of_the_skin,NUMBER,42
2015,_T,diseases_of_the_musculoskeletal,NUMBER,55
2015,_T,diseases_of_the_genitourinary,NUMBER,684
2015,_T,pregnancy_childbirth_and_the,NUMBER,1
2015,_T,certain_conditions_originating,NUMBER,126
2015,_T,congenital_malformations_deformations,NUMBER,31
2015,_T,symptoms_signs_and_abnormal,NUMBER,2098
2015,_T,injuries_poisoning_and_consequences,NUMBER,1103
2015,_T,external_causes_of_mortality,NUMBER,8
2015,_T,unknown,NUMBER,541
2015,_T,total,NUMBER,38150
2015,M,infectious_and_parasitic,NUMBER,207
2015,M,neoplasms,NUMBER,4525
2015,M,diseases_of_the_blood,NUMBER,19
2015,M,endocrine_metabolic_and_nutritional,NUMBER,856
2015,M,mental_and_behavioural_disorders,NUMBER,102
2015,M,diseases_of_the_nervous,NUMBER,241
2015,M,diseases_of_the_circulatory,NUMBER,9012
2015,M,diseases_of_the_respiratory,NUMBER,972
2015,M,diseases_of_the_digestive,NUMBER,571
2015,M,diseases_of_the_skin,NUMBER,16
2015,M,diseases_of_the_musculoskeletal,NUMBER,21
2015,M,diseases_of_the_genitourinary,NUMBER,331
2015,M,certain_conditions_originating,NUMBER,67
2015,M,congenital_malformations_deformations,NUMBER,15
2015,M,symptoms_signs_and_abnormal,NUMBER,1102
2015,M,injuries_poisoning_and_consequences,NUMBER,840
2015,M,external_causes_of_mortality,NUMBER,5
2015,M,unknown,NUMBER,317
2015,M,total,NUMBER,19219
2015,F,infectious_and_parasitic,NUMBER,163
2015,F,neoplasms,NUMBER,3431
2015,F,diseases_of_the_blood,NUMBER,36
2015,F,endocrine_metabolic_and_nutritional,NUMBER,1169
2015,F,mental_and_behavioural_disorders,NUMBER,86
2015,F,diseases_of_the_nervous,NUMBER,206
2015,F,diseases_of_the_eye,NUMBER,1
2015,F,diseases_of_the_circulatory,NUMBER,10701
2015,F,diseases_of_the_respiratory,NUMBER,746
2015,F,diseases_of_the_digestive,NUMBER,417
2015,F,diseases_of_the_skin,NUMBER,26
2015,F,diseases_of_the_musculoskeletal,NUMBER,34
2015,F,diseases_of_the_genitourinary,NUMBER,353
2015,F,pregnancy_childbirth_and_the,NUMBER,1
2015,F,certain_conditions_originating,NUMBER,59
2015,F,congenital_malformations_deformations,NUMBER,16
2015,F,symptoms_signs_and_abnormal,NUMBER,996
2015,F,injuries_poisoning_and_consequences,NUMBER,263
2015,F,external_causes_of_mortality,NUMBER,3
2015,F,unknown,NUMBER,224
2015,F,total,NUMBER,18931
2016,_T,infectious_and_parasitic,NUMBER,412
2016,_T,neoplasms,NUMBER,7761
2016,_T,diseases_of_the_blood,NUMBER,54
2016,_T,endocrine_metabolic_and_nutritional,NUMBER,1961
2016,_T,mental_and_behavioural_disorders,NUMBER,226
2016,_T,diseases_of_the_nervous,NUMBER,386
2016,_T,diseases_of_the_eye,NUMBER,8
2016,_T,diseases_of_the_circulatory,NUMBER,18959
2016,_T,diseases_of_the_respiratory,NUMBER,1487
2016,_T,diseases_of_the_digestive,NUMBER,1077
2016,_T,diseases_of_the_skin,NUMBER,35
2016,_T,diseases_of_the_musculoskeletal,NUMBER,46
2016,_T,diseases_of_the_genitourinary,NUMBER,696
2016,_T,pregnancy_childbirth_and_the,NUMBER,1
2016,_T,certain_conditions_originating,NUMBER,117
2016,_T,congenital_malformations_deformations,NUMBER,16
2016,_T,symptoms_signs_and_abnormal,NUMBER,1730
2016,_T,injuries_poisoning_and_consequences,NUMBER,1040
2016,_T,external_causes_of_mortality,NUMBER,14
2016,_T,unknown,NUMBER,545
2016,_T,total,NUMBER,36571
2016,M,infectious_and_parasitic,NUMBER,214
2016,M,neoplasms,NUMBER,4464
2016,M,diseases_of_the_blood,NUMBER,22
2016,M,endocrine_metabolic_and_nutritional,NUMBER,789
2016,M,mental_and_behavioural_disorders,NUMBER,141
2016,M,diseases_of_the_nervous,NUMBER,213
2016,M,diseases_of_the_eye,NUMBER,6
2016,M,diseases_of_the_circulatory,NUMBER,8780
2016,M,diseases_of_the_respiratory,NUMBER,879
2016,M,diseases_of_the_digestive,NUMBER,619
2016,M,diseases_of_the_skin,NUMBER,16
2016,M,diseases_of_the_musculoskeletal,NUMBER,9
2016,M,diseases_of_the_genitourinary,NUMBER,345
2016,M,certain_conditions_originating,NUMBER,74
2016,M,congenital_malformations_deformations,NUMBER,9
2016,M,symptoms_signs_and_abnormal,NUMBER,872
2016,M,injuries_poisoning_and_consequences,NUMBER,783
2016,M,external_causes_of_mortality,NUMBER,11
2016,M,unknown,NUMBER,296
2016,M,total,NUMBER,18542
2016,F,infectious_and_parasitic,NUMBER,198
2016,F,neoplasms,NUMBER,3297
2016,F,diseases_of_the_blood,NUMBER,32
2016,F,endocrine_metabolic_and_nutritional,NUMBER,1172
2016,F,mental_and_behavioural_disorders,NUMBER,85
2016,F,diseases_of_the_nervous,NUMBER,173
2016,F,diseases_of_the_eye,NUMBER,2
2016,F,diseases_of_the_circulatory,NUMBER,10179
2016,F,diseases_of_the_respiratory,NUMBER,608
2016,F,diseases_of_the_digestive,NUMBER,458
2016,F,diseases_of_the_skin,NUMBER,19
2016,F,diseases_of_the_musculoskeletal,NUMBER,37
2016,F,diseases_of_the_genitourinary,NUMBER,351
2016,F,pregnancy_childbirth_and_the,NUMBER,1
2016,F,certain_conditions_originating,NUMBER,43
2016,F,congenital_malformations_deformations,NUMBER,7
2016,F,symptoms_signs_and_abnormal,NUMBER,858
2016,F,injuries_poisoning_and_consequences,NUMBER,257
2016,F,external_causes_of_mortality,NUMBER,3
2016,F,unknown,NUMBER,249
2016,F,total,NUMBER,18029
2017,_T,infectious_and_parasitic,NUMBER,395
2017,_T,neoplasms,NUMBER,8136
2017,_T,diseases_of_the_blood,NUMBER,69
2017,_T,endocrine_metabolic_and_nutritional,NUMBER,2170
2017,_T,mental_and_behavioural_disorders,NUMBER,265
2017,_T,diseases_of_the_nervous,NUMBER,382
2017,_T,diseases_of_the_eye,NUMBER,5
2017,_T,diseases_of_the_circulatory,NUMBER,19207
2017,_T,diseases_of_the_respiratory,NUMBER,1579
2017,_T,diseases_of_the_digestive,NUMBER,1007
2017,_T,diseases_of_the_skin,NUMBER,44
2017,_T,diseases_of_the_musculoskeletal,NUMBER,44
2017,_T,diseases_of_the_genitourinary,NUMBER,587
2017,_T,certain_conditions_originating,NUMBER,136
2017,_T,congenital_malformations_deformations,NUMBER,27
2017,_T,symptoms_signs_and_abnormal,NUMBER,2294
2017,_T,injuries_poisoning_and_consequences,NUMBER,1067
2017,_T,external_causes_of_mortality,NUMBER,15
2017,_T,unknown,NUMBER,550
2017,_T,total,NUMBER,37979
2017,M,infectious_and_parasitic,NUMBER,209
2017,M,neoplasms,NUMBER,4632
2017,M,diseases_of_the_blood,NUMBER,25
2017,M,endocrine_metabolic_and_nutritional,NUMBER,885
2017,M,mental_and_behavioural_disorders,NUMBER,147
2017,M,diseases_of_the_nervous,NUMBER,193
2017,M,diseases_of_the_eye,NUMBER,2
2017,M,diseases_of_the_circulatory,NUMBER,8880
2017,M,diseases_of_the_respiratory,NUMBER,936
2017,M,diseases_of_the_digestive,NUMBER,570
2017,M,diseases_of_the_skin,NUMBER,12
2017,M,diseases_of_the_musculoskeletal,NUMBER,17
2017,M,diseases_of_the_genitourinary,NUMBER,299
2017,M,certain_conditions_originating,NUMBER,75
2017,M,congenital_malformations_deformations,NUMBER,16
2017,M,symptoms_signs_and_abnormal,NUMBER,1168
2017,M,injuries_poisoning_and_consequences,NUMBER,780
2017,M,external_causes_of_mortality,NUMBER,9
2017,M,unknown,NUMBER,331
2017,M,total,NUMBER,19186
2017,F,infectious_and_parasitic,NUMBER,186
2017,F,neoplasms,NUMBER,3504
2017,F,diseases_of_the_blood,NUMBER,44
2017,F,endocrine_metabolic_and_nutritional,NUMBER,1285
2017,F,mental_and_behavioural_disorders,NUMBER,118
2017,F,diseases_of_the_nervous,NUMBER,189
2017,F,diseases_of_the_eye,NUMBER,3
2017,F,diseases_of_the_circulatory,NUMBER,10327
2017,F,diseases_of_the_respiratory,NUMBER,643
2017,F,diseases_of_the_digestive,NUMBER,437
2017,F,diseases_of_the_skin,NUMBER,32
2017,F,diseases_of_the_musculoskeletal,NUMBER,27
2017,F,diseases_of_the_genitourinary,NUMBER,288
2017,F,certain_conditions_originating,NUMBER,61
2017,F,congenital_malformations_deformations,NUMBER,11
2017,F,symptoms_signs_and_abnormal,NUMBER,1126
2017,F,injuries_poisoning_and_consequences,NUMBER,287
2017,F,external_causes_of_mortality,NUMBER,6
2017,F,unknown,NUMBER,219
2017,F,total,NUMBER,18793
2018,_T,infectious_and_parasitic,NUMBER,443
2018,_T,neoplasms,NUMBER,7881
2018,_T,diseases_of_the_blood,NUMBER,72
2018,_T,endocrine_metabolic_and_nutritional,NUMBER,2086
2018,_T,mental_and_behavioural_disorders,NUMBER,236
2018,_T,diseases_of_the_nervous,NUMBER,337
2018,_T,diseases_of_the_circulatory,NUMBER,18818
2018,_T,diseases_of_the_respiratory,NUMBER,1856
2018,_T,diseases_of_the_digestive,NUMBER,1052
2018,_T,diseases_of_the_skin,NUMBER,40
2018,_T,diseases_of_the_musculoskeletal,NUMBER,53
2018,_T,diseases_of_the_genitourinary,NUMBER,631
2018,_T,pregnancy_childbirth_and_the,NUMBER,1
2018,_T,certain_conditions_originating,NUMBER,134
2018,_T,congenital_malformations_deformations,NUMBER,26
2018,_T,symptoms_signs_and_abnormal,NUMBER,2581
2018,_T,injuries_poisoning_and_consequences,NUMBER,1015
2018,_T,external_causes_of_mortality,NUMBER,11
2018,_T,factors_influencing_health_status,NUMBER,1
2018,_T,unknown,NUMBER,470
2018,_T,total,NUMBER,37744
2018,M,infectious_and_parasitic,NUMBER,243
2018,M,neoplasms,NUMBER,4606
2018,M,diseases_of_the_blood,NUMBER,27
2018,M,endocrine_metabolic_and_nutritional,NUMBER,881
2018,M,mental_and_behavioural_disorders,NUMBER,121
2018,M,diseases_of_the_nervous,NUMBER,171
2018,M,diseases_of_the_circulatory,NUMBER,8577
2018,M,diseases_of_the_respiratory,NUMBER,990
2018,M,diseases_of_the_digestive,NUMBER,610
2018,M,diseases_of_the_skin,NUMBER,21
2018,M,diseases_of_the_musculoskeletal,NUMBER,13
2018,M,diseases_of_the_genitourinary,NUMBER,337
2018,M,certain_conditions_originating,NUMBER,67
2018,M,congenital_malformations_deformations,NUMBER,12
2018,M,symptoms_signs_and_abnormal,NUMBER,1301
2018,M,injuries_poisoning_and_consequences,NUMBER,773
2018,M,external_causes_of_mortality,NUMBER,9
2018,M,factors_influencing_health_status,NUMBER,1
2018,M,unknown,NUMBER,247
2018,M,total,NUMBER,19007
2018,F,infectious_and_parasitic,NUMBER,200
2018,F,neoplasms,NUMBER,3275
2018,F,diseases_of_the_blood,NUMBER,45
2018,F,endocrine_metabolic_and_nutritional,NUMBER,1205
2018,F,mental_and_behavioural_disorders,NUMBER,115
2018,F,diseases_of_the_nervous,NUMBER,166
2018,F,diseases_of_the_circulatory,NUMBER,10241
2018,F,diseases_of_the_respiratory,NUMBER,866
2018,F,diseases_of_the_digestive,NUMBER,442
2018,F,diseases_of_the_skin,NUMBER,19
2018,F,diseases_of_the_musculoskeletal,NUMBER,40
2018,F,diseases_of_the_genitourinary,NUMBER,294
2018,F,pregnancy_childbirth_and_the,NUMBER,1
2018,F,certain_conditions_originating,NUMBER,67
2018,F,congenital_malformations_deformations,NUMBER,14
2018,F,symptoms_signs_and_abnormal,NUMBER,1280
2018,F,injuries_poisoning_and_consequences,NUMBER,242
2018,F,external_causes_of_mortality,NUMBER,2
2018,F,unknown,NUMBER,223
2018,F,total,NUMBER,18737
2019,_T,infectious_and_parasitic,NUMBER,451
2019,_T,neoplasms,NUMBER,8053
2019,_T,diseases_of_the_blood,NUMBER,90
2019,_T,endocrine_metabolic_and_nutritional,NUMBER,1925
2019,_T,mental_and_behavioural_disorders,NUMBER,290
2019,_T,diseases_of_the_nervous,NUMBER,388
2019,_T,diseases_of_the_eye,NUMBER,9
2019,_T,diseases_of_the_circulatory,NUMBER,18939
2019,_T,diseases_of_the_respiratory,NUMBER,1946
2019,_T,diseases_of_the_digestive,NUMBER,1043
2019,_T,diseases_of_the_skin,NUMBER,43
2019,_T,diseases_of_the_musculoskeletal,NUMBER,57
2019,_T,diseases_of_the_genitourinary,NUMBER,600
2019,_T,pregnancy_childbirth_and_the,NUMBER,3
2019,_T,certain_conditions_originating,NUMBER,130
2019,_T,congenital_malformations_deformations,NUMBER,30
2019,_T,symptoms_signs_and_abnormal,NUMBER,3312
2019,_T,injuries_poisoning_and_consequences,NUMBER,918
2019,_T,external_causes_of_mortality,NUMBER,9
2019,_T,factors_influencing_health_status,NUMBER,10
2019,_T,unknown,NUMBER,583
2019,_T,total,NUMBER,38829
2019,M,infectious_and_parasitic,NUMBER,241
2019,M,neoplasms,NUMBER,4606
2019,M,diseases_of_the_blood,NUMBER,30
2019,M,endocrine_metabolic_and_nutritional,NUMBER,806
2019,M,mental_and_behavioural_disorders,NUMBER,153
2019,M,diseases_of_the_nervous,NUMBER,202
2019,M,diseases_of_the_eye,NUMBER,3
2019,M,diseases_of_the_circulatory,NUMBER,8848
2019,M,diseases_of_the_respiratory,NUMBER,1076
2019,M,diseases_of_the_digestive,NUMBER,603
2019,M,diseases_of_the_skin,NUMBER,17
2019,M,diseases_of_the_musculoskeletal,NUMBER,15
2019,M,diseases_of_the_genitourinary,NUMBER,314
2019,M,certain_conditions_originating,NUMBER,70
2019,M,congenital_malformations_deformations,NUMBER,11
2019,M,symptoms_signs_and_abnormal,NUMBER,1727
2019,M,injuries_poisoning_and_consequences,NUMBER,701
2019,M,external_causes_of_mortality,NUMBER,8
2019,M,factors_influencing_health_status,NUMBER,7
2019,M,unknown,NUMBER,349
2019,M,total,NUMBER,19787
2019,F,infectious_and_parasitic,NUMBER,210
2019,F,neoplasms,NUMBER,3447
2019,F,diseases_of_the_blood,NUMBER,60
2019,F,endocrine_metabolic_and_nutritional,NUMBER,1119
2019,F,mental_and_behavioural_disorders,NUMBER,137
