Year,CAUSE_OF_DEATH,UNIT_MEASURE,Spol,Value
2010,diseases_of_the_eye,Broj,Oba spola,2
2010,diseases_of_the_circulatory,Broj,Oba spola,18805
2010,diseases_of_the_respiratory,Broj,Oba spola,1145
2010,diseases_of_the_digestive,Broj,Oba spola,918
2010,diseases_of_the_skin,Broj,Oba spola,14
2010,diseases_of_the_musculoskeletal,Broj,Oba spola,42
2010,diseases_of_the_genitourinary,Broj,Oba spola,577
2010,pregnancy_childbirth_and_the,Broj,Oba spola,1
2010,certain_conditions_originating,Broj,Oba spola,138
2010,congenital_malformations_deformations,Broj,Oba spola,63
2010,symptoms_signs_and_abnormal,Broj,Oba spola,1916
2010,injuries_poisoning_and_consequences,Broj,Oba spola,1117
2010,external_causes_of_mortality,Broj,Oba spola,15
2010,factors_influencing_health_status,Broj,Oba spola,0
2010,unknown,Broj,Oba spola,638
2010,Ukupno,Broj,Oba spola,35118
2010,infectious_and_parasitic,Broj,Muškarci,183
2010,neoplasms,Broj,Muškarci,4059
2010,diseases_of_the_blood,Broj,Muškarci,17
2010,endocrine_metabolic_and_nutritional,Broj,Muškarci,729
2010,mental_and_behavioural_disorders,Broj,Muškarci,118
2010,diseases_of_the_nervous,Broj,Muškarci,178
2010,diseases_of_the_eye,Broj,Muškarci,1
2010,diseases_of_the_circulatory,Broj,Muškarci,8699
2010,diseases_of_the_respiratory,Broj,Muškarci,681
2010,diseases_of_the_digestive,Broj,Muškarci,544
2010,diseases_of_the_skin,Broj,Muškarci,5
2010,diseases_of_the_musculoskeletal,Broj,Muškarci,16
2010,diseases_of_the_genitourinary,Broj,Muškarci,296
2010,certain_conditions_originating,Broj,Muškarci,76
2010,congenital_malformations_deformations,Broj,Muškarci,37
2010,symptoms_signs_and_abnormal,Broj,Muškarci,1008
2010,injuries_poisoning_and_consequences,Broj,Muškarci,878
2010,external_causes_of_mortality,Broj,Muškarci,11
2010,unknown,Broj,Muškarci,364
2010,Ukupno,Broj,Muškarci,17900
2010,infectious_and_parasitic,Broj,Žene,102
2010,neoplasms,Broj,Žene,2914
2010,diseases_of_the_blood,Broj,Žene,28
2010,endocrine_metabolic_and_nutritional,Broj,Žene,1174
2010,mental_and_behavioural_disorders,Broj,Žene,53
2010,diseases_of_the_nervous,Broj,Žene,172
2010,diseases_of_the_eye,Broj,Žene,1
2010,diseases_of_the_circulatory,Broj,Žene,10106
2010,diseases_of_the_respiratory,Broj,Žene,464
2010,diseases_of_the_digestive,Broj,Žene,374
2010,diseases_of_the_skin,Broj,Žene,9
2010,diseases_of_the_musculoskeletal,Broj,Žene,26
2010,diseases_of_the_genitourinary,Broj,Žene,281
2010,pregnancy_childbirth_and_the,Broj,Žene,1
2010,certain_conditions_originating,Broj,Žene,62
2010,congenital_malformations_deformations,Broj,Žene,26
2010,symptoms_signs_and_abnormal,Broj,Žene,908
2010,injuries_poisoning_and_consequences,Broj,Žene,239
2010,external_causes_of_mortality,Broj,Žene,4
2010,unknown,Broj,Žene,274
2010,Ukupno,Broj,Žene,17218
2011,infectious_and_parasitic,Broj,Oba spola,298
2011,neoplasms,Broj,Oba spola,7214
2011,diseases_of_the_blood,Broj,Oba spola,59
2011,endocrine_metabolic_and_nutritional,Broj,Oba spola,194
2011,mental_and_behavioural_disorders,Broj,Oba spola,161
2011,diseases_of_the_nervous,Broj,Oba spola,410
2011,diseases_of_the_circulatory,Broj,Oba spola,18468
2011,diseases_of_the_respiratory,Broj,Oba spola,1281
2011,diseases_of_the_digestive,Broj,Oba spola,874
2011,diseases_of_the_skin,Broj,Oba spola,12
2011,diseases_of_the_musculoskeletal,Broj,Oba spola,45
2011,diseases_of_the_genitourinary,Broj,Oba spola,551
2011,pregnancy_childbirth_and_the,Broj,Oba spola,2
2011,certain_conditions_originating,Broj,Oba spola,118
2011,congenital_malformations_deformations,Broj,Oba spola,58
2011,symptoms_signs_and_abnormal,Broj,Oba spola,1665
2011,injuries_poisoning_and_consequences,Broj,Oba spola,1162
2011,external_causes_of_mortality,Broj,Oba spola,14
2011,factors_influencing_health_status,Broj,Oba spola,1
2011,unknown,Broj,Oba spola,695
2011,Ukupno,Broj,Oba spola,35028
2011,infectious_and_parasitic,Broj,Muškarci,192
2011,neoplasms,Broj,Muškarci,4316
2011,diseases_of_the_blood,Broj,Muškarci,20
2011,endocrine_metabolic_and_nutritional,Broj,Muškarci,761
2011,mental_and_behavioural_disorders,Broj,Muškarci,89
2011,diseases_of_the_nervous,Broj,Muškarci,213
2011,diseases_of_the_circulatory,Broj,Muškarci,8542
2011,diseases_of_the_respiratory,Broj,Muškarci,725
2011,diseases_of_the_digestive,Broj,Muškarci,543
2011,diseases_of_the_skin,Broj,Muškarci,2
2011,diseases_of_the_musculoskeletal,Broj,Muškarci,12
2011,diseases_of_the_genitourinary,Broj,Muškarci,302
2011,certain_conditions_originating,Broj,Muškarci,67
2011,congenital_malformations_deformations,Broj,Muškarci,30
2011,symptoms_signs_and_abnormal,Broj,Muškarci,829
2011,injuries_poisoning_and_consequences,Broj,Muškarci,930
2011,external_causes_of_mortality,Broj,Muškarci,13
2011,factors_influencing_health_status,Broj,Muškarci,1
2011,unknown,Broj,Muškarci,378
2011,Ukupno,Broj,Muškarci,17965
2011,infectious_and_parasitic,Broj,Žene,106
2011,neoplasms,Broj,Žene,2898
2011,diseases_of_the_blood,Broj,Žene,39
2011,endocrine_metabolic_and_nutritional,Broj,Žene,1179
2011,mental_and_behavioural_disorders,Broj,Žene,72
2011,diseases_of_the_nervous,Broj,Žene,197
2011,diseases_of_the_circulatory,Broj,Žene,9926
2011,diseases_of_the_respiratory,Broj,Žene,556
2011,diseases_of_the_digestive,Broj,Žene,331
2011,diseases_of_the_skin,Broj,Žene,10
2011,diseases_of_the_musculoskeletal,Broj,Žene,33
2011,diseases_of_the_genitourinary,Broj,Žene,249
2011,pregnancy_childbirth_and_the,Broj,Žene,2
2011,certain_conditions_originating,Broj,Žene,51
2011,congenital_malformations_deformations,Broj,Žene,28
2011,symptoms_signs_and_abnormal,Broj,Žene,836
2011,injuries_poisoning_and_consequences,Broj,Žene,232
2011,external_causes_of_mortality,Broj,Žene,1
2011,unknown,Broj,Žene,317
2011,Ukupno,Broj,Žene,17063
2012,infectious_and_parasitic,Broj,Oba spola,344
2012,neoplasms,Broj,Oba spola,7598
2012,diseases_of_the_blood,Broj,Oba spola,47
2012,endocrine_metabolic_and_nutritional,Broj,Oba spola,1926
2012,mental_and_behavioural_disorders,Broj,Oba spola,160
2012,diseases_of_the_nervous,Broj,Oba spola,409
2012,diseases_of_the_eye,Broj,Oba spola,1
2012,diseases_of_the_circulatory,Broj,Oba spola,19252
2012,diseases_of_the_respiratory,Broj,Oba spola,1266
2012,diseases_of_the_digestive,Broj,Oba spola,978
2012,diseases_of_the_skin,Broj,Oba spola,13
2012,diseases_of_the_musculoskeletal,Broj,Oba spola,54
2012,diseases_of_the_genitourinary,Broj,Oba spola,601
2012,pregnancy_childbirth_and_the,Broj,Oba spola,3
2012,certain_conditions_originating,Broj,Oba spola,111
2012,congenital_malformations_deformations,Broj,Oba spola,40
2012,symptoms_signs_and_abnormal,Broj,Oba spola,1207
2012,injuries_poisoning_and_consequences,Broj,Oba spola,1067
2012,unknown,Broj,Oba spola,740
2012,Ukupno,Broj,Oba spola,35817
2012,infectious_and_parasitic,Broj,Muškarci,185
2012,neoplasms,Broj,Muškarci,4458
2012,diseases_of_the_blood,Broj,Muškarci,25
2012,endocrine_metabolic_and_nutritional,Broj,Muškarci,785
2012,mental_and_behavioural_disorders,Broj,Muškarci,109
2012,diseases_of_the_nervous,Broj,Muškarci,207
2012,diseases_of_the_circulatory,Broj,Muškarci,906
2012,diseases_of_the_respiratory,Broj,Muškarci,754
2012,diseases_of_the_digestive,Broj,Muškarci,588
2012,diseases_of_the_skin,Broj,Muškarci,6
2012,diseases_of_the_musculoskeletal,Broj,Muškarci,15
2012,diseases_of_the_genitourinary,Broj,Muškarci,303
2012,pregnancy_childbirth_and_the,Broj,Muškarci,0
2012,certain_conditions_originating,Broj,Muškarci,67
2012,congenital_malformations_deformations,Broj,Muškarci,26
2012,symptoms_signs_and_abnormal,Broj,Muškarci,609
2012,injuries_poisoning_and_consequences,Broj,Muškarci,830
2012,unknown,Broj,Muškarci,409
2012,Ukupno,Broj,Muškarci,18436
2012,infectious_and_parasitic,Broj,Žene,159
2012,neoplasms,Broj,Žene,314
2012,diseases_of_the_blood,Broj,Žene,22
2012,endocrine_metabolic_and_nutritional,Broj,Žene,1141
2012,mental_and_behavioural_disorders,Broj,Žene,51
2012,diseases_of_the_nervous,Broj,Žene,202
2012,diseases_of_the_eye,Broj,Žene,1
2012,diseases_of_the_circulatory,Broj,Žene,10192
2012,diseases_of_the_respiratory,Broj,Žene,512
2012,diseases_of_the_digestive,Broj,Žene,390
2012,diseases_of_the_skin,Broj,Žene,7
2012,diseases_of_the_musculoskeletal,Broj,Žene,39
2012,diseases_of_the_genitourinary,Broj,Žene,298
2012,pregnancy_childbirth_and_the,Broj,Žene,3
2012,certain_conditions_originating,Broj,Žene,44
2012,congenital_malformations_deformations,Broj,Žene,14
2012,symptoms_signs_and_abnormal,Broj,Žene,598
2012,injuries_poisoning_and_consequences,Broj,Žene,237
2012,unknown,Broj,Žene,331
2012,Ukupno,Broj,Žene,17381
2013,infectious_and_parasitic,Broj,Oba spola,268
2013,neoplasms,Broj,Oba spola,7506
2013,diseases_of_the_blood,Broj,Oba spola,50
2013,endocrine_metabolic_and_nutritional,Broj,Oba spola,197
2013,mental_and_behavioural_disorders,Broj,Oba spola,192
2013,diseases_of_the_nervous,Broj,Oba spola,382
2013,diseases_of_the_circulatory,Broj,Oba spola,18186
2013,diseases_of_the_respiratory,Broj,Oba spola,1428
2013,diseases_of_the_digestive,Broj,Oba spola,955
2013,diseases_of_the_skin,Broj,Oba spola,31
2013,diseases_of_the_musculoskeletal,Broj,Oba spola,57
2013,diseases_of_the_genitourinary,Broj,Oba spola,581
2013,certain_conditions_originating,Broj,Oba spola,101
2013,congenital_malformations_deformations,Broj,Oba spola,38
2013,symptoms_signs_and_abnormal,Broj,Oba spola,2107
2013,injuries_poisoning_and_consequences,Broj,Oba spola,1024
2013,external_causes_of_mortality,Broj,Oba spola,4
2013,unknown,Broj,Oba spola,782
2013,Ukupno,Broj,Oba spola,35662
2013,infectious_and_parasitic,Broj,Muškarci,165
2013,neoplasms,Broj,Muškarci,4384
2013,diseases_of_the_blood,Broj,Muškarci,20
2013,endocrine_metabolic_and_nutritional,Broj,Muškarci,820
2013,mental_and_behavioural_disorders,Broj,Muškarci,101
2013,diseases_of_the_nervous,Broj,Muškarci,198
2013,diseases_of_the_circulatory,Broj,Muškarci,8458
2013,diseases_of_the_respiratory,Broj,Muškarci,827
2013,diseases_of_the_digestive,Broj,Muškarci,526
2013,diseases_of_the_skin,Broj,Muškarci,12
2013,diseases_of_the_musculoskeletal,Broj,Muškarci,18
2013,diseases_of_the_genitourinary,Broj,Muškarci,304
2013,certain_conditions_originating,Broj,Muškarci,62
2013,congenital_malformations_deformations,Broj,Muškarci,19
2013,symptoms_signs_and_abnormal,Broj,Muškarci,1112
2013,injuries_poisoning_and_consequences,Broj,Muškarci,794
2013,external_causes_of_mortality,Broj,Muškarci,4
2013,unknown,Broj,Muškarci,393
2013,Ukupno,Broj,Muškarci,18217
2013,infectious_and_parasitic,Broj,Žene,103
2013,neoplasms,Broj,Žene,3122
2013,diseases_of_the_blood,Broj,Žene,30
2013,endocrine_metabolic_and_nutritional,Broj,Žene,115
2013,mental_and_behavioural_disorders,Broj,Žene,91
2013,diseases_of_the_nervous,Broj,Žene,184
2013,diseases_of_the_circulatory,Broj,Žene,9728
2013,diseases_of_the_respiratory,Broj,Žene,601
2013,diseases_of_the_digestive,Broj,Žene,429
2013,diseases_of_the_skin,Broj,Žene,19
2013,diseases_of_the_musculoskeletal,Broj,Žene,39
2013,diseases_of_the_genitourinary,Broj,Žene,277
2013,certain_conditions_originating,Broj,Žene,39
2013,congenital_malformations_deformations,Broj,Žene,19
2013,symptoms_signs_and_abnormal,Broj,Žene,995
2013,injuries_poisoning_and_consequences,Broj,Žene,230
2013,unknown,Broj,Žene,389
2013,Ukupno,Broj,Žene,17445
2014,infectious_and_parasitic,Broj,Oba spola,291
2014,neoplasms,Broj,Oba spola,7821
2014,diseases_of_the_blood,Broj,Oba spola,42
2014,endocrine_metabolic_and_nutritional,Broj,Oba spola,2267
2014,mental_and_behavioural_disorders,Broj,Oba spola,225
2014,diseases_of_the_nervous,Broj,Oba spola,396
2014,diseases_of_the_eye,Broj,Oba spola,6
2014,diseases_of_the_circulatory,Broj,Oba spola,1793
2014,diseases_of_the_respiratory,Broj,Oba spola,1409
2014,diseases_of_the_digestive,Broj,Oba spola,949
2014,diseases_of_the_skin,Broj,Oba spola,32
2014,diseases_of_the_musculoskeletal,Broj,Oba spola,61
2014,diseases_of_the_genitourinary,Broj,Oba spola,536
2014,certain_conditions_originating,Broj,Oba spola,85
2014,congenital_malformations_deformations,Broj,Oba spola,49
2014,symptoms_signs_and_abnormal,Broj,Oba spola,2241
2014,injuries_poisoning_and_consequences,Broj,Oba spola,1032
2014,external_causes_of_mortality,Broj,Oba spola,17
2014,factors_influencing_health_status,Broj,Oba spola,1
2014,unknown,Broj,Oba spola,590
2014,Ukupno,Broj,Oba spola,35980
2014,infectious_and_parasitic,Broj,Muškarci,164
2014,neoplasms,Broj,Muškarci,4569
2014,diseases_of_the_blood,Broj,Muškarci,14
2014,endocrine_metabolic_and_nutritional,Broj,Muškarci,925
2014,mental_and_behavioural_disorders,Broj,Muškarci,142
2014,diseases_of_the_nervous,Broj,Muškarci,207
2014,diseases_of_the_circulatory,Broj,Muškarci,8336
2014,diseases_of_the_respiratory,Broj,Muškarci,840
2014,diseases_of_the_digestive,Broj,Muškarci,545
2014,diseases_of_the_skin,Broj,Muškarci,16
2014,diseases_of_the_musculoskeletal,Broj,Muškarci,16
2014,diseases_of_the_genitourinary,Broj,Muškarci,260
2014,certain_conditions_originating,Broj,Muškarci,42
2014,congenital_malformations_deformations,Broj,Muškarci,20
2014,symptoms_signs_and_abnormal,Broj,Muškarci,1132
2014,injuries_poisoning_and_consequences,Broj,Muškarci,795
2014,external_causes_of_mortality,Broj,Muškarci,10
2014,unknown,Broj,Muškarci,327
2014,Ukupno,Broj,Muškarci,18360
2014,infectious_and_parasitic,Broj,Žene,127
2014,neoplasms,Broj,Žene,3252
2014,diseases_of_the_blood,Broj,Žene,28
2014,endocrine_metabolic_and_nutritional,Broj,Žene,1342
2014,mental_and_behavioural_disorders,Broj,Žene,83
2014,diseases_of_the_nervous,Broj,Žene,189
2014,diseases_of_the_eye,Broj,Žene,6
2014,diseases_of_the_circulatory,Broj,Žene,9594
2014,diseases_of_the_respiratory,Broj,Žene,569
2014,diseases_of_the_digestive,Broj,Žene,404
2014,diseases_of_the_skin,Broj,Žene,16
2014,diseases_of_the_musculoskeletal,Broj,Žene,45
2014,diseases_of_the_genitourinary,Broj,Žene,276
2014,certain_conditions_originating,Broj,Žene,43
2014,congenital_malformations_deformations,Broj,Žene,29
2014,symptoms_signs_and_abnormal,Broj,Žene,1109
2014,injuries_poisoning_and_consequences,Broj,Žene,237
2014,external_causes_of_mortality,Broj,Žene,7
2014,factors_influencing_health_status,Broj,Žene,1
2014,unknown,Broj,Žene,263
2014,Ukupno,Broj,Žene,17620
2015,infectious_and_parasitic,Broj,Oba spola,370
2015,neoplasms,Broj,Oba spola,7956
2015,diseases_of_the_blood,Broj,Oba spola,55
2015,endocrine_metabolic_and_nutritional,Broj,Oba spola,2025
2015,mental_and_behavioural_disorders,Broj,Oba spola,188
2015,diseases_of_the_nervous,Broj,Oba spola,447
2015,diseases_of_the_eye,Broj,Oba spola,1
2015,diseases_of_the_circulatory,Broj,Oba spola,19713
2015,diseases_of_the_respiratory,Broj,Oba spola,1718
2015,diseases_of_the_digestive,Broj,Oba spola,988
2015,diseases_of_the_skin,Broj,Oba spola,42
2015,diseases_of_the_musculoskeletal,Broj,Oba spola,55
2015,diseases_of_the_genitourinary,Broj,Oba spola,684
2015,pregnancy_childbirth_and_the,Broj,Oba spola,1
2015,certain_conditions_originating,Broj,Oba spola,126
2015,congenital_malformations_deformations,Broj,Oba spola,31
2015,symptoms_signs_and_abnormal,Broj,Oba spola,2098
2015,injuries_poisoning_and_consequences,Broj,Oba spola,1103
2015,external_causes_of_mortality,Broj,Oba spola,8
2015,unknown,Broj,Oba spola,541
2015,Ukupno,Broj,Oba spola,38150
2015,infectious_and_parasitic,Broj,Muškarci,207
2015,neoplasms,Broj,Muškarci,4525
2015,diseases_of_the_blood,Broj,Muškarci,19
2015,endocrine_metabolic_and_nutritional,Broj,Muškarci,856
2015,mental_and_behavioural_disorders,Broj,Muškarci,102
2015,diseases_of_the_nervous,Broj,Muškarci,241
2015,diseases_of_the_circulatory,Broj,Muškarci,9012
2015,diseases_of_the_respiratory,Broj,Muškarci,972
2015,diseases_of_the_digestive,Broj,Muškarci,571
2015,diseases_of_the_skin,Broj,Muškarci,16
2015,diseases_of_the_musculoskeletal,Broj,Muškarci,21
2015,diseases_of_the_genitourinary,Broj,Muškarci,331
2015,certain_conditions_originating,Broj,Muškarci,67
2015,congenital_malformations_deformations,Broj,Muškarci,15
2015,symptoms_signs_and_abnormal,Broj,Muškarci,1102
2015,injuries_poisoning_and_consequences,Broj,Muškarci,840
2015,external_causes_of_mortality,Broj,Muškarci,5
2015,unknown,Broj,Muškarci,317
2015,Ukupno,Broj,Muškarci,19219
2015,infectious_and_parasitic,Broj,Žene,163
2015,neoplasms,Broj,Žene,3431
2015,diseases_of_the_blood,Broj,Žene,36
2015,endocrine_metabolic_and_nutritional,Broj,Žene,1169
2015,mental_and_behavioural_disorders,Broj,Žene,86
2015,diseases_of_the_nervous,Broj,Žene,206
2015,diseases_of_the_eye,Broj,Žene,1
2015,diseases_of_the_circulatory,Broj,Žene,10701
2015,diseases_of_the_respiratory,Broj,Žene,746
2015,diseases_of_the_digestive,Broj,Žene,417
2015,diseases_of_the_skin,Broj,Žene,26
2015,diseases_of_the_musculoskeletal,Broj,Žene,34
2015,diseases_of_the_genitourinary,Broj,Žene,353
2015,pregnancy_childbirth_and_the,Broj,Žene,1
2015,certain_conditions_originating,Broj,Žene,59
2015,congenital_malformations_deformations,Broj,Žene,16
2015,symptoms_signs_and_abnormal,Broj,Žene,996
2015,injuries_poisoning_and_consequences,Broj,Žene,263
2015,external_causes_of_mortality,Broj,Žene,3
2015,unknown,Broj,Žene,224
2015,Ukupno,Broj,Žene,18931
2016,infectious_and_parasitic,Broj,Oba spola,412
2016,neoplasms,Broj,Oba spola,7761
2016,diseases_of_the_blood,Broj,Oba spola,54
2016,endocrine_metabolic_and_nutritional,Broj,Oba spola,1961
2016,mental_and_behavioural_disorders,Broj,Oba spola,226
2016,diseases_of_the_nervous,Broj,Oba spola,386
2016,diseases_of_the_eye,Broj,Oba spola,8
2016,diseases_of_the_circulatory,Broj,Oba spola,18959
2016,diseases_of_the_respiratory,Broj,Oba spola,1487
2016,diseases_of_the_digestive,Broj,Oba spola,1077
2016,diseases_of_the_skin,Broj,Oba spola,35
2016,diseases_of_the_musculoskeletal,Broj,Oba spola,46
2016,diseases_of_the_genitourinary,Broj,Oba spola,696
2016,pregnancy_childbirth_and_the,Broj,Oba spola,1
2016,certain_conditions_originating,Broj,Oba spola,117
2016,congenital_malformations_deformations,Broj,Oba spola,16
2016,symptoms_signs_and_abnormal,Broj,Oba spola,1730
2016,injuries_poisoning_and_consequences,Broj,Oba spola,1040
2016,external_causes_of_mortality,Broj,Oba spola,14
2016,unknown,Broj,Oba spola,545
2016,Ukupno,Broj,Oba spola,36571
2016,infectious_and_parasitic,Broj,Muškarci,214
2016,neoplasms,Broj,Muškarci,4464
2016,diseases_of_the_blood,Broj,Muškarci,22
2016,endocrine_metabolic_and_nutritional,Broj,Muškarci,789
2016,mental_and_behavioural_disorders,Broj,Muškarci,141
2016,diseases_of_the_nervous,Broj,Muškarci,213
2016,diseases_of_the_eye,Broj,Muškarci,6
2016,diseases_of_the_circulatory,Broj,Muškarci,878
2016,diseases_of_the_respiratory,Broj,Muškarci,879
2016,diseases_of_the_digestive,Broj,Muškarci,619
2016,diseases_of_the_skin,Broj,Muškarci,16
2016,diseases_of_the_musculoskeletal,Broj,Muškarci,9
2016,diseases_of_the_genitourinary,Broj,Muškarci,345
2016,certain_conditions_originating,Broj,Muškarci,74
2016,congenital_malformations_deformations,Broj,Muškarci,9
2016,symptoms_signs_and_abnormal,Broj,Muškarci,872
2016,injuries_poisoning_and_consequences,Broj,Muškarci,783
2016,external_causes_of_mortality,Broj,Muškarci,11
2016,unknown,Broj,Muškarci,296
2016,Ukupno,Broj,Muškarci,18542
2016,infectious_and_parasitic,Broj,Žene,198
2016,neoplasms,Broj,Žene,3297
2016,diseases_of_the_blood,Broj,Žene,32
2016,endocrine_metabolic_and_nutritional,Broj,Žene,1172
2016,mental_and_behavioural_disorders,Broj,Žene,85
2016,diseases_of_the_nervous,Broj,Žene,173
2016,diseases_of_the_eye,Broj,Žene,2
2016,diseases_of_the_circulatory,Broj,Žene,10179
2016,diseases_of_the_respiratory,Broj,Žene,608
2016,diseases_of_the_digestive,Broj,Žene,458
2016,diseases_of_the_skin,Broj,Žene,19
2016,diseases_of_the_musculoskeletal,Broj,Žene,37
2016,diseases_of_the_genitourinary,Broj,Žene,351
2016,pregnancy_childbirth_and_the,Broj,Žene,1
2016,certain_conditions_originating,Broj,Žene,43
2016,congenital_malformations_deformations,Broj,Žene,7
2016,symptoms_signs_and_abnormal,Broj,Žene,858
2016,injuries_poisoning_and_consequences,Broj,Žene,257
2016,external_causes_of_mortality,Broj,Žene,3
2016,unknown,Broj,Žene,249
2016,Ukupno,Broj,Žene,18029
2017,infectious_and_parasitic,Broj,Oba spola,395
2017,neoplasms,Broj,Oba spola,8136
2017,diseases_of_the_blood,Broj,Oba spola,69
2017,endocrine_metabolic_and_nutritional,Broj,Oba spola,217
2017,mental_and_behavioural_disorders,Broj,Oba spola,265
2017,diseases_of_the_nervous,Broj,Oba spola,382
2017,diseases_of_the_eye,Broj,Oba spola,5
2017,diseases_of_the_circulatory,Broj,Oba spola,19207
2017,diseases_of_the_respiratory,Broj,Oba spola,1579
2017,diseases_of_the_digestive,Broj,Oba spola,1007
2017,diseases_of_the_skin,Broj,Oba spola,44
2017,diseases_of_the_musculoskeletal,Broj,Oba spola,44
2017,diseases_of_the_genitourinary,Broj,Oba spola,587
2017,certain_conditions_originating,Broj,Oba spola,136
2017,congenital_malformations_deformations,Broj,Oba spola,27
2017,symptoms_signs_and_abnormal,Broj,Oba spola,2294
2017,injuries_poisoning_and_consequences,Broj,Oba spola,1067
2017,external_causes_of_mortality,Broj,Oba spola,15
2017,unknown,Broj,Oba spola,550
2017,Ukupno,Broj,Oba spola,37979
2017,infectious_and_parasitic,Broj,Muškarci,209
2017,neoplasms,Broj,Muškarci,4632
2017,diseases_of_the_blood,Broj,Muškarci,25
2017,endocrine_metabolic_and_nutritional,Broj,Muškarci,885
2017,mental_and_behavioural_disorders,Broj,Muškarci,147
2017,diseases_of_the_nervous,Broj,Muškarci,193
2017,diseases_of_the_eye,Broj,Muškarci,2
2017,diseases_of_the_circulatory,Broj,Muškarci,888
2017,diseases_of_the_respiratory,Broj,Muškarci,936
2017,diseases_of_the_digestive,Broj,Muškarci,570
2017,diseases_of_the_skin,Broj,Muškarci,12
2017,diseases_of_the_musculoskeletal,Broj,Muškarci,17
2017,diseases_of_the_genitourinary,Broj,Muškarci,299
2017,certain_conditions_originating,Broj,Muškarci,75
2017,congenital_malformations_deformations,Broj,Muškarci,16
2017,symptoms_signs_and_abnormal,Broj,Muškarci,1168
2017,injuries_poisoning_and_consequences,Broj,Muškarci,780
2017,external_causes_of_mortality,Broj,Muškarci,9
2017,unknown,Broj,Muškarci,331
2017,Ukupno,Broj,Muškarci,19186
2017,infectious_and_parasitic,Broj,Žene,186
2017,neoplasms,Broj,Žene,3504
2017,diseases_of_the_blood,Broj,Žene,44
2017,endocrine_metabolic_and_nutritional,Broj,Žene,1285
2017,mental_and_behavioural_disorders,Broj,Žene,118
2017,diseases_of_the_nervous,Broj,Žene,189
2017,diseases_of_the_eye,Broj,Žene,3
2017,diseases_of_the_circulatory,Broj,Žene,10327
2017,diseases_of_the_respiratory,Broj,Žene,643
2017,diseases_of_the_digestive,Broj,Žene,437
2017,diseases_of_the_skin,Broj,Žene,32
2017,diseases_of_the_musculoskeletal,Broj,Žene,27
2017,diseases_of_the_genitourinary,Broj,Žene,288
2017,certain_conditions_originating,Broj,Žene,61
2017,congenital_malformations_deformations,Broj,Žene,Vrijednost
2017,symptoms_signs_and_abnormal,Broj,Žene,4591
2017,injuries_poisoning_and_consequences,Broj,Žene,15911
2017,external_causes_of_mortality,Broj,Žene,866
2017,unknown,Broj,Žene,709
2017,Ukupno,Broj,Žene,2552
2018,infectious_and_parasitic,Broj,Oba spola,1022
2018,neoplasms,Broj,Oba spola,25651
2018,diseases_of_the_blood,Broj,Oba spola,2752
2018,endocrine_metabolic_and_nutritional,Broj,Oba spola,77
2018,mental_and_behavioural_disorders,Broj,Oba spola,498
2018,diseases_of_the_nervous,Broj,Oba spola,445
2018,diseases_of_the_circulatory,Broj,Oba spola,1347
2018,diseases_of_the_respiratory,Broj,Oba spola,786
2018,diseases_of_the_digestive,Broj,Oba spola,13528
2018,diseases_of_the_skin,Broj,Oba spola,1839
2018,diseases_of_the_musculoskeletal,Broj,Oba spola,8211
2018,diseases_of_the_genitourinary,Broj,Oba spola,368
2018,pregnancy_childbirth_and_the,Broj,Oba spola,264
2018,certain_conditions_originating,Broj,Oba spola,1205
2018,congenital_malformations_deformations,Broj,Oba spola,236
2018,symptoms_signs_and_abnormal,Broj,Oba spola,12123
2018,injuries_poisoning_and_consequences,Broj,Oba spola,5122
2018,external_causes_of_mortality,Broj,Oba spola,16283
2018,factors_influencing_health_status,Broj,Oba spola,805
2018,unknown,Broj,Oba spola,848
2018,Ukupno,Broj,Oba spola,2860
2018,infectious_and_parasitic,Broj,Muškarci,1091
2018,neoplasms,Broj,Muškarci,27009
2018,diseases_of_the_blood,Broj,Muškarci,3144
2018,endocrine_metabolic_and_nutritional,Broj,Muškarci,781
2018,mental_and_behavioural_disorders,Broj,Muškarci,464
2018,diseases_of_the_nervous,Broj,Muškarci,518
2018,diseases_of_the_circulatory,Broj,Muškarci,1484
2018,diseases_of_the_respiratory,Broj,Muškarci,812
2018,diseases_of_the_digestive,Broj,Muškarci,14232
2018,diseases_of_the_skin,Broj,Muškarci,1978
2018,diseases_of_the_musculoskeletal,Broj,Muškarci,8473
2018,diseases_of_the_genitourinary,Broj,Muškarci,341
2018,certain_conditions_originating,Broj,Muškarci,330
2018,congenital_malformations_deformations,Broj,Muškarci,1376
2018,symptoms_signs_and_abnormal,Broj,Muškarci,279
2018,injuries_poisoning_and_consequences,Broj,Muškarci,12777
2018,external_causes_of_mortality,Broj,Muškarci,257
2018,factors_influencing_health_status,Broj,Muškarci,5347
2018,unknown,Broj,Muškarci,20
2018,Ukupno,Broj,Muškarci,667
2018,infectious_and_parasitic,Broj,Žene,48
2018,neoplasms,Broj,Žene,161
2018,diseases_of_the_blood,Broj,Žene,1
2018,endocrine_metabolic_and_nutritional,Broj,Žene,16328
2018,mental_and_behavioural_disorders,Broj,Žene,745
2018,diseases_of_the_nervous,Broj,Žene,827
2018,diseases_of_the_circulatory,Broj,Žene,17
2018,diseases_of_the_respiratory,Broj,Žene,14
2018,diseases_of_the_digestive,Broj,Žene,397
2018,diseases_of_the_skin,Broj,Žene,1
